file_id,uniprot_id,ID,pocket,druggability,num_drug_pockets,struct_score
AF-Q96FC7-F1-model_v4,Q96FC7,Q96FC7-F1,0.134,0.952,1,83.2405523937061
AF-Q96R08-F1-model_v4,Q96R08,Q96R08-F1,0.132,0.952,1,88.838658043654
AF-Q9H7V2-F1-model_v4,Q9H7V2,Q9H7V2-F1,0.011,0.952,1,53.9037824351297
AF-Q9NTX5-F1-model_v4,Q9NTX5,Q9NTX5-F1,0.182,0.952,1,90.8821092757306
AF-Q9NU22-F19-model_v4,Q9NU22,Q9NU22-F19,0.114,0.952,2,71.1507946243348
AF-Q9NZR1-F1-model_v4,Q9NZR1,Q9NZR1-F1,0.144,0.952,2,84.0239691091954
AF-A0A0A6YYK4-F1-model_v4,A0A0A6YYK4,A0A0A6YYK4-F1,0.084,0.951,1,81.6173167981962
AF-A6NJZ3-F1-model_v4,A6NJZ3,A6NJZ3-F1,0.051,0.951,1,89.2185407377381
AF-O60635-F1-model_v4,O60635,O60635-F1,0.125,0.951,1,88.547891598916
AF-O75845-F1-model_v4,O75845,O75845-F1,0.325,0.951,3,93.0011172962227
AF-P02100-F1-model_v4,P02100,P02100-F1,0.153,0.951,1,97.217229020979
AF-P03901-F1-model_v4,P03901,P03901-F1,0.295,0.951,1,88.5663844086021
AF-P0C7X3-F1-model_v4,P0C7X3,P0C7X3-F1,0.141,0.951,1,55.4787076811067
AF-P0CK97-F1-model_v4,P0CK97,P0CK97-F1,0.194,0.951,2,52.823568627451
AF-P15514-F1-model_v4,P15514,P15514-F1,0.289,0.951,1,67.7626407369498
AF-Q15303-F1-model_v4,Q15303,Q15303-F1,0.069,0.951,1,73.091615003401
AF-Q15438-F1-model_v4,Q15438,Q15438-F1,0.202,0.951,2,85.1367330677291
AF-Q16515-F1-model_v4,Q16515,Q16515-F1,0.311,0.951,1,86.9764060187469
AF-Q5T0T0-F1-model_v4,Q5T0T0,Q5T0T0-F1,0.109,0.951,2,71.9150802603037
AF-Q66K66-F1-model_v4,Q66K66,Q66K66-F1,0.337,0.951,2,75.264928057554
AF-Q6U841-F1-model_v4,Q6U841,Q6U841-F1,0.158,0.951,4,71.5375183387879
AF-Q6UW88-F1-model_v4,Q6UW88,Q6UW88-F1,0.038,0.951,1,67.0733806343906
AF-Q86UF1-F1-model_v4,Q86UF1,Q86UF1-F1,0.034,0.951,2,89.6664947987336
AF-Q8IZF2-F1-model_v4,Q8IZF2,Q8IZF2-F1,0.118,0.951,2,74.4462071265244
AF-Q8NGR3-F1-model_v4,Q8NGR3,Q8NGR3-F1,0.123,0.951,1,84.6421636212625
AF-Q8NHC6-F1-model_v4,Q8NHC6,Q8NHC6-F1,0.144,0.951,1,85.5227686628384
AF-Q8TC44-F1-model_v4,Q8TC44,Q8TC44-F1,0.194,0.951,1,78.5896030695951
AF-Q8TDJ6-F6-model_v4,Q8TDJ6,Q8TDJ6-F6,0.168,0.951,7,66.3865523498458
AF-Q92736-F10-model_v4,Q92736,Q92736-F10,0.151,0.951,2,81.0871513944223
AF-Q96CT2-F1-model_v4,Q96CT2,Q96CT2-F1,0.337,0.951,1,71.1667964388109
AF-Q96QG7-F1-model_v4,Q96QG7,Q96QG7-F1,0.28,0.951,1,94.8982285842093
AF-Q9H920-F1-model_v4,Q9H920,Q9H920-F1,0.181,0.951,2,83.7685982008995
AF-Q9UBS5-F1-model_v4,Q9UBS5,Q9UBS5-F1,0.099,0.951,1,84.3320123149482
AF-Q9UK61-F1-model_v4,Q9UK61,Q9UK61-F1,0.095,0.951,3,56.2450639482395
AF-Q9Y3B2-F1-model_v4,Q9Y3B2,Q9Y3B2-F1,0.017,0.951,1,78.621271637816207
AF-O15120-F1-model_v4,O15120,O15120-F1,0.242,0.95,2,91.4529111008752
AF-O15204-F1-model_v4,O15204,O15204-F1,0.444,0.95,1,80.8093295485266
AF-O15260-F1-model_v4,O15260,O15260-F1,0.273,0.95,2,84.2357823446987
AF-O95069-F1-model_v4,O95069,O95069-F1,0.378,0.95,3,76.7712706518474
AF-P13631-F1-model_v4,P13631,P13631-F1,0.371,0.95,1,79.5902444570779
AF-P15924-F7-model_v4,P15924,P15924-F7,0.154,0.95,1,78.5653919845316
AF-P24001-F1-model_v4,P24001,P24001-F1,0.099,0.95,2,71.1900160599572
AF-P28221-F1-model_v4,P28221,P28221-F1,0.188,0.95,2,79.0031651997292
AF-P29274-F1-model_v4,P29274,P29274-F1,0.165,0.95,1,81.2876883942766
AF-P30953-F1-model_v4,P30953,P30953-F1,0.091,0.95,2,89.1097325769854
AF-Q04671-F1-model_v4,Q04671,Q04671-F1,0.333,0.95,2,74.2419853166106
AF-Q14831-F1-model_v4,Q14831,Q14831-F1,0.14,0.95,1,84.6771844524937
AF-Q15046-F1-model_v4,Q15046,Q15046-F1,0.341,0.95,1,91.1521924686192
AF-Q5T197-F1-model_v4,Q5T197,Q5T197-F1,0.115,0.95,3,79.3301164431898
AF-Q6JQN1-F1-model_v4,Q6JQN1,Q6JQN1-F1,0.077,0.95,3,87.1954508490792
AF-Q6L9T8-F1-model_v4,Q6L9T8,Q6L9T8-F1,0.127,0.95,1,84.3805526770294
AF-Q8NGA2-F1-model_v4,Q8NGA2,Q8NGA2-F1,0.184,0.95,2,84.7266542133665
AF-Q8NGF1-F1-model_v4,Q8NGF1,Q8NGF1-F1,0.067,0.95,3,83.9877383863081
AF-Q8TAQ2-F1-model_v4,Q8TAQ2,Q8TAQ2-F1,0.314,0.95,2,65.0942476740456
AF-Q9NYQ7-F9-model_v4,Q9NYQ7,Q9NYQ7-F9,0.156,0.95,1,73.9963924528302
AF-A6NGW2-F1-model_v4,A6NGW2,A6NGW2-F1,0.114,0.949,4,66.9512552579145
AF-O14863-F1-model_v4,O14863,O14863-F1,0.163,0.949,2,73.1085221822542
AF-P22079-F1-model_v4,P22079,P22079-F1,0.34,0.949,1,92.3525331682293
AF-P59533-F1-model_v4,P59533,P59533-F1,0.238,0.949,2,81.0031503759399
AF-Q02224-F3-model_v4,Q02224,Q02224-F3,0.416,0.949,1,70.8415997235899
AF-Q5JW98-F1-model_v4,Q5JW98,Q5JW98-F1,0.202,0.949,1,74.8867481662592
AF-Q6IPR1-F1-model_v4,Q6IPR1,Q6IPR1-F1,0.164,0.949,1,91.7153202614379
AF-Q6NUK4-F1-model_v4,Q6NUK4,Q6NUK4-F1,0.188,0.949,1,64.4304987893462
AF-Q86SQ9-F1-model_v4,Q86SQ9,Q86SQ9-F1,0.318,0.949,2,95.0488079470199
AF-Q86YC3-F1-model_v4,Q86YC3,Q86YC3-F1,0.233,0.949,2,83.6002070509233
AF-Q8IZT6-F10-model_v4,Q8IZT6,Q8IZT6-F10,0.434,0.949,4,62.6404820392025
AF-Q8NFJ6-F1-model_v4,Q8NFJ6,Q8NFJ6-F1,0.248,0.949,2,77.9346591276252
AF-Q8NH63-F1-model_v4,Q8NH63,Q8NH63-F1,0.246,0.949,2,84.7425400168492
AF-Q969R2-F1-model_v4,Q969R2,Q969R2-F1,0.205,0.949,1,72.130603121046
AF-Q96JB1-F8-model_v4,Q96JB1,Q96JB1-F8,0.219,0.949,1,89.0411242656222
AF-Q99627-F1-model_v4,Q99627,Q99627-F1,0.15,0.949,1,85.9405853658537
AF-Q9NRA0-F1-model_v4,Q9NRA0,Q9NRA0-F1,0.031,0.949,1,77.6308611851548
AF-Q9NWM0-F1-model_v4,Q9NWM0,Q9NWM0-F1,0.316,0.949,1,87.4370815154994
AF-Q9P0X4-F1-model_v4,Q9P0X4,Q9P0X4-F1,0.191,0.949,3,60.5777642276423
AF-Q9P2E9-F1-model_v4,Q9P2E9,Q9P2E9-F1,0.32,0.949,3,68.862812236879
AF-Q9UKP4-F1-model_v4,Q9UKP4,Q9UKP4-F1,0.086,0.949,1,64.1009053625319
AF-A0A0G2JMD5-F1-model_v4,A0A0G2JMD5,A0A0G2JMD5-F1,0.359,0.948,1,77.0541281322656
AF-O75110-F1-model_v4,O75110,O75110-F1,0.102,0.948,2,84.4575989920806
AF-P08243-F1-model_v4,P08243,P08243-F1,0.425,0.948,3,94.5924003523453
AF-P30988-F1-model_v4,P30988,P30988-F1,0.067,0.948,1,77.9922982321291
AF-P33527-F1-model_v4,P33527,P33527-F1,0.155,0.948,2,83.0096880172128
AF-P50416-F1-model_v4,P50416,P50416-F1,0.174,0.948,1,92.3895372007071
AF-P82987-F1-model_v4,P82987,P82987-F1,0.183,0.948,1,65.8706082208403
AF-Q01959-F1-model_v4,Q01959,Q01959-F1,0.449,0.948,1,87.1816955803387
AF-Q15751-F19-model_v4,Q15751,Q15751-F19,0.203,0.948,1,88.0729475960053
AF-Q1W4C9-F1-model_v4,Q1W4C9,Q1W4C9-F1,0.202,0.948,1,87.8155341055341
AF-Q8N697-F1-model_v4,Q8N697,Q8N697-F1,0.153,0.948,1,84.6035345221765
AF-Q8N8Q1-F1-model_v4,Q8N8Q1,Q8N8Q1-F1,0.106,0.948,2,87.7847789591494
AF-Q8NGJ3-F1-model_v4,Q8NGJ3,Q8NGJ3-F1,-0.012,0.948,1,86.0480278232406
AF-Q8NGU9-F1-model_v4,Q8NGU9,Q8NGU9-F1,0.131,0.948,2,70.893533903482
AF-Q8NHQ1-F1-model_v4,Q8NHQ1,Q8NHQ1-F1,0.177,0.948,1,76.8102249488753
AF-Q96DC8-F1-model_v4,Q96DC8,Q96DC8-F1,0.255,0.948,1,90.4043025797989
AF-Q96MR9-F1-model_v4,Q96MR9,Q96MR9-F1,0.108,0.948,1,63.9518688370637
AF-Q9BRV3-F1-model_v4,Q9BRV3,Q9BRV3-F1,0.317,0.948,2,89.5138766270515
AF-Q9H4Z3-F1-model_v4,Q9H4Z3,Q9H4Z3-F1,0.069,0.948,1,81.4573753743174
AF-Q9H9E1-F1-model_v4,Q9H9E1,Q9H9E1-F1,0.047,0.948,1,68.1651166666667
AF-Q9NVP1-F1-model_v4,Q9NVP1,Q9NVP1-F1,0.201,0.948,2,72.603181045875
AF-Q9NZJ6-F1-model_v4,Q9NZJ6,Q9NZJ6-F1,0.202,0.948,1,70.9224913614375
AF-Q9Y312-F1-model_v4,Q9Y312,Q9Y312-F1,0.216,0.948,1,89.7884635501798
AF-Q9Y468-F1-model_v4,Q9Y468,Q9Y468-F1,0.227,0.948,1,64.7354184615385
AF-Q9Y490-F1-model_v4,Q9Y490,Q9Y490-F1,0.279,0.948,1,75.9121631355932
AF-Q9Y6M9-F1-model_v4,Q9Y6M9,Q9Y6M9-F1,-0.051,0.948,1,96.1323201555412
AF-O14520-F1-model_v4,O14520,O14520-F1,0.303,0.947,2,84.9231264280274
AF-O15528-F1-model_v4,O15528,O15528-F1,0.246,0.947,1,86.7373639327815
AF-O43174-F1-model_v4,O43174,O43174-F1,0.126,0.947,3,90.2159685996455
AF-O60678-F1-model_v4,O60678,O60678-F1,0.384,0.947,2,84.9325089094797
AF-O75762-F1-model_v4,O75762,O75762-F1,0.116,0.947,1,81.5129115904773
AF-O95831-F1-model_v4,O95831,O95831-F1,0.136,0.947,1,85.7945805903589
AF-P15735-F1-model_v4,P15735,P15735-F1,0.133,0.947,1,83.2589629856225
AF-P23526-F1-model_v4,P23526,P23526-F1,0.229,0.947,2,98.235894138756
AF-P35367-F1-model_v4,P35367,P35367-F1,0.155,0.947,1,71.0315718295484
AF-P41143-F1-model_v4,P41143,P41143-F1,0.098,0.947,3,80.4017096432356
AF-P48775-F1-model_v4,P48775,P48775-F1,0.175,0.947,1,90.5243651968038
AF-P78527-F14-model_v4,P78527,P78527-F14,0.225,0.947,1,79.5754512957998
AF-Q16653-F1-model_v4,Q16653,Q16653-F1,0.101,0.947,1,84.8097336683417
AF-Q49AG3-F1-model_v4,Q49AG3,Q49AG3-F1,0.169,0.947,1,81.6072477892077
AF-Q5T4S7-F9-model_v4,Q5T4S7,Q5T4S7-F9,0.084,0.947,1,71.397703033729
AF-Q5THJ4-F11-model_v4,Q5THJ4,Q5THJ4-F11,0.257,0.947,1,74.6804555829453
AF-Q5VZ89-F1-model_v4,Q5VZ89,Q5VZ89-F1,0.121,0.947,2,64.564073479221
AF-Q6ZQW0-F1-model_v4,Q6ZQW0,Q6ZQW0-F1,0.125,0.947,1,91.1390454682325
AF-Q86V35-F1-model_v4,Q86V35,Q86V35-F1,0.164,0.947,1,59.0887712112346
AF-Q9C0H2-F1-model_v4,Q9C0H2,Q9C0H2-F1,0.2,0.947,1,79.6810224746851
AF-Q9HAT2-F1-model_v4,Q9HAT2,Q9HAT2-F1,0.566,0.947,1,92.3246249391135
AF-Q9NQ84-F1-model_v4,Q9NQ84,Q9NQ84-F1,0.277,0.947,1,70.7814277303503
AF-Q9NU22-F7-model_v4,Q9NU22,Q9NU22-F7,0.243,0.947,1,79.1221475721132
AF-Q9UBP0-F1-model_v4,Q9UBP0,Q9UBP0-F1,0.261,0.947,1,76.9700148210883
AF-Q9UKL2-F1-model_v4,Q9UKL2,Q9UKL2-F1,0.049,0.947,1,89.9953092369478
AF-Q9Y6Q3-F1-model_v4,Q9Y6Q3,Q9Y6Q3-F1,0.105,0.947,1,67.3002831893955
AF-Q9Y6R7-F17-model_v4,Q9Y6R7,Q9Y6R7-F17,0.396,0.947,3,87.4447994200097
AF-A6NP11-F1-model_v4,A6NP11,A6NP11-F1,0.299,0.946,1,70.0219533600802
AF-O15230-F12-model_v4,O15230,O15230-F12,0.086,0.946,2,79.2431394807853
AF-O95342-F1-model_v4,O95342,O95342-F1,0.207,0.946,1,83.1352957171992
AF-P04114-F9-model_v4,P04114,P04114-F9,0.268,0.946,3,73.1229884135472
AF-P41279-F1-model_v4,P41279,P41279-F1,0.184,0.946,2,74.4512267958031
AF-P48067-F1-model_v4,P48067,P48067-F1,0.243,0.946,3,81.8817037841753
AF-P60008-F1-model_v4,P60008,P60008-F1,0.06,0.946,1,62.075941143809
AF-Q12770-F1-model_v4,Q12770,Q12770-F1,0.111,0.946,2,66.7752444354101
AF-Q14542-F1-model_v4,Q14542,Q14542-F1,0.13,0.946,1,84.3991985273294
AF-Q15361-F1-model_v4,Q15361,Q15361-F1,0.065,0.946,1,57.6026888551305
AF-Q2M3C6-F1-model_v4,Q2M3C6,Q2M3C6-F1,0.294,0.946,2,54.6213054067219
AF-Q5CZC0-F16-model_v4,Q5CZC0,Q5CZC0-F16,0.079,0.946,5,51.7972006805767
AF-Q86YT5-F1-model_v4,Q86YT5,Q86YT5-F1,0.073,0.946,3,85.548185711066
AF-Q8IXM6-F1-model_v4,Q8IXM6,Q8IXM6-F1,0.152,0.946,2,89.7265977895243
AF-Q8N661-F1-model_v4,Q8N661,Q8N661-F1,0.306,0.946,1,89.7276779463244
AF-Q969I3-F1-model_v4,Q969I3,Q969I3-F1,0.123,0.946,2,91.287261663286
AF-Q96Q15-F9-model_v4,Q96Q15,Q96Q15-F9,0.191,0.946,3,77.2419086577362
AF-Q96R45-F1-model_v4,Q96R45,Q96R45-F1,0.1,0.946,1,77.9725441116126
AF-Q9BVT8-F1-model_v4,Q9BVT8,Q9BVT8-F1,0.017,0.946,1,67.7116928069227
AF-Q9BYJ1-F1-model_v4,Q9BYJ1,Q9BYJ1-F1,0.377,0.946,1,91.6939064430715
AF-Q9H210-F1-model_v4,Q9H210,Q9H210-F1,0.388,0.946,1,87.0945041666667
AF-Q9NS66-F1-model_v4,Q9NS66,Q9NS66-F1,0.527,0.946,1,83.4785851648352
AF-Q9Y3Q4-F1-model_v4,Q9Y3Q4,Q9Y3Q4-F1,0.215,0.946,1,61.5475354980737
AF-Q9Y6W8-F1-model_v4,Q9Y6W8,Q9Y6W8-F1,0.208,0.946,2,74.8344493392071
AF-A0A286YEU6-F1-model_v4,A0A286YEU6,A0A286YEU6-F1,0.071,0.945,2,71.1512880366819
AF-A2IDD5-F1-model_v4,A2IDD5,A2IDD5-F1,0.129,0.945,1,66.539926943308
AF-O15354-F1-model_v4,O15354,O15354-F1,0.097,0.945,5,61.8110206251329
AF-O15503-F1-model_v4,O15503,O15503-F1,0.093,0.945,1,68.6187051039698
AF-O75094-F1-model_v4,O75094,O75094-F1,0.117,0.945,1,81.1350175228652
AF-P13945-F1-model_v4,P13945,P13945-F1,0.038,0.945,2,79.2149526298595
AF-P42704-F1-model_v4,P42704,P42704-F1,0.136,0.945,1,77.8882515088731
AF-P78334-F1-model_v4,P78334,P78334-F1,0.243,0.945,1,72.5620142296369
AF-Q14432-F1-model_v4,Q14432,Q14432-F1,0.272,0.945,3,61.4864284900285
AF-Q3SYC2-F1-model_v4,Q3SYC2,Q3SYC2-F1,0.172,0.945,3,94.714561922366
AF-Q5TAA0-F1-model_v4,Q5TAA0,Q5TAA0-F1,0.183,0.945,1,89.8687963170896
AF-Q5THJ4-F15-model_v4,Q5THJ4,Q5THJ4-F15,0.108,0.945,2,75.4740498584604
AF-Q5VZK9-F1-model_v4,Q5VZK9,Q5VZK9-F1,0.115,0.945,2,68.3221235521236
AF-Q69YN2-F1-model_v4,Q69YN2,Q69YN2-F1,0.181,0.945,1,84.0916428738591
AF-Q96PB7-F1-model_v4,Q96PB7,Q96PB7-F1,0.119,0.945,2,80.4147863247863
AF-Q9BV86-F1-model_v4,Q9BV86,Q9BV86-F1,0.442,0.945,1,97.5788390353337
AF-Q9BZQ4-F1-model_v4,Q9BZQ4,Q9BZQ4-F1,0.091,0.945,1,80.5196973466003
AF-Q9NXD2-F1-model_v4,Q9NXD2,Q9NXD2-F1,0.313,0.945,2,81.4439261044177
AF-A6NJJ6-F1-model_v4,A6NJJ6,A6NJJ6-F1,0.183,0.944,1,73.3739180035651
AF-A6NMZ5-F1-model_v4,A6NMZ5,A6NMZ5-F1,0.266,0.944,4,82.187056694813
AF-O15482-F1-model_v4,O15482,O15482-F1,0.203,0.944,2,75.046248066811
AF-O60882-F1-model_v4,O60882,O60882-F1,0.28,0.944,1,83.8211709601874
AF-O75298-F1-model_v4,O75298,O75298-F1,0.162,0.944,2,51.1261288005746
AF-P51580-F1-model_v4,P51580,P51580-F1,0.021,0.944,1,95.0008866498741
AF-Q05D32-F1-model_v4,Q05D32,Q05D32-F1,0.184,0.944,1,66.9035672201393
AF-Q13530-F1-model_v4,Q13530,Q13530-F1,0.257,0.944,3,76.550703272924
AF-Q13554-F1-model_v4,Q13554,Q13554-F1,0.317,0.944,2,72.3408961064371
AF-Q13574-F1-model_v4,Q13574,Q13574-F1,0.153,0.944,1,77.9866507046108
AF-Q15935-F1-model_v4,Q15935,Q15935-F1,0.075,0.944,1,68.4455858562514
AF-Q53HC9-F1-model_v4,Q53HC9,Q53HC9-F1,0.064,0.944,1,89.3494654498044
AF-Q56VL3-F1-model_v4,Q56VL3,Q56VL3-F1,0.006,0.944,1,57.3704366078925
AF-Q58FF6-F1-model_v4,Q58FF6,Q58FF6-F1,0.124,0.944,2,78.7180728784544
AF-Q8NBM8-F1-model_v4,Q8NBM8,Q8NBM8-F1,0.368,0.944,1,90.3187684346701
AF-Q8NDP4-F1-model_v4,Q8NDP4,Q8NDP4-F1,0.184,0.944,1,69.8221543722521
AF-Q8NEX9-F1-model_v4,Q8NEX9,Q8NEX9-F1,0.128,0.944,1,93.2476079064139
AF-Q8NG76-F1-model_v4,Q8NG76,Q8NG76-F1,0.135,0.944,1,88.1365165404544
AF-Q8NGE7-F1-model_v4,Q8NGE7,Q8NGE7-F1,0.139,0.944,1,87.167190926276
AF-Q8NGN7-F1-model_v4,Q8NGN7,Q8NGN7-F1,0.181,0.944,2,90.6629039207238
AF-Q8TDU6-F1-model_v4,Q8TDU6,Q8TDU6-F1,0.092,0.944,2,78.2777692926045
AF-Q8WUA7-F1-model_v4,Q8WUA7,Q8WUA7-F1,0.29,0.944,1,77.0133221396018
AF-Q96BM0-F1-model_v4,Q96BM0,Q96BM0-F1,0.096,0.944,1,60.4530688622755
AF-Q96PZ7-F9-model_v4,Q96PZ7,Q96PZ7-F9,0.095,0.944,1,79.1749498735126
AF-Q96R54-F1-model_v4,Q96R54,Q96R54-F1,0.141,0.944,1,85.9744817697665
AF-Q99880-F1-model_v4,Q99880,Q99880-F1,0.414,0.944,2,87.4487040816327
AF-Q9H7D0-F1-model_v4,Q9H7D0,Q9H7D0-F1,0.35,0.944,2,79.9303444180523
AF-Q9NYL5-F1-model_v4,Q9NYL5,Q9NYL5-F1,0.191,0.944,3,92.1764622641509
AF-O00180-F1-model_v4,O00180,O00180-F1,0.38,0.943,2,83.7794213649852
AF-P23219-F1-model_v4,P23219,P23219-F1,0.142,0.943,1,94.1155716054478
AF-P24903-F1-model_v4,P24903,P24903-F1,0.157,0.943,1,93.0191227621483
AF-P29033-F1-model_v4,P29033,P29033-F1,0.236,0.943,2,86.3863956639566
AF-P68871-F1-model_v4,P68871,P68871-F1,0.038,0.943,1,96.9697259062776
AF-P78527-F2-model_v4,P78527,P78527-F2,0.42,0.943,3,77.9150620527222
AF-Q63HN8-F9-model_v4,Q63HN8,Q63HN8-F9,0.235,0.943,2,85.7046618227485
AF-Q6NT32-F1-model_v4,Q6NT32,Q6NT32-F1,0.218,0.943,1,90.3716777188329
AF-Q6PIU2-F1-model_v4,Q6PIU2,Q6PIU2-F1,0.053,0.943,1,95.9962121212121
AF-Q7Z4J2-F1-model_v4,Q7Z4J2,Q7Z4J2-F1,0.176,0.943,1,90.9101771058315
AF-Q86YS7-F1-model_v4,Q86YS7,Q86YS7-F1,0.278,0.943,5,74.0540152297367
AF-Q8NGI9-F1-model_v4,Q8NGI9,Q8NGI9-F1,0.194,0.943,2,86.8608504746835
AF-Q8TF39-F1-model_v4,Q8TF39,Q8TF39-F1,0.234,0.943,1,65.2987845766974
AF-Q96MW5-F1-model_v4,Q96MW5,Q96MW5-F1,0.146,0.943,1,80.2526542056075
AF-Q96PC2-F1-model_v4,Q96PC2,Q96PC2-F1,0.053,0.943,1,77.11830731558
AF-Q96PU5-F1-model_v4,Q96PU5,Q96PU5-F1,0.298,0.943,1,70.3132506329114
AF-Q96RI0-F1-model_v4,Q96RI0,Q96RI0-F1,0.167,0.943,2,80.8339958592132
AF-Q9H790-F1-model_v4,Q9H790,Q9H790-F1,0.199,0.943,1,80.682678450034
AF-Q9NRN9-F1-model_v4,Q9NRN9,Q9NRN9-F1,0.255,0.943,1,92.603813253012
AF-Q9NTI5-F1-model_v4,Q9NTI5,Q9NTI5-F1,0.104,0.943,1,80.8932395950506
AF-Q9NUQ2-F1-model_v4,Q9NUQ2,Q9NUQ2-F1,0.086,0.943,1,94.2175919055649
AF-Q9P2M1-F1-model_v4,Q9P2M1,Q9P2M1-F1,0.336,0.943,1,92.314414703783
AF-Q9UFB7-F1-model_v4,Q9UFB7,Q9UFB7-F1,0.052,0.943,1,52.8675038786416
AF-Q9UK11-F1-model_v4,Q9UK11,Q9UK11-F1,0.16,0.943,2,62.7366666666667
AF-Q9Y5Q8-F1-model_v4,Q9Y5Q8,Q9Y5Q8-F1,0.043,0.943,2,77.6667859699356
AF-P04114-F11-model_v4,P04114,P04114-F11,0.149,0.942,3,68.1996754797064
AF-P40305-F1-model_v4,P40305,P40305-F1,0.066,0.942,1,52.1421118012422
AF-P43004-F1-model_v4,P43004,P43004-F1,0.256,0.942,2,77.7398850045998
AF-P43657-F1-model_v4,P43657,P43657-F1,0.174,0.942,2,84.2517955202312
AF-P49146-F1-model_v4,P49146,P49146-F1,0.099,0.942,2,82.4171893687708
AF-P54819-F1-model_v4,P54819,P54819-F1,0.319,0.942,1,90.4664509169364
AF-P56945-F1-model_v4,P56945,P56945-F1,0.075,0.942,1,62.5738537399484
AF-Q01415-F1-model_v4,Q01415,Q01415-F1,0.115,0.942,1,95.3234089619966
AF-Q5SWL7-F1-model_v4,Q5SWL7,Q5SWL7-F1,0.112,0.942,1,76.45426920855
AF-Q6PML9-F1-model_v4,Q6PML9,Q6PML9-F1,0.107,0.942,4,75.0089755660166
AF-Q6ZNB7-F1-model_v4,Q6ZNB7,Q6ZNB7-F1,0.138,0.942,2,94.1639282781276
AF-Q76EJ3-F1-model_v4,Q76EJ3,Q76EJ3-F1,0.316,0.942,4,86.1023936581593
AF-Q8N4F7-F1-model_v4,Q8N4F7,Q8N4F7-F1,0.234,0.942,1,83.0958203414996
AF-Q8N6Q8-F1-model_v4,Q8N6Q8,Q8N6Q8-F1,0.131,0.942,1,76.6987047499477
AF-Q8TAA1-F1-model_v4,Q8TAA1,Q8TAA1-F1,0.211,0.942,2,50.99805644644
AF-Q8WXR4-F1-model_v4,Q8WXR4,Q8WXR4-F1,0.144,0.942,1,75.6698980641541
AF-Q92523-F1-model_v4,Q92523,Q92523-F1,0.151,0.942,2,92.3835295068715
AF-Q96LI5-F1-model_v4,Q96LI5,Q96LI5-F1,0.146,0.942,1,89.6446626043782
AF-Q96PQ0-F1-model_v4,Q96PQ0,Q96PQ0-F1,0.142,0.942,1,78.7879576918817
AF-Q9H832-F1-model_v4,Q9H832,Q9H832-F1,0.176,0.942,2,82.491393442623007
AF-Q9NP84-F1-model_v4,Q9NP84,Q9NP84-F1,0.111,0.942,1,73.2729085303186
AF-Q9NRC6-F9-model_v4,Q9NRC6,Q9NRC6-F9,0.088,0.942,1,80.5840741069054
AF-Q9Y4L5-F1-model_v4,Q9Y4L5,Q9Y4L5-F1,0.225,0.942,1,60.4102191319005
AF-Q9Y6J6-F1-model_v4,Q9Y6J6,Q9Y6J6-F1,0.667,0.942,2,78.3109126594701
AF-A0A1W2PRP0-F1-model_v4,A0A1W2PRP0,A0A1W2PRP0-F1,0.016,0.941,1,69.3819956379498
AF-A6NFY4-F1-model_v4,A6NFY4,A6NFY4-F1,0.136,0.941,2,80.2365231306372
AF-O60721-F1-model_v4,O60721,O60721-F1,0.156,0.941,1,55.534879136353
AF-P05556-F1-model_v4,P05556,P05556-F1,0.192,0.941,2,86.0255801104972
AF-P0CK96-F1-model_v4,P0CK96,P0CK96-F1,0.153,0.941,2,74.308440545809
AF-P0DM63-F1-model_v4,P0DM63,P0DM63-F1,0.104,0.941,2,50.8049932478055
AF-P0DTE1-F1-model_v4,P0DTE1,P0DTE1-F1,0.247,0.941,2,89.9956580427447
AF-P24043-F8-model_v4,P24043,P24043-F8,0.126,0.941,2,76.4078660393025
AF-P30411-F1-model_v4,P30411,P30411-F1,0.376,0.941,2,79.8583344030809
AF-P33778-F1-model_v4,P33778,P33778-F1,0.423,0.941,2,87.6427142857143
AF-P49419-F1-model_v4,P49419,P49419-F1,0.186,0.941,1,95.1436968666505
AF-P49638-F1-model_v4,P49638,P49638-F1,0.179,0.941,1,94.4590378619154
AF-P49910-F1-model_v4,P49910,P49910-F1,0.171,0.941,1,57.8885385794584
AF-Q13907-F1-model_v4,Q13907,Q13907-F1,0.606,0.941,1,97.092827846735
AF-Q14749-F1-model_v4,Q14749,Q14749-F1,0.494,0.941,1,88.7568389057751
AF-Q6P461-F1-model_v4,Q6P461,Q6P461-F1,0.08,0.941,1,84.677213507046
AF-Q6UVM3-F1-model_v4,Q6UVM3,Q6UVM3-F1,0.114,0.941,2,76.1791606714628
AF-Q6ZSG1-F1-model_v4,Q6ZSG1,Q6ZSG1-F1,0.076,0.941,1,58.3692680301399
AF-Q8N413-F1-model_v4,Q8N413,Q8N413-F1,0.146,0.941,1,79.0721574733096
AF-Q8TD57-F14-model_v4,Q8TD57,Q8TD57-F14,0.099,0.941,1,85.2511541897445
AF-Q969X5-F1-model_v4,Q969X5,Q969X5-F1,0.344,0.941,1,89.3130605137135
AF-Q96CQ1-F1-model_v4,Q96CQ1,Q96CQ1-F1,0.176,0.941,1,87.0969080316271
AF-Q96M86-F6-model_v4,Q96M86,Q96M86-F6,0.062,0.941,3,77.2998428218953
AF-Q96Q80-F1-model_v4,Q96Q80,Q96Q80-F1,0.283,0.941,1,84.1738721605917
