"TARGETID","all_target_genes","uniprotswissprot","DRUGNAME","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T36075","GLP1R","P43220","OI338GT","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CIN-209","Obesity",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Liraglutide","Type-2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","AMPE4L","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Exenatide","Type-2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Semorinemab","Alzheimer disease","Monoclonal antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Semaglutide","Type-2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Orforglipron","Type 2 diabetes","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","RGT-075","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY3437943","Type 2 diabetes","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","NN-9926","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GX-G6","Diabetic complication","Antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36483","F2R","P25116","SCH-602539","Arteriosclerosis","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","E5555","Acute coronary syndrome","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","RWJ-58259","Artery stenosis","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","SCH-205831","Thrombosis","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","FR-171113","Thrombosis","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","Vorapaxar","Myocardial infarction","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116","PZ-128","Peripheral arterial occlusive disorder","Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T36483","F2R","P25116",NA,NA,"Small molecular drug","PAR1_HUMAN","Proteinase activated receptor 1 (F2R)","Successful target"
"T37046","BLVRA","P53004","Ursodeoxycholic acid","Primary biliary cirrhosis","Small molecular drug","BIEA_HUMAN","Biliverdin reductase A (BLVRA)","Successful target"
"T37046","BLVRA","P53004",NA,NA,"Small molecular drug","BIEA_HUMAN","Biliverdin reductase A (BLVRA)","Successful target"
"T37382","SLC23A1","Q9UHI7","Vitamin C","Urinary tract infection","Small molecular drug","S23A1_HUMAN","Solute carrier family 23 member 1 (SLC23A1)","Successful target"
"T37382","SLC23A1","Q9UHI7","Vitamin C","Vitamin C deficiency","Small molecular drug","S23A1_HUMAN","Solute carrier family 23 member 1 (SLC23A1)","Successful target"
"T37382","SLC23A1","Q9UHI7",NA,NA,"Small molecular drug","S23A1_HUMAN","Solute carrier family 23 member 1 (SLC23A1)","Successful target"
"T37510","F5","P12259",NA,NA,"Small molecular drug","FA5_HUMAN","Coagulation factor Va (F5)","Successful target"
"T37510","F5","P12259","Drotrecogin alfa","Severe sepsis",NA,"FA5_HUMAN","Coagulation factor Va (F5)","Successful target"
"T37510","F5","P12259","Drotrecogin alfa","Cerebrovascular ischaemia",NA,"FA5_HUMAN","Coagulation factor Va (F5)","Successful target"
"T37539","CD22","P20273","CD19/CD22 Chimeric Antigen Receptor T Cells","B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Follicular lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","DCDT-2980S","Diffuse large B-cell lymphoma","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19 and CD22 CAR-T Cells","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Inotuzumab ozogamicin","Acute lymphocytic leukaemia","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Epratuzumab","Graft rejection in heart transplantation","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","MEDI-553","Autoimmune diabetes","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Epratuzumab","Acute lymphoblastic leukaemia","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","B-cell chronic lymphocytic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Retroviral vector-transduced autologous T cells to express CD22-specific CARs","Mantle cell lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","JNJ-75348780","Non-hodgkin lymphoma","Bispecific antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22/CD19 mab-toxin conjugate","Acute lymphoblastic leukaemia","Monoclonal antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Moxetumomab pasudotox","Haematological malignancy","Monoclonal antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19-TCRz-41BB and CD22-TCRz-41BB CAR-T Cells","Haematopoietic/lymphoid cancer","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART22 cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","RG7593","Haematological malignancy",NA,"CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Chronic lymphocytic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22 CAR-T cells","Lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19 and CD22 CAR-T Cells","B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Donor-derived CD19/22 bispecific CAR-T cells","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","4SCAR19/22 T cells","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19 and CD22 CAR-T Cells","Lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","ATA2431","B-cell lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","TRPH-222","Non-hodgkin lymphoma","Antibody drug conjugate","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Lumoxiti","Hairy cell leukaemia","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","JCAR018","Acute lymphoblastic leukaemia",NA,"CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART22 cells expressing anti-CD22 scFv TCRz:41BB","Acute lymphoblastic leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","JNJ-75348780","Chronic lymphocytic leukaemia","Bispecific antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22-CAR-transduced T cells","leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Prolymphocytic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART22-65s cells and huCART19 Cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","JCAR018","Non-hodgkin lymphoma",NA,"CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","UCART-22","B-cell acute lymphoblastic leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","4SCAR19/22 T cells","B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART-19/22","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART-22 cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CAR-T cells targeting CD22","Non-hodgkin lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","BL-22","Acute lymphoblastic leukaemia","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CART22-65s cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","4SCAR19 and 4SCAR22","B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T-Cells","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD22-CART","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CAR-T cells targeting CD22","Multiple myeloma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22 CAR-T cells","leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Retroviral vector-transduced autologous T cells to express CD22-specific CARs","Diffuse large B-cell lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD22-specific CAR T-cells also expressing an EGFRt","leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Inotuzumab ozogamicin","Acute lymphoblastic leukaemia","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Patient-derived CD19- and CD22 specific CAR","Lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Retroviral vector-transduced autologous T cells to express CD22-specific CARs","Follicular lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T-Cells","B-cell prolymphocytic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 Chimeric Antigen Receptor T Cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Mantle cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CAR-T cells targeting CD22","leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Combotox","leukaemia",NA,"CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD19/22-CAR vector-transduced T cells","Diffuse large B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CAR-T cells targeting CD22","Lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","OspA lipoprotein","Lyme disease","Vaccine","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","DCDT-2980S","Non-hodgkin lymphoma","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Patient-derived CD19- and CD22 specific CAR","leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T-Cells","B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Epratuzumab","Systemic lupus erythematosus","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD22-Targeted CAR-T cells","Lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22-CAR-transduced T cells","Lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD22 CAR-T","B-cell lymphoma","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","AUTO3","Diffuse large B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","AUTO3","Acute lymphoblastic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 Chimeric Antigen Receptor T Cells","Mediastinal large B-cell lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T-Cells","Acute lymphocytic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Moxetumomab pasudotox","Hairy cell leukaemia","Monoclonal antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T cells","Acute lymphoblastic leukaemia","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","Anti-CD22","Haematological malignancy","Antibody","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD19/CD22 CAR T-Cells","Non-hodgkin lymphoma","CAR T Cell Therapy (Dual specific)","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","TRPH-222","B-cell lymphoma","Antibody drug conjugate","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37539","CD22","P20273","CD22-Targeted CAR-T cells","leukaemia","CAR T Cell Therapy","CD22_HUMAN","B-cell receptor CD22 (CD22)","Successful target"
"T37693","CNR2","P34972","LY-2828360","Pain",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","A-796260","Pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","KHK-6188","Neuropathic pain",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","NABILONE","Insomnia","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Tedalinab","Pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","JWH-015","Organ transplant rejection","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","PMID27215781-Compound-37","Prostate cancer","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Tricyclic phytocannabinoid derivative 1","Neuropathic pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","N,N-methylenebis-2-phenylacetamide and benzenesulfonamide derivative 1","Osteoporosis","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Beta-caryophyllene","Pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","VER-156084","Neuropathic pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","NTRX-07","Pain",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-N-(HYDROXYMETHYL)-1,2,2-TRIMETHYL-1,2,3,4-TETRAHYDRO-1,8-NAPHTHYRIDINE-4-CARBOXAMIDE (ENANTIOMERIC MIX)","Ovarian cancer","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Vicasinabin","Diabetic retinopathy","Small molecule","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972",NA,NA,NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Sch-036","Immune System disease",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","APD371","Crohn disease",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Isoquinoline derivative 1","Neuropathic pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","MDA-19","Neuropathic pain","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","HU-433","Osteoporosis",NA,"CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
