"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"4601","P19013","KRT4","keratin 4",0.552,"AF",0.822133333333333,"AF",0.822133333333333,"AF"
"4602","P19021","PAM","peptidylglycine alpha-amidating monooxygenase",0.589,"AF",0.794080952380952,"AF",0.794080952380952,"AF"
"4603","P19022","CDH2","cadherin 2",0.215,"AF",0.921442857142857,"AF",0.921442857142857,"AF"
"4604","P19075","TSPAN8","tetraspanin 8",0.981,"AF",0.878795238095238,"AF",0.981,"AF"
"4605","P19086","GNAZ","G protein subunit alpha z",0.757,"SM",0.788776190476191,"AF",0.788776190476191,"AF"
"4606","P19087","GNAT2","G protein subunit alpha transducin 2",0.791,"SM",0.722163636363636,"AF",0.791,"SM"
"4607","P19099","CYP11B2","cytochrome P450 family 11 subfamily B member 2",1,"SM",0.666445454545455,"SM",1,"SM"
"4608","P19105","MYL12A","myosin light chain 12A",0.277,"AF",0.784290476190476,"SM",0.784290476190476,"SM"
"4609","P19113","HDC","histidine decarboxylase",0.978,"AF",0.950833333333333,"SM",0.978,"AF"
"4610","P19174","PLCG1","phospholipase C gamma 1",0.971,"SM",0.672042857142857,"SM",0.971,"SM"
"4611","P19224","UGT1A6","UDP glucuronosyltransferase family 1 member A6",0.709,"AF",0.729380952380952,"AF",0.729380952380952,"AF"
"4612","P19235","EPOR","erythropoietin receptor",0.906,"SM",0.590347619047619,"SM",0.906,"SM"
"4613","P19237","TNNI1","troponin I1, slow skeletal type",0.496,"SM",0.143598571428571,"SM",0.496,"SM"
"4614","P19256","CD58","CD58 molecule",0.554,"SM",0.485066666666667,"SM",0.554,"SM"
"4615","P19320","VCAM1","vascular cell adhesion molecule 1",0.347,"AF",0.89902380952381,"AF",0.89902380952381,"AF"
"4616","P19338","NCL","nucleolin",0.194,"AF",0.748333333333333,"AF",0.748333333333333,"AF"
"4617","P19367","HK1","hexokinase 1",0.676,"SM",0.742080952380952,"AF",0.742080952380952,"AF"
"4618","P19387","POLR2C","RNA polymerase II subunit C",0.907,"SM",0.32647619047619,"SM",0.907,"SM"
"4619","P19388","POLR2E","RNA polymerase II, I and III subunit E",0.663,"AF",0.0837633333333333,"SM",0.663,"AF"
"4620","P19397","CD53","CD53 molecule",0.992,"SM",0.912585714285714,"AF",0.992,"SM"
"4621","P19404","NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2",0.789,"AF",0.385138095238095,"AF",0.789,"AF"
"4622","P19419","ELK1","ETS transcription factor ELK1",0.244,"AF",0.692792857142857,"AF",0.692792857142857,"AF"
"4623","P19429","TNNI3","troponin I3, cardiac type",0.334,"AF",0.905919047619048,"SM",0.905919047619048,"SM"
"4624","P19438","TNFRSF1A","TNF receptor superfamily member 1A",0.481,"AF",0.933980952380952,"AF",0.933980952380952,"AF"
"4625","P19440","GGT1","gamma-glutamyltransferase 1",0.244,"AF",0.850095238095238,"SM",0.850095238095238,"SM"
"4626","P19447","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit",0.683,"SM",0.737961904761905,"AF",0.737961904761905,"AF"
"4627","P19474","TRIM21","tripartite motif containing 21",0.672,"AF",0.667109523809524,"AF",0.672,"AF"
"4628","P19484","TFEB","transcription factor EB",0.925,"AF",0.490928571428571,"AF",0.925,"AF"
"4629","P19525","EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2",0.325,"AF",0.723090476190476,"AF",0.723090476190476,"AF"
"4630","P19526","FUT1","fucosyltransferase 1 (H blood group)",0.788,"AF",0.46217619047619,"AF",0.788,"AF"
"4631","P19532","TFE3","transcription factor binding to IGHM enhancer 3",0.487,"SM",0.914614285714286,"AF",0.914614285714286,"AF"
"4632","P19544","WT1","WT1 transcription factor",0.632,"AF",0.845480952380952,"AF",0.845480952380952,"AF"
"4633","P19622","EN2","engrailed homeobox 2",0.922,"AF",0.837466666666667,"AF",0.922,"AF"
"4634","P19623","SRM","spermidine synthase",0.978,"AF",0.588561904761905,"SM",0.978,"AF"
"4635","P19634","SLC9A1","solute carrier family 9 member A1",0.694,"AF",0.928,"AF",0.928,"AF"
"4636","P19652","ORM2","orosomucoid 2",0.28,"AF",0.0878769230769231,"SM",0.28,"AF"
"4637","P19784","CSNK2A2","casein kinase 2 alpha 2",0.065,"SM",0.578772727272727,"AF",0.578772727272727,"AF"
"4638","P19793","RXRA","retinoid X receptor alpha",0.993,"SM",0.525509523809524,"SM",0.993,"SM"
"4639","P19801","AOC1","amine oxidase copper containing 1",0.966,"AF",0.830609090909091,"AF",0.966,"AF"
"4640","P19823","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2",0.566,"AF",0.13977619047619,"AF",0.566,"AF"
"4641","P19827","ITIH1","inter-alpha-trypsin inhibitor heavy chain 1",0.511,"AF",0.835790476190476,"AF",0.835790476190476,"AF"
"4642","P19835","CEL","carboxyl ester lipase",0.833,"SM",0.966361904761905,"AF",0.966361904761905,"AF"
"4643","P19838","NFKB1","nuclear factor kappa B subunit 1",0.58,"AF",0.803471428571429,"SM",0.803471428571429,"SM"
"4644","P19875","CXCL2","C-X-C motif chemokine ligand 2",0.791,"SM",0.470219047619048,"AF",0.791,"SM"
"4645","P19876","CXCL3","C-X-C motif chemokine ligand 3",0.077,"AF",0.882952380952381,"AF",0.882952380952381,"AF"
"4646","P19878","NCF2","neutrophil cytosolic factor 2",0.217,"SM",0.624475,"SM",0.624475,"SM"
"4647","P19883","FST","follistatin",0.099,"SM",0.335780952380952,"SM",0.335780952380952,"SM"
"4648","P19957","PI3","peptidase inhibitor 3",0.443,"AF",0.772172727272727,"AF",0.772172727272727,"AF"
"4649","P19961","AMY2B","amylase alpha 2B",0.31,"SM",0.945347619047619,"AF",0.945347619047619,"AF"
"4650","P19971","TYMP","thymidine phosphorylase",0.833,"AF",0.486014285714286,"SM",0.833,"AF"
"4651","P20020","ATP2B1","ATPase plasma membrane Ca2+ transporting 1",0.801,"SM",0.921638095238095,"AF",0.921638095238095,"AF"
"4652","P20023","CR2","complement C3d receptor 2",0.661,"AF",0.203057142857143,"AF",0.661,"AF"
"4653","P20036","HLA-DPA1","major histocompatibility complex, class II, DP alpha 1",0.776,"AF",0.71637619047619,"AF",0.776,"AF"
"4654","P20042","EIF2S2","eukaryotic translation initiation factor 2 subunit beta",0.479,"AF",0.959485714285714,"SM",0.959485714285714,"SM"
"4655","P20061","TCN1","transcobalamin 1",0.18,"SM",0.335966666666667,"AF",0.335966666666667,"AF"
"4656","P20062","TCN2","transcobalamin 2",0.472,"SM",0.967136363636364,"AF",0.967136363636364,"AF"
"4657","P20073","ANXA7","annexin A7",0.721,"AF",0.800161904761905,"AF",0.800161904761905,"AF"
"4658","P20132","SDS","serine dehydratase",0.828,"AF",0.95282380952381,"AF",0.95282380952381,"AF"
"4659","P20138","CD33","CD33 molecule",0.139,"SM",0.70907619047619,"SM",0.70907619047619,"SM"
"4660","P20142","PGC","progastricsin",0.49,"SM",0.710288235294118,"AF",0.710288235294118,"AF"
"4661","P20151","KLK2","kallikrein related peptidase 2",0.008,"AF",0.811291666666667,"AF",0.811291666666667,"AF"
"4662","P20155","SPINK2","serine peptidase inhibitor Kazal type 2",0.36,"SM",0.568614285714286,"AF",0.568614285714286,"AF"
"4663","P20160","AZU1","azurocidin 1",0.294,"SM",0.978942857142857,"AF",0.978942857142857,"AF"
"4664","P20226","TBP","TATA-box binding protein",0.636,"SM",0.30722380952381,"AF",0.636,"SM"
"4665","P20231","TPSB2","tryptase beta 2",0.47,"AF",0.889004761904762,"AF",0.889004761904762,"AF"
"4666","P20248","CCNA2","cyclin A2",0.886,"SM",0.607061904761905,"SM",0.886,"SM"
"4667","P20264","POU3F3","POU class 3 homeobox 3",0.674,"AF",0.661747619047619,"SM",0.674,"AF"
"4668","P20265","POU3F2","POU class 3 homeobox 2",0.752,"AF",0.540566666666667,"SM",0.752,"AF"
"4669","P20273","CD22","CD22 molecule",0.358,"SM",0.4644,"AF",0.4644,"AF"
"4670","P20290","BTF3","basic transcription factor 3",0.373,"AF",0.488561904761905,"AF",0.488561904761905,"AF"
"4671","P20292","ALOX5AP","arachidonate 5-lipoxygenase activating protein",0.618,"SM",0.754247619047619,"SM",0.754247619047619,"SM"
"4672","P20309","CHRM3","cholinergic receptor muscarinic 3",0.89,"SM",0.25022380952381,"SM",0.89,"SM"
"4673","P20333","TNFRSF1B","TNF receptor superfamily member 1B",0.596,"AF",0.719008333333333,"SM",0.719008333333333,"SM"
"4674","P20336","RAB3A","RAB3A, member RAS oncogene family",0.861,"AF",0.0974545454545454,"AF",0.861,"AF"
"4675","P20337","RAB3B","RAB3B, member RAS oncogene family",0.894,"SM",0.144039523809524,"AF",0.894,"SM"
"4676","P20338","RAB4A","RAB4A, member RAS oncogene family",0.898,"AF",0.0641528571428571,"SM",0.898,"AF"
"4677","P20339","RAB5A","RAB5A, member RAS oncogene family",0.527,"SM",0.348807142857143,"AF",0.527,"SM"
"4678","P20340","RAB6A","RAB6A, member RAS oncogene family",0.544,"SM",0.746852380952381,"SM",0.746852380952381,"SM"
"4679","P20366","TAC1","tachykinin precursor 1",0.457,"AF",0.681528571428571,"AF",0.681528571428571,"AF"
"4680","P20382","PMCH","pro-melanin concentrating hormone",0.826,"AF",0.436152380952381,"AF",0.826,"AF"
"4681","P20393","NR1D1","nuclear receptor subfamily 1 group D member 1",0.627,"AF",0.952338095238095,"AF",0.952338095238095,"AF"
"4682","P20396","TRH","thyrotropin releasing hormone",0.803,"AF",0.526185714285714,"AF",0.803,"AF"
"4683","P20472","PVALB","parvalbumin",0.601,"SM",0.399336363636364,"AF",0.601,"SM"
"4684","P20585","MSH3","mutS homolog 3",0.663,"SM",0.871195238095238,"SM",0.871195238095238,"SM"
"4685","P20591","MX1","MX dynamin like GTPase 1",0.885,"AF",0.393952380952381,"SM",0.885,"AF"
"4686","P20592","MX2","MX dynamin like GTPase 2",0.784,"AF",0.977814285714286,"SM",0.977814285714286,"SM"
"4687","P20594","NPR2","natriuretic peptide receptor 2",0.522,"AF",0.243680952380952,"AF",0.522,"AF"
"4688","P20618","PSMB1","proteasome 20S subunit beta 1",0.176,"AF",0.57532380952381,"SM",0.57532380952381,"SM"
"4689","P20645","M6PR","mannose-6-phosphate receptor, cation dependent",0.569,"AF",0.651854545454545,"AF",0.651854545454545,"AF"
"4690","P20648","ATP4A","ATPase H+/K+ transporting subunit alpha",0.959,"AF",0.951714285714286,"AF",0.959,"AF"
"4691","P20671","H2AC7","H2A clustered histone 7",0.927,"SM",0.953061904761905,"SM",0.953061904761905,"SM"
"4692","P20674","COX5A","cytochrome c oxidase subunit 5A",0.66,"AF",0.190915384615385,"SM",0.66,"AF"
"4693","P20700","LMNB1","lamin B1",0.139,"SM",0.904905882352941,"AF",0.904905882352941,"AF"
"4694","P20701","ITGAL","integrin subunit alpha L",0.444,"SM",0.781514285714286,"SM",0.781514285714286,"SM"
"4695","P20702","ITGAX","integrin subunit alpha X",0.411,"AF",0.87622380952381,"AF",0.87622380952381,"AF"
"4696","P20711","DDC","dopa decarboxylase",0.839,"SM",0.791680952380952,"SM",0.839,"SM"
"4697","P20718","GZMH","granzyme H",0.024,"SM",0.9137,"AF",0.9137,"AF"
"4698","P20719","HOXA5","homeobox A5",0.029,"SM",0.915109523809524,"AF",0.915109523809524,"AF"
"4699","P20742","PZP","PZP alpha-2-macroglobulin like",0.279,"AF",0.944152380952381,"SM",0.944152380952381,"SM"
"4700","P20749","BCL3","BCL3 transcription coactivator",0.11,"AF",0.723628571428571,"AF",0.723628571428571,"AF"
"4701","P20774","OGN","osteoglycin",0.003,"AF",0.970728571428571,"AF",0.970728571428571,"AF"
"4702","P20783","NTF3","neurotrophin 3",0.63,"AF",0.191063636363636,"AF",0.63,"AF"
"4703","P20794","MAK","male germ cell associated kinase",0.713,"AF",0.805209523809524,"AF",0.805209523809524,"AF"
"4704","P20800","EDN2","endothelin 2",0.397,"AF",0.247647619047619,"AF",0.397,"AF"
"4705","P20807","CAPN3","calpain 3",0.939,"AF",0.825785714285714,"AF",0.939,"AF"
"4706","P20809","IL11","interleukin 11",0.796,"AF",0.562061904761905,"SM",0.796,"AF"
"4707","P20810","CAST","calpastatin",0.408,"AF",0.905052380952381,"AF",0.905052380952381,"AF"
"4708","P20813","CYP2B6","cytochrome P450 family 2 subfamily B member 6",0.978,"AF",0.216457142857143,"AF",0.978,"AF"
"4709","P20815","CYP3A5","cytochrome P450 family 3 subfamily A member 5",0.998,"SM",0.879747619047619,"SM",0.998,"SM"
"4710","P20823","HNF1A","HNF1 homeobox A",0.569,"SM",0.606019047619048,"AF",0.606019047619048,"AF"
"4711","P20827","EFNA1","ephrin A1",0.859,"AF",0.799285714285714,"AF",0.859,"AF"
"4712","P20839","IMPDH1","inosine monophosphate dehydrogenase 1",0.678,"SM",0.65242380952381,"SM",0.678,"SM"
"4713","P20848","SERPINA2","serpin family A member 2 (gene/pseudogene)",0.776,"AF",0.613457142857143,"AF",0.776,"AF"
"4714","P20849","COL9A1","collagen type IX alpha 1 chain",0.82,"AF",0.925941666666667,"SM",0.925941666666667,"SM"
"4715","P20851","C4BPB","complement component 4 binding protein beta",0.663,"AF",0.314,"AF",0.663,"AF"
"4716","P20853","CYP2A7","cytochrome P450 family 2 subfamily A member 7",0.976,"AF",0.291109523809524,"AF",0.976,"AF"
"4717","P20908","COL5A1","collagen type V alpha 1 chain",0.321,"AF",0.600214285714286,"AF",0.600214285714286,"AF"
"4718","P20916","MAG","myelin associated glycoprotein",0.924,"AF",0.572214285714286,"AF",0.924,"AF"
"4719","P20929","NEB","nebulin",0.973,"AF",0.956790476190476,"AF",0.973,"AF"
"4720","P20930","FLG","filaggrin",0.767,"SM",0.879214285714286,"SM",0.879214285714286,"SM"
"4721","P20933","AGA","aspartylglucosaminidase",0.168,"AF",0.878257142857143,"AF",0.878257142857143,"AF"
"4722","P20936","RASA1","RAS p21 protein activator 1",0.284,"SM",0.826752380952381,"AF",0.826752380952381,"AF"
"4723","P20941","PDC","phosducin",0.499,"SM",0.747133333333333,"SM",0.747133333333333,"SM"
"4724","P20962","PTMS","parathymosin",0.324,"AF",0.761409523809524,"AF",0.761409523809524,"AF"
"4725","P20963","CD247","CD247 molecule",0.001,"SM",0.9017,"AF",0.9017,"AF"
"4726","P21108","PRPS1L1","phosphoribosyl pyrophosphate synthetase 1 like 1",0.746,"SM",0.161992380952381,"SM",0.746,"SM"
"4727","P21127","CDK11B","cyclin dependent kinase 11B",0.304,"AF",0.599271428571429,"SM",0.599271428571429,"SM"
"4728","P21128","ENDOU","endonuclease, poly(U) specific",0.443,"AF",0.708208333333333,"AF",0.708208333333333,"AF"
"4729","P21145","MAL","mal, T cell differentiation protein",0.747,"AF",0.940214285714286,"AF",0.940214285714286,"AF"
"4730","P21217","FUT3","fucosyltransferase 3 (Lewis blood group)",0.734,"AF",0.181695238095238,"AF",0.734,"AF"
"4731","P21246","PTN","pleiotrophin",0.191,"SM",0.426347619047619,"AF",0.426347619047619,"AF"
"4732","P21266","GSTM3","glutathione S-transferase mu 3",0.298,"AF",0.69342380952381,"SM",0.69342380952381,"SM"
"4733","P21281","ATP6V1B2","ATPase H+ transporting V1 subunit B2",0.152,"AF",0.866661904761905,"AF",0.866661904761905,"AF"
"4734","P21283","ATP6V1C1","ATPase H+ transporting V1 subunit C1",0.495,"AF",0.936471428571429,"SM",0.936471428571429,"SM"
"4735","P21291","CSRP1","cysteine and glycine rich protein 1",0.295,"AF",0.631419047619048,"AF",0.631419047619048,"AF"
"4736","P21333","FLNA","filamin A",0.665,"AF",0.259166666666667,"AF",0.665,"AF"
"4737","P21359","NF1","neurofibromin 1",0.976,"SM",0.707176190476191,"SM",0.976,"SM"
"4738","P21397","MAOA","monoamine oxidase A",1,"AF",0.6051,"AF",1,"AF"
"4739","P21399","ACO1","aconitase 1",0.657,"AF",0.948527272727273,"SM",0.948527272727273,"SM"
"4740","P21439","ABCB4","ATP binding cassette subfamily B member 4",0.962,"AF",0.567590476190476,"SM",0.962,"AF"
"4741","P21452","TACR2","tachykinin receptor 2",0.888,"SM",0.495961904761905,"SM",0.888,"SM"
"4742","P21453","S1PR1","sphingosine-1-phosphate receptor 1",0.996,"SM",0.868357142857143,"SM",0.996,"SM"
"4743","P21462","FPR1","formyl peptide receptor 1",0.991,"SM",0.253261904761905,"SM",0.991,"SM"
"4744","P21506","ZNF10","zinc finger protein 10",0.195,"AF",0.8608,"AF",0.8608,"AF"
"4745","P21549","AGXT","alanine--glyoxylate aminotransferase",0.828,"SM",0.530125,"SM",0.828,"SM"
"4746","P21554","CNR1","cannabinoid receptor 1",0.99,"SM",0.948336363636364,"AF",0.99,"SM"
"4747","P21579","SYT1","synaptotagmin 1",0.523,"SM",0.648823809523809,"AF",0.648823809523809,"AF"
"4748","P21580","TNFAIP3","TNF alpha induced protein 3",0.485,"AF",0.860847619047619,"AF",0.860847619047619,"AF"
"4749","P21583","KITLG","KIT ligand",0.446,"SM",0.661971428571429,"AF",0.661971428571429,"AF"
"4750","P21589","NT5E","5'-nucleotidase ecto",0.767,"AF",0.975433333333333,"SM",0.975433333333333,"SM"
"4751","P21673","SAT1","spermidine/spermine N1-acetyltransferase 1",0.614,"AF",0.780309523809524,"SM",0.780309523809524,"SM"
"4752","P21675","TAF1","TATA-box binding protein associated factor 1",0.545,"AF",0.823123809523809,"SM",0.823123809523809,"SM"
"4753","P21695","GPD1","glycerol-3-phosphate dehydrogenase 1",0.813,"AF",0.221138095238095,"SM",0.813,"AF"
"4754","P21709","EPHA1","EPH receptor A1",0.172,"SM",0.923295238095238,"AF",0.923295238095238,"AF"
"4755","P21728","DRD1","dopamine receptor D1",0.961,"SM",0.221452380952381,"AF",0.961,"SM"
"4756","P21730","C5AR1","complement C5a receptor 1",0.845,"SM",0.4899,"AF",0.845,"SM"
"4757","P21731","TBXA2R","thromboxane A2 receptor",0.957,"SM",0.627528571428571,"AF",0.957,"SM"
"4758","P21741","MDK","midkine",0.229,"SM",0.881309090909091,"AF",0.881309090909091,"AF"
"4759","P21754","ZP3","zona pellucida glycoprotein 3",0.19,"AF",0.76012380952381,"AF",0.76012380952381,"AF"
"4760","P21757","MSR1","macrophage scavenger receptor 1",0.749,"AF",0.3379,"AF",0.749,"AF"
"4761","P21781","FGF7","fibroblast growth factor 7",0.505,"AF",0.647204761904762,"SM",0.647204761904762,"SM"
"4762","P21796","VDAC1","voltage dependent anion channel 1",0.891,"SM",0.892252380952381,"SM",0.892252380952381,"SM"
"4763","P21802","FGFR2","fibroblast growth factor receptor 2",0.558,"SM",0.372061904761905,"SM",0.558,"SM"
"4764","P21810","BGN","biglycan",0.811,"AF",0.498709523809524,"AF",0.811,"AF"
"4765","P21815","IBSP","integrin binding sialoprotein",0.088,"AF",0.275761904761905,"AF",0.275761904761905,"AF"
"4766","P21817","RYR1","ryanodine receptor 1",0.997,"AF",0.912442857142857,"AF",0.997,"AF"
"4767","P21854","CD72","CD72 molecule",0.874,"AF",0.812519047619048,"AF",0.874,"AF"
"4768","P21860","ERBB3","erb-b2 receptor tyrosine kinase 3",0.213,"SM",0.891519047619048,"SM",0.891519047619048,"SM"
"4769","P21912","SDHB","succinate dehydrogenase complex iron sulfur subunit B",0.39,"SM",0.743161904761905,"SM",0.743161904761905,"SM"
"4770","P21917","DRD4","dopamine receptor D4",0.452,"SM",0.977514285714286,"AF",0.977514285714286,"AF"
"4771","P21918","DRD5","dopamine receptor D5",0.969,"SM",0.734109523809524,"AF",0.969,"SM"
"4772","P21926","CD9","CD9 molecule",0.994,"AF",0.758257142857143,"SM",0.994,"AF"
"4773","P21941","MATN1","matrilin 1",0.34,"AF",0.882866666666667,"AF",0.882866666666667,"AF"
"4774","P21953","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta",0.75,"SM",0.476254545454545,"SM",0.75,"SM"
"4775","P21964","COMT","catechol-O-methyltransferase",0.882,"SM",0.733785714285714,"AF",0.882,"SM"
"4776","P21980","TGM2","transglutaminase 2",0.871,"SM",0.673242857142857,"SM",0.871,"SM"
"4777","P22001","KCNA3","potassium voltage-gated channel subfamily A member 3",0.492,"SM",0.6332,"AF",0.6332,"AF"
"4778","P22003","BMP5","bone morphogenetic protein 5",0.797,"AF",0.251057142857143,"AF",0.797,"AF"
"4779","P22004","BMP6","bone morphogenetic protein 6",0.009,"AF",0.384081818181818,"AF",0.384081818181818,"AF"
"4780","P22033","MMUT","methylmalonyl-CoA mutase",0.825,"SM",0.713947619047619,"SM",0.825,"SM"
"4781","P22059","OSBP","oxysterol binding protein",0.997,"SM",0.370395238095238,"AF",0.997,"SM"
"4782","P22061","PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase",0.383,"AF",0.869595238095238,"SM",0.869595238095238,"SM"
"4783","P22079","LPO","lactoperoxidase",0.949,"AF",0.596633333333333,"SM",0.949,"AF"
"4784","P22083","FUT4","fucosyltransferase 4",0.457,"AF",0.612285714285714,"AF",0.612285714285714,"AF"
"4785","P22087","FBL","fibrillarin",0.074,"AF",0.882609090909091,"SM",0.882609090909091,"SM"
"4786","P22090","RPS4Y1","ribosomal protein S4 Y-linked 1",0.635,"SM",0.863266666666667,"AF",0.863266666666667,"AF"
"4787","P22102","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",0.757,"AF",0.847119047619048,"AF",0.847119047619048,"AF"
"4788","P22105","TNXB","tenascin XB",0.9,"AF",0.857376190476191,"AF",0.9,"AF"
"4789","P22223","CDH3","cadherin 3",0.053,"AF",0.613554545454545,"AF",0.613554545454545,"AF"
"4790","P22234","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase",0.728,"AF",0.93042380952381,"SM",0.93042380952381,"SM"
"4791","P22301","IL10","interleukin 10",0.768,"SM",0.958909523809524,"AF",0.958909523809524,"AF"
