"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"3579","Q9UNE7","STUB1",0.355788,0.34756,0.354473,"0","0"
"3580","Q8IY21","DDX60",0.3557188,0.34546,0.352456,"0","0"
"3581","Q13363","CTBP1",0.355715,0.34924,0.355595,"0","0"
"3582","Q6N021","TET2",0.3556371,0.35206,0.354178,"0","0"
"3583","P04181","OAT",0.3555763,0.36437,0.357,"0","0"
"3584","P14091","CTSE",0.3553802,0.36972,0.356562,"0","0"
"3585","P48304","REG1B",0.3551828,0.34494,0.355322,"0","0"
"3586","O95445","APOM",0.3550694,0.35714,0.35754,"0","0"
"3587","O75909","CCNK",0.3549636,0.35166,0.353477,"0","0"
"3588","P68366","TUBA4A",0.3549527,0.36305,0.357001,"0","0"
"3589","O60235","TMPRSS11D",0.3547832,0.3651,0.354548,"0","0"
"3590","Q9Y233","PDE10A",0.3546974,0.35985,0.353391,"0","0"
"3591","Q99816","TSG101",0.354622,0.35142,0.354823,"0","0"
"3592","P51948","MNAT1",0.3545886,0.34899,0.353742,"0","0"
"3593","O76082","SLC22A5",0.354568,0.3513,0.35717,"0","0"
"3594","O43525","KCNQ3",0.3545185,0.35799,0.354884,"0","0"
"3595","Q15022","SUZ12",0.3545113,0.33249,0.350944,"0","0"
"3596","Q8NH79","OR6X1",0.3541539,0.35928,0.35658,"0","0"
"3597","Q13242","SRSF9",0.354131,0.34319,0.355725,"0","0"
"3598","P13164","IFITM1",0.3539046,0.34907,0.356401,"0","0"
"3599","O75122","CLASP2",0.3538781,0.33941,0.351163,"0","0"
"3600","Q9H251","CDH23",0.3537414,0.35638,0.352286,"0","0"
"3601","P32322","PYCR1",0.3537055,0.35601,0.353427,"0","0"
"3602","Q7Z449","CYP2U1",0.3536937,0.34834,0.356514,"0","0"
"3603","P19388","POLR2E",0.3534555,0.34846,0.353914,"0","0"
"3604","P22732","SLC2A5",0.3533293,0.35407,0.354775,"0","0"
"3605","P10082","PYY",0.3532623,0.34624,0.355049,"0","0"
"3606","P51790","CLCN3",0.3532442,0.35474,0.351969,"0","0"
"3607","Q9Y5U4","INSIG2",0.3531198,0.34933,0.35546,"0","0"
"3608","Q9GZV3","SLC5A7",0.3530292,0.36414,0.353829,"0","0"
"3609","Q16623","STX1A",0.3528842,0.34439,0.347868,"0","0"
"3610","Q9BYS8","LRRC2",0.3527201,0.3527,0.354364,"0","0"
"3611","Q13237","PRKG2",0.352716,0.35019,0.351049,"0","0"
"3612","Q6ZNA4","RNF111",0.3526416,0.34546,0.347148,"0","0"
"3613","Q99467","CD180",0.3525282,0.35096,0.354727,"0","0"
"3614","O75340","PDCD6",0.3523418,0.34713,0.354706,"0","0"
"3615","O43609","SPRY1",0.3523399,0.3519,0.351784,"0","0"
"3616","Q14126","DSG2",0.3521897,0.35125,0.350949,"0","0"
"3617","Q07092","COL16A1",0.3520231,0.35115,0.352457,"0","0"
"3618","Q6A555","TXNDC8",0.3518877,0.34425,0.354109,"0","0"
"3619","P40938","RFC3",0.351818,0.34312,0.355099,"0","0"
"3620","Q15583","TGIF1",0.3516888,0.34257,0.351091,"0","0"
"3621","P54829","PTPN5",0.3516257,0.35098,0.354258,"0","0"
"3622","Q8WUA8","TSKU",0.3516193,0.34826,0.35343,"0","0"
"3623","P05997","COL5A2",0.3515796,0.34951,0.351314,"0","0"
"3624","Q13813","SPTAN1",0.351489,0.34444,0.348815,"0","0"
"3625","P42765","ACAA2",0.3514834,0.34656,0.350147,"0","0"
"3626","O95388","CCN4",0.3512093,0.34411,0.352245,"0","0"
"3627","Q02447","SP3",0.350871,0.34374,0.34567,"0","0"
"3628","Q16553","LY6E",0.3506651,0.34735,0.350613,"0","0"
"3629","Q5DID0","UMODL1",0.35065,0.3475,0.351126,"0","0"
"3630","Q9NYQ7","CELSR3",0.3504313,0.35382,0.352063,"0","0"
"3631","P80108","GPLD1",0.3503426,0.34645,0.35015,"0","0"
"3632","P20073","ANXA7",0.3503354,0.34457,0.350858,"0","0"
"3633","Q9UNG2","TNFSF18",0.3503302,0.34383,0.352386,"0","0"
"3634","O14950","MYL12B",0.35032,0.34806,0.345394,"0","0"
"3635","P16591","FER",0.3502977,0.34126,0.349777,"0","0"
"3636","Q96BI3","APH1A",0.3502777,0.34591,0.347969,"0","0"
"3637","P10244","MYBL2",0.350258,0.34094,0.348722,"0","0"
"3638","O43681","GET3",0.3501678,0.34465,0.350005,"0","0"
"3639","Q9NTG1","PKDREJ",0.350085,0.36036,0.349138,"0","0"
"3640","O00230","CORT",0.3500688,0.34786,0.350736,"0","0"
"3641","O43462","MBTPS2",0.3500346,0.3464,0.348296,"0","0"
"3642","Q9UHH9","IP6K2",0.3498863,0.34501,0.350485,"0","0"
"3643","O60271","SPAG9",0.3498672,0.34089,0.346979,"0","0"
"3644","P60660","MYL6",0.3498514,0.35405,0.346355,"0","0"
"3645","O14802","POLR3A",0.3497069,0.33827,0.349207,"0","0"
"3646","P52848","NDST1",0.3496837,0.35181,0.348749,"0","0"
"3647","P56856","CLDN18",0.3496337,0.34729,0.351939,"0","1"
"3648","O95340","PAPSS2",0.3494709,0.34638,0.349606,"0","0"
"3649","Q86Z02","HIPK1",0.3492522,0.35161,0.351652,"0","0"
"3650","Q02928","CYP4A11",0.3491704,0.35325,0.348425,"0","0"
"3651","P32969","RPL9",0.3490186,0.33836,0.349206,"0","0"
"3652","P55017","SLC12A3",0.3489838,0.36273,0.348768,"0","0"
"3653","Q13683","ITGA7",0.3489103,0.3542,0.34816,"0","0"
"3654","O15243","LEPROT",0.3486217,0.34436,0.349405,"0","0"
"3655","O94778","AQP8",0.3486039,0.35067,0.350481,"0","0"
"3656","Q9H3R2","MUC13",0.3484797,0.34463,0.347647,"0","0"
"3657","Q9NP91","SLC6A20",0.3483219,0.34455,0.350508,"0","0"
"3658","Q9NW38","FANCL",0.3483216,0.3539,0.351791,"0","0"
"3659","P62491","RAB11A",0.3482289,0.33392,0.348216,"0","0"
"3660","P04350","TUBB4A",0.3482207,0.35845,0.350968,"0","0"
"3661","Q8IU54","IFNL1",0.3481369,0.34662,0.353393,"0","1"
"3662","P20226","TBP",0.3481276,0.34687,0.346448,"0","0"
"3663","P17096","HMGA1",0.3478634,0.34707,0.344639,"0","0"
"3664","Q7Z5H4","VN1R5",0.3478378,0.34089,0.350094,"0","0"
"3665","P48146","NPBWR2",0.3478282,0.3476,0.349997,"0","0"
"3666","Q96AZ6","ISG20",0.3475553,0.34036,0.349788,"0","0"
"3667","Q9BV94","EDEM2",0.347552,0.34417,0.348017,"0","0"
"3668","Q9Y6W8","ICOS",0.3475454,0.3467,0.348324,"0","0"
"3669","Q14191","WRN",0.3475025,0.33667,0.343882,"0","0"
"3670","P61966","AP1S1",0.3474477,0.34702,0.349709,"0","0"
"3671","Q9UL03","INTS6",0.3470471,0.3451,0.346837,"0","0"
"3672","Q16613","AANAT",0.3469934,0.34478,0.348968,"0","0"
"3673","P12956","XRCC6",0.3469837,0.34128,0.345018,"0","0"
"3674","Q92547","TOPBP1",0.3469635,0.33799,0.340636,"0","0"
"3675","P55789","GFER",0.3469474,0.34252,0.348088,"0","0"
"3676","Q01628","IFITM3",0.3468821,0.34322,0.349208,"0","0"
"3677","P02750","LRG1",0.3468633,0.35147,0.35146,"0","0"
"3678","P32249","GPR183",0.3468143,0.34446,0.349077,"0","0"
"3679","Q16877","PFKFB4",0.3468111,0.3518,0.345073,"0","0"
"3680","Q13636","RAB31",0.3467861,0.34041,0.349821,"0","0"
"3681","P39748","FEN1",0.3467668,0.34565,0.343336,"0","0"
"3682","Q13573","SNW1",0.3466751,0.32863,0.342765,"0","0"
"3683","Q6PD62","CTR9",0.3466505,0.32916,0.341217,"0","0"
"3684","Q13438","OS9",0.3466374,0.33596,0.343914,"0","0"
"3685","Q13586","STIM1",0.3466336,0.3417,0.343607,"0","0"
"3686","P52948","NUP98",0.3466276,0.34876,0.342999,"0","0"
"3687","Q9H9B1","EHMT1",0.3466125,0.3442,0.345814,"0","0"
"3688","Q9P015","MRPL15",0.3465211,0.33681,0.349285,"0","0"
"3689","Q99542","MMP19",0.3464973,0.33781,0.346583,"0","0"
"3690","Q15067","ACOX1",0.3464683,0.34938,0.345076,"0","0"
"3691","Q9Y2W1","THRAP3",0.3462702,0.33958,0.344875,"0","0"
"3692","O14556","GAPDHS",0.3461629,0.35739,0.346711,"0","0"
"3693","Q5UE93","PIK3R6",0.3461213,0.34074,0.345518,"0","0"
"3694","P60059","SEC61G",0.3460947,0.34388,0.347334,"0","0"
"3695","Q16401","PSMD5",0.3460388,0.3392,0.346765,"0","0"
"3696","Q16698","DECR1",0.3460112,0.3472,0.345532,"0","0"
"3697","P35236","PTPN7",0.3459689,0.34922,0.351213,"0","0"
"3698","O95715","CXCL14",0.3459415,0.34834,0.349837,"0","0"
"3699","Q6TCH4","PAQR6",0.3459264,0.3398,0.348646,"0","0"
"3700","Q9NZT1","CALML5",0.3459258,0.34734,0.344581,"0","0"
"3701","P58012","FOXL2",0.3458704,0.35282,0.347419,"0","0"
"3702","Q96FC9","DDX11",0.3457657,0.33981,0.347364,"0","0"
"3703","Q9UKN7","MYO15A",0.345569,0.35651,0.344732,"0","0"
"3704","O60741","HCN1",0.3454296,0.34044,0.345378,"0","0"
"3705","Q68CR7","LRRC66",0.3453481,0.342,0.346545,"0","0"
"3706","P43026","GDF5",0.3453281,0.34248,0.349663,"0","0"
"3707","Q8WYQ5","DGCR8",0.3453238,0.33124,0.342372,"0","0"
"3708","Q15223","NECTIN1",0.3451748,0.34338,0.347535,"0","0"
"3709","Q969T9","WBP2",0.3451641,0.33918,0.345675,"0","0"
"3710","Q07654","TFF3",0.3451266,0.34334,0.34656,"0","0"
"3711","O15431","SLC31A1",0.3447635,0.34013,0.345881,"0","0"
"3712","P24347","MMP11",0.3446395,0.34572,0.342864,"0","0"
"3713","Q10589","BST2",0.3446136,0.34287,0.346105,"0","0"
"3714","P09210","GSTA2",0.3445657,0.33597,0.34497,"0","0"
"3715","Q8IZF0","NALCN",0.3443581,0.3507,0.341688,"0","0"
"3716","P49770","EIF2B2",0.3442696,0.34099,0.344504,"0","0"
"3717","P16284","PECAM1",0.3442147,0.33942,0.343836,"0","0"
"3718","P14859","POU2F1",0.3441562,0.33996,0.342425,"0","0"
"3719","Q9NP60","IL1RAPL2",0.3440598,0.33635,0.345309,"0","0"
"3720","P48664","SLC1A6",0.3439648,0.34443,0.347174,"0","0"
"3721","Q13619","CUL4A",0.3438847,0.34041,0.344447,"0","0"
"3722","Q8TDS5","OXER1",0.3437643,0.33701,0.344168,"0","0"
"3723","Q9HBY8","SGK2",0.3437477,0.34327,0.346091,"0","0"
"3724","Q15645","TRIP13",0.3437445,0.34246,0.343959,"0","0"
"3725","P78357","CNTNAP1",0.3434929,0.34627,0.344746,"0","0"
"3726","P09912","IFI6",0.3433579,0.34438,0.345549,"0","0"
"3727","P42773","CDKN2C",0.3433019,0.34506,0.34276,"0","0"
"3728","Q92990","GLMN",0.3432736,0.34281,0.344875,"0","0"
"3729","Q9BZJ3","TPSD1",0.3431937,0.34346,0.340722,"0","0"
"3730","O43612","HCRT",0.3431395,0.34342,0.344,"0","0"
"3731","P69208",NA,0.3430868,0.34703,0.342557,"0","0"
"3732","O75787","ATP6AP2",0.3430809,0.3367,0.344921,"0","0"
"3733","Q92844","TANK",0.3430532,0.32729,0.340307,"0","0"
"3734","Q14160","SCRIB",0.3429504,0.34169,0.342025,"0","0"
"3735","Q504Y2","PKDCC",0.3428585,0.34558,0.344823,"0","0"
"3736","Q02094","RHAG",0.342764,0.34692,0.346499,"0","0"
"3737","Q9NQI0","DDX4",0.3426836,0.34967,0.341607,"0","0"
"3738","Q8IUH4","ZDHHC13",0.3426493,0.34425,0.340143,"0","0"
"3739","P46020","PHKA1",0.3426123,0.3476,0.340647,"0","0"
"3740","Q9Y2J8","PADI2",0.3425464,0.3376,0.342836,"0","0"
"3741","Q16695","H3-4",0.3423433,0.33737,0.338888,"0","0"
"3742","Q6GPI1","CTRB2",0.342165,0.33645,0.343279,"0","0"
"3743","P48745","CCN3",0.3419378,0.34532,0.34392,"0","0"
"3744","Q13516","OLIG2",0.3416445,0.34474,0.341003,"0","0"
"3745","Q12860","CNTN1",0.3416433,0.3415,0.34049,"0","0"
"3746","P16989","YBX3",0.3415913,0.33431,0.343892,"0","0"
"3747","Q86YT5","SLC13A5",0.3414493,0.34198,0.344067,"0","0"
"3748","P62917","RPL8",0.34136,0.32875,0.342231,"0","0"
"3749","Q8N8V2","GBP7",0.3412894,0.33897,0.34205,"0","0"
"3750","P35658","NUP214",0.3412534,0.34406,0.33841,"0","0"
"3751","Q9BZP6","CHIA",0.3411891,0.33342,0.342594,"0","0"
"3752","Q14435","GALNT3",0.3411605,0.34212,0.342291,"0","0"
"3753","P02792","FTL",0.3411463,0.34212,0.340013,"0","0"
"3754","Q8TDX9","PKD1L1",0.3411426,0.34621,0.339959,"0","0"
"3755","P11532","DMD",0.3410445,0.33597,0.338162,"0","0"
"3756","Q6ZVN8","HJV",0.341027,0.33553,0.34457,"0","0"
"3757","Q9UKP4","ADAMTS7",0.340886,0.34117,0.343841,"0","0"
"3758","O14495","PLPP3",0.3407642,0.33458,0.337883,"0","0"
"3759","P11234","RALB",0.3406854,0.33017,0.338031,"0","0"
"3760","P25786","PSMA1",0.340617,0.33481,0.342298,"0","0"
"3761","P59796","GPX6",0.340374,0.34307,0.344956,"0","0"
"3762","O60306","AQR",0.3403724,0.3409,0.3377,"0","0"
"3763","Q86WK9","PAQR7",0.3403478,0.33046,0.342492,"0","0"
"3764","P36578","RPL4",0.3397515,0.32652,0.341145,"0","0"
"3765","Q9Y696","CLIC4",0.3397391,0.33815,0.34104,"0","0"
"3766","Q7Z5L7","PODN",0.339622,0.33401,0.342891,"0","0"
"3767","Q86UX7","FERMT3",0.3395145,0.33642,0.338485,"0","0"
"3768","Q8NAC3","IL17RC",0.339427,0.33429,0.340573,"0","0"
"3769","Q8NGG8","OR8B3",0.3393977,0.34041,0.340857,"0","0"
"3770","P14316","IRF2",0.3392877,0.32674,0.338455,"0","0"
"3771","Q9Y5X4","NR2E3",0.3392406,0.32843,0.34227,"0","0"
"3772","Q8N9I0","SYT2",0.3392366,0.32721,0.33925,"0","0"
"3773","Q03518","TAP1",0.3390895,0.34495,0.339005,"0","0"
"3774","Q9UBB5","MBD2",0.3389712,0.33327,0.339296,"0","0"
"3775","P10588","NR2F6",0.3388891,0.33135,0.341966,"0","0"
"3776","O60658","PDE8A",0.3388421,0.33547,0.339157,"0","0"
"3777","P32243","OTX2",0.3387771,0.34134,0.340476,"0","0"
"3778","Q9H2K2","TNKS2",0.3387196,0.33012,0.337298,"0","0"
"3779","Q9Y5C1","ANGPTL3",0.3386725,0.33252,0.339377,"0","0"
"3780","P61218","POLR2F",0.3383848,0.33755,0.338137,"0","0"
"3781","Q8IYD8","FANCM",0.3382945,0.33169,0.335272,"0","0"
"3782","P40818","USP8",0.3382849,0.3288,0.335442,"0","0"
"3783","P15848","ARSB",0.3380627,0.33299,0.339445,"0","0"
"3784","P49747","COMP",0.3379423,0.34118,0.339156,"0","0"
"3785","Q16864","ATP6V1F",0.3379353,0.3286,0.338227,"0","0"
"3786","O00182","LGALS9",0.3378531,0.32997,0.340546,"0","0"
"3787","Q9H4B7","TUBB1",0.3378055,0.3465,0.339563,"0","1"
"3788","Q9NRJ3","CCL28",0.3377763,0.33072,0.340345,"0","0"
"3789","Q14651","PLS1",0.3377389,0.32866,0.338647,"0","0"
"3790","Q13948","CUX1",0.337504,0.33099,0.330831,"0","0"
"3791","Q9UJX6","ANAPC2",0.3374542,0.32998,0.338527,"0","0"
"3792","P08910","ABHD2",0.3373302,0.33128,0.338828,"0","0"
"3793","P16442",NA,0.3372308,0.3366,0.340569,"0","0"
"3794","Q96T53","MBOAT4",0.3371678,0.34271,0.336316,"0","0"
"3795","Q9UKN5","PRDM4",0.3371312,0.33107,0.338096,"0","0"
"3796","O14933","UBE2L6",0.3369936,0.33147,0.337761,"0","0"
"3797","O60427","FADS1",0.3367549,0.32997,0.33734,"0","0"
"3798","Q9BZM2","PLA2G2F",0.3366506,0.33809,0.337016,"0","0"
"3799","O14649","KCNK3",0.3365955,0.33263,0.340255,"0","0"
"3800","Q8NEC5","CATSPER1",0.3363711,0.32775,0.334395,"0","0"
"3801","Q9Y5P8","PPP2R3B",0.3363052,0.34758,0.334927,"0","0"
"3802","Q9BS26","ERP44",0.3362984,0.33235,0.337449,"0","0"
"3803","Q15843","NEDD8",0.3362541,0.3295,0.335104,"0","0"
"3804","Q7Z2E3","APTX",0.3362419,0.33484,0.337211,"0","0"
"3805","P62191","PSMC1",0.3361959,0.32681,0.333217,"0","0"
"3806","Q12904","AIMP1",0.3360713,0.33209,0.333952,"0","0"
"3807","P14207","FOLR2",0.3359847,0.33167,0.336656,"0","0"
"3808","Q562R1","ACTBL2",0.335878,0.34418,0.337929,"0","0"
"3809","O76083","PDE9A",0.3358759,0.33471,0.335944,"0","0"
"3810","Q9BZW8","CD244",0.3358453,0.33636,0.338043,"0","0"
"3811","P38571","LIPA",0.3358436,0.34099,0.334356,"0","0"
"3812","P33240","CSTF2",0.3357084,0.32617,0.334948,"0","0"
"3813","P48067","SLC6A9",0.3356722,0.33384,0.336492,"0","0"
"3814","Q8N967","LRTM2",0.3356177,0.33905,0.340066,"0","0"
"3815","P78363","ABCA4",0.3356128,0.33943,0.334817,"0","0"
"3816","O75096","LRP4",0.3353746,0.33292,0.335567,"0","0"
"3817","P07205","PGK2",0.3352494,0.33841,0.335424,"0","0"
"3818","P40305","IFI27",0.3352207,0.33625,0.336947,"0","0"
"3819","Q8TE73","DNAH5",0.3351949,0.33883,0.334543,"0","0"
"3820","Q14203","DCTN1",0.3351016,0.32429,0.329036,"0","0"
"3821","P62995","TRA2B",0.3350171,0.32516,0.334063,"0","0"
"3822","O95970","LGI1",0.3348955,0.3333,0.335738,"0","0"
"3823","P20061","TCN1",0.3348928,0.33106,0.337507,"0","0"
"3824","Q6ZN17","LIN28B",0.334659,0.33176,0.33633,"0","0"
"3825","O43364","HOXA2",0.3346526,0.32369,0.334102,"0","0"
"3826","Q9NRI7",NA,0.3342606,0.33409,0.334063,"0","0"
"3827","P60201","PLP1",0.3342457,0.34156,0.33526,"0","0"
"3828","P41252","IARS1",0.3341584,0.33759,0.332605,"0","0"
"3829","Q8TAA3","PSMA8",0.334143,0.32026,0.33468,"0","0"
"3830","Q8N0V5","GCNT2",0.3341017,0.32953,0.334778,"0","0"
"3831","Q969Z4","RELT",0.3340599,0.32384,0.336261,"0","0"
"3832","P30307","CDC25C",0.3338945,0.33105,0.331847,"0","1"
"3833","Q8TEZ7","PAQR8",0.3338396,0.32275,0.335381,"0","0"
"3834","P41439","FOLR3",0.3337283,0.32704,0.337618,"0","0"
"3835","P01213","PDYN",0.3336826,0.33348,0.334223,"0","0"
"3836","Q15819","UBE2V2",0.3335146,0.32659,0.334484,"0","0"
"3837","Q5VZV1","METTL21C",0.3334215,0.33213,0.333976,"0","0"
"3838","P16104","H2AX",0.333351,0.33251,0.332631,"0","0"
"3839","O75462","CRLF1",0.3332023,0.32801,0.335431,"0","0"
"3840","Q96SL4","GPX7",0.3331716,0.33436,0.336627,"0","0"
"3841","O75643","SNRNP200",0.3331223,0.3348,0.330816,"0","0"
"3842","O95067","CCNB2",0.3329857,0.32839,0.33207,"0","0"
"3843","Q8IZF6","ADGRG4",0.33297,0.33475,0.331616,"0","0"
"3844","Q9Y653","ADGRG1",0.3329083,0.33081,0.336161,"0","0"
"3845","Q5TCH4","CYP4A22",0.3328718,0.32878,0.335287,"0","0"
"3846","Q9NYU2","UGGT1",0.3328663,0.33371,0.331977,"0","0"
"3847","O00762","UBE2C",0.3328629,0.33469,0.334642,"0","0"
"3848","P53803","POLR2K",0.3325326,0.32865,0.333357,"0","0"
"3849","O75330","HMMR",0.3325266,0.33108,0.325592,"0","0"
"3850","Q9HAV5","EDA2R",0.3325165,0.32658,0.333398,"0","0"
"3851","P01298","PPY",0.3323377,0.32885,0.334265,"0","0"
"3852","Q7L576","CYFIP1",0.3321969,0.32283,0.330956,"0","0"
"3853","Q8WWZ1","IL1F10",0.3321852,0.33578,0.335618,"0","0"
"3854","P12110","COL6A2",0.3319904,0.32208,0.332095,"0","0"
"3855","Q9UBM7","DHCR7",0.3319138,0.33736,0.330811,"0","0"
"3856","P34913","EPHX2",0.3319058,0.33123,0.334246,"0","0"
"3857","Q9NR09","BIRC6",0.3317196,0.34071,0.332525,"0","0"
"3858","Q15049","MLC1",0.3316954,0.32907,0.333326,"0","0"
"3859","Q9NRR2","TPSG1",0.3316832,0.33129,0.32903,"0","0"
"3860","Q15149","PLEC",0.3316668,0.32728,0.328559,"0","0"
"3861","Q9Y2U5","MAP3K2",0.3316454,0.32176,0.330312,"0","0"
"3862","O76024","WFS1",0.3315916,0.33307,0.331701,"0","0"
"3863","Q92959","SLCO2A1",0.3315864,0.33137,0.330075,"0","0"
"3864","Q9BX79","STRA6",0.3315152,0.32696,0.333467,"0","0"
"3865","O15151","MDM4",0.3313642,0.32632,0.330206,"0","0"
"3866","P62424","RPL7A",0.3313636,0.3156,0.330959,"0","0"
"3867","Q9HCR9","PDE11A",0.3312637,0.33444,0.329597,"0","0"
"3868","Q9Y4G8","RAPGEF2",0.3310256,0.32178,0.32798,"0","0"
"3869","Q13574","DGKZ",0.3309715,0.32885,0.326612,"0","0"
"3870","P14543","NID1",0.33096,0.33654,0.328634,"0","0"
"3871","A1X283","SH3PXD2B",0.3309526,0.32049,0.328595,"0","0"
"3872","Q01523","DEFA5",0.3308793,0.32819,0.33146,"0","0"
"3873","P36543","ATP6V1E1",0.3307777,0.32574,0.329403,"0","0"
"3874","Q99735","MGST2",0.3307152,0.3284,0.333079,"0","0"
"3875","Q9H6I2","SOX17",0.3306659,0.33053,0.334624,"0","0"
"3876","Q9H334","FOXP1",0.3305334,0.32235,0.329057,"0","0"
"3877","P57058","HUNK",0.3304266,0.33027,0.32706,"0","0"
"3878","Q96SQ9","CYP2S1",0.3304044,0.32301,0.333953,"0","0"
"3879","P50053","KHK",0.330356,0.32561,0.333639,"0","0"
"3880","Q8NF50","DOCK8",0.33035,0.33111,0.329405,"0","0"
"3881","O14818","PSMA7",0.3302763,0.31985,0.330041,"0","0"
"3882","Q15546","MMD",0.3302229,0.32552,0.332126,"0","0"
"3883","Q9HBZ2","ARNT2",0.3302126,0.32562,0.328929,"0","0"
"3884","Q96CA5","BIRC7",0.3300239,0.33192,0.331645,"0","0"
"3885","P54710","FXYD2",0.3300148,0.3404,0.332777,"0","0"
"3886","Q9GZR5","ELOVL4",0.3299967,0.32659,0.330594,"0","0"
"3887","Q9UD71","PPP1R1B",0.3299589,0.32078,0.326707,"0","0"
"3888","Q9NW64","RBM22",0.329827,0.3242,0.333912,"0","0"
"3889","Q9BQB4","SOST",0.3297211,0.32406,0.335092,"0","0"
"3890","Q8N7H5","PAF1",0.3297003,0.31017,0.324872,"0","0"
"3891","Q13214","SEMA3B",0.3296807,0.32819,0.329754,"0","0"
"3892","Q8TAF3","WDR48",0.3296673,0.32435,0.329418,"0","0"
"3893","Q9Y3I1","FBXO7",0.3294611,0.32643,0.329871,"0","0"
"3894","Q96L34","MARK4",0.3291597,0.32159,0.329509,"0","0"
"3895","Q9H207","OR10A5",0.3291549,0.33284,0.330178,"0","0"
"3896","O75164","KDM4A",0.3291353,0.32736,0.327233,"0","0"
"3897","Q9HCE1","MOV10",0.3291304,0.32497,0.328431,"0","0"
"3898","Q9UN88","GABRQ",0.3291149,0.32547,0.329833,"0","0"
"3899","P21754","ZP3",0.3290276,0.33039,0.332518,"0","0"
"3900","P46100","ATRX",0.3288638,0.32058,0.322438,"0","0"
"3901","Q96LB2","MRGPRX1",0.3288134,0.32111,0.331954,"0","0"
"3902","Q9GZM8","NDEL1",0.3287908,0.31734,0.324531,"0","0"
"3903","O43852","CALU",0.3286466,0.3249,0.328094,"0","0"
"3904","P00846","MT-ATP6",0.3285682,0.32735,0.329884,"0","0"
"3905","P55347","PKNOX1",0.3279951,0.3277,0.323777,"0","0"
"3906","Q8N1N2","DYNAP",0.3279742,0.31792,0.328002,"0","0"
"3907","Q5T4W7","ARTN",0.3279482,0.33267,0.330153,"0","0"
"3908","Q9H2F3","HSD3B7",0.3279339,0.32671,0.328404,"0","0"
"3909","Q9NS82","SLC7A10",0.3279285,0.33429,0.330517,"0","0"
"3910","O95185","UNC5C",0.3278771,0.32442,0.329173,"0","0"
"3911","Q96P56","CATSPER2",0.3278763,0.3248,0.328474,"0","0"
"3912","P55196","AFDN",0.3278739,0.31943,0.324126,"0","0"
"3913","Q4KMG0","CDON",0.3278528,0.33287,0.328267,"0","0"
"3914","P54252","ATXN3",0.3278067,0.31925,0.324063,"0","0"
"3915","P25791","LMO2",0.3277507,0.32777,0.331504,"0","0"
"3916","P98179","RBM3",0.3276725,0.32286,0.330788,"0","0"
"3917","Q9NYB9","ABI2",0.3276417,0.32744,0.326353,"0","0"
"3918","O60543","CIDEA",0.3276299,0.32748,0.329739,"0","0"
"3919","P69905","HBA2",0.3275771,0.32076,0.328768,"0","0"
"3920","P69905","HBA1",0.3275771,0.32076,0.328768,"0","0"
"3921","O94955","RHOBTB3",0.3275062,0.32683,0.325752,"0","0"
"3922","P55008","AIF1",0.3274818,0.32335,0.32711,"0","0"
"3923","Q9Y2T5","GPR52",0.3274204,0.31373,0.330502,"0","0"
"3924","Q9Y281","CFL2",0.3274162,0.32266,0.323627,"0","0"
"3925","Q16531","DDB1",0.3272719,0.32804,0.325448,"0","0"
"3926","Q9H211","CDT1",0.327185,0.308,0.325915,"0","0"
"3927","Q6ZVN7","SEM1",0.3271753,0.31769,0.330203,"0","0"
"3928","P12270","TPR",0.3270709,0.3191,0.320936,"0","0"
"3929","P05543","SERPINA7",0.3270341,0.32515,0.328226,"0","0"
"3930","O43155","FLRT2",0.3268168,0.32343,0.329018,"0","0"
"3931","Q16663","CCL15",0.3266559,0.32036,0.329446,"0","0"
"3932","Q9Y496","KIF3A",0.3266244,0.31516,0.322491,"0","0"
"3933","Q96PR1","KCNC2",0.3265315,0.3233,0.326801,"0","0"
"3934","Q01453","PMP22",0.3264113,0.32761,0.328047,"0","0"
"3935","O14880","MGST3",0.3263083,0.32355,0.328414,"0","0"
"3936","O43823","AKAP8",0.3261723,0.31513,0.323621,"0","0"
"3937","O75077","ADAM23",0.3261091,0.32287,0.326511,"0","0"
"3938","O14511","NRG2",0.3261016,0.32539,0.324756,"0","0"
"3939","P53602","MVD",0.3258692,0.32165,0.329181,"0","0"
"3940","O14531","DPYSL4",0.3256144,0.32664,0.327123,"0","0"
"3941","Q695T7","SLC6A19",0.3255204,0.32624,0.325479,"0","0"
"3942","Q14162","SCARF1",0.3254897,0.32016,0.327575,"0","0"
"3943","Q9NPG2","NGB",0.3254075,0.32463,0.331626,"0","0"
"3944","Q9BZV2","SLC19A3",0.3254066,0.32312,0.327153,"0","0"
"3945","O95393","BMP10",0.3254045,0.3283,0.326053,"0","0"
"3946","O00180","KCNK1",0.3253905,0.32497,0.329371,"0","0"
"3947","P04808","RLN1",0.3252165,0.32622,0.324063,"0","0"
"3948","O75477","ERLIN1",0.3251315,0.32054,0.325861,"0","0"
"3949","Q9UBR4","LHX3",0.3250129,0.32779,0.324767,"0","0"
"3950","Q9UQF2","MAPK8IP1",0.3249987,0.32741,0.325835,"0","0"
"3951","P12544","GZMA",0.3248434,0.32799,0.325908,"0","0"
"3952","P14136","GFAP",0.3247839,0.31767,0.321265,"0","0"
