"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000253462 (pp) 9606.ENSP00000335357","false","pp","9606.ENSP00000253462 (pp) 9606.ENSP00000335357","0.448",,,,,,,"0.449","0.044"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000296474","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000296474","0.064",,,"0.354",,,,"0.408","0.1"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000334145","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000334145",,,"0.54",,,,,"0.937","0.87"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000326159","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000326159","0.042","0.171",,"0.094",,,,"0.73","0.669"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000261405","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000261405",,,,"0.091",,,,"0.63","0.61"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000353393","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000353393","0.055",,"0.54","0.046",,,,"0.757","0.484"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000356399","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000356399","0.074",,"0.54",,,,,"0.633","0.209"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000396688","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000396688","0.069",,,"0.123",,,,"0.404","0.33"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000293879","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000293879","0.067",,,"0.855",,,,"0.869","0.112"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000323929","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000323929","0.104",,,"0.123",,,,"0.534","0.455"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000332454","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000332454","0.094",,,"0.487",,,,"0.552","0.115"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000364709","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000364709","0.133","0.221","0.54","0.094",,,,"0.741","0.222"
"pp","9606.ENSP00000253496 (pp) 9606.ENSP00000295966","false","pp","9606.ENSP00000253496 (pp) 9606.ENSP00000295966",,,,"0.404",,,,"0.428","0.081"
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000299106","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000299106","0.044",,"0.72",,,,,"0.72",
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000291536","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000291536","0.07",,,,,,,"0.406","0.388"
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000401437","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000401437","0.042",,"0.54","0.057",,,,"0.606","0.164"
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000452126","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000452126","0.044",,,,,,,"0.478","0.477"
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000284767","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000284767","0.098",,"0.54",,,,,"0.68","0.291"
"pp","9606.ENSP00000253754 (pp) 9606.ENSP00000496593","false","pp","9606.ENSP00000253754 (pp) 9606.ENSP00000496593","0.042",,"0.72",,,,,"0.723","0.053"
"pp","9606.ENSP00000254051 (pp) 9606.ENSP00000276297","false","pp","9606.ENSP00000254051 (pp) 9606.ENSP00000276297",,,,,,,,"0.621","0.621"
"pp","9606.ENSP00000254051 (pp) 9606.ENSP00000367202","false","pp","9606.ENSP00000254051 (pp) 9606.ENSP00000367202",,,,"0.058",,,,"0.404","0.394"
"pp","9606.ENSP00000254051 (pp) 9606.ENSP00000265171","false","pp","9606.ENSP00000254051 (pp) 9606.ENSP00000265171",,,,"0.045",,,,"0.471","0.469"
"pp","9606.ENSP00000254051 (pp) 9606.ENSP00000317272","false","pp","9606.ENSP00000254051 (pp) 9606.ENSP00000317272","0.067",,"0.5","0.197",,,,"0.641","0.157"
"pp","9606.ENSP00000254051 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000254051 (pp) 9606.ENSP00000275493","0.083",,,"0.38",,,,"0.584","0.329"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000496168","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000496168",,,,"0.067",,,,"0.442","0.427"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000358151","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000358151",,,"0.5","0.049",,,,"0.596","0.22"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000256104","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000256104",,,,"0.05",,,,"0.521","0.517"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000288135","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000288135","0.051",,,"0.045",,,,"0.606","0.601"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000321703","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000321703","0.056",,,"0.095",,,,"0.486","0.447"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000408695",,,,,,,,"0.499","0.5"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000428056","0.049",,,"0.31",,,,"0.641","0.498"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000343619","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000343619",,,,"0.058",,,,"0.463","0.454"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000297785","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000297785","0.055",,,"0.067",,,,"0.547","0.528"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000345571",,,,"0.292",,,,"0.534","0.369"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000264867","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000264867","0.055",,,"0.182",,,,"0.743","0.695"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000287820","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000287820",,,,"0.433",,,,"0.848","0.743"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368104","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368104",,,,,,,,"0.475","0.476"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000306245","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000306245","0.049",,,"0.31",,,,"0.868","0.815"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000366915","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000366915",,,,"0.742",,,,"0.938","0.773"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000479169","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000479169","0.043",,"0.5","0.049",,,,"0.532","0.093"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000310036","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000310036","0.069",,,,,,,"0.594","0.582"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000376269","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000376269",,,,"0.045",,,,"0.688","0.687"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000417207","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000417207","0.061",,"0.5","0.068",,,,"0.611","0.217"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000402257","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000402257",,,,"0.071",,,,"0.818","0.813"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000333203","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000333203",,,,"0.045",,,,"0.419","0.417"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000275493",,,,"0.092",,,,"0.441","0.41"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000476136","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000476136",,,"0.5","0.049",,,,"0.53","0.091"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000332296","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000332296",,"0.051","0.5","0.921",,,,"0.984","0.638"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000374069","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000374069",,,,"0.064",,,,"0.431","0.418"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000255688","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000255688","0.063",,,"0.129",,,,"0.533","0.474"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368880","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368880","0.049",,,"0.302",,,,"0.487","0.291"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000482245","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000482245",,,,"0.046",,,,"0.433","0.431"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000337224","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000337224",,,,,,,,"0.48","0.48"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000332256","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000332256","0.055",,,"0.067",,,,"0.601","0.585"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000427514","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000427514","0.08",,"0.5","0.295",,,,"0.909","0.753"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000321744","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000321744",,,"0.5","0.298",,,,"0.65","0.085"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000349430","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000349430",,,"0.5","0.049",,,,"0.533","0.097"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000365280","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000365280",,,,,,,,"0.475","0.475"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000438553","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000438553",,,"0.5",,,,,"0.499",
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000367022","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000367022",,,"0.5","0.292",,,,"0.63",
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000493906","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000493906","0.049",,,"0.232",,,,"0.412","0.261"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000482841","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000482841",,,"0.5","0.05",,,,"0.902","0.812"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000307479","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000307479",,,,"0.183",,,,"0.464","0.371"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000289316","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000289316",,,"0.5","0.049",,,,"0.526","0.085"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000297258","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000297258",,,,"0.299",,,,"0.686","0.572"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000486891","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000486891","0.054",,,"0.091",,,,"0.464","0.427"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368632","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000368632",,,,"0.304",,,,"0.786","0.706"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000478887","0.058",,,"0.224",,,,"0.658","0.57"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000326519","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000326519",,,"0.5",,,,,"0.499",
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000313950","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000313950","0.122",,"0.4",,,,,"0.466","0.069"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000341170","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000341170",,,,,,,,"0.433","0.433"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000405330","0.062",,,"0.325",,,,"0.699","0.564"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000338157","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000338157","0.049",,"0.9","0.311",,,,"0.997","0.96"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000261366","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000261366","0.13",,,,,,,"0.434","0.377"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000370896","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000370896","0.049",,,"0.221",,,,"0.458","0.328"
"pp","9606.ENSP00000254066 (pp) 9606.ENSP00000379616","false","pp","9606.ENSP00000254066 (pp) 9606.ENSP00000379616","0.078",,,,,,,"0.729","0.719"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000362146","0.067",,"0.4",,,,,"0.433","0.069"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000310721","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000310721","0.133",,,"0.528",,,,"0.708","0.344"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000288207","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000288207","0.121",,"0.4",,,,,"0.471","0.079"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000256442","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000256442","0.12",,"0.4",,,,,"0.476","0.089"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000482954","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000482954",,,,,,,,"0.631","0.631"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000378199","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000378199","0.047",,"0.4",,,,,"0.423","0.073"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000378699","0.081",,"0.4",,,,,"0.518","0.196"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000319814","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000319814",,,,,,,,"0.433","0.434"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000451406","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000451406",,,"0.9",,,,,"0.934","0.369"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000369927","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000369927","0.042",,,,,,,"0.569","0.569"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000354109","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000354109",,,,"0.476",,,,"0.616","0.298"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000370129","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000370129",,,,,,,,"0.47","0.47"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000275016","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000275016","0.133",,,"0.528",,,,"0.697","0.32"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000265896","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000265896","0.381",,,,,,,"0.854","0.775"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000320604","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000320604","0.189",,"0.317","0.782",,,,"0.912","0.358"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000411532","0.15",,"0.4",,,,,"0.52","0.135"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000454380","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000454380",,,,"0.224",,,,"0.435","0.302"
"pp","9606.ENSP00000254508 (pp) 9606.ENSP00000301633","false","pp","9606.ENSP00000254508 (pp) 9606.ENSP00000301633","0.099",,"0.4",,,,,"0.436",
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000427951","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000427951","0.133",,,"0.528",,,,"0.648","0.21"
"pp","9606.ENSP00000254528 (pp) 9606.ENSP00000348821","false","pp","9606.ENSP00000254528 (pp) 9606.ENSP00000348821","0.056",,,,,,,"0.402","0.393"
"pp","9606.ENSP00000254661 (pp) 9606.ENSP00000303522","false","pp","9606.ENSP00000254661 (pp) 9606.ENSP00000303522",,,,,,,,"0.618","0.618"
"pp","9606.ENSP00000254521 (pp) 9606.ENSP00000398803","false","pp","9606.ENSP00000254521 (pp) 9606.ENSP00000398803","0.091",,"0.182","0.3",,,,"0.515","0.18"
"pp","9606.ENSP00000254661 (pp) 9606.ENSP00000436607","false","pp","9606.ENSP00000254661 (pp) 9606.ENSP00000436607",,,"0.9","0.405",,,,"0.998","0.976"
"pp","9606.ENSP00000254661 (pp) 9606.ENSP00000262178","false","pp","9606.ENSP00000254661 (pp) 9606.ENSP00000262178","0.047",,,"0.045",,,,"0.751","0.748"
"pp","9606.ENSP00000254661 (pp) 9606.ENSP00000304501","false","pp","9606.ENSP00000254661 (pp) 9606.ENSP00000304501",,,"0.4",,,,,"0.475","0.162"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000415743","0.213",,,"0.06",,,,"0.517","0.4"
"pp","9606.ENSP00000254661 (pp) 9606.ENSP00000334448","false","pp","9606.ENSP00000254661 (pp) 9606.ENSP00000334448",,,,"0.8",,,,"0.8",
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000455897","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000455897","0.311",,,,,,,"0.504","0.311"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000436812","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000436812",,,"0.5",,,,,"0.508","0.057"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000363869","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000363869","0.335",,,,,,,"0.534","0.328"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000256178","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000256178","0.152",,,"0.057",,,,"0.402","0.312"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000479955","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000479955","0.194",,,,,,,"0.442","0.336"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000302833","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000302833","0.14",,,"0.488",,,,"0.54",
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000478763","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000478763","0.083",,,"0.091",,,,"0.425","0.366"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000406861","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000406861","0.049",,"0.5","0.101",,,,"0.535",
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000431983","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000431983",,,"0.5",,,,,"0.499",
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000484824","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000484824","0.095",,"0.5","0.048",,,,"0.738","0.464"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000449999","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000449999","0.174",,,,,,,"0.509","0.431"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000311364","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000311364",,,"0.5",,,,,"0.502","0.045"
"pp","9606.ENSP00000254898 (pp) 9606.ENSP00000261037","false","pp","9606.ENSP00000254898 (pp) 9606.ENSP00000261037","0.064",,,"0.099",,,,"0.503","0.458"
"pp","9606.ENSP00000254868 (pp) 9606.ENSP00000298223","false","pp","9606.ENSP00000254868 (pp) 9606.ENSP00000298223","0.402",,,,,,,"0.5","0.199"
"pp","9606.ENSP00000254898 (pp) 9606.ENSP00000464145","false","pp","9606.ENSP00000254898 (pp) 9606.ENSP00000464145","0.06",,,"0.045",,,,"0.437","0.423"
"pp","9606.ENSP00000254898 (pp) 9606.ENSP00000355900","false","pp","9606.ENSP00000254898 (pp) 9606.ENSP00000355900","0.057",,,"0.114",,,,"0.424","0.367"
"pp","9606.ENSP00000255189 (pp) 9606.ENSP00000402608","false","pp","9606.ENSP00000255189 (pp) 9606.ENSP00000402608","0.124",,,,,,,"0.489","0.441"
"pp","9606.ENSP00000254898 (pp) 9606.ENSP00000369071","false","pp","9606.ENSP00000254898 (pp) 9606.ENSP00000369071","0.115",,,"0.046",,,,"0.465","0.418"
"pp","9606.ENSP00000255189 (pp) 9606.ENSP00000255192","false","pp","9606.ENSP00000255189 (pp) 9606.ENSP00000255192","0.479",,"0.352",,,,"0.06","0.932","0.814"
"pp","9606.ENSP00000255189 (pp) 9606.ENSP00000493382","false","pp","9606.ENSP00000255189 (pp) 9606.ENSP00000493382","0.106",,"0.352","0.091",,,"0.055","0.682","0.46"
"pp","9606.ENSP00000255189 (pp) 9606.ENSP00000365773","false","pp","9606.ENSP00000255189 (pp) 9606.ENSP00000365773","0.117",,,"0.071",,,"0.106","0.541","0.449"
"pp","9606.ENSP00000255192 (pp) 9606.ENSP00000322991","false","pp","9606.ENSP00000255192 (pp) 9606.ENSP00000322991",,,"0.248",,,,"0.102","0.402","0.187"
"pp","9606.ENSP00000255189 (pp) 9606.ENSP00000267814","false","pp","9606.ENSP00000255189 (pp) 9606.ENSP00000267814","0.21",,,,,,"0.046","0.471","0.355"
"pp","9606.ENSP00000255192 (pp) 9606.ENSP00000399376","false","pp","9606.ENSP00000255192 (pp) 9606.ENSP00000399376",,,,,,,,"0.508","0.509"
"pp","9606.ENSP00000255192 (pp) 9606.ENSP00000493382","false","pp","9606.ENSP00000255192 (pp) 9606.ENSP00000493382","0.293",,,,,,,"0.451","0.255"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000398832","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000398832",,,"0.4",,,,,"0.649","0.439"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000371594","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000371594","0.061",,,,,,,"0.465","0.454"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000334051","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000334051","0.044",,"0.65",,,,,"0.699","0.175"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000355627","0.062",,"0.5",,,,,"0.673","0.359"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000339824","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000339824","0.064",,,,,,,"0.414","0.4"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000340820","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000340820",,,,,,,,"0.412","0.413"
"pp","9606.ENSP00000255380 (pp) 9606.ENSP00000498934","false","pp","9606.ENSP00000255380 (pp) 9606.ENSP00000498934","0.062",,,,,,,"0.486","0.475"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000361761","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000361761","0.048",,,"0.053",,,,"0.516","0.506"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000378131","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000378131","0.128",,,,,,,"0.419","0.362"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000346839","0.054",,,,,,,"0.406","0.398"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000291700","0.085",,,,,,,"0.427","0.4"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000385675","0.059",,,,,,,"0.598","0.591"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000391490","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000391490",,,,,,,,"0.43","0.43"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000295927","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000295927","0.07",,,,,,,"0.494","0.479"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000479955","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000479955","0.166",,,,,,,"0.505","0.432"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000323929","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000323929","0.117",,,,,,,"0.654","0.625"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000260227","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000260227","0.116",,,,,,,"0.406","0.357"
"pp","9606.ENSP00000255409 (pp) 9606.ENSP00000264498","false","pp","9606.ENSP00000255409 (pp) 9606.ENSP00000264498","0.063",,,,,,,"0.564","0.554"
