external_gene_name,description,search_id,MeSH_count
PDRG1,p53 and DNA damage regulated 1 ,PDRG1,10
DEFB127,defensin beta 127 ,DEFB127,2
TBX5,T-box transcription factor 5 ,TBX5,47
FXYD3,FXYD domain containing ion transport regulator 3 ,FXYD3,41
GANAB,glucosidase II alpha subunit ,GANAB,25
BIRC5,baculoviral IAP repeat containing 5 ,BIRC5,633
OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2 ",OTUB2,18
MCOLN1,mucolipin TRP cation channel 1 ,MCOLN1,13
TRPM7,transient receptor potential cation channel subfamily M member 7 ,TRPM7,137
CAPN3,calpain 3 ,CAPN3,5
PHGDH,phosphoglycerate dehydrogenase ,PHGDH,175
EFNA2,ephrin A2 ,EFNA2,4
IGFALS,insulin like growth factor binding protein acid labile subunit ,IGFALS,12
SERPIND1,serpin family D member 1 ,SERPIND1,9
MAPK1,mitogen-activated protein kinase 1 ,MAPK1,440
PICK1,protein interacting with PRKCA 1 ,PICK1,11
SAMM50,SAMM50 sorting and assembly machinery component ,SAMM50,1
BRD1,bromodomain containing 1 ,BRD1,17
CTSG,cathepsin G ,CTSG,29
PRMT5,protein arginine methyltransferase 5 ,PRMT5,355
SPTLC2,serine palmitoyltransferase long chain base subunit 2 ,SPTLC2,7
PPP4R3A,protein phosphatase 4 regulatory subunit 3A ,PPP4R3A,0
SRP54,signal recognition particle 54 ,SRP54,4
NFATC4,nuclear factor of activated T cells 4 ,NFATC4,15
MMP9,matrix metallopeptidase 9 ,MMP9,9988
PYGB,glycogen phosphorylase B ,PYGB,26
SGK2,serum/glucocorticoid regulated kinase 2 ,SGK2,20
MYBL2,MYB proto-oncogene like 2 ,MYBL2,165
SLA2,Src like adaptor 2 ,SLA2,2
CSTF1,cleavage stimulation factor subunit 1 ,CSTF1,1
DNAJC5,DnaJ heat shock protein family (Hsp40) member C5 ,DNAJC5,5
CSNK2A1,casein kinase 2 alpha 1 ,CSNK2A1,43
JAG1,jagged canonical Notch ligand 1 ,JAG1,283
SNTA1,syntrophin alpha 1 ,SNTA1,6
FAM83D,family with sequence similarity 83 member D ,FAM83D,33
SUV39H1,SUV39H1 histone lysine methyltransferase ,SUV39H1,140
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase ",PIM2,166
PGK1,phosphoglycerate kinase 1 ,PGK1,290
MAGED2,MAGE family member D2 ,MAGED2,21
TNFSF13B,TNF superfamily member 13b ,TNFSF13B,32
PARD6A,par-6 family cell polarity regulator alpha ,PARD6A,3
ESRP2,epithelial splicing regulatory protein 2 ,ESRP2,41
AQP8,aquaporin 8 ,AQP8,44
KNOP1,lysine rich nucleolar protein 1 ,KNOP1,1
NDRG1,N-myc downstream regulated 1 ,NDRG1,411
NCALD,neurocalcin delta ,NCALD,11
GYS1,glycogen synthase 1 ,GYS1,21
SARS2,"seryl-tRNA synthetase 2, mitochondrial ",SARS2,1
CKM,"creatine kinase, M-type ",CKM,34
AKT2,AKT serine/threonine kinase 2 ,AKT2,678
NOP53,NOP53 ribosome biogenesis factor ,NOP53,5
MAG,myelin associated glycoprotein ,MAG,280
CADM4,cell adhesion molecule 4 ,CADM4,12
HOXA5,homeobox A5 ,HOXA5,141
NOD1,nucleotide binding oligomerization domain containing 1 ,NOD1,99
PRUNE2,prune homolog 2 with BCH domain ,PRUNE2,26
ELAVL2,ELAV like RNA binding protein 2 ,ELAVL2,13
CA9,carbonic anhydrase 9 ,CA9,714
TYRP1,tyrosinase related protein 1 ,TYRP1,98
UNC5B,unc-5 netrin receptor B ,UNC5B,62
LZTS2,leucine zipper tumor suppressor 2 ,LZTS2,18
CSF3,colony stimulating factor 3 ,CSF3,49
PSMD3,"proteasome 26S subunit, non-ATPase 3 ",PSMD3,14
PFN1,profilin 1 ,PFN1,69
CCDC47,coiled-coil domain containing 47 ,CCDC47,1
LGALS3BP,galectin 3 binding protein ,LGALS3BP,70
HLF,"HLF transcription factor, PAR bZIP family member ",HLF,321
WSB1,WD repeat and SOCS box containing 1 ,WSB1,25
APOA4,apolipoprotein A4 ,APOA4,23
NECTIN1,nectin cell adhesion molecule 1 ,NECTIN1,39
CD69,CD69 molecule ,CD69,745
ATP5F1B,ATP synthase F1 subunit beta ,ATP5F1B,3
CYP27B1,cytochrome P450 family 27 subfamily B member 1 ,CYP27B1,218
LIN7A,"lin-7 homolog A, crumbs cell polarity complex component ",LIN7A,7
GLI1,GLI family zinc finger 1 ,GLI1,1471
NOP2,NOP2 nucleolar protein ,NOP2,53
SPSB2,splA/ryanodine receptor domain and SOCS box containing 2 ,SPSB2,0
ENO2,enolase 2 ,ENO2,73
PTP4A1,protein tyrosine phosphatase 4A1 ,PTP4A1,28
NUDT12,nudix hydrolase 12 ,NUDT12,3
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase ,HMGCR,215
TARS1,threonyl-tRNA synthetase 1 ,TARS1,6
NUP155,nucleoporin 155 ,NUP155,10
SMC4,structural maintenance of chromosomes 4 ,SMC4,53
TIMMDC1,translocase of inner mitochondrial membrane domain containing 1 ,TIMMDC1,4
CBLB,Cbl proto-oncogene B ,CBLB,121
ATP6V1A,ATPase H+ transporting V1 subunit A ,ATP6V1A,9
ITGA4,integrin subunit alpha 4 ,ITGA4,84
NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7 ,NDUFS7,5
PDCL3,phosducin like 3 ,PDCL3,4
WNT6,Wnt family member 6 ,WNT6,47
ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group) ,ABCB6,40
TNR,tenascin R ,TNR,153
CACYBP,calcyclin binding protein ,CACYBP,55
RPL22,ribosomal protein L22 ,RPL22,29
STXBP3,syntaxin binding protein 3 ,STXBP3,2
KDM5B,lysine demethylase 5B ,KDM5B,121
TNFSF4,TNF superfamily member 4 ,TNFSF4,28
RPS6KA1,ribosomal protein S6 kinase A1 ,RPS6KA1,24
CENPF,centromere protein F ,CENPF,176
CA14,carbonic anhydrase 14 ,CA14,8
DNAI7,dynein axonemal intermediate chain 7 ,DNAI7,0
TNFAIP3,TNF alpha induced protein 3 ,TNFAIP3,284
RPN2,ribophorin II ,RPN2,37
CASQ2,calsequestrin 2 ,CASQ2,9
STBD1,starch binding domain 1 ,STBD1,4
PPL,periplakin ,PPL,243
RBM25,RNA binding motif protein 25 ,RBM25,12
AFTPH,aftiphilin ,AFTPH,1
MSX2,msh homeobox 2 ,MSX2,58
SMAD9,SMAD family member 9 ,SMAD9,16
PTK2B,protein tyrosine kinase 2 beta ,PTK2B,36
LYPLA1,lysophospholipase 1 ,LYPLA1,8
A1BG,alpha-1-B glycoprotein ,A1BG,20
CCRL2,C-C motif chemokine receptor like 2 ,CCRL2,23
POLR3GL,RNA polymerase III subunit GL ,POLR3GL,4
TNFSF10,TNF superfamily member 10 ,TNFSF10,94
GPSM2,G protein signaling modulator 2 ,GPSM2,20
ACVR2A,activin A receptor type 2A ,ACVR2A,50
COPA,COPI coat complex subunit alpha ,COPA,44
HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1 ,HNRNPA2B1,176
HOXA7,homeobox A7 ,HOXA7,87
DNAI1,dynein axonemal intermediate chain 1 ,DNAI1,3
DCAF10,DDB1 and CUL4 associated factor 10 ,DCAF10,2
PFDN5,prefoldin subunit 5 ,PFDN5,8
MORF4L2,mortality factor 4 like 2 ,MORF4L2,7
LPGAT1,lysophosphatidylglycerol acyltransferase 1 ,LPGAT1,2
ACSL3,acyl-CoA synthetase long chain family member 3 ,ACSL3,54
EMC3,ER membrane protein complex subunit 3 ,EMC3,2
GOT2,glutamic-oxaloacetic transaminase 2 ,GOT2,46
SEPTIN6,septin 6 ,SEPTIN6,5
GTF3C4,general transcription factor IIIC subunit 4 ,GTF3C4,1
MBOAT7,membrane bound O-acyltransferase domain containing 7 ,MBOAT7,29
CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 ,CITED1,54
ROMO1,reactive oxygen species modulator 1 ,ROMO1,26
CEP250,centrosomal protein 250 ,CEP250,7
CFP,complement factor properdin ,CFP,133
SIX1,SIX homeobox 1 ,SIX1,184
DLGAP5,DLG associated protein 5 ,DLGAP5,82
UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI ",UQCR11,5
SNRPN,small nuclear ribonucleoprotein polypeptide N ,SNRPN,51
DLL4,delta like canonical Notch ligand 4 ,DLL4,281
CD68,CD68 molecule ,CD68,3909
TXNDC17,thioredoxin domain containing 17 ,TXNDC17,9
ATP1B2,ATPase Na+/K+ transporting subunit beta 2 ,ATP1B2,13
RIPK3,receptor interacting serine/threonine kinase 3 ,RIPK3,169
NEDD8,NEDD8 ubiquitin like modifier ,NEDD8,277
CDKN1C,cyclin dependent kinase inhibitor 1C ,CDKN1C,155
SGO1,shugoshin 1 ,SGO1,16
CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3 ,CBFA2T3,91
KCNA5,potassium voltage-gated channel subfamily A member 5 ,KCNA5,9
CNN1,calponin 1 ,CNN1,26
ARPC1B,actin related protein 2/3 complex subunit 1B ,ARPC1B,19
LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated ",LSM4,8
CYP2E1,cytochrome P450 family 2 subfamily E member 1 ,CYP2E1,623
NPAS1,neuronal PAS domain protein 1 ,NPAS1,1
POLN,DNA polymerase nu ,POLN,10
SYNE1,spectrin repeat containing nuclear envelope protein 1 ,SYNE1,76
LATS1,large tumor suppressor kinase 1 ,LATS1,396
PDLIM4,PDZ and LIM domain 4 ,PDLIM4,24
ANO1,anoctamin 1 ,ANO1,114
CHD1L,chromodomain helicase DNA binding protein 1 like ,CHD1L,48
MCCC2,methylcrotonyl-CoA carboxylase subunit 2 ,MCCC2,7
ZSWIM4,zinc finger SWIM-type containing 4 ,ZSWIM4,4
DHX30,DExH-box helicase 30 ,DHX30,3
IMMT,inner membrane mitochondrial protein ,IMMT,19
RAMP1,receptor activity modifying protein 1 ,RAMP1,26
PTPRA,protein tyrosine phosphatase receptor type A ,PTPRA,14
LPIN3,lipin 3 ,LPIN3,4
ATP8A2,ATPase phospholipid transporting 8A2 ,ATP8A2,10
WASF3,WASP family member 3 ,WASF3,33
GSTT2B,glutathione S-transferase theta 2B ,GSTT2B,3
KRAS,"KRAS proto-oncogene, GTPase ",KRAS,18626
ERG28,ergosterol biosynthesis 28 homolog ,ERG28,2
CHL1,cell adhesion molecule L1 like ,CHL1,72
GSTM5,glutathione S-transferase mu 5 ,GSTM5,33
LPIN1,lipin 1 ,LPIN1,22
LDHA,lactate dehydrogenase A ,LDHA,919
CYP2J2,cytochrome P450 family 2 subfamily J member 2 ,CYP2J2,48
DSC2,desmocollin 2 ,DSC2,44
STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A ,STT3A,12
ETS1,"ETS proto-oncogene 1, transcription factor ",ETS1,720
PSAT1,phosphoserine aminotransferase 1 ,PSAT1,104
P2RX4,purinergic receptor P2X 4 ,P2RX4,8
LMO2,LIM domain only 2 ,LMO2,264
CAPRIN1,cell cycle associated protein 1 ,CAPRIN1,28
CCT7,chaperonin containing TCP1 subunit 7 ,CCT7,4
STX6,syntaxin 6 ,STX6,12
SERPINE2,serpin family E member 2 ,SERPINE2,58
CKAP4,cytoskeleton associated protein 4 ,CKAP4,47
CKAP2,cytoskeleton associated protein 2 ,CKAP2,29
LRCH1,leucine rich repeats and calponin homology domain containing 1 ,LRCH1,4
LMO7,LIM domain 7 ,LMO7,25
IL10,interleukin 10 ,IL10,5491
TMOD1,tropomodulin 1 ,TMOD1,11
CDK5RAP2,CDK5 regulatory subunit associated protein 2 ,CDK5RAP2,6
STX17,syntaxin 17 ,STX17,27
ATP6V1G1,ATPase H+ transporting V1 subunit G1 ,ATP6V1G1,6
LMX1B,LIM homeobox transcription factor 1 beta ,LMX1B,15
PPIL1,peptidylprolyl isomerase like 1 ,PPIL1,4
HMGA1,high mobility group AT-hook 1 ,HMGA1,371
RAB30,"RAB30, member RAS oncogene family ",RAB30,5
IFI44L,interferon induced protein 44 like ,IFI44L,23
ADCY3,adenylate cyclase 3 ,ADCY3,15
RBP4,retinol binding protein 4 ,RBP4,82
CASP6,caspase 6 ,CASP6,34
CPNE8,copine 8 ,CPNE8,7
NDUFA9,NADH:ubiquinone oxidoreductase subunit A9 ,NDUFA9,6
CD27,CD27 molecule ,CD27,781
COL2A1,collagen type II alpha 1 chain ,COL2A1,59
LNX2,ligand of numb-protein X 2 ,LNX2,2
RHOF,"ras homolog family member F, filopodia associated ",RHOF,10
FBLN5,fibulin 5 ,FBLN5,29
SORD,sorbitol dehydrogenase ,SORD,10
DNAJA4,DnaJ heat shock protein family (Hsp40) member A4 ,DNAJA4,7
MFGE8,milk fat globule EGF and factor V/VIII domain containing ,MFGE8,48
NKD1,NKD inhibitor of WNT signaling pathway 1 ,NKD1,56
CDH11,cadherin 11 ,CDH11,98
MYOCD,myocardin ,MYOCD,16
LRRC46,leucine rich repeat containing 46 ,LRRC46,3
GALNT1,polypeptide N-acetylgalactosaminyltransferase 1 ,GALNT1,17
CSNK1D,casein kinase 1 delta ,CSNK1D,25
RETREG3,reticulophagy regulator family member 3 ,RETREG3,0
GRB7,growth factor receptor bound protein 7 ,GRB7,139
WTIP,WT1 interacting protein ,WTIP,10
KLK3,kallikrein related peptidase 3 ,KLK3,236
PRDM16,PR/SET domain 16 ,PRDM16,79
FCN3,ficolin 3 ,FCN3,21
ITGA10,integrin subunit alpha 10 ,ITGA10,18
PRCC,proline rich mitotic checkpoint control factor ,PRCC,625
SETDB1,SET domain bifurcated histone lysine methyltransferase 1 ,SETDB1,131
GOLPH3L,golgi phosphoprotein 3 like ,GOLPH3L,5
TP53BP2,tumor protein p53 binding protein 2 ,TP53BP2,22
FBXO28,F-box protein 28 ,FBXO28,7
SNRPG,small nuclear ribonucleoprotein polypeptide G ,SNRPG,4
RAB5A,"RAB5A, member RAS oncogene family ",RAB5A,66
MARCHF6,membrane associated ring-CH-type finger 6 ,MARCHF6,0
YIPF5,Yip1 domain family member 5 ,YIPF5,1
SPINK7,serine peptidase inhibitor Kazal type 7 ,SPINK7,7
KLHL3,kelch like family member 3 ,KLHL3,5
CLVS2,clavesin 2 ,CLVS2,0
IGFBP3,insulin like growth factor binding protein 3 ,IGFBP3,1651
TACC1,transforming acidic coiled-coil containing protein 1 ,TACC1,54
EIF3H,eukaryotic translation initiation factor 3 subunit H ,EIF3H,32
PLIN2,perilipin 2 ,PLIN2,49
CEP78,centrosomal protein 78 ,CEP78,4
SLC25A25,solute carrier family 25 member 25 ,SLC25A25,3
CACNA1B,calcium voltage-gated channel subunit alpha1 B ,CACNA1B,8
ADD3,adducin 3 ,ADD3,27
MKI67,marker of proliferation Ki-67 ,MKI67,315
ADAM12,ADAM metallopeptidase domain 12 ,ADAM12,161
RGS10,regulator of G protein signaling 10 ,RGS10,18
MTA2,metastasis associated 1 family member 2 ,MTA2,79
TMC2,transmembrane channel like 2 ,TMC2,1
MTCL2,microtubule crosslinking factor 2 ,MTCL2,0
FCGR1A,Fc gamma receptor Ia ,FCGR1A,9
IL18,interleukin 18 ,IL18,1036
PDE3B,phosphodiesterase 3B ,PDE3B,26
CCNO,cyclin O ,CCNO,2
DAB2,DAB adaptor protein 2 ,DAB2,144
BMP6,bone morphogenetic protein 6 ,BMP6,158
CD8A,CD8 subunit alpha ,CD8A,195
MSI2,musashi RNA binding protein 2 ,MSI2,119
UBASH3B,ubiquitin associated and SH3 domain containing B ,UBASH3B,8
WNT3A,Wnt family member 3A ,WNT3A,552
GRAMD2B,GRAM domain containing 2B ,GRAMD2B,0
LRGUK,leucine rich repeats and guanylate kinase domain containing ,LRGUK,0
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6 ,NDUFAF6,4
CXCL13,C-X-C motif chemokine ligand 13 ,CXCL13,582
MTERF3,mitochondrial transcription termination factor 3 ,MTERF3,4
AIFM1,apoptosis inducing factor mitochondria associated 1 ,AIFM1,21
NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase ",NSMCE2,11
ITGAD,integrin subunit alpha D ,ITGAD,3
DDX19B,DEAD-box helicase 19B ,DDX19B,3
DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A ,DYRK1A,83
CREB3L1,cAMP responsive element binding protein 3 like 1 ,CREB3L1,80
PAFAH2,platelet activating factor acetylhydrolase 2 ,PAFAH2,2
CD1B,CD1b molecule ,CD1B,42
DYNC1I1,dynein cytoplasmic 1 intermediate chain 1 ,DYNC1I1,9
GPAT4,glycerol-3-phosphate acyltransferase 4 ,GPAT4,2
ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4 ,ADAMTS4,42
APOA2,apolipoprotein A2 ,APOA2,38
EPB41,erythrocyte membrane protein band 4.1 ,EPB41,7
ADIPOR1,adiponectin receptor 1 ,ADIPOR1,165
PSMB4,proteasome 20S subunit beta 4 ,PSMB4,24
U2AF1,U2 small nuclear RNA auxiliary factor 1 ,U2AF1,225
VAV2,vav guanine nucleotide exchange factor 2 ,VAV2,77
S100B,S100 calcium binding protein B ,S100B,326
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 ,ADAMTS13,95
ADAR,adenosine deaminase RNA specific ,ADAR,145
CYP3A4,cytochrome P450 family 3 subfamily A member 4 ,CYP3A4,1149
AP2M1,adaptor related protein complex 2 subunit mu 1 ,AP2M1,17
KLHL10,kelch like family member 10 ,KLHL10,0
AQP5,aquaporin 5 ,AQP5,120
TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor ",TAL1,350
RBBP4,"RB binding protein 4, chromatin remodeling factor ",RBBP4,52
AKNAD1,AKNA domain containing 1 ,AKNAD1,3
ZNF281,zinc finger protein 281 ,ZNF281,23
ATF3,activating transcription factor 3 ,ATF3,433
KCNF1,potassium voltage-gated channel modifier subfamily F member 1 ,KCNF1,5
CFAP221,cilia and flagella associated protein 221 ,CFAP221,0
INAVA,innate immunity activator ,INAVA,3
KBTBD8,kelch repeat and BTB domain containing 8 ,KBTBD8,1
PTX3,pentraxin 3 ,PTX3,191
CXCL3,C-X-C motif chemokine ligand 3 ,CXCL3,129
RPN1,ribophorin I ,RPN1,26
RPL39L,ribosomal protein L39 like ,RPL39L,6
S100P,S100 calcium binding protein P ,S100P,383
PGRMC2,progesterone receptor membrane component 2 ,PGRMC2,17
IL15,interleukin 15 ,IL15,1171
KLKB1,kallikrein B1 ,KLKB1,10
HEY1,hes related family bHLH transcription factor with YRPW motif 1 ,HEY1,239
ADCY1,adenylate cyclase 1 ,ADCY1,25
SNAPC3,small nuclear RNA activating complex polypeptide 3 ,SNAPC3,1
NFIL3,"nuclear factor, interleukin 3 regulated ",NFIL3,30
ALDH1A1,aldehyde dehydrogenase 1 family member A1 ,ALDH1A1,508
KDM1B,lysine demethylase 1B ,KDM1B,16
TRPV6,transient receptor potential cation channel subfamily V member 6 ,TRPV6,80
AQP3,aquaporin 3 (Gill blood group) ,AQP3,165
INPPL1,inositol polyphosphate phosphatase like 1 ,INPPL1,14
DNAAF2,dynein axonemal assembly factor 2 ,DNAAF2,0
HACD1,3-hydroxyacyl-CoA dehydratase 1 ,HACD1,2
FBN1,fibrillin 1 ,FBN1,83
BAG5,BAG cochaperone 5 ,BAG5,15
SGPL1,sphingosine-1-phosphate lyase 1 ,SGPL1,24
DNAAF8,dynein axonemal assembly factor 8 ,DNAAF8,0
GARRE1,granule associated Rac and RHOG effector 1 ,GARRE1,0
CDYL2,chromodomain Y like 2 ,CDYL2,4
WEE1,WEE1 G2 checkpoint kinase ,WEE1,690
MAPK7,mitogen-activated protein kinase 7 ,MAPK7,42
B2M,beta-2-microglobulin ,B2M,505
YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta ,YWHAB,21
CCNDBP1,cyclin D1 binding protein 1 ,CCNDBP1,8
SNRPD1,small nuclear ribonucleoprotein D1 polypeptide ,SNRPD1,16
ATP5MG,ATP synthase membrane subunit g ,ATP5MG,0
TRAPPC9,trafficking protein particle complex subunit 9 ,TRAPPC9,5
CHAF1A,chromatin assembly factor 1 subunit A ,CHAF1A,32
MRPL58,mitochondrial ribosomal protein L58 ,MRPL58,0
SAC3D1,SAC3 domain containing 1 ,SAC3D1,7
COA6,cytochrome c oxidase assembly factor 6 ,COA6,7
ARF4,ADP ribosylation factor 4 ,ARF4,12
MLKL,mixed lineage kinase domain like pseudokinase ,MLKL,235
TNXB,tenascin XB ,TNXB,25
BMP1,bone morphogenetic protein 1 ,BMP1,71
AHCYL1,adenosylhomocysteinase like 1 ,AHCYL1,10
STXBP6,syntaxin binding protein 6 ,STXBP6,7
MECP2,methyl-CpG binding protein 2 ,MECP2,172
LMAN2,"lectin, mannose binding 2 ",LMAN2,5
LDB2,LIM domain binding 2 ,LDB2,9
YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma ,YWHAG,25
UBE2E3,ubiquitin conjugating enzyme E2 E3 ,UBE2E3,3
HOXD4,homeobox D4 ,HOXD4,22
MZB1,marginal zone B and B1 cell specific protein ,MZB1,19
SIX2,SIX homeobox 2 ,SIX2,53
SYT9,synaptotagmin 9 ,SYT9,4
CEL,carboxyl ester lipase ,CEL,626
S1PR1,sphingosine-1-phosphate receptor 1 ,S1PR1,119
LRRC8E,leucine rich repeat containing 8 VRAC subunit E ,LRRC8E,4
ATP6V0E2,ATPase H+ transporting V0 subunit e2 ,ATP6V0E2,2
JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit ",JUNB,434
WIPF2,WAS/WASL interacting protein family member 2 ,WIPF2,2
BCL2L1,BCL2 like 1 ,BCL2L1,286
CTPS1,CTP synthase 1 ,CTPS1,19
KNDC1,kinase non-catalytic C-lobe domain containing 1 ,KNDC1,0
ZNF217,zinc finger protein 217 ,ZNF217,159
CCL11,C-C motif chemokine ligand 11 ,CCL11,90
ID4,inhibitor of DNA binding 4 ,ID4,183
PAIP1,poly(A) binding protein interacting protein 1 ,PAIP1,16
CERS6,ceramide synthase 6 ,CERS6,49
BANP,BTG3 associated nuclear protein ,BANP,8
MYD88,MYD88 innate immune signal transduction adaptor ,MYD88,1280
MTX1,metaxin 1 ,MTX1,8
GLRX,glutaredoxin ,GLRX,15
SYT12,synaptotagmin 12 ,SYT12,5
PC,pyruvate carboxylase ,pyruvate carboxylase ,84
PSMD1,"proteasome 26S subunit, non-ATPase 1 ",PSMD1,31
TOMM20,translocase of outer mitochondrial membrane 20 ,TOMM20,34
RBM4,RNA binding motif protein 4 ,RBM4,30
PDZK1,PDZ domain containing 1 ,PDZK1,45
NPPA,natriuretic peptide A ,NPPA,18
RAB6A,"RAB6A, member RAS oncogene family ",RAB6A,13
ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit ",ERCC4,163
TUBB6,tubulin beta 6 class V ,TUBB6,18
CDK5R1,cyclin dependent kinase 5 regulatory subunit 1 ,CDK5R1,16
WSB2,WD repeat and SOCS box containing 2 ,WSB2,7
RPS6KA3,ribosomal protein S6 kinase A3 ,RPS6KA3,22
ATOX1,antioxidant 1 copper chaperone ,ATOX1,34
PNPLA2,patatin like phospholipase domain containing 2 ,PNPLA2,21
NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2 ,NDUFV2,7
MAF,MAF bZIP transcription factor ,MAF,660
SPTY2D1,SPT2 chromatin protein domain containing 1 ,SPTY2D1,3
SAMD4B,sterile alpha motif domain containing 4B ,SAMD4B,3
MAGED1,MAGE family member D1 ,MAGED1,23
AKAP5,A-kinase anchoring protein 5 ,AKAP5,4
GAS1,growth arrest specific 1 ,GAS1,74
KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1 ,KCNE1,11
SSTR2,somatostatin receptor 2 ,SSTR2,562
COPG1,COPI coat complex subunit gamma 1 ,COPG1,5
KIAA2012,KIAA2012 ,KIAA2012,1
CSF1R,colony stimulating factor 1 receptor ,CSF1R,544
RGS6,regulator of G protein signaling 6 ,RGS6,17
RGS7,regulator of G protein signaling 7 ,RGS7,7
HMGN4,high mobility group nucleosomal binding domain 4 ,HMGN4,5
RABIF,RAB interacting factor ,RABIF,6
CHEK2,checkpoint kinase 2 ,CHEK2,1190
TMPRSS2,transmembrane serine protease 2 ,TMPRSS2,1042
VPS33B,VPS33B late endosome and lysosome associated ,VPS33B,9
CSF1,colony stimulating factor 1 ,CSF1,618
COLEC10,collectin subfamily member 10 ,COLEC10,6
PROS1,protein S ,PROS1,37
CDCA2,cell division cycle associated 2 ,CDCA2,31
WT1,WT1 transcription factor ,WT1,3357
MUC6,"mucin 6, oligomeric mucus/gel-forming ",MUC6,690
L3MBTL1,L3MBTL histone methyl-lysine binding protein 1 ,L3MBTL1,10
NTF3,neurotrophin 3 ,NTF3,12
PRAME,PRAME nuclear receptor transcriptional regulator ,PRAME,478
KCNIP4,potassium voltage-gated channel interacting protein 4 ,KCNIP4,6
DNAH14,dynein axonemal heavy chain 14 ,DNAH14,7
NDUFA13,NADH:ubiquinone oxidoreductase subunit A13 ,NDUFA13,9
WWOX,WW domain containing oxidoreductase ,WWOX,333
KIF24,kinesin family member 24 ,KIF24,5
PNLIPRP1,pancreatic lipase related protein 1 ,PNLIPRP1,4
GJA4,gap junction protein alpha 4 ,GJA4,10
GABRD,gamma-aminobutyric acid type A receptor subunit delta ,GABRD,17
NHEJ1,non-homologous end joining factor 1 ,NHEJ1,4
FANCA,FA complementation group A ,FANCA,216
ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide ",ADH1A,25
DMBT1,deleted in malignant brain tumors 1 ,DMBT1,114
MAPK12,mitogen-activated protein kinase 12 ,MAPK12,30
FBLL1,fibrillarin like 1 ,FBLL1,1
GJB3,gap junction protein beta 3 ,GJB3,13
HACD4,3-hydroxyacyl-CoA dehydratase 4 ,HACD4,2
AKR1C3,aldo-keto reductase family 1 member C3 ,AKR1C3,281
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 ,ATP2A1,12
PTPN1,protein tyrosine phosphatase non-receptor type 1 ,PTPN1,76
DYNC1H1,dynein cytoplasmic 1 heavy chain 1 ,DYNC1H1,16
ZGPAT,zinc finger CCCH-type and G-patch domain containing ,ZGPAT,2
PSMD12,"proteasome 26S subunit, non-ATPase 12 ",PSMD12,10
SHPK,sedoheptulokinase ,SHPK,1
IFT70A,intraflagellar transport 70A ,IFT70A,0
TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase ",TOPORS,15
NUP62CL,nucleoporin 62 C-terminal like ,NUP62CL,1
ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide ",ADH4,38
CACNA1E,calcium voltage-gated channel subunit alpha1 E ,CACNA1E,10
PLN,phospholamban ,PLN,303
EIF1AY,eukaryotic translation initiation factor 1A Y-linked ,EIF1AY,5
DLL1,delta like canonical Notch ligand 1 ,DLL1,110
CTR9,"CTR9 homolog, Paf1/RNA polymerase II complex component ",CTR9,16
MUC2,"mucin 2, oligomeric mucus/gel-forming ",MUC2,1281
RYR3,ryanodine receptor 3 ,RYR3,22
