,gene_id,search_string,MeSH_count
1016,CFI,"(""CFI"" OR ""AHUS3"" OR ""ARMD13"" OR ""C3BINA"" OR ""C3b-INA"" OR ""FI"" OR ""IF"" OR ""KAF"")",61767
1017,CFL2,"(""CFL2"" OR ""NEM7"")",64
1018,CFLAR,"(""CFLAR"" OR ""CASH"" OR ""CASP8AP1"" OR ""CLARP"" OR ""Casper"" OR ""FLAME"" OR ""FLAME-1"" OR ""FLAME1"" OR ""FLIP"" OR ""I-FLICE"" OR ""MRIT"" OR ""c-FLIP"" OR ""c-FLIPL"" OR ""c-FLIPR"" OR ""c-FLIPS"" OR ""cFLIP"")",24551
1019,CFP,"(""CFP"" OR ""BFD"" OR ""PFC"" OR ""PFD"" OR ""PROPERDIN"")",11568
1020,CFTR,"(""CFTR"" OR ""ABC35"" OR ""ABCC7"" OR ""CF"" OR ""CFTR/MRP"" OR ""MRP7"" OR ""TNR-CFTR"" OR ""dJ760C5.1"")",45084
1021,CGA,"(""CGA"" OR ""CG-ALPHA"" OR ""FSHA"" OR ""GPA1"" OR ""GPHA1"" OR ""GPHa"" OR ""HCG"" OR ""LHA"" OR ""TSHA"")",24800
1022,CGAS,"(""CGAS"" OR ""C6orf150"" OR ""D4"" OR ""MB21D1"" OR ""h-cGAS"")",11350
1023,CGN,"(""CGN"")",758
1024,CH25H,"(""CH25H"" OR ""C25H"")",139
1025,CHAD,"(""CHAD"" OR ""SLRR4A"")",2539
1026,CHAF1A,"(""CHAF1A"" OR ""CAF-1"" OR ""CAF1"" OR ""CAF1B"" OR ""CAF1P150"" OR ""P150"")",1125
1027,CHAF1B,"(""CHAF1B"" OR ""CAF-1"" OR ""CAF-IP60"" OR ""CAF1"" OR ""CAF1A"" OR ""CAF1P60"" OR ""MPHOSPH7"" OR ""MPP7"")",444
1028,CHCHD1,"(""CHCHD1"" OR ""C10orf34"" OR ""C2360"" OR ""MRP-S37"" OR ""mS37"")",31
1029,CHCHD5,"(""CHCHD5"" OR ""C2orf9"" OR ""CHTM1"" OR ""MIC14"" OR ""MIX14"")",10
1030,CHD1,"(""CHD1"" OR ""CHD-1"" OR ""PILBOS"")",352
1031,CHD1L,"(""CHD1L"" OR ""ALC1"" OR ""CHDL"")",339
1032,CHD4,"(""CHD4"" OR ""CHD-4"" OR ""Mi-2b"" OR ""Mi2-BETA"" OR ""SIHIWES"")",356
1033,CHEK1,"(""CHEK1"" OR ""CHK1"" OR ""OZEMA21"")",3482
1034,CHEK2,"(""CHEK2"" OR ""CDS1"" OR ""CHK2"" OR ""HuCds1"" OR ""LFS2"" OR ""PP1425"" OR ""RAD53"" OR ""TPDS4"" OR ""hCds1"")",3518
1035,CHGA,"(""CHGA"" OR ""CGA"" OR ""PHE5"" OR ""PHES"")",4861
1036,CHGB,"(""CHGB"" OR ""SCG1"")",139
1037,CHI3L2,"(""CHI3L2"" OR ""CHIL2"" OR ""YKL-39"" OR ""YKL39"")",77
1038,CHIT1,"(""CHIT1"" OR ""CHI3"" OR ""CHIT"" OR ""CHITD"")",494
1039,CHKA,"(""CHKA"" OR ""CHK"" OR ""CK"" OR ""CKI"" OR ""EK"" OR ""NEDMIMS"")",33483
1040,CHKB,"(""CHKB"" OR ""CHETK"" OR ""CHKL"" OR ""CK"" OR ""CKB"" OR ""CKEKB"" OR ""EK"" OR ""EKB"" OR ""MDCMC"")",32830
1041,CHL1,"(""CHL1"" OR ""CALL"" OR ""L1CAM2"")",61561
1042,CHML,"(""CHML"" OR ""REP2"")",67
1043,CHMP3,"(""CHMP3"" OR ""CGI-149"" OR ""NEDF"" OR ""VPS24"")",75
1044,CHMP4A,"(""CHMP4A"" OR ""C14orf123"" OR ""CHMP4"" OR ""CHMP4B"" OR ""HSPC134"" OR ""SHAX2"" OR ""SNF7"" OR ""SNF7-1"" OR ""VPS32-1"" OR ""VPS32A"" OR ""hSnf7-1"")",164
1045,CHMP4C,"(""CHMP4C"" OR ""SNF7-3"" OR ""Shax3"" OR ""VPS32C"")",48
1046,CHN2,"(""CHN2"" OR ""ARHGAP3"" OR ""BCH"" OR ""CHN2-3"" OR ""RHOGAP3"")",2921
1047,CHP1,"(""CHP1"" OR ""CHP"" OR ""SLC9A1BP"" OR ""SPAX9"" OR ""Sid470p"" OR ""p22"" OR ""p24"")",13657
1048,CHPF,"(""CHPF"" OR ""CHPF1"" OR ""CHSY2"" OR ""CSS2"")",80
1049,CHRDL1,"(""CHRDL1"" OR ""CHL"" OR ""MGC1"" OR ""MGCN"" OR ""NRLN1"" OR ""VOPT"" OR ""dA141H5.1"")",3177
1050,CHRFAM7A,"(""CHRFAM7A"" OR ""CHRNA7"" OR ""CHRNA7-DR1"" OR ""D-10"" OR ""NACHRA7"")",2645
1051,CHRM3,"(""CHRM3"" OR ""EGBRS"" OR ""HM3"" OR ""PBS"" OR ""m3AChR"")",12148
1052,CHRM4,"(""CHRM4"" OR ""HM4"" OR ""M4R"")",109
1053,CHRM5,"(""CHRM5"" OR ""HM5"")",44
1054,CHRNA1,"(""CHRNA1"" OR ""ACHRA"" OR ""ACHRD"" OR ""CHRNA"" OR ""CMS1A"" OR ""CMS1B"" OR ""CMS2A"" OR ""FCCMS"" OR ""SCCMS"")",192
1055,CHRNA2,"(""CHRNA2"")",72
1056,CHRNA5,"(""CHRNA5"" OR ""LNCR2"")",415
1057,CHRNA6,"(""CHRNA6"" OR ""CHNRA6"")",60
1058,CHRNA7,"(""CHRNA7"" OR ""CHRNA7-2"" OR ""NACHRA7"")",995
1059,CHRNA9,"(""CHRNA9"" OR ""HSA243342"" OR ""NACHRA9"")",69
1060,CHRNB2,"(""CHRNB2"" OR ""EFNL3"" OR ""nAChRB2"")",111
1061,CHRNB4,"(""CHRNB4"")",197
1062,CHRNE,"(""CHRNE"" OR ""ACHRE"" OR ""CMS1A1"" OR ""CMS1D"" OR ""CMS1E"" OR ""CMS2A"" OR ""CMS4A"" OR ""CMS4B"" OR ""CMS4C"" OR ""FCCMS"" OR ""FIM1"" OR ""FIMG"" OR ""FIMG1"" OR ""MGI"" OR ""SCCMS"")",1325
1063,CHST2,"(""CHST2"" OR ""C6ST"" OR ""GST-2"" OR ""GST2"" OR ""Gn6ST-1"" OR ""HEL-S-75"" OR ""glcNAc6ST-1"")",123
1064,CHST3,"(""CHST3"" OR ""C6ST"" OR ""C6ST1"" OR ""HSD"")",4397
1065,CHST4,"(""CHST4"" OR ""GST3"" OR ""GlcNAc6ST2"" OR ""HECGLCNAC6ST"" OR ""LSST"")",105
1066,CHST5,"(""CHST5"" OR ""I-GlcNAc-6-ST"" OR ""I-GlcNAc6ST"" OR ""glcNAc6ST-3"" OR ""gn6st-3"" OR ""hIGn6ST"")",18
1067,CHST6,"(""CHST6"" OR ""C-GlcNAc6ST"" OR ""GST4-beta"" OR ""MCDC1"" OR ""glcNAc6ST-5"" OR ""gn6st-5"" OR ""hCGn6ST"")",75
1068,CHST7,"(""CHST7"" OR ""C6ST-2"" OR ""GST-5"")",45
1069,CHST8,"(""CHST8"" OR ""GALNAC4ST1"" OR ""GalNAc4ST"" OR ""PSS3"")",29
1070,CHTF8,"(""CHTF8"" OR ""CTF8"" OR ""DERPC"")",11
1071,CHTOP,"(""CHTOP"" OR ""C10orf77"" OR ""C1orf77"" OR ""FL-SRAG"" OR ""FOP"" OR ""SRAG"" OR ""SRAG-3"" OR ""SRAG-5"" OR ""pp7704"")",1857
1072,CIAO1,"(""CIAO1"" OR ""CIA1"" OR ""MMDS10"" OR ""WDR39"")",55
1073,CIAO2A,"(""CIAO2A"" OR ""CIA2A"" OR ""FAM96A"")",16
1074,CIB1,"(""CIB1"" OR ""CIB"" OR ""CIBP"" OR ""EV3"" OR ""KIP1"" OR ""PRKDCIP"" OR ""SIP2-28"")",5241
1075,CIB3,"(""CIB3"" OR ""KIP3"")",12
1076,CIDEA,"(""CIDEA"" OR ""CIDE-A"")",247
1077,CIDEC,"(""CIDEC"" OR ""CIDE-3"" OR ""CIDE3"" OR ""FPLD5"" OR ""FSP27"")",177
1078,CIMAP1C,"(""CIMAP1C"" OR ""ODF3L1"")",0
1079,CIMAP3,"(""CIMAP3"" OR ""C1orf88"" OR ""PIFO"" OR ""pitchfork"")",111
1080,CIMIP2B,"(""CIMIP2B"" OR ""FAM166B"")",5
1081,CIMIP2C,"(""CIMIP2C"" OR ""C2orf70"" OR ""FAM166C"")",0
1082,CIMIP5,"(""CIMIP5"" OR ""C2orf50"")",0
1083,CIP2A,"(""CIP2A"" OR ""KIAA1524"" OR ""NOCIVA"" OR ""p90"")",1251
1084,CISD2,"(""CISD2"" OR ""ERIS"" OR ""Miner1"" OR ""NAF-1"" OR ""WFS2"" OR ""ZCD2"")",596
1085,CIT,"(""CIT"" OR ""CITK"" OR ""CRIK"" OR ""MCPH17"" OR ""STK21"")",5094
1086,CITED1,"(""CITED1"" OR ""MSG1"")",127
1087,CKAP2,"(""CKAP2"" OR ""LB1"" OR ""TMAP"" OR ""se20-10"")",308
1088,CKAP2L,"(""CKAP2L"")",27
1089,CKAP4,"(""CKAP4"" OR ""CLIMP-63"" OR ""CLIMP63"" OR ""ERGIC-63"" OR ""p63"")",5143
1090,CKAP5,"(""CKAP5"" OR ""CHTOG"" OR ""MSPS"" OR ""TOG"" OR ""TOGp"" OR ""ch-TOG"")",490
1091,CKM,"(""CKM"" OR ""CKMM"" OR ""CPK-M"" OR ""M-CK"")",682
1092,CKMT1A,"(""CKMT1A"" OR ""CKMT1"" OR ""U-MtCK"" OR ""mia-CK"")",29
1093,CKMT1B,"(""CKMT1B"" OR ""CKMT"" OR ""CKMT1"" OR ""UMTCK"")",67
1094,CKMT2,"(""CKMT2"" OR ""SMTCK"")",39
1095,CKS1B,"(""CKS1B"" OR ""CKS1"" OR ""PNAS-16"" OR ""PNAS-18"" OR ""ckshs1"")",252
1096,CKS2,"(""CKS2"" OR ""CKSHS2"")",123
1097,CLASP1,"(""CLASP1"" OR ""MAST1"")",96
1098,CLASRP,"(""CLASRP"" OR ""CLASP"" OR ""SFRS16"" OR ""SWAP2"")",843
1099,CLBA1,"(""CLBA1"" OR ""C14orf79"")",1
1100,CLCA2,"(""CLCA2"" OR ""CACC"" OR ""CACC3"" OR ""CLCRG2"" OR ""CaCC-3"")",701
1101,CLCA4,"(""CLCA4"" OR ""CaCC"" OR ""CaCC2"")",676
1102,CLCN3,"(""CLCN3"" OR ""CLC3"" OR ""ClC-3"" OR ""NEDHYBA"" OR ""NEDSBA"")",243
1103,CLCN6,"(""CLCN6"" OR ""CLC-6"" OR ""CONRIBA"")",63
1104,CLDN1,"(""CLDN1"" OR ""CLD1"" OR ""ILVASC"" OR ""SEMP1"")",954
1105,CLDN10,"(""CLDN10"" OR ""CPETRL3"" OR ""HELIX"" OR ""OSP-L"" OR ""OSPL"")",37762
1106,CLDN11,"(""CLDN11"" OR ""HLD22"" OR ""OSP"" OR ""OTM"")",3815
1107,CLDN12,"(""CLDN12"")",28
1108,CLDN14,"(""CLDN14"" OR ""DFNB29"")",64
1109,CLDN15,"(""CLDN15"")",13
1110,CLDN16,"(""CLDN16"" OR ""HOMG3"" OR ""PCLN1"")",96
1111,CLDN18,"(""CLDN18"" OR ""SFTA5"" OR ""SFTPJ"")",237
1112,CLDN19,"(""CLDN19"" OR ""HOMG5"")",65
1113,CLDN3,"(""CLDN3"" OR ""C7orf1"" OR ""CPE-R2"" OR ""CPETR2"" OR ""HRVP1"" OR ""RVP1"")",345
1114,CLDN4,"(""CLDN4"" OR ""CPE-R"" OR ""CPER"" OR ""CPETR"" OR ""CPETR1"" OR ""WBSCR8"" OR ""hCPE-R"")",541
1115,CLDN5,"(""CLDN5"" OR ""AWAL"" OR ""BEC1"" OR ""CPETRL1"" OR ""TMDVCF"" OR ""TMVCF"")",497
1116,CLDN7,"(""CLDN7"" OR ""CEPTRL2"" OR ""CLDN-7"" OR ""CPETRL2"" OR ""Hs.84359"" OR ""claudin-1"")",2129
1117,CLDN9,"(""CLDN9"" OR ""DFNB116"")",37
1118,CLEC10A,"(""CLEC10A"" OR ""CD301"" OR ""CLECSF13"" OR ""CLECSF14"" OR ""HML"" OR ""HML2"" OR ""MGL"")",40256
1119,CLEC14A,"(""CLEC14A"" OR ""C14orf27"" OR ""CEG1"" OR ""EGFR-5"")",123
1120,CLEC17A,"(""CLEC17A"")",11
1121,CLEC2B,"(""CLEC2B"" OR ""AICL"" OR ""CLECSF2"" OR ""HP10085"" OR ""IFNRG1"")",143
1122,CLEC3A,"(""CLEC3A"" OR ""CLECSF1"")",21
1123,CLEC3B,"(""CLEC3B"" OR ""MCDR4"" OR ""TN"" OR ""TNA"")",82606
1124,CLEC4A,"(""CLEC4A"" OR ""CD367"" OR ""CLECSF6"" OR ""DCIR"" OR ""DDB27"" OR ""HDCGC13P"" OR ""LLIR"" OR ""hDCIR"")",255
1125,CLEC4E,"(""CLEC4E"" OR ""CLECSF9"" OR ""MINCLE"")",185
1126,CLEC4F,"(""CLEC4F"" OR ""CLECSF13"" OR ""KCLR"" OR ""KCR"")",249
1127,CLEC4G,"(""CLEC4G"" OR ""DTTR431"" OR ""LP2698"" OR ""LSECtin"" OR ""UNQ431"")",63
1128,CLEC5A,"(""CLEC5A"" OR ""CLECSF5"" OR ""MDL-1"" OR ""MDL1"")",119
1129,CLGN,"(""CLGN"")",11
1130,CLIC2,"(""CLIC2"" OR ""CLCNL2"" OR ""CLIC2b"" OR ""MRXS32"" OR ""XAP121"")",35
1131,CLIC3,"(""CLIC3"")",35
1132,CLIC5,"(""CLIC5"" OR ""DFNB102"" OR ""DFNB103"" OR ""MST130"" OR ""MSTP130"")",55
1133,CLIC6,"(""CLIC6"" OR ""CLIC1L"")",27
1134,CLIP3,"(""CLIP3"" OR ""CLIPR-59"" OR ""CLIPR59"" OR ""RSNL1"")",15
1135,CLIP4,"(""CLIP4"" OR ""RSNL2"")",31
1136,CLK1,"(""CLK1"" OR ""CLK"" OR ""CLK/STY"" OR ""STY"")",953
1137,CLK3,"(""CLK3"" OR ""PHCLK3"" OR ""PHCLK3/152"")",36
1138,CLK4,"(""CLK4"")",40
1139,CLN3,"(""CLN3"" OR ""BTN1"" OR ""BTS"" OR ""JNCL"")",2080
1140,CLN5,"(""CLN5"")",155
1141,CLNS1A,"(""CLNS1A"" OR ""CLCI"" OR ""CLNS1B"" OR ""ICln"")",101
1142,CLPB,"(""CLPB"" OR ""ANKCLB"" OR ""ANKCLP"" OR ""HSP78"" OR ""MEGCANN"" OR ""MGCA7"" OR ""MGCA7A"" OR ""SCN9"" OR ""SKD3"")",162
1143,CLPS,"(""CLPS"")",242
1144,CLPSL1,"(""CLPSL1"" OR ""C6orf127"" OR ""ESP32"" OR ""dJ510O8.6"")",16
1145,CLSPN,"(""CLSPN"")",133
1146,CLSTN2,"(""CLSTN2"" OR ""ALC-GAMMA"" OR ""CDHR13"" OR ""CS2"" OR ""CSTN2"" OR ""alcagamma"")",747
1147,CLTC,"(""CLTC"" OR ""CHC"" OR ""CHC17"" OR ""CLH-17"" OR ""CLTCL2"" OR ""Hc"" OR ""MRD56"")",50662
1148,CLTCL1,"(""CLTCL1"" OR ""CHC22"" OR ""CLH22"" OR ""CLTCL"" OR ""CLTD"")",73
1149,CLUH,"(""CLUH"" OR ""CLU1"")",21
1150,CLVS1,"(""CLVS1"" OR ""C6orf212L"" OR ""CRALBPL"" OR ""RLBP1L1"")",7
1151,CLVS2,"(""CLVS2"" OR ""C6orf212"" OR ""C6orf213"" OR ""RLBP1L2"" OR ""bA160A10.4"")",3
1152,CMA1,"(""CMA1"" OR ""CYH"" OR ""MCT1"" OR ""chymase"")",3030
1153,CMBL,"(""CMBL"" OR ""JS-1"")",44
1154,CMKLR2,"(""CMKLR2"" OR ""GPR1"")",103
1155,CMPK2,"(""CMPK2"" OR ""NDK"" OR ""TMPK2"" OR ""TYKi"" OR ""UMP-CMPK2"")",218
1156,CMTM4,"(""CMTM4"" OR ""CKLFSF4"")",37
1157,CMTM6,"(""CMTM6"" OR ""CKLFSF6"" OR ""PRO2219"")",89
1158,CNDP2,"(""CNDP2"" OR ""CN2"" OR ""CPGL"" OR ""HEL-S-13"" OR ""HsT2298"" OR ""PEPA"")",1117
1159,CNGA1,"(""CNGA1"" OR ""CNCG"" OR ""CNCG1"" OR ""CNG-1"" OR ""CNG1"" OR ""RCNC1"" OR ""RCNCa"" OR ""RCNCalpha"" OR ""RP49"")",69
1160,CNGA3,"(""CNGA3"" OR ""ACHM2"" OR ""CCNC1"" OR ""CCNCa"" OR ""CCNCalpha"" OR ""CNCG3"" OR ""CNG3"")",211
1161,CNIH2,"(""CNIH2"" OR ""CNIH-2"" OR ""Cnil"")",221
1162,CNIH4,"(""CNIH4"" OR ""CNIH-4"" OR ""CNIH2"" OR ""HSPC163"")",30
1163,CNKSR2,"(""CNKSR2"" OR ""CNK2"" OR ""KSR2"" OR ""MAGUIN"" OR ""MRXSHG"")",175
1164,CNN1,"(""CNN1"" OR ""HEL-S-14"" OR ""SMCC"" OR ""Sm-Calp"")",384
1165,CNNM4,"(""CNNM4"" OR ""ACDP4"")",54
1166,CNOT6,"(""CNOT6"" OR ""CCR4"" OR ""Ccr4a"")",2058
1167,CNOT6L,"(""CNOT6L"" OR ""CCR4b"")",33
1168,CNOT7,"(""CNOT7"" OR ""CAF-1"" OR ""CAF1"" OR ""Caf1a"" OR ""hCAF-1"")",421
1169,CNPY2,"(""CNPY2"" OR ""HP10390"" OR ""MSAP"" OR ""TMEM4"" OR ""ZSIG9"")",726
1170,CNR1,"(""CNR1"" OR ""CANN6"" OR ""CB-R"" OR ""CB1"" OR ""CB1A"" OR ""CB1K5"" OR ""CB1R"" OR ""CNR"")",32795
1171,CNR2,"(""CNR2"" OR ""CB-2"" OR ""CB2"" OR ""CX5"")",20524
1172,CNRIP1,"(""CNRIP1"" OR ""C2orf32"" OR ""CRIP-1"" OR ""CRIP1"")",103
1173,CNTF,"(""CNTF"" OR ""HCNTF"")",800
1174,CNTFR,"(""CNTFR"")",106
1175,CNTN4,"(""CNTN4"" OR ""AXCAM"" OR ""BIG-2"")",120
1176,CNTNAP1,"(""CNTNAP1"" OR ""CASPR"" OR ""CHN3"" OR ""CNTNAP"" OR ""NRXN4"" OR ""P190"")",685
1177,CNTNAP2,"(""CNTNAP2"" OR ""AUTS15"" OR ""CASPR2"" OR ""CDFE"" OR ""NRXN4"" OR ""PTHSL1"")",730
1178,CNTNAP3,"(""CNTNAP3"" OR ""CASPR3"" OR ""CNTNAP3A"")",18
1179,CNTNAP3B,"(""CNTNAP3B"")",1
1180,CNTNAP4,"(""CNTNAP4"" OR ""CASPR4"")",24
1181,COA3,"(""COA3"" OR ""CCDC56"" OR ""COX25"" OR ""HSPC009"" OR ""MC4DN14"" OR ""MITRAC12"" OR ""hCOA3"")",15
1182,COA6,"(""COA6"" OR ""C1orf31"" OR ""CEMCOX4"" OR ""MC4DN13"")",24
1183,COA7,"(""COA7"" OR ""C1orf163"" OR ""RESA1"" OR ""SCAN3"" OR ""SELRC1"")",32
1184,COBL,"(""COBL"")",50
1185,COCH,"(""COCH"" OR ""COCH-5B2"" OR ""COCH5B2"" OR ""DFNA9"" OR ""DFNB110"")",426
1186,COG8,"(""COG8"" OR ""CDG2H"" OR ""DOR1"")",52
1187,COL10A1,"(""COL10A1"")",381
1188,COL11A1,"(""COL11A1"" OR ""CO11A1"" OR ""COLL6"" OR ""DFNA37"" OR ""STL2"")",445
1189,COL12A1,"(""COL12A1"" OR ""BA209D8.1"" OR ""BTHLM2"" OR ""COL12A1L"" OR ""DJ234P15.1"" OR ""EDSMYP"" OR ""UCMD2"")",131
1190,COL13A1,"(""COL13A1"" OR ""CMS19"" OR ""COLXIIIA1"")",64
1191,COL17A1,"(""COL17A1"" OR ""BA16H23.2"" OR ""BP180"" OR ""BPA-2"" OR ""BPAG2"" OR ""ERED"" OR ""JEB4"" OR ""LAD-1"")",1320
1192,COL19A1,"(""COL19A1"" OR ""COL9A1L"" OR ""D6S228E"")",20
1193,COL1A1,"(""COL1A1"" OR ""CAFYD"" OR ""EDSARTH1"" OR ""EDSC"" OR ""OI1"" OR ""OI2"" OR ""OI3"" OR ""OI4"")",3361
1194,COL1A2,"(""COL1A2"" OR ""EDSARTH2"" OR ""EDSCV"" OR ""OI4"")",1352
1195,COL21A1,"(""COL21A1"" OR ""COLA1L"" OR ""FP633"")",17
1196,COL22A1,"(""COL22A1"")",42
1197,COL23A1,"(""COL23A1"")",23
1198,COL24A1,"(""COL24A1"")",16
1199,COL25A1,"(""COL25A1"" OR ""AMY"" OR ""CFEOM5"" OR ""CLAC"" OR ""CLAC-P"" OR ""CLACP"")",5636
1200,COL26A1,"(""COL26A1"" OR ""EMI6"" OR ""EMID2"" OR ""EMU2"" OR ""SH2B"")",77
1201,COL27A1,"(""COL27A1"" OR ""STLS"")",140
1202,COL28A1,"(""COL28A1"" OR ""COL28"")",10
1203,COL2A1,"(""COL2A1"" OR ""ANFH"" OR ""AOM"" OR ""COL11A3"" OR ""SEDC"" OR ""STL1"")",5555
1204,COL3A1,"(""COL3A1"" OR ""EDS4A"" OR ""EDSVASC"" OR ""PMGEDSV"")",1552
1205,COL4A3,"(""COL4A3"" OR ""ATS2"" OR ""ATS3"" OR ""ATS3A"" OR ""ATS3B"" OR ""BFH2"")",439
1206,COL5A1,"(""COL5A1"" OR ""EDSC"" OR ""EDSCL1"" OR ""FMDMF"")",448
1207,COL5A2,"(""COL5A2"" OR ""EDSC"" OR ""EDSCL2"")",236
1208,COL5A3,"(""COL5A3"")",33
1209,COL6A6,"(""COL6A6"")",30
1210,COL7A1,"(""COL7A1"" OR ""EBD1"" OR ""EBDCT"" OR ""EBR1"" OR ""NDNC8"")",638
1211,COL8A1,"(""COL8A1"" OR ""C3orf7"")",100
1212,COL8A2,"(""COL8A2"" OR ""FECD"" OR ""FECD1"" OR ""PPCD"" OR ""PPCD2"")",566
1213,COL9A1,"(""COL9A1"" OR ""DJ149L1.1.2"" OR ""EDM6"" OR ""MED"" OR ""STL4"")",3526573
1214,COL9A2,"(""COL9A2"" OR ""DJ39G22.4"" OR ""EDM2"" OR ""MED"" OR ""STL5"")",3526578
1215,COLEC10,"(""COLEC10"" OR ""3MC3"" OR ""CL-10"" OR ""CL-34"" OR ""CLL1"")",327
1216,COLEC11,"(""COLEC11"" OR ""3MC2"" OR ""CL-11"" OR ""CL-K1-I"" OR ""CL-K1-II"" OR ""CL-K1-IIa"" OR ""CL-K1-IIb"" OR ""CLK1"")",368
1217,COLGALT2,"(""COLGALT2"" OR ""C1orf17"" OR ""ColGalT 2"" OR ""GLT25D2"")",16
1218,COLQ,"(""COLQ"" OR ""CMS5"" OR ""EAD"")",1269
1219,COMMD5,"(""COMMD5"" OR ""HCARG"" OR ""HT002"")",15
1220,COMP,"(""COMP"" OR ""CTS2"" OR ""EDM1"" OR ""EPD1"" OR ""MED"" OR ""PSACH"" OR ""THBS5"" OR ""TSP-5"" OR ""TSP5"")",3546501
1221,COPA,"(""COPA"" OR ""AIAISD"" OR ""AILJK"" OR ""HEP-COP"" OR ""alpha-COP"")",458
1222,COPB2,"(""COPB2"" OR ""MCPH19"" OR ""OPDD"" OR ""beta'-COP"")",146
1223,COPG1,"(""COPG1"" OR ""COPG"" OR ""IMD128"")",33
1224,COPS2,"(""COPS2"" OR ""ALIEN"" OR ""CSN2"" OR ""SGN2"" OR ""TRIP15"")",2822
1225,COPS3,"(""COPS3"" OR ""CSN3"" OR ""SGN3"")",61
1226,COPS7A,"(""COPS7A"" OR ""CSN7"" OR ""CSN7A"" OR ""SGN7a"")",21
1227,COPS7B,"(""COPS7B"" OR ""CSN7B"" OR ""SGN7b"")",8
1228,COPS8,"(""COPS8"" OR ""COP9"" OR ""CSN8"" OR ""SGN8"")",653
1229,COPZ1,"(""COPZ1"" OR ""CGI-120"" OR ""COPZ"" OR ""HSPC181"" OR ""zeta-COP"" OR ""zeta1-COP"")",35
1230,COQ8A,"(""COQ8A"" OR ""ADCK3"" OR ""ARCA2"" OR ""CABC1"" OR ""COQ10D4"" OR ""COQ8"" OR ""SCAR9"")",78
1231,CORIN,"(""CORIN"" OR ""ATC2"" OR ""CMH30"" OR ""CRN"" OR ""Lrp4"" OR ""PEE5"" OR ""TMPRSS10"")",2138
1232,CORO1A,"(""CORO1A"" OR ""CLABP"" OR ""CLIPINA"" OR ""HCORO1"" OR ""IMD8"" OR ""TACO"" OR ""p57"")",1599
1233,CORO2A,"(""CORO2A"" OR ""CLIPINB"" OR ""IR10"" OR ""WDR2"")",22
1234,CORO2B,"(""CORO2B"" OR ""CLIPINC"")",10
1235,CORO6,"(""CORO6"" OR ""ClipinE"")",6
1236,CORO7,"(""CORO7"" OR ""0610011B16Rik"" OR ""CRN7"" OR ""POD1"")",871
1237,CORT,"(""CORT"" OR ""CST-14"" OR ""CST-17"" OR ""CST-29"" OR ""SST2"")",2353
1238,COX1,"(""COX1"" OR ""MT-CO1"" OR ""COI"" OR ""MTCO1"")",16253
1239,COX14,"(""COX14"" OR ""C12orf62"" OR ""MC4DN10"" OR ""PCAG1"")",10
1240,COX16,"(""COX16"" OR ""C14orf112"" OR ""HSPC203"" OR ""MC4DN22"" OR ""hCOX16"")",11
1241,COX17,"(""COX17"")",77
1242,COX2,"(""COX2"" OR ""MT-CO2"" OR ""COII"" OR ""MTCO2"")",21649
1243,COX3,"(""COX3"" OR ""MT-CO3"" OR ""COIII"" OR ""MTCO3"")",298
1244,COX4I2,"(""COX4I2"" OR ""COX4"" OR ""COX4-2"" OR ""COX4B"" OR ""COX4L2"" OR ""COXIV-2"" OR ""dJ857M17.2"")",131
1245,COX5A,"(""COX5A"" OR ""COX"" OR ""COX-VA"" OR ""MC4DN20"" OR ""VA"")",420973
1246,COX5B,"(""COX5B"" OR ""COXVB"")",63
1247,COX6A1,"(""COX6A1"" OR ""CMTRID"" OR ""COX6A"" OR ""COX6AL"")",35
1248,COX6B1,"(""COX6B1"" OR ""COX6B"" OR ""COXG"" OR ""COXVIb1"" OR ""MC4DN7"")",35
1249,COX6C,"(""COX6C"")",45
1250,COX7A1,"(""COX7A1"" OR ""COX7A"" OR ""COX7AH"" OR ""COX7AM"")",54
1251,CP,"(""CP"" OR ""AB073614"" OR ""CP-2"")",70868
1252,CPA1,"(""CPA1"" OR ""CPA"")",4966
1253,CPA2,"(""CPA2"")",33
1254,CPA4,"(""CPA4"" OR ""CPA3"")",160
1255,CPA6,"(""CPA6"" OR ""CPAH"" OR ""ETL5"" OR ""FEB11"")",164
1256,CPB1,"(""CPB1"" OR ""CPB"" OR ""PASP"" OR ""PCPB"")",10885
1257,CPB2,"(""CPB2"" OR ""CPU"" OR ""PCPB"" OR ""TAFI"")",4256
1258,CPEB1,"(""CPEB1"" OR ""CPE-BP1"" OR ""CPEB"" OR ""CPEB-1"" OR ""h-CPEB"" OR ""hCPEB-1"")",202
1259,CPLX1,"(""CPLX1"" OR ""CPX-I"" OR ""CPX1"" OR ""DEE63"" OR ""EIEE63"")",50
1260,CPLX2,"(""CPLX2"" OR ""921-L"" OR ""CPX-2"" OR ""CPX2"" OR ""Hfb1"")",72
1261,CPM,"(""CPM"")",5053
1262,CPNE3,"(""CPNE3"" OR ""CPN3"" OR ""PRO1071"")",25
1263,CPNE7,"(""CPNE7"")",17
1264,CPNE8,"(""CPNE8"")",15
1265,CPSF2,"(""CPSF2"" OR ""CPSF100"")",27
1266,CPSF3,"(""CPSF3"" OR ""CPSF-73"" OR ""CPSF73"" OR ""NEDMHS"" OR ""NEDMHSN"")",77
