PYCR3	NUDCD1	C8orf76	GDF6	FGFBP3	SHARPIN	POP1	GFUS	SYBU	TRHR
CHD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFAP43	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRODH	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADIPOR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DOK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP1LC3C	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL9A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP13A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5B17	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERGIC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC29A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMKLB	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSTR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC14	NA	NA	NA	NA	NA	NA	NA	NA	NA
DENND2D	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2B4	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCO2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB13	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETFBKMT	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAFG	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCTP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
UNC50	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF98	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM3B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHF8	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST7L	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF346	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL9	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF100	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR55	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	NA	NA	NA	NA	NA	NA	NA	NA	NA
PFN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD17	NA	NA	NA	NA	NA	NA	NA	NA	NA
REX1BD	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5AC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
QSOX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMIM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
FZD6	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCAS4	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTPBP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
MICAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MANEA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM126B	NA	NA	NA	NA	NA	NA	NA	NA	NA
TFEB	NA	NA	NA	NA	NA	NA	NA	NA	NA
VCP	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYPN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARCHF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE3A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFTA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1G	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNQ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD163	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC2A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
H3C12	NA	NA	NA	NA	NA	NA	NA	NA	NA
XRCC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYOZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM139	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLFNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLHL14	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPV6	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGR	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V1H	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C2	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1B10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUPV3L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A14	NA	NA	NA	NA	NA	NA	NA	NA	NA
RXRG	NA	NA	NA	NA	NA	NA	NA	NA	NA
NT5C1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEAD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATG2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM3C	NA	NA	NA	NA	NA	NA	NA	NA	NA
DMBX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GAL3ST4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TFRC	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
F8	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYLK	NA	NA	NA	NA	NA	NA	NA	NA	NA
LZTS3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5B21	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF2B3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULT1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLIP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGB1BP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
BSCL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLT8D2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKHD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCKAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPEG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYTH1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF627	NA	NA	NA	NA	NA	NA	NA	NA	NA
IQGAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
COMT	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL24	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIFAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF121	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTGS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMURF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAF11	NA	NA	NA	NA	NA	NA	NA	NA	NA
MINDY1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAST2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCRL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPO9	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNTNAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGMS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DRD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF21A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A47	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC152	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDC14A	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL13	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAPZA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
COLGALT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
POU3F3	NA	NA	NA	NA	NA	NA	NA	NA	NA
DZIP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITPRIPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUCNR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCRL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC10	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCLRE1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1S	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEB3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIPC	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR7A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC26A11	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRIG2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2C3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF670	NA	NA	NA	NA	NA	NA	NA	NA	NA
AHCTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCCPDH	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR64	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
KMO	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTR	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEATR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR137B	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GALNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TOMM20	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35F3	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K21	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTPCR	NA	NA	NA	NA	NA	NA	NA	NA	NA
DISC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSNAX	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNPAT	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM67	NA	NA	NA	NA	NA	NA	NA	NA	NA
COG2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCB10	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
H3-4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM17	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GUK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSEN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
STUM	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM63A	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO28	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAPN8	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC185	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTARC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC30A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYPLAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANGEL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLVCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NENF	NA	NA	NA	NA	NA	NA	NA	NA	NA
LPGAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC30A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYT14	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRAF3IP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSD11B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PFKFB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
AVPR1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM72A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC26A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
PM20D1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB29	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC45A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
MFSD4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUAK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSTYK	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETNK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB5R1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR37L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR5A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB41	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFH	NA	NA	NA	NA	NA	NA	NA	NA	NA
RO60	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCHL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTGS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPR	NA	NA	NA	NA	NA	NA	NA	NA	NA
SWT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHCBP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGS16	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1E	NA	NA	NA	NA	NA	NA	NA	NA	NA
IER5	NA	NA	NA	NA	NA	NA	NA	NA	NA
XPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
QSOX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TOR3A	NA	NA	NA	NA	NA	NA	NA	NA	NA
RALGPS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
COP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNR	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB37	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC9C2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUCO	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIGC	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMO4	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMO3	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH9	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP1B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
XCL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIPRL	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCAF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADCY10	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAEL	NA	NA	NA	NA	NA	NA	NA	NA	NA
TADA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGST3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPATA46	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLFML2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCRLA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDHC	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR1I3	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS4	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPOX	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PFDN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP30	NA	NA	NA	NA	NA	NA	NA	NA	NA
F11R	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD244	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLAMF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
VANGL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEX19	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEA15	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIGM	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLAMF9	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFAP45	NA	NA	NA	NA	NA	NA	NA	NA	NA
VSIG8	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCER1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6K3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD1E	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD1C	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD1D	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL25B	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAXE	NA	NA	NA	NA	NA	NA	NA	NA	NA
THEMIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
PMF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RXFP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
THBS3	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC50A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFNA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFNA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCST2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAR	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL6R	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP8B2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP210L	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB13	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC27	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLRX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM12	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCCIP	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
THEM4	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINGO4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEX36	NA	NA	NA	NA	NA	NA	NA	NA	NA
LHPP	NA	NA	NA	NA	NA	NA	NA	NA	NA
MFSD4B	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
IKZF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSTK	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIP5K1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNFAIP8L2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A16	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLLT11	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDO	NA	NA	NA	NA	NA	NA	NA	NA	NA
BNIPL	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR2E1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLEKHA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC63	NA	NA	NA	NA	NA	NA	NA	NA	NA
TACC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDSS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTN4IP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
APH1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
PREP	NA	NA	NA	NA	NA	NA	NA	NA	NA
H2BC21	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
H3C10	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNLIPRP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR89B	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJA8	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHD1L	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFAF4	NA	NA	NA	NA	NA	NA	NA	NA	NA
UFL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC186	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGA10	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K7	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJA10	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE4DIP	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM72B	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZDHHC6	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMGCS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHGDH	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSD3B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RRAGD	NA	NA	NA	NA	NA	NA	NA	NA	NA
TECTB	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TENT5C	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHOC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB39B	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD101	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGSF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNGTT	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIKE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUSP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAFA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBX18	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB5R4	NA	NA	NA	NA	NA	NA	NA	NA	NA
WNT2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIPPLY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX20	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFAP58	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAP1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMIGD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5PB	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE3D	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALHM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDCD11	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTK	NA	NA	NA	NA	NA	NA	NA	NA	NA
AHCYL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELOVL4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5MK	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCGF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNAI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB561D1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYPL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
AS3MT	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP17A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TKTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPN1MW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRAK1BP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HTR1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
IMPG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPN1LW	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFKB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO6	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELOVL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTNG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRMT6	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPH5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC30A7	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXTL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
