"","external_gene_name","ensembl_gene_id","description","gene_biotype","cluster","betweenness","degree_centrality","eigen_centrality","closeness","prize","type","counts","druggability","CP_score","highest_score"
"434","ATP8A2","ENSG00000132932","ATPase phospholipid transporting 8A2 ","protein_coding","1",6317,4,3.87000031672382e-09,8.29169520391766e-07,50,"Terminal",6734,0.991,0.741704761904762,0.991
"435","ATP8B1","ENSG00000081923","ATPase phospholipid transporting 8B1 ","protein_coding","1",0,2,7.09985742922237e-10,7.26444844311973e-07,50,"Terminal",1726,0.938,0.677490476190476,0.938
"436","ATP8B4","ENSG00000104043","ATPase phospholipid transporting 8B4 (putative) ","protein_coding","1",6315,3,2.93241696244479e-09,8.6539626494972e-07,50,"Terminal",184,0.992,0.622090476190476,0.992
"437","ATPAF2","ENSG00000171953","ATP synthase mitochondrial F1 complex assembly factor 2 ","protein_coding","1",2721,3,2.0169640065097e-08,2.36313323108844e-06,46,"Steiner",197,0.45,0.781766666666667,0.781766666666667
"438","ATRN","ENSG00000088812","attractin ","protein_coding","1",22063,3,8.90533501369387e-08,1.43644313696198e-06,50,"Steiner",427,0.638,0.551605,0.638
"439","ATRNL1","ENSG00000107518","attractin like 1 ","protein_coding","1",0,1,2.16657068173398e-09,7.53145890384134e-07,50,"Terminal",179,0.332,0.739928571428571,0.739928571428571
"440","ATRX","ENSG00000085224","ATRX chromatin remodeler ","protein_coding","1",1507,5,3.41016497698676e-05,2.51483754149482e-06,44,"Steiner",7048,0.9,0.225290476190476,0.9
"441","ATXN1","ENSG00000124788","ataxin 1 ","protein_coding","1",6317,2,3.15652456788006e-06,9.858199656146e-07,50,"Steiner",5145,0.222,0.56848,0.56848
"442","ATXN3","ENSG00000066427","ataxin 3 ","protein_coding","1",28908,4,8.12617843180704e-06,2.26817545698065e-06,50,"Terminal",3552,0.154,0.804604761904762,0.804604761904762
"443","ATXN7L3B","ENSG00000253719","ataxin 7 like 3B ","protein_coding","1",0,1,1.70061375742413e-06,1.44047593324835e-06,50,"Terminal",71,0.011,0.768671428571429,0.768671428571429
"444","AUNIP","ENSG00000127423","aurora kinase A and ninein interacting protein ","protein_coding","1",0,1,7.93015378185979e-07,1.4203213903242e-06,50,"Terminal",115,0.078,0.526242857142857,0.526242857142857
"445","AUP1","ENSG00000115307","AUP1 lipid droplet regulating VLDL assembly factor ","protein_coding","1",6359,3,6.42320782395158e-07,1.47453043578272e-06,50,"Steiner",309,0.097,0.693885714285714,0.693885714285714
"446","AURKA","ENSG00000087586","aurora kinase A ","protein_coding","1",73888,12,5.14564743779398e-06,2.57588558946566e-06,50,"Terminal",10694,0.431,0.906828571428571,0.906828571428571
"447","AURKB","ENSG00000178999","aurora kinase B ","protein_coding","1",53579,12,5.10750444078824e-06,2.45594042870896e-06,50,"Terminal",7304,0.452,0.937390909090909,0.937390909090909
"448","AVPI1","ENSG00000119986","arginine vasopressin induced 1 ","protein_coding","1",0,1,4.12656329535611e-08,5.11799276418183e-07,50,"Terminal",103,0.093,0.989672727272727,0.989672727272727
"449","AVPR1A","ENSG00000166148","arginine vasopressin receptor 1A ","protein_coding","1",0,2,3.91876227993783e-07,1.48087377476206e-06,50,"Terminal",1427,0.967,0.413995238095238,0.967
"450","AVPR2","ENSG00000126895","arginine vasopressin receptor 2 ","protein_coding","1",449950,10,9.83297574095722e-08,2.74830978947947e-06,50,"Terminal",2628,0.934,0.623061904761905,0.934
"451","AZIN1","ENSG00000155096","antizyme inhibitor 1 ","protein_coding","1",0,2,6.77676094444284e-06,1.43778351293646e-06,50,"Terminal",612,0.784,0.490333333333333,0.784
"452","B2M","ENSG00000166710","beta-2-microglobulin ","protein_coding","1",6323,4,1.7818673542509e-05,2.12710743168794e-06,50,"Steiner",23761,0.162,0.2929625,0.2929625
"453","B3GALNT1","ENSG00000169255","beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group) ","protein_coding","14",0,1,3.23157761434745e-17,0.00666666666666667,50,"Terminal",424,0.134,0.315027272727273,0.315027272727273
"454","B3GALNT2","ENSG00000162885","beta-1,3-N-acetylgalactosaminyltransferase 2 ","protein_coding","1",0,1,1.57342592126536e-08,9.03094362523751e-07,50,"Terminal",184,0.653,0.644090476190476,0.653
"455","B3GALT1","ENSG00000172318","beta-1,3-galactosyltransferase 1 ","protein_coding","16",0,1,5.26695313036848e-17,0.02,50,"Terminal",127,0.248,0.244342857142857,0.248
"456","B3GALT5","ENSG00000183778","beta-1,3-galactosyltransferase 5 ","protein_coding","16",0,1,5.19417118546264e-17,0.02,50,"Terminal",306,0.665,0.555790476190476,0.665
"457","B3GAT2","ENSG00000112309","beta-1,3-glucuronyltransferase 2 ","protein_coding","1",0,1,2.1578801803621e-08,7.60730483839802e-07,50,"Terminal",1759,0.886,0.356535294117647,0.886
"458","B3GAT3","ENSG00000149541","beta-1,3-glucuronyltransferase 3 ","protein_coding","1",6317,2,1.40018603869034e-07,1.00132575530002e-06,50,"Steiner",286,0.028,0.592009090909091,0.592009090909091
"459","B4GALNT3","ENSG00000139044","beta-1,4-N-acetyl-galactosaminyltransferase 3 ","protein_coding","1",0,2,4.3205645252374e-09,9.37772247005459e-07,50,"Terminal",158,0.669,0.254338095238095,0.669
"460","B4GALNT4","ENSG00000182272","beta-1,4-N-acetyl-galactosaminyltransferase 4 ","protein_coding","1",0,2,2.84918333484509e-09,1.02257957969934e-06,50,"Terminal",128,0.812,0.889438095238095,0.889438095238095
"461","B4GALT1","ENSG00000086062","beta-1,4-galactosyltransferase 1 ","protein_coding","1",56627,7,1.94042667427163e-08,2.18503773560169e-06,50,"Terminal",1926,0.804,0.883863636363636,0.883863636363636
"462","B4GALT5","ENSG00000158470","beta-1,4-galactosyltransferase 5 ","protein_coding","1",62546,2,7.28302361093928e-09,2.27881273856321e-06,3,"Steiner",435,0.378,0.0666409523809524,0.378
"463","B4GALT6","ENSG00000118276","beta-1,4-galactosyltransferase 6 ","protein_coding","1",57,2,1.6487016825472e-07,1.65904336241636e-06,23,"Steiner",239,0.289,0.848747619047619,0.848747619047619
"464","BAALC","ENSG00000164929","BAALC binder of MAP3K1 and KLF4 ","protein_coding","1",0,1,5.95733438030334e-08,1.25355225369892e-06,50,"Terminal",432,0.053,0.789447619047619,0.789447619047619
"465","BABAM1","ENSG00000105393","BRISC and BRCA1 A complex member 1 ","protein_coding","1",6317,3,8.85051807388183e-07,2.001268804422e-06,50,"Terminal",364,0.806,0.577780952380952,0.806
"466","BACE1","ENSG00000186318","beta-secretase 1 ","protein_coding","1",6344,5,4.50974311006483e-07,1.71227012773535e-06,50,"Terminal",10099,0.433,0.726481818181818,0.726481818181818
"467","BACH2","ENSG00000112182","BTB domain and CNC homolog 2 ","protein_coding","1",12633,5,3.68651478225198e-07,2.58502803462904e-06,50,"Terminal",1800,0.28,0.72612380952381,0.72612380952381
"468","BAD","ENSG00000002330","BCL2 associated agonist of cell death ","protein_coding","1",35747,3,3.45039427827868e-07,1.47733618557706e-06,50,"Terminal",1920,0.01,0.3586,0.3586
"469","BAG1","ENSG00000107262","BAG cochaperone 1 ","protein_coding","1",6317,3,1.02319500214397e-06,1.52319676351152e-06,50,"Steiner",2123,0.216,0.866527272727273,0.866527272727273
"470","BAG4","ENSG00000156735","BAG cochaperone 4 ","protein_coding","1",0,2,1.43875467706452e-06,1.48215558780067e-06,50,"Terminal",559,0.565,0.960457142857143,0.960457142857143
"471","BAG5","ENSG00000166170","BAG cochaperone 5 ","protein_coding","1",6340,4,4.70298881353839e-07,2.16284959760183e-06,50,"Steiner",412,0.757,0.074837619047619,0.757
"472","BAIAP2L1","ENSG00000006453","BAR/IMD domain containing adaptor protein 2 like 1 ","protein_coding","1",6317,3,1.94323593749703e-08,2.3461016002759e-06,50,"Steiner",371,0.876,0.764766666666667,0.876
"473","BAK1","ENSG00000030110","BCL2 antagonist/killer 1 ","protein_coding","1",6150,4,5.0563788353709e-06,1.62050653793363e-06,50,"Terminal",17303,0.852,0.8916,0.8916
"474","BAMBI","ENSG00000095739","BMP and activin membrane bound inhibitor ","protein_coding","1",0,1,2.75302164310627e-07,1.25668240870831e-06,50,"Terminal",1103,0.648,0.716180952380952,0.716180952380952
"475","BANF1","ENSG00000175334","BAF nuclear assembly factor 1 ","protein_coding","1",0,2,9.11060107592796e-06,1.47597990305764e-06,50,"Terminal",2693,0.131,0.737947368421053,0.737947368421053
"476","BANP","ENSG00000172530","BTG3 associated nuclear protein ","protein_coding","1",18803,4,1.36282857194991e-06,2.60318369365734e-06,50,"Steiner",472,0.683,0.635904761904762,0.683
"477","BARD1","ENSG00000138376","BRCA1 associated RING domain 1 ","protein_coding","1",331556,13,9.00486921808439e-06,2.67688164703174e-06,50,"Terminal",3901,0.421,0.898509523809524,0.898509523809524
"478","BASP1","ENSG00000176788","brain abundant membrane attached signal protein 1 ","protein_coding","1",12633,3,1.71458264065083e-07,1.38908181691902e-06,50,"Terminal",911,0.413,0.28507619047619,0.413
"479","BATF","ENSG00000156127","basic leucine zipper ATF-like transcription factor ","protein_coding","1",0,3,1.91682964548876e-07,1.9978064085634e-06,50,"Terminal",1912,0.17,0.941895238095238,0.941895238095238
"480","BATF2","ENSG00000168062","basic leucine zipper ATF-like transcription factor 2 ","protein_coding","1",0,1,8.10419288820846e-06,1.4491346492442e-06,50,"Terminal",458,0.409,0.4626,0.4626
"481","BATF3","ENSG00000123685","basic leucine zipper ATF-like transcription factor 3 ","protein_coding","1",0,2,1.63015281541183e-07,2.42653071623907e-06,50,"Terminal",1290,0.705,0.797918181818182,0.797918181818182
"482","BAX","ENSG00000087088","BCL2 associated X, apoptosis regulator ","protein_coding","1",12848,4,3.90268903341127e-06,1.6025820802477e-06,50,"Steiner",76359,0.895,0.526666666666667,0.895
"483","BBS1","ENSG00000174483","Bardet-Biedl syndrome 1 ","protein_coding","1",23,3,1.99572377493256e-07,1.78022737063978e-06,50,"Terminal",961,0.934,0.662428571428571,0.934
"484","BBS5","ENSG00000163093","Bardet-Biedl syndrome 5 ","protein_coding","1",486,3,4.04776453443397e-08,1.43113110878314e-06,50,"Terminal",450,0.498,0.792780952380952,0.792780952380952
"485","BCAN","ENSG00000132692","brevican ","protein_coding","1",18840,5,5.68108233257866e-08,1.88745484264289e-06,50,"Terminal",942,0.656,0.811638095238095,0.811638095238095
"486","BCAP29","ENSG00000075790","B cell receptor associated protein 29 ","protein_coding","1",12633,3,9.39664251140415e-08,1.42624257819018e-06,50,"Terminal",176,0.537,0.552119047619048,0.552119047619048
"487","BCAS1","ENSG00000064787","brain enriched myelin associated protein 1 ","protein_coding","1",0,1,2.38545321147023e-08,1.37983753792828e-06,50,"Terminal",321,0.331,0.881619047619048,0.881619047619048
"488","BCAS4","ENSG00000124243","breast carcinoma amplified sequence 4 ","protein_coding","1",7,2,1.79752529329284e-08,1.66706676268971e-06,50,"Terminal",125,0.763,0.899471428571429,0.899471428571429
"489","BCDIN3D","ENSG00000186666","BCDIN3 domain containing RNA methyltransferase ","protein_coding","1",0,1,1.39953369933691e-06,9.96731716700938e-07,50,"Terminal",159,0.879,0.230585714285714,0.879
"490","BCHE","ENSG00000114200","butyrylcholinesterase ","protein_coding","1",6317,2,2.70378134873938e-08,9.84016618072646e-07,50,"Terminal",21727,0.774,0.602114285714286,0.774
"491","BCKDHA","ENSG00000248098","branched chain keto acid dehydrogenase E1 subunit alpha ","protein_coding","1",62370,5,3.0062812472501e-07,2.29634834685883e-06,50,"Terminal",1644,0.203,0.5223,0.5223
"492","BCL11A","ENSG00000119866","BCL11 transcription factor A ","protein_coding","1",365270,11,1.80325935216699e-06,2.68332474669414e-06,50,"Terminal",2820,0.671,0.898680952380952,0.898680952380952
"493","BCL11B","ENSG00000127152","BCL11 transcription factor B ","protein_coding","1",16783,5,2.90447043230606e-06,1.47151225843287e-06,50,"Terminal",2546,0.663,0.959228571428571,0.959228571428571
"494","BCL2","ENSG00000171791","BCL2 apoptosis regulator ","protein_coding","1",18948,5,1.51549310206002e-06,2.51619169354798e-06,50,"Steiner",138443,0.517,0.181438095238095,0.517
"495","BCL2A1","ENSG00000140379","BCL2 related protein A1 ","protein_coding","1",6317,2,1.37044229793565e-06,1.42195931774392e-06,50,"Terminal",14491,0.327,0.6601,0.6601
"496","BCL2L1","ENSG00000171552","BCL2 like 1 ","protein_coding","1",26098,4,8.9556129586445e-08,2.37334073815644e-06,49,"Steiner",36739,0.82,0.748419047619048,0.82
"497","BCL2L12","ENSG00000126453","BCL2 like 12 ","protein_coding","1",7351,3,1.53532814908023e-06,1.87058541841255e-06,50,"Terminal",528,0.952,0.537680952380952,0.952
"498","BCL2L14","ENSG00000121380","BCL2 like 14 ","protein_coding","1",0,1,3.77218910939894e-08,1.10717694237587e-06,50,"Terminal",346,0.925,0.301847619047619,0.925
"499","BCL2L15","ENSG00000188761","BCL2 like 15 ","protein_coding","1",6317,2,6.16091134853251e-07,1.06412072236771e-06,50,"Terminal",195,0.459,0.616828571428571,0.616828571428571
"500","BCL6","ENSG00000113916","BCL6 transcription repressor ","protein_coding","1",31525,5,1.81111180321411e-06,2.16336429107634e-06,50,"Terminal",14680,0.378,0.670994444444444,0.670994444444444
"501","BCL6B","ENSG00000161940","BCL6B transcription repressor ","protein_coding","1",24656,3,2.88315831447361e-07,1.477227067527e-06,50,"Terminal",277,0.899,0.98477619047619,0.98477619047619
"502","BCL7A","ENSG00000110987","BAF chromatin remodeling complex subunit BCL7A ","protein_coding","1",12630,3,8.43444117522159e-08,2.44203225924614e-06,50,"Terminal",412,0.12,0.248790476190476,0.248790476190476
"503","BCL9","ENSG00000116128","BCL9 transcription coactivator ","protein_coding","1",0,3,9.61066350798367e-06,2.25360746214503e-06,50,"Terminal",1207,0.163,0,0.163
"504","BDKRB1","ENSG00000100739","bradykinin receptor B1 ","protein_coding","1",6317,8,2.78945282498168e-07,1.8031988748039e-06,50,"Terminal",2358,0.835,0.891695238095238,0.891695238095238
"505","BDNF","ENSG00000176697","brain derived neurotrophic factor ","protein_coding","1",12688,5,0.000183102778814598,1.46019721423575e-06,50,"Steiner",49383,0.763,0.667680952380952,0.763
"506","BEGAIN","ENSG00000183092","brain enriched guanylate kinase associated ","protein_coding","1",0,5,5.79213117893603e-08,2.17381380415242e-06,50,"Terminal",127,0.347,0.816957142857143,0.816957142857143
"507","BEND3","ENSG00000178409","BEN domain containing 3 ","protein_coding","1",0,1,4.25035845072713e-07,9.78246727520135e-07,50,"Terminal",186,0.451,0.751104761904762,0.751104761904762
"508","BEND6","ENSG00000151917","BEN domain containing 6 ","protein_coding","1",0,2,8.53556511301454e-08,2.25024527673516e-06,50,"Terminal",78,0.031,0.914742857142857,0.914742857142857
"509","BEND7","ENSG00000165626","BEN domain containing 7 ","protein_coding","1",0,1,7.16815896281098e-06,1.36725025465036e-06,50,"Terminal",61,0.438,0.521738095238095,0.521738095238095
"510","BEX1","ENSG00000133169","brain expressed X-linked 1 ","protein_coding","1",0,1,6.62613401294517e-07,1.17205813408345e-06,50,"Terminal",323,0.295,0.639719047619048,0.639719047619048
"511","BFSP1","ENSG00000125864","beaded filament structural protein 1 ","protein_coding","1",0,1,2.95807557466954e-08,8.49635718685614e-07,50,"Terminal",384,0.596,0.705495238095238,0.705495238095238
"512","BGLAP","ENSG00000242252","bone gamma-carboxyglutamate protein ","protein_coding","1",0,1,8.38877628802057e-08,1.15373122446649e-06,50,"Terminal",29258,0.212,0.604171428571429,0.604171428571429
"513","BGN","ENSG00000182492","biglycan ","protein_coding","1",11371,6,4.51232557037723e-06,2.45163536336914e-06,50,"Terminal",5284,0.811,0.498709523809524,0.811
"514","BHLHA15","ENSG00000180535","basic helix-loop-helix family member a15 ","protein_coding","1",0,1,5.60458333620276e-11,7.34592473806269e-07,50,"Terminal",533,0.879,0.519552380952381,0.879
"515","BHLHE22","ENSG00000180828","basic helix-loop-helix family member e22 ","protein_coding","1",0,1,6.63737152441479e-09,9.31732864733818e-07,50,"Terminal",429,0.329,0.726471428571429,0.726471428571429
"516","BHMT","ENSG00000145692","betaine--homocysteine S-methyltransferase ","protein_coding","1",12632,2,4.19137062426659e-09,7.58500898823565e-07,50,"Terminal",1301,0.88,0.626361904761905,0.88
"517","BHMT2","ENSG00000132840","betaine--homocysteine S-methyltransferase 2 ","protein_coding","1",0,1,4.08939913246507e-09,7.58385851553553e-07,50,"Terminal",267,0.974,0.587971428571429,0.974
"518","BICC1","ENSG00000122870","BicC family RNA binding protein 1 ","protein_coding","1",0,1,1.01182772106598e-10,8.04793349187762e-07,50,"Terminal",532,0.882,0.769252380952381,0.882
"519","BICDL1","ENSG00000135127","BICD family like cargo adaptor 1 ","protein_coding","1",6303,2,2.85254390083036e-07,1.95329286110525e-06,50,"Terminal",115,0.565,0.84097619047619,0.84097619047619
"520","BIK","ENSG00000100290","BCL2 interacting killer ","protein_coding","1",9,2,4.67339458152499e-05,1.25045954388238e-06,50,"Terminal",2458,0.883,0.523081818181818,0.883
"521","BIN1","ENSG00000136717","bridging integrator 1 ","protein_coding","1",48076,13,1.1375740107803e-05,2.26368795514276e-06,50,"Terminal",2776,0.358,0.749258333333333,0.749258333333333
"522","BIRC5","ENSG00000089685","baculoviral IAP repeat containing 5 ","protein_coding","1",6317,4,1.76896964612556e-05,1.54091514950729e-06,50,"Terminal",9953,0.156,0.812914285714286,0.812914285714286
"523","BLACAT1","ENSG00000281406","BLACAT1 overlapping LEMD1 locus ","protein_coding","1",6321,3,5.98837259994634e-06,1.70986936598044e-06,50,"Terminal",302,0.678,0,0.678
"524","BLK","ENSG00000136573","BLK proto-oncogene, Src family tyrosine kinase ","protein_coding","1",0,2,2.3477469662496e-06,1.80134416301444e-06,50,"Terminal",2273,0.771,0.706452380952381,0.771
"525","BLM","ENSG00000197299","BLM RecQ like helicase ","protein_coding","1",182191,12,0.000913425861850237,2.66679467281096e-06,50,"Terminal",5116,0.465,0.507695238095238,0.507695238095238
"526","BLNK","ENSG00000095585","B cell linker ","protein_coding","1",187,6,1.64365575561441e-07,2.42820407598336e-06,50,"Terminal",4328,0.073,0.741461904761905,0.741461904761905
"527","BLOC1S1","ENSG00000135441","biogenesis of lysosomal organelles complex 1 subunit 1 ","protein_coding","1",44182,10,9.60288325178521e-08,2.51397771610152e-06,50,"Terminal",350,0.538,0.946185714285714,0.946185714285714
"528","BLOC1S3","ENSG00000189114","biogenesis of lysosomal organelles complex 1 subunit 3 ","protein_coding","1",0,2,1.37944411719382e-07,1.4875506882897e-06,50,"Terminal",209,0.423,0.775509523809524,0.775509523809524
"529","BLTP1","ENSG00000138688","bridge-like lipid transfer protein family member 1 ","protein_coding","1",6317,2,1.84543181350552e-06,1.32822409796981e-06,50,"Steiner",324,0.972,0.934866666666667,0.972
