"ensembl_gene_id","external_gene_name","description","gene_biotype","cluster","betweenness","degree_centrality","prize","type"
"ENSG00000115163","CENPA","centromere protein A ","protein_coding","1",319983,6,50,"Terminal"
"ENSG00000115380","EFEMP1","EGF containing fibulin extracellular matrix protein 1 ","protein_coding","1",29252,6,50,"Terminal"
"ENSG00000116062","MSH6","mutS homolog 6 ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000116544","DLGAP3","DLG associated protein 3 ","protein_coding","1",26913,6,50,"Steiner"
"ENSG00000116729","WLS","Wnt ligand secretion mediator ","protein_coding","1",49554,6,50,"Steiner"
"ENSG00000117560","FASLG","Fas ligand ","protein_coding","1",64932,6,50,"Terminal"
"ENSG00000117983","MUC5B","mucin 5B, oligomeric mucus/gel-forming ","protein_coding","1",18985,6,50,"Terminal"
"ENSG00000118513","MYB","MYB proto-oncogene, transcription factor ","protein_coding","1",18931,6,50,"Terminal"
"ENSG00000118785","SPP1","secreted phosphoprotein 1 ","protein_coding","1",47220,6,50,"Terminal"
"ENSG00000119383","PTPA","protein phosphatase 2 phosphatase activator ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000120075","HOXB5","homeobox B5 ","protein_coding","1",44312,6,50,"Terminal"
"ENSG00000120694","HSPH1","heat shock protein family H (Hsp110) member 1 ","protein_coding","1",96502,6,50,"Terminal"
"ENSG00000120756","PLS1","plastin 1 ","protein_coding","1",1,6,50,"Terminal"
"ENSG00000120805","ARL1","ADP ribosylation factor like GTPase 1 ","protein_coding","1",1055,6,50,"Terminal"
"ENSG00000120907","ADRA1A","adrenoceptor alpha 1A ","protein_coding","1",18933,6,50,"Terminal"
"ENSG00000121481","RNF2","ring finger protein 2 ","protein_coding","1",4111,6,50,"Terminal"
"ENSG00000121621","KIF18A","kinesin family member 18A ","protein_coding","1",289,6,50,"Terminal"
"ENSG00000122691","TWIST1","twist family bHLH transcription factor 1 ","protein_coding","1",101821,6,50,"Terminal"
"ENSG00000123219","CENPK","centromere protein K ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000124216","SNAI1","snail family transcriptional repressor 1 ","protein_coding","1",14413,6,50,"Terminal"
"ENSG00000124813","RUNX2","RUNX family transcription factor 2 ","protein_coding","1",96877,6,50,"Terminal"
"ENSG00000125266","EFNB2","ephrin B2 ","protein_coding","1",163246,6,50,"Terminal"
"ENSG00000125538","IL1B","interleukin 1 beta ","protein_coding","1",12883,6,50,"Terminal"
"ENSG00000125630","POLR1B","RNA polymerase I subunit B ","protein_coding","1",6326,6,50,"Terminal"
"ENSG00000126247","CAPNS1","calpain small subunit 1 ","protein_coding","1",6639,6,50,"Steiner"
"ENSG00000126500","FLRT1","fibronectin leucine rich transmembrane protein 1 ","protein_coding","1",26904,6,50,"Terminal"
"ENSG00000128271","ADORA2A","adenosine A2a receptor ","protein_coding","1",51991,6,50,"Terminal"
"ENSG00000130202","NECTIN2","nectin cell adhesion molecule 2 ","protein_coding","1",50863,6,50,"Terminal"
"ENSG00000130299","GTPBP3","GTP binding protein 3, mitochondrial ","protein_coding","1",6317,6,36,"Steiner"
"ENSG00000130561","SAG","S-antigen visual arrestin ","protein_coding","1",18942,6,50,"Terminal"
"ENSG00000130702","LAMA5","laminin subunit alpha 5 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000131042","LILRB2","leukocyte immunoglobulin like receptor B2 ","protein_coding","1",25487,6,50,"Steiner"
"ENSG00000132622","HSPA12B","heat shock protein family A (Hsp70) member 12B ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000132681","ATP1A4","ATPase Na+/K+ transporting subunit alpha 4 ","protein_coding","1",6302,6,50,"Terminal"
"ENSG00000132716","DCAF8","DDB1 and CUL4 associated factor 8 ","protein_coding","1",607808,6,50,"Terminal"
"ENSG00000132825","PPP1R3D","protein phosphatase 1 regulatory subunit 3D ","protein_coding","1",50479,6,50,"Terminal"
"ENSG00000133110","POSTN","periostin ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000133636","NTS","neurotensin ","protein_coding","1",40951,6,50,"Terminal"
"ENSG00000133678","TMEM254","transmembrane protein 254 ","protein_coding","1",162831,6,50,"Terminal"
"ENSG00000134138","MEIS2","Meis homeobox 2 ","protein_coding","1",88232,6,50,"Terminal"
"ENSG00000134259","NGF","nerve growth factor ","protein_coding","1",61594,6,50,"Terminal"
"ENSG00000134419","RPS15A","ribosomal protein S15a ","protein_coding","1",11039,6,50,"Terminal"
"ENSG00000135940","COX5B","cytochrome c oxidase subunit 5B ","protein_coding","1",14140,6,50,"Steiner"
"ENSG00000136231","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3 ","protein_coding","1",60065,6,50,"Terminal"
"ENSG00000136240","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2 ","protein_coding","1",62795,6,50,"Terminal"
"ENSG00000136810","TXN","thioredoxin ","protein_coding","1",40921,6,50,"Terminal"
"ENSG00000137261","KIAA0319","KIAA0319 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000137462","TLR2","toll like receptor 2 ","protein_coding","1",170334,6,50,"Steiner"
"ENSG00000137486","ARRB1","arrestin beta 1 ","protein_coding","1",56789,6,50,"Steiner"
"ENSG00000137642","SORL1","sortilin related receptor 1 ","protein_coding","1",20458,6,50,"Terminal"
"ENSG00000137673","MMP7","matrix metallopeptidase 7 ","protein_coding","1",19180,6,50,"Terminal"
"ENSG00000137693","YAP1","Yes1 associated transcriptional regulator ","protein_coding","1",21751,6,50,"Steiner"
"ENSG00000137710","RDX","radixin ","protein_coding","1",94996,6,50,"Steiner"
"ENSG00000137731","FXYD2","FXYD domain containing ion transport regulator 2 ","protein_coding","1",73,6,50,"Terminal"
"ENSG00000138190","EXOC6","exocyst complex component 6 ","protein_coding","1",14580,6,50,"Terminal"
"ENSG00000138722","MMRN1","multimerin 1 ","protein_coding","1",22126,6,50,"Terminal"
"ENSG00000138792","ENPEP","glutamyl aminopeptidase ","protein_coding","1",6335,6,50,"Terminal"
"ENSG00000138814","PPP3CA","protein phosphatase 3 catalytic subunit alpha ","protein_coding","1",75512,6,50,"Steiner"
"ENSG00000139329","LUM","lumican ","protein_coding","1",6826,6,50,"Terminal"
"ENSG00000139343","SNRPF","small nuclear ribonucleoprotein polypeptide F ","protein_coding","1",32383,6,50,"Terminal"
"ENSG00000139579","NABP2","nucleic acid binding protein 2 ","protein_coding","1",6360,6,50,"Terminal"
"ENSG00000140332","TLE3","TLE family member 3, transcriptional corepressor ","protein_coding","1",18954,6,50,"Terminal"
"ENSG00000141582","CBX4","chromobox 4 ","protein_coding","1",88952,6,50,"Terminal"
"ENSG00000141646","SMAD4","SMAD family member 4 ","protein_coding","1",29772,6,50,"Steiner"
"ENSG00000142627","EPHA2","EPH receptor A2 ","protein_coding","1",107950,6,50,"Terminal"
"ENSG00000143153","ATP1B1","ATPase Na+/K+ transporting subunit beta 1 ","protein_coding","1",17226,6,50,"Terminal"
"ENSG00000143797","MBOAT2","membrane bound O-acyltransferase domain containing 2 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000144891","AGTR1","angiotensin II receptor type 1 ","protein_coding","1",25260,6,50,"Steiner"
"ENSG00000144935","TRPC1","transient receptor potential cation channel subfamily C member 1 ","protein_coding","1",6576,6,50,"Terminal"
"ENSG00000145365","TIFA","TRAF interacting protein with forkhead associated domain ","protein_coding","1",24490,6,50,"Terminal"
"ENSG00000146963","LUC7L2","LUC7 like 2, pre-mRNA splicing factor ","protein_coding","1",37661,6,50,"Terminal"
"ENSG00000147570","DNAJC5B","DnaJ heat shock protein family (Hsp40) member C5 beta ","protein_coding","1",37952,6,50,"Terminal"
"ENSG00000147614","ATP6V0D2","ATPase H+ transporting V0 subunit d2 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000147679","UTP23","UTP23 small subunit processome component ","protein_coding","1",131848,6,50,"Terminal"
"ENSG00000147894","C9orf72","C9orf72-SMCR8 complex subunit ","protein_coding","1",7005,6,50,"Terminal"
"ENSG00000148082","SHC3","SHC adaptor protein 3 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000148180","GSN","gelsolin ","protein_coding","1",144,6,50,"Terminal"
"ENSG00000148400","NOTCH1","notch receptor 1 ","protein_coding","1",115012,6,50,"Steiner"
"ENSG00000148660","CAMK2G","calcium/calmodulin dependent protein kinase II gamma ","protein_coding","1",6317,6,50,"Steiner"
"ENSG00000149177","PTPRJ","protein tyrosine phosphatase receptor type J ","protein_coding","1",24438,6,50,"Terminal"
"ENSG00000150594","ADRA2A","adrenoceptor alpha 2A ","protein_coding","1",11328,6,50,"Terminal"
"ENSG00000150637","CD226","CD226 molecule ","protein_coding","1",37171,6,50,"Terminal"
"ENSG00000151725","CENPU","centromere protein U ","protein_coding","1",42999,6,50,"Terminal"
"ENSG00000151892","GFRA1","GDNF family receptor alpha 1 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000152284","TCF7L1","transcription factor 7 like 1 ","protein_coding","1",6908,6,50,"Terminal"
"ENSG00000152578","GRIA4","glutamate ionotropic receptor AMPA type subunit 4 ","protein_coding","1",88961,6,50,"Terminal"
"ENSG00000154920","EME1","essential meiotic structure-specific endonuclease 1 ","protein_coding","1",50555,6,50,"Terminal"
"ENSG00000155304","HSPA13","heat shock protein family A (Hsp70) member 13 ","protein_coding","1",75139,6,50,"Terminal"
"ENSG00000155660","PDIA4","protein disulfide isomerase family A member 4 ","protein_coding","1",42577,6,50,"Terminal"
"ENSG00000156802","ATAD2","ATPase family AAA domain containing 2 ","protein_coding","1",25886,6,50,"Terminal"
"ENSG00000157152","SYN2","synapsin II ","protein_coding","1",11064,6,50,"Terminal"
"ENSG00000157456","CCNB2","cyclin B2 ","protein_coding","1",18534,6,50,"Terminal"
"ENSG00000157601","MX1","MX dynamin like GTPase 1 ","protein_coding","1",164,6,50,"Terminal"
"ENSG00000157766","ACAN","aggrecan ","protein_coding","1",12399,6,50,"Terminal"
"ENSG00000157873","TNFRSF14","TNF receptor superfamily member 14 ","protein_coding","1",12760,6,50,"Terminal"
"ENSG00000159461","AMFR","autocrine motility factor receptor ","protein_coding","1",44097,6,50,"Terminal"
"ENSG00000160712","IL6R","interleukin 6 receptor ","protein_coding","1",60904,6,50,"Steiner"
"ENSG00000160789","LMNA","lamin A/C ","protein_coding","1",18948,6,50,"Steiner"
"ENSG00000161634","DCD","dermcidin ","protein_coding","1",19201,6,50,"Terminal"
"ENSG00000161800","RACGAP1","Rac GTPase activating protein 1 ","protein_coding","1",40549,6,50,"Terminal"
"ENSG00000162231","NXF1","nuclear RNA export factor 1 ","protein_coding","1",18958,6,50,"Terminal"
"ENSG00000162572","SCNN1D","sodium channel epithelial 1 subunit delta ","protein_coding","1",6313,6,50,"Terminal"
"ENSG00000162601","MYSM1","Myb like, SWIRM and MPN domains 1 ","protein_coding","1",49485,6,50,"Terminal"
"ENSG00000162607","USP1","ubiquitin specific peptidase 1 ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000162631","NTNG1","netrin G1 ","protein_coding","1",12633,6,50,"Terminal"
"ENSG00000162738","VANGL2","VANGL planar cell polarity protein 2 ","protein_coding","1",18409,6,50,"Terminal"
"ENSG00000163026","WDCP","WD repeat and coiled coil containing ","protein_coding","1",897786,6,50,"Steiner"
"ENSG00000163132","MSX1","msh homeobox 1 ","protein_coding","1",50778,6,50,"Terminal"
"ENSG00000163220","S100A9","S100 calcium binding protein A9 ","protein_coding","1",216290,6,50,"Terminal"
"ENSG00000164056","SPRY1","sprouty RTK signaling antagonist 1 ","protein_coding","1",6317,6,50,"Terminal"
"ENSG00000164362","TERT","telomerase reverse transcriptase ","protein_coding","1",14253,6,50,"Terminal"
"ENSG00000164885","CDK5","cyclin dependent kinase 5 ","protein_coding","1",37750,6,50,"Terminal"
"ENSG00000164944","VIRMA","vir like m6A methyltransferase associated ","protein_coding","1",89148,6,50,"Terminal"
"ENSG00000165029","ABCA1","ATP binding cassette subfamily A member 1 ","protein_coding","1",43234,6,50,"Terminal"
"ENSG00000166257","SCN3B","sodium voltage-gated channel beta subunit 3 ","protein_coding","1",495,6,50,"Terminal"
"ENSG00000166866","MYO1A","myosin IA ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000167461","RAB8A","RAB8A, member RAS oncogene family ","protein_coding","1",45592,6,50,"Steiner"
"ENSG00000167978","SRRM2","serine/arginine repetitive matrix 2 ","protein_coding","1",12551,6,50,"Terminal"
"ENSG00000168899","VAMP5","vesicle associated membrane protein 5 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000169245","CXCL10","C-X-C motif chemokine ligand 10 ","protein_coding","1",9513,6,50,"Terminal"
"ENSG00000169427","KCNK9","potassium two pore domain channel subfamily K member 9 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000169562","GJB1","gap junction protein beta 1 ","protein_coding","1",393,6,50,"Terminal"
"ENSG00000169679","BUB1","BUB1 mitotic checkpoint serine/threonine kinase ","protein_coding","1",25524,6,50,"Terminal"
"ENSG00000170142","UBE2E1","ubiquitin conjugating enzyme E2 E1 ","protein_coding","1",175837,6,50,"Terminal"
"ENSG00000171560","FGA","fibrinogen alpha chain ","protein_coding","1",197531,6,50,"Terminal"
"ENSG00000171873","ADRA1D","adrenoceptor alpha 1D ","protein_coding","1",10310,6,50,"Terminal"
"ENSG00000171916","LGALS9C","galectin 9C ","protein_coding","1",55829,6,50,"Terminal"
"ENSG00000172197","MBOAT1","membrane bound O-acyltransferase domain containing 1 ","protein_coding","1",12560,6,50,"Terminal"
"ENSG00000172315","TP53RK","TP53 regulating kinase ","protein_coding","1",39624,6,50,"Terminal"
"ENSG00000172466","ZNF24","zinc finger protein 24 ","protein_coding","1",50495,6,50,"Terminal"
"ENSG00000173338","KCNK7","potassium two pore domain channel subfamily K member 7 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000174013","FBXO45","F-box protein 45 ","protein_coding","1",6530,6,50,"Terminal"
"ENSG00000175166","PSMD2","proteasome 26S subunit ubiquitin receptor, non-ATPase 2 ","protein_coding","1",43796,6,50,"Terminal"
"ENSG00000175216","CKAP5","cytoskeleton associated protein 5 ","protein_coding","1",3,6,50,"Terminal"
"ENSG00000175793","SFN","stratifin ","protein_coding","1",25246,6,50,"Terminal"
"ENSG00000175899","A2M","alpha-2-macroglobulin ","protein_coding","1",122621,6,50,"Steiner"
"ENSG00000177098","SCN4B","sodium voltage-gated channel beta subunit 4 ","protein_coding","1",355,6,50,"Terminal"
"ENSG00000177455","CD19","CD19 molecule ","protein_coding","1",18945,6,50,"Terminal"
"ENSG00000177469","CAVIN1","caveolae associated protein 1 ","protein_coding","1",52552,6,50,"Terminal"
"ENSG00000179331","RAB39A","RAB39A, member RAS oncogene family ","protein_coding","1",137595,6,50,"Terminal"
"ENSG00000179532","DNHD1","dynein heavy chain domain 1 ","protein_coding","1",12656,6,50,"Terminal"
"ENSG00000179562","GCC1","GRIP and coiled-coil domain containing 1 ","protein_coding","1",311,6,50,"Terminal"
"ENSG00000179761","PIPOX","pipecolic acid and sarcosine oxidase ","protein_coding","1",50646,6,50,"Terminal"
"ENSG00000179934","CCR8","C-C motif chemokine receptor 8 ","protein_coding","1",41530,6,50,"Terminal"
"ENSG00000180198","RCC1","regulator of chromosome condensation 1 ","protein_coding","1",15362,6,50,"Terminal"
"ENSG00000180209","MYL11","myosin light chain 11 ","protein_coding","1",5,6,50,"Terminal"
"ENSG00000181104","F2R","coagulation factor II thrombin receptor ","protein_coding","1",29522,6,50,"Terminal"
"ENSG00000181218","H2AC25","H2A clustered histone 25 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000182004","SNRPE","small nuclear ribonucleoprotein polypeptide E ","protein_coding","1",12666,6,50,"Terminal"
"ENSG00000182492","BGN","biglycan ","protein_coding","1",11371,6,50,"Terminal"
"ENSG00000182585","EPGN","epithelial mitogen ","protein_coding","1",5518,6,50,"Terminal"
"ENSG00000182985","CADM1","cell adhesion molecule 1 ","protein_coding","1",34560,6,50,"Terminal"
"ENSG00000183287","CCBE1","collagen and calcium binding EGF domains 1 ","protein_coding","1",16,6,50,"Terminal"
"ENSG00000183317","EPHA10","EPH receptor A10 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000183454","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A ","protein_coding","1",13504,6,49,"Steiner"
"ENSG00000184009","ACTG1","actin gamma 1 ","protein_coding","1",562917,6,50,"Terminal"
"ENSG00000184840","TMED9","transmembrane p24 trafficking protein 9 ","protein_coding","1",11422,6,50,"Terminal"
"ENSG00000185499","MUC1","mucin 1, cell surface associated ","protein_coding","1",6314,6,50,"Terminal"
"ENSG00000185633","NDUFA4L2","NDUFA4 mitochondrial complex associated like 2 ","protein_coding","1",123,6,50,"Terminal"
"ENSG00000186439","TRDN","triadin ","protein_coding","1",37895,6,50,"Terminal"
"ENSG00000186810","CXCR3","C-X-C motif chemokine receptor 3 ","protein_coding","1",10,6,50,"Terminal"
"ENSG00000187554","TLR5","toll like receptor 5 ","protein_coding","1",18947,6,50,"Terminal"
"ENSG00000188517","COL25A1","collagen type XXV alpha 1 chain ","protein_coding","1",6320,6,50,"Terminal"
"ENSG00000196074","SYCP2","synaptonemal complex protein 2 ","protein_coding","1",192455,6,50,"Terminal"
"ENSG00000196235","SUPT5H","SPT5 homolog, DSIF elongation factor subunit ","protein_coding","1",143853,6,50,"Steiner"
"ENSG00000196735","HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1 ","protein_coding","1",88,6,50,"Terminal"
"ENSG00000196924","FLNA","filamin A ","protein_coding","1",43092,6,50,"Steiner"
"ENSG00000197959","DNM3","dynamin 3 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000198121","LPAR1","lysophosphatidic acid receptor 1 ","protein_coding","1",6317,6,50,"Terminal"
"ENSG00000198668","CALM1","calmodulin 1 ","protein_coding","1",119256,6,8,"Steiner"
"ENSG00000198727","MT-CYB","mitochondrially encoded cytochrome b ","protein_coding","1",37875,6,50,"Terminal"
"ENSG00000198886","MT-ND4","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 ","protein_coding","1",56154,6,50,"Terminal"
"ENSG00000198901","PRC1","protein regulator of cytokinesis 1 ","protein_coding","1",38477,6,50,"Terminal"
"ENSG00000204427","ABHD16A","abhydrolase domain containing 16A, phospholipase ","protein_coding","1",12398,6,50,"Terminal"
"ENSG00000204628","RACK1","receptor for activated C kinase 1 ","protein_coding","1",29313,6,38,"Steiner"
"ENSG00000204967","PCDHA4","protocadherin alpha 4 ","protein_coding","1",44166,6,50,"Terminal"
"ENSG00000213281","NRAS","NRAS proto-oncogene, GTPase ","protein_coding","1",6317,6,50,"Terminal"
"ENSG00000215021","PHB2","prohibitin 2 ","protein_coding","1",13621,6,50,"Steiner"
"ENSG00000221829","FANCG","FA complementation group G ","protein_coding","1",9654,6,50,"Terminal"
