"","GAMuT_20095","GAMuT_20104","GAMuT_20800","GAMuT_OV0711","GAMuT_1000"
"ENSG00000130856",361,1948,267,1238,771
"ENSG00000130881",20,861,40,150,156
"ENSG00000130921",173,490,183,260,202
"ENSG00000130935",1047,1220,1014,1913,2286
"ENSG00000130939",684,3066,735,2146,2404
"ENSG00000130940",199,2332,172,1057,1665
"ENSG00000130956",70,285,93,139,185
"ENSG00000130958",1204,1605,768,1931,1118
"ENSG00000130962",766,727,398,897,324
"ENSG00000130985",2149,10822,1842,4786,4419
"ENSG00000130988",1,293,4,39,48
"ENSG00000130997",30,88,29,42,69
"ENSG00000131013",608,1540,869,1486,1548
"ENSG00000131016",233,220,572,2322,592
"ENSG00000131018",609,473,1224,2141,1382
"ENSG00000131019",10,76,18,114,51
"ENSG00000131023",786,2577,966,2706,2271
"ENSG00000131037",66,265,222,429,4530
"ENSG00000131043",270,1111,325,835,1334
"ENSG00000131051",5407,10116,5992,11419,9434
"ENSG00000131061",16,182,28,78,153
"ENSG00000131067",8,235,6,281,1196
"ENSG00000131069",1523,7485,290,3449,1259
"ENSG00000131080",26,22,20,105,55
"ENSG00000131089",453,470,358,782,730
"ENSG00000131100",928,1302,1120,1774,1259
"ENSG00000131115",349,899,553,775,1450
"ENSG00000131116",39,544,61,173,510
"ENSG00000131127",78,1940,51,1542,1111
"ENSG00000131143",2132,4779,1863,4972,4623
"ENSG00000131148",162,650,196,417,524
"ENSG00000131149",725,1422,902,1532,1858
"ENSG00000131153",154,284,357,168,149
"ENSG00000131165",396,1631,465,1532,2275
"ENSG00000131171",2462,2410,672,2729,3123
"ENSG00000131174",2731,3143,1160,2152,1064
"ENSG00000131196",9,131,33,46,41
"ENSG00000131236",3505,12616,4904,8187,5859
"ENSG00000131238",764,3287,2109,1653,2375
"ENSG00000131242",559,4142,608,1575,2796
"ENSG00000131263",3345,5572,2485,5111,2217
"ENSG00000131269",1235,1535,477,1368,602
"ENSG00000131323",281,2343,312,724,616
"ENSG00000131351",57,284,111,160,123
"ENSG00000131368",537,3071,555,1787,980
"ENSG00000131370",158,323,137,360,294
"ENSG00000131373",309,1271,294,831,415
"ENSG00000131374",994,3452,1484,3490,3082
"ENSG00000131375",1069,3189,1230,2799,1311
"ENSG00000131378",101,191,116,502,747
"ENSG00000131381",409,1331,492,999,1143
"ENSG00000131386",0,19,10,13,172
"ENSG00000131389",257,1236,561,1188,1500
"ENSG00000131401",9,65,9,32,30
"ENSG00000131408",117,1359,240,885,2379
"ENSG00000131435",2,160,4,67,97
"ENSG00000131437",283,1005,438,650,427
"ENSG00000131446",470,3578,544,1573,2662
"ENSG00000131459",17,48,29,43,22
"ENSG00000131462",72,517,122,283,563
"ENSG00000131467",535,1880,744,1799,3036
"ENSG00000131469",5687,7674,5158,9098,11718
"ENSG00000131470",31,82,75,50,132
"ENSG00000131471",15,31,59,43,108
"ENSG00000131473",1137,4446,1960,3141,7876
"ENSG00000131475",525,885,700,1364,2136
"ENSG00000131495",518,1363,272,793,896
"ENSG00000131503",232,274,111,340,224
"ENSG00000131504",2500,7822,2738,5982,7178
"ENSG00000131507",1187,3088,1140,3127,2084
"ENSG00000131508",996,3678,731,1457,1414
"ENSG00000131558",2473,5426,2946,4666,2889
"ENSG00000131584",86,358,142,346,1065
"ENSG00000131591",18,550,26,126,265
"ENSG00000131620",294,812,722,983,2803
"ENSG00000131626",726,3635,752,2337,2243
"ENSG00000131634",17,96,15,79,180
"ENSG00000131652",69,437,122,334,365
"ENSG00000131653",336,2225,595,1580,2069
"ENSG00000131669",98,957,178,320,137
"ENSG00000131697",69,570,98,275,380
"ENSG00000131711",384,629,558,1034,693
"ENSG00000131724",3458,5969,1952,4991,1584
"ENSG00000131725",546,937,370,1304,587
"ENSG00000131730",2,10,5,41,27
"ENSG00000131732",336,821,371,492,452
"ENSG00000131746",56,21,301,835,43
"ENSG00000131747",6214,31579,5966,3224,8330
"ENSG00000131748",63,37659,107,358,2064
"ENSG00000131759",64,18662,94,447,1368
"ENSG00000131771",1754,235638,1635,6293,798
"ENSG00000131773",2,271,9,114,59
"ENSG00000131778",1080,3368,948,2992,1078
"ENSG00000131779",233,569,318,838,736
"ENSG00000131781",2467,1054,518,9928,886
"ENSG00000131788",72,412,190,549,1072
"ENSG00000131791",966,2473,546,3642,1717
"ENSG00000131797",117,655,128,442,969
"ENSG00000131828",1585,4623,878,1976,1449
"ENSG00000131831",3,644,1,288,38
"ENSG00000131844",1436,3579,966,2735,2059
"ENSG00000131845",26,894,27,488,1024
"ENSG00000131848",57,240,65,156,295
"ENSG00000131849",18,290,21,89,852
"ENSG00000131871",571,1615,498,1428,990
"ENSG00000131873",410,1365,603,1243,805
"ENSG00000131876",300,615,320,562,520
"ENSG00000131899",69,1373,169,505,376
"ENSG00000131910",3,250,0,614,539
"ENSG00000131931",253,735,372,332,386
"ENSG00000131941",365,2890,877,1840,10134
"ENSG00000131943",77,573,109,341,541
"ENSG00000131944",14,153,24,38,52
"ENSG00000131966",641,1683,684,1453,935
"ENSG00000131979",321,998,196,698,309
"ENSG00000131981",8068,14269,6361,18329,6194
"ENSG00000132002",658,5172,1587,2280,1447
"ENSG00000132003",11,340,44,119,171
"ENSG00000132004",39,271,36,126,242
"ENSG00000132005",9,431,39,141,341
"ENSG00000132016",7,54,23,60,24
"ENSG00000132017",37,672,66,270,314
"ENSG00000132024",104,1374,115,741,559
"ENSG00000132031",5,13,5,19,31
"ENSG00000132109",352,2418,373,865,682
"ENSG00000132122",212,488,358,840,705
"ENSG00000132128",422,3597,605,1497,1637
"ENSG00000132141",45,30,24,93,55
"ENSG00000132153",286,3260,465,1355,1981
"ENSG00000132155",637,3639,964,2304,2719
"ENSG00000132170",587,2488,1007,3918,4879
"ENSG00000132182",372,6200,660,139,1080
"ENSG00000132196",95,306,116,124,349
"ENSG00000132199",783,1072,599,2505,3664
"ENSG00000132205",77,2786,223,112,323
"ENSG00000132254",535,2412,556,1080,1625
"ENSG00000132256",405,2323,354,1165,782
"ENSG00000132274",545,1745,739,2421,373
"ENSG00000132275",266,1191,318,694,954
"ENSG00000132286",425,1611,424,845,964
"ENSG00000132294",2313,8327,2792,4536,7692
"ENSG00000132300",2244,4694,3321,4230,2867
"ENSG00000132305",1362,5440,2180,2958,2527
"ENSG00000132313",858,1831,929,1676,1171
"ENSG00000132323",193,976,357,476,640
"ENSG00000132326",275,821,527,740,1168
"ENSG00000132329",82,2620,6,591,110
"ENSG00000132330",20,271,44,117,95
"ENSG00000132334",484,454,1016,1066,313
"ENSG00000132341",3682,9056,3238,4807,2220
"ENSG00000132356",3545,4914,2491,6837,4226
"ENSG00000132357",255,976,382,1148,1267
"ENSG00000132359",468,1436,1160,1805,1001
"ENSG00000132361",342,6493,414,1680,2303
"ENSG00000132376",161,784,210,674,601
"ENSG00000132382",188,4445,155,991,1110
"ENSG00000132383",724,3251,997,1649,1205
"ENSG00000132386",59,208,286,380,294
"ENSG00000132388",604,2476,732,1602,711
"ENSG00000132394",71,383,89,248,351
"ENSG00000132405",706,4300,1193,2277,2130
"ENSG00000132406",142,408,158,519,424
"ENSG00000132423",85,376,76,199,114
"ENSG00000132424",3525,7387,3130,5998,6689
"ENSG00000132432",775,1396,776,1388,1216
"ENSG00000132434",351,1048,434,1181,772
"ENSG00000132436",557,1626,742,1310,855
"ENSG00000132437",980,4483,84,2603,1644
"ENSG00000132463",2043,7500,2043,3981,3132
"ENSG00000132465",2,18,2,84,150
"ENSG00000132466",2866,13776,4026,8647,8020
"ENSG00000132467",307,894,373,652,519
"ENSG00000132470",663,5928,2188,9400,23478
"ENSG00000132471",164,661,325,726,2639
"ENSG00000132475",2889,5517,5758,11332,13766
"ENSG00000132478",157,601,195,605,1264
"ENSG00000132481",44,228,141,335,644
"ENSG00000132485",2677,3822,1782,4626,3159
"ENSG00000132507",786,8658,1166,2473,2577
"ENSG00000132510",134,1759,115,682,626
"ENSG00000132530",474,6742,263,1377,374
"ENSG00000132535",10,40,25,83,184
"ENSG00000132541",474,530,470,620,596
"ENSG00000132549",3492,6850,3711,7261,7680
"ENSG00000132554",30,4,1,124,56
"ENSG00000132561",1632,680,824,4070,5969
"ENSG00000132570",288,518,297,580,298
"ENSG00000132581",234,1120,452,739,2513
"ENSG00000132589",216,3035,526,1264,3642
"ENSG00000132591",159,1217,213,598,2175
"ENSG00000132600",186,581,196,667,612
"ENSG00000132603",323,752,483,939,694
"ENSG00000132604",223,394,306,490,474
"ENSG00000132612",159,642,216,630,571
"ENSG00000132613",54,98,206,184,397
"ENSG00000132623",321,1202,522,657,485
"ENSG00000132635",24,382,20,334,543
"ENSG00000132639",3,4,3,34,19
"ENSG00000132640",1112,2813,1199,2795,3145
"ENSG00000132646",1104,3763,1878,2137,1560
"ENSG00000132661",68,474,125,188,273
"ENSG00000132664",106,395,152,282,213
"ENSG00000132669",749,2339,888,3072,2317
"ENSG00000132670",694,2435,973,2183,2379
"ENSG00000132676",1054,3937,1309,2329,2200
"ENSG00000132680",818,2443,761,1974,1804
"ENSG00000132688",58,236,267,170,178
"ENSG00000132694",405,3512,524,1985,2078
"ENSG00000132698",802,4395,1236,2570,3901
"ENSG00000132716",426,1504,542,1653,1483
"ENSG00000132718",51,159,47,142,179
"ENSG00000132740",66,546,94,359,488
"ENSG00000132744",93,566,27,281,180
"ENSG00000132749",55,256,65,130,88
"ENSG00000132763",140,681,253,432,399
"ENSG00000132768",117,1441,197,534,703
"ENSG00000132773",128,727,202,472,393
"ENSG00000132780",662,3416,1360,1464,1529
"ENSG00000132781",81,423,131,396,538
"ENSG00000132792",232,1166,393,905,1116
"ENSG00000132793",126,866,102,679,639
"ENSG00000132801",40,163,69,189,220
"ENSG00000132819",36,1166,176,225,265
"ENSG00000132821",0,5,0,189,160
"ENSG00000132823",419,1242,460,768,703
"ENSG00000132824",2146,5286,3042,5472,5617
"ENSG00000132825",143,623,173,216,300
"ENSG00000132837",15,24,11,35,18
"ENSG00000132840",2,6,1,23,15
"ENSG00000132842",2567,4436,1805,3552,2755
"ENSG00000132846",62,734,43,207,349
"ENSG00000132849",4566,11994,4348,10611,7803
"ENSG00000132879",10,202,47,175,123
"ENSG00000132881",19,126,26,61,85
"ENSG00000132906",101,491,128,317,541
"ENSG00000132912",2774,3406,1837,4315,2271
"ENSG00000132932",23,16,15,72,380
"ENSG00000132950",603,505,276,892,707
"ENSG00000132952",948,909,651,1448,1142
"ENSG00000132953",3143,5609,1629,3959,2689
"ENSG00000132963",1818,2546,962,1590,1244
"ENSG00000132964",958,1627,557,959,815
"ENSG00000132965",60,180,41,571,25
"ENSG00000132970",36,14,11,83,150
"ENSG00000133019",164,2873,1410,13,135
"ENSG00000133026",596,2860,425,1256,2639
"ENSG00000133027",49,584,62,229,149
"ENSG00000133028",686,3346,620,1793,996
"ENSG00000133030",1286,5266,1647,4486,4737
"ENSG00000133056",585,3649,910,2488,2848
"ENSG00000133059",281,912,340,792,861
"ENSG00000133065",91,667,303,292,750
"ENSG00000133083",10,58,33,101,59
"ENSG00000133103",1597,1133,821,1688,1692
"ENSG00000133104",277,110,115,775,2408
"ENSG00000133106",735,4951,127,989,182
"ENSG00000133107",4,18,18,52,36
"ENSG00000133110",53,1559,1379,78,185
"ENSG00000133111",147,101,104,127,77
"ENSG00000133112",48389,53507,30725,63379,53453
"ENSG00000133114",1222,785,607,1281,1151
"ENSG00000133119",652,1130,499,618,683
"ENSG00000133121",504,507,376,561,851
"ENSG00000133131",1467,2725,760,1320,393
"ENSG00000133134",0,24,0,10,165
"ENSG00000133135",2137,3839,1056,6258,2936
"ENSG00000133138",1349,1180,724,2366,882
"ENSG00000133142",254,404,304,609,491
"ENSG00000133193",357,765,420,908,1894
"ENSG00000133195",570,772,615,3132,4082
"ENSG00000133216",289,4361,977,1079,91
"ENSG00000133226",1243,3619,1242,2958,2615
"ENSG00000133243",264,2412,328,1188,1701
"ENSG00000133247",12,278,40,134,245
"ENSG00000133250",8,87,7,54,73
"ENSG00000133265",73,1045,103,362,1546
"ENSG00000133275",93,1690,196,489,772
"ENSG00000133302",417,942,391,682,396
"ENSG00000133313",1325,14176,1537,8269,2153
"ENSG00000133315",205,360,147,334,523
"ENSG00000133316",181,1280,239,637,864
"ENSG00000133318",1270,4466,1717,2944,2940
"ENSG00000133321",296,2758,180,761,94
"ENSG00000133328",26,570,8,85,13
"ENSG00000133392",181,184,159,1036,1290
"ENSG00000133393",553,685,873,1163,749
"ENSG00000133398",179,958,167,476,291
"ENSG00000133401",38,49,10,310,471
"ENSG00000133422",324,1413,528,947,1938
"ENSG00000133424",307,1320,388,1137,1663
"ENSG00000133460",51,71,67,207,146
"ENSG00000133466",35,280,130,119,54
"ENSG00000133477",405,2356,887,878,17
"ENSG00000133519",12,15,35,61,21
"ENSG00000133561",29,222,82,160,151
"ENSG00000133574",59,179,123,116,113
"ENSG00000133597",204,725,307,605,406
"ENSG00000133606",2448,5283,2450,4646,2333
"ENSG00000133612",226,1175,438,755,485
"ENSG00000133619",4,297,3,20,82
"ENSG00000133624",183,579,201,537,282
"ENSG00000133627",55,135,66,139,76
"ENSG00000133639",1598,3608,2371,4196,3178
"ENSG00000133641",782,1147,467,1049,287
"ENSG00000133657",4217,10029,4099,10803,5662
"ENSG00000133678",212,367,167,754,424
"ENSG00000133687",74,213,96,612,287
"ENSG00000133703",1482,3680,920,3758,1712
"ENSG00000133704",2112,3780,1309,4227,1652
"ENSG00000133706",3707,9871,2681,6587,3608
"ENSG00000133710",178,504,241,1092,447
"ENSG00000133731",1066,2401,466,2128,820
"ENSG00000133739",843,713,869,1165,1187
"ENSG00000133740",196,944,270,358,403
"ENSG00000133773",630,698,441,584,341
"ENSG00000133789",622,3167,1366,1397,1170
"ENSG00000133794",165,212,125,403,416
"ENSG00000133800",96,42,148,330,308
"ENSG00000133805",124,542,371,444,142
"ENSG00000133808",50,265,35,179,126
"ENSG00000133812",1528,6233,1627,4322,4291
"ENSG00000133816",984,6679,1517,3292,2088
"ENSG00000133818",148,1392,314,530,823
"ENSG00000133835",2753,9020,1066,5696,3284
"ENSG00000133858",3151,5454,1657,4470,2660
"ENSG00000133863",71,1,0,508,190
"ENSG00000133872",2448,3491,4015,5238,8628
"ENSG00000133874",7,73,50,70,127
"ENSG00000133884",144,1171,245,576,982
"ENSG00000133895",43,835,131,266,1000
"ENSG00000133935",196,1259,334,600,1325
"ENSG00000133943",389,1602,579,1367,2937
"ENSG00000133961",834,3929,1079,2948,3459
"ENSG00000133962",328,238,1203,228,727
"ENSG00000133983",66,130,43,180,112
"ENSG00000133985",63,178,183,230,352
"ENSG00000133997",240,714,333,658,700
"ENSG00000134001",1305,3762,1410,2208,1933
"ENSG00000134007",22,88,11,55,94
"ENSG00000134013",78,306,217,147,188
"ENSG00000134014",781,840,1003,1323,1662
"ENSG00000134030",111,496,86,434,910
"ENSG00000134042",20,68,28,29,12
"ENSG00000134046",916,2464,503,1885,991
"ENSG00000134049",599,1155,252,1074,384
"ENSG00000134056",510,512,267,502,248
"ENSG00000134057",2218,6734,1116,872,1045
"ENSG00000134058",752,828,402,735,316
"ENSG00000134061",44,90,112,84,23
"ENSG00000134070",77,227,93,451,190
"ENSG00000134072",28,525,56,134,137
"ENSG00000134077",680,1466,853,1368,777
"ENSG00000134086",535,1933,712,1414,1385
"ENSG00000134107",313,7905,762,3252,2697
"ENSG00000134108",1028,3288,1111,2533,1568
"ENSG00000134109",1264,3266,1166,2837,3016
"ENSG00000134121",170,8,0,566,142
"ENSG00000134138",148,546,497,1369,6823
"ENSG00000134146",408,608,343,1137,672
"ENSG00000134152",441,988,501,1479,635
"ENSG00000134153",300,828,433,725,897
"ENSG00000134186",695,1768,943,1637,1477
"ENSG00000134193",31336,2003,10083,184766,41536
"ENSG00000134198",58,22,26,77,26
"ENSG00000134202",148,3329,10,1530,1480
"ENSG00000134215",45,5348,86,208,165
"ENSG00000134222",67,504,92,115,200
"ENSG00000134240",366,3944,20,1918,2322
"ENSG00000134242",141,138,111,226,61
"ENSG00000134243",2265,9711,2990,4983,7908
"ENSG00000134245",114,71,24,660,641
"ENSG00000134247",1178,7520,1389,3594,2287
"ENSG00000134248",464,1519,625,950,839
"ENSG00000134250",1311,7617,1582,5306,6311
"ENSG00000134253",27,276,38,159,210
"ENSG00000134255",1101,1692,1202,2619,1720
"ENSG00000134256",30,156,21,28,19
"ENSG00000134258",12,136,437,10,190
"ENSG00000134262",288,746,427,930,598
"ENSG00000134265",862,5154,780,2675,938
"ENSG00000134278",622,777,288,1203,140
"ENSG00000134283",1205,2261,829,2065,1029
"ENSG00000134285",77,252,112,207,396
"ENSG00000134287",1233,5373,1063,2228,2092
"ENSG00000134291",2820,4617,2464,2965,899
"ENSG00000134294",5038,5890,7612,9198,7629
"ENSG00000134297",46,202,4,105,33
"ENSG00000134308",1786,8246,3559,3607,3370
"ENSG00000134313",2411,3467,3967,6053,5808
"ENSG00000134317",151,1407,773,676,620
"ENSG00000134318",4830,8200,5445,10287,5250
"ENSG00000134321",84,2591,39,94,65
"ENSG00000134323",71,55,34,134,143
"ENSG00000134324",462,2372,719,1987,788
"ENSG00000134326",86,2346,57,118,82
"ENSG00000134330",308,1078,654,766,510
"ENSG00000134333",5972,46895,6185,14458,6102
"ENSG00000134352",4306,4671,3466,7911,5847
"ENSG00000134363",17,2,4,67,32
"ENSG00000134369",75,1525,309,1063,1301
"ENSG00000134371",951,2725,1202,2467,2094
"ENSG00000134375",540,1897,628,1052,974
"ENSG00000134398",641,1792,675,3231,4554
"ENSG00000134419",1175,1287,1071,1479,1323
"ENSG00000134440",3803,9409,1783,7359,3653
"ENSG00000134444",1379,6615,783,4455,2291
"ENSG00000134452",747,5045,699,1916,1950
"ENSG00000134453",1211,3474,1005,1645,1421
"ENSG00000134461",52,396,64,149,64
"ENSG00000134470",83,899,183,220,291
"ENSG00000134480",1067,1666,753,1533,1107
"ENSG00000134490",103,291,55,319,452
"ENSG00000134504",73,574,55,436,947
"ENSG00000134508",191,960,209,704,565
"ENSG00000134516",90,507,217,301,227
"ENSG00000134531",930,2144,480,2096,514
"ENSG00000134532",12,14,23,52,53
"ENSG00000134533",17,32,3,140,349
"ENSG00000134539",6,30,11,26,13
"ENSG00000134569",174,3316,34,1399,700
"ENSG00000134574",225,301,528,1162,421
"ENSG00000134575",93,1516,231,549,1441
"ENSG00000134590",13,377,31,184,336
"ENSG00000134597",362,444,232,404,235
"ENSG00000134602",1540,2495,732,1983,477
"ENSG00000134627",523,936,559,936,946
"ENSG00000134644",1907,7983,2731,5818,6766
"ENSG00000134684",672,2603,869,1142,2385
"ENSG00000134686",396,2732,806,1620,1521
"ENSG00000134690",286,1708,271,381,649
"ENSG00000134697",1340,3023,1312,2064,1848
"ENSG00000134698",736,2014,689,3025,1533
"ENSG00000134709",1502,5360,2289,3700,3384
"ENSG00000134716",433,2629,354,898,434
"ENSG00000134717",337,976,576,1027,815
"ENSG00000134744",671,2155,912,2298,2346
"ENSG00000134748",600,1397,807,1176,1236
"ENSG00000134755",3891,14917,2110,10181,3774
"ENSG00000134758",550,1239,278,1145,622
"ENSG00000134759",1650,3269,907,3425,1696
"ENSG00000134762",51,116,29,85,17
"ENSG00000134769",17,309,17,79,47
"ENSG00000134775",6,517,1,107,36
"ENSG00000134779",443,2258,384,1395,1037
"ENSG00000134780",70,400,45,125,133
"ENSG00000134802",37,157,58,117,232
"ENSG00000134809",146,770,157,333,311
"ENSG00000134815",54,1305,117,351,987
"ENSG00000134817",30,141,208,60,53
"ENSG00000134824",120,118,40,144,609
"ENSG00000134825",682,1474,664,1294,1549
"ENSG00000134827",390,936,2985,1970,381
"ENSG00000134851",984,4035,1426,3113,3431
"ENSG00000134852",1664,4542,2398,4747,3474
"ENSG00000134853",422,50,35,1422,1119
"ENSG00000134864",111,168,52,174,245
"ENSG00000134871",1019,7779,2635,2925,7497
"ENSG00000134873",1,0,6,59,1165
"ENSG00000134874",80,43,27,239,489
"ENSG00000134882",1231,2640,699,1592,2375
"ENSG00000134884",3435,3176,1648,4131,4045
"ENSG00000134897",346,288,221,508,518
"ENSG00000134899",575,597,343,895,898
"ENSG00000134900",3374,3686,2771,4462,3636
"ENSG00000134901",52,43,75,123,233
"ENSG00000134905",574,1681,511,1205,1124
"ENSG00000134909",4061,7195,4267,8498,4783
"ENSG00000134910",2430,6969,2559,4586,8075
"ENSG00000134954",526,1426,1297,1255,1430
"ENSG00000134955",34,314,74,115,79
"ENSG00000134970",3558,5461,2112,6020,3426
"ENSG00000134982",2624,6102,1615,4709,2391
"ENSG00000134986",269,861,227,625,384
"ENSG00000134987",3208,3565,2031,4360,2080
"ENSG00000134996",1076,1535,898,1357,672
"ENSG00000135002",975,3058,810,2017,504
"ENSG00000135018",4145,8564,3751,5655,2818
"ENSG00000135040",1259,2019,950,1380,731
"ENSG00000135045",135,785,139,168,75
"ENSG00000135046",428,804,7900,5886,2967
"ENSG00000135047",288,1558,794,559,472
"ENSG00000135048",7048,7702,12530,14322,6900
"ENSG00000135049",1552,2563,1619,1420,654
"ENSG00000135052",3100,15152,10567,16009,20332
"ENSG00000135063",42,16,14,75,78
"ENSG00000135069",322,938,224,151,162
"ENSG00000135070",482,774,502,605,246
"ENSG00000135074",55,206,127,139,162
"ENSG00000135077",68,216,138,120,39
"ENSG00000135083",10,41,169,113,70
"ENSG00000135090",1998,3534,1745,3948,1975
"ENSG00000135093",438,580,231,776,275
"ENSG00000135100",92,1016,92,296,429
"ENSG00000135108",1397,2732,1305,3274,1637
"ENSG00000135111",413,2882,260,1640,299
"ENSG00000135114",34,1612,50,301,334
"ENSG00000135119",13,321,26,51,104
"ENSG00000135124",583,1429,387,899,883
"ENSG00000135127",91,583,170,498,284
"ENSG00000135144",10,10,4,50,76
"ENSG00000135148",490,1554,425,1053,678
"ENSG00000135164",1666,3497,1815,3475,1943
"ENSG00000135185",326,745,338,913,421
"ENSG00000135205",111,207,244,274,125
"ENSG00000135211",298,514,291,413,219
"ENSG00000135218",115,399,456,138,299
"ENSG00000135220",30,4703,2,3942,3276
"ENSG00000135241",845,1859,975,2340,820
"ENSG00000135245",142,2273,135,240,87
"ENSG00000135249",746,1028,587,1279,340
"ENSG00000135250",699,1996,793,2045,755
"ENSG00000135253",3,45,13,54,62
"ENSG00000135269",1584,2764,2559,5321,3390
"ENSG00000135272",96,288,121,367,322
"ENSG00000135297",372,1083,316,870,1172
"ENSG00000135299",48,89,17,264,421
"ENSG00000135314",0,11,3,16,207
