"","GAMuT_23091","GAMuT_32035","GAMuT_32810","GAMuT_41361","GAMuT_41828","GAMuT_49009","GAMuT_51027","GAMuT_51052","GAMuT_51056","GAMuT_70066","GAMuT_IC294"
"ENSG00000104825",183,127,156,142,215,169,142,119,71,100,72
"ENSG00000104835",60,57,62,36,53,50,62,69,74,77,61
"ENSG00000104852",1275,1491,1598,1887,1196,1472,1408,2306,1284,2114,1636
"ENSG00000104853",1195,724,1230,751,1441,680,898,890,629,893,598
"ENSG00000104856",214,176,212,158,193,162,181,98,116,105,160
"ENSG00000104859",252,449,435,604,284,507,408,641,380,440,482
"ENSG00000104866",538,344,459,353,380,697,528,377,255,322,166
"ENSG00000104870",2614,2110,3372,2169,2103,2322,2656,1547,1192,1752,1319
"ENSG00000104872",1043,521,694,564,761,640,740,561,391,519,492
"ENSG00000104880",66,54,87,45,79,37,67,41,35,47,30
"ENSG00000104881",136,257,277,269,162,387,415,226,231,188,200
"ENSG00000104883",111,35,54,29,55,58,53,30,17,26,29
"ENSG00000104884",263,229,276,185,167,181,355,202,231,373,289
"ENSG00000104885",318,273,391,528,303,631,460,354,366,477,496
"ENSG00000104886",1259,405,725,392,891,692,668,467,223,488,328
"ENSG00000104889",197,111,111,106,117,118,210,79,55,170,103
"ENSG00000104894",11,47,63,29,38,26,49,15,21,54,26
"ENSG00000104897",201,167,193,215,134,277,316,151,123,204,160
"ENSG00000104904",5387,2745,3331,2336,4684,2559,3939,2003,1487,2780,1795
"ENSG00000104907",279,270,274,216,272,253,283,343,274,267,353
"ENSG00000104915",564,380,470,335,496,312,438,373,259,303,283
"ENSG00000104936",94,153,391,233,107,325,199,198,200,300,150
"ENSG00000104946",250,430,456,525,418,377,292,581,382,538,383
"ENSG00000104953",66,51,37,16,15,62,57,101,58,22,68
"ENSG00000104957",392,379,413,366,337,399,383,411,395,365,413
"ENSG00000104960",719,611,903,746,853,635,887,740,506,984,609
"ENSG00000104964",2965,2346,3593,1951,3080,1732,2178,2545,1369,2437,1903
"ENSG00000104969",646,313,456,273,462,351,570,284,267,333,218
"ENSG00000104973",207,350,459,294,269,303,351,309,304,485,361
"ENSG00000104976",134,58,61,67,97,70,107,78,49,80,59
"ENSG00000104979",691,312,520,287,710,287,432,314,303,485,270
"ENSG00000104980",357,263,318,257,313,272,348,212,245,367,281
"ENSG00000104983",113,71,80,85,85,111,110,104,72,90,89
"ENSG00000104998",59,144,56,85,58,47,112,73,34,98,59
"ENSG00000105011",123,62,54,52,79,85,152,36,34,140,100
"ENSG00000105053",641,810,1266,880,997,663,697,1055,692,783,754
"ENSG00000105058",1822,1068,1615,1130,2006,1006,1452,1021,733,1169,842
"ENSG00000105063",813,851,1149,808,963,820,1163,920,795,621,791
"ENSG00000105072",191,234,214,154,241,149,148,185,266,220,244
"ENSG00000105085",117,112,146,132,124,86,128,136,105,128,144
"ENSG00000105122",7,28,38,45,34,44,71,15,19,21,51
"ENSG00000105127",646,629,866,616,662,602,699,748,562,670,716
"ENSG00000105135",1692,683,930,425,833,785,1009,723,411,681,591
"ENSG00000105136",169,247,290,321,192,215,205,264,242,422,312
"ENSG00000105137",90,103,104,57,43,50,273,9,84,215,88
"ENSG00000105171",636,381,575,392,803,308,428,468,271,425,355
"ENSG00000105173",55,31,55,16,29,32,66,13,50,53,65
"ENSG00000105176",2499,2064,2449,1962,3173,1493,1588,2538,1919,2450,2539
"ENSG00000105185",664,431,482,474,687,343,542,482,447,672,567
"ENSG00000105186",1282,619,839,1010,1357,446,854,966,426,1065,845
"ENSG00000105193",4461,2085,2618,3008,4102,1252,2867,2010,2471,3861,2327
"ENSG00000105197",528,374,417,346,502,302,440,379,342,431,326
"ENSG00000105202",1652,1060,1037,1051,1112,642,1257,1047,954,1374,1195
"ENSG00000105204",108,166,214,184,127,129,161,188,159,208,141
"ENSG00000105220",2860,2435,2430,1712,2924,1970,3428,2251,1788,2335,2284
"ENSG00000105221",1184,1084,1440,1368,1291,877,1276,1130,1002,1621,1310
"ENSG00000105223",1579,989,1139,760,1133,687,1506,670,635,1429,496
"ENSG00000105227",104,54,84,77,51,43,74,52,49,120,51
"ENSG00000105229",294,227,262,222,237,235,253,200,166,195,189
"ENSG00000105245",71,117,125,86,41,92,134,82,111,194,94
"ENSG00000105248",233,158,159,180,192,175,194,206,167,180,114
"ENSG00000105254",667,399,460,380,675,297,487,406,377,641,294
"ENSG00000105258",372,171,176,128,283,159,211,158,161,243,131
"ENSG00000105270",33,97,125,97,49,72,134,32,78,221,73
"ENSG00000105281",1590,140,1693,135,1175,523,768,21,632,666,464
"ENSG00000105287",512,439,862,546,476,610,683,690,415,485,613
"ENSG00000105289",1546,1332,1276,1227,1130,1644,1421,1082,952,750,1217
"ENSG00000105298",284,172,169,187,162,206,279,157,110,162,132
"ENSG00000105321",167,144,176,179,139,143,205,154,105,158,164
"ENSG00000105323",2545,2401,3473,2795,2882,1890,2758,2524,2040,3128,2557
"ENSG00000105325",431,397,548,413,360,496,542,412,261,492,425
"ENSG00000105327",117,83,174,52,105,96,164,60,51,50,104
"ENSG00000105329",55,67,95,103,107,60,203,20,37,130,65
"ENSG00000105339",503,611,707,739,1062,610,598,739,516,628,539
"ENSG00000105341",455,258,318,262,397,212,265,294,167,286,193
"ENSG00000105355",1654,855,1245,699,1168,670,1434,376,481,963,597
"ENSG00000105357",2634,4030,4242,4262,2610,5520,5598,4804,3182,2765,2589
"ENSG00000105364",265,158,177,137,142,119,227,137,151,189,150
"ENSG00000105372",12416,5071,6695,5108,8934,3682,11364,3823,4440,7500,6854
"ENSG00000105373",3702,1400,1585,1425,1694,1002,2097,1462,805,1532,1202
"ENSG00000105379",816,496,588,433,530,379,652,514,309,379,421
"ENSG00000105388",10835,3175,65107,4608,13121,9935,5715,915,1924,4929,3479
"ENSG00000105393",354,231,351,221,364,217,303,269,117,279,257
"ENSG00000105397",939,771,1019,722,827,952,1061,806,758,871,744
"ENSG00000105401",2017,1089,1340,894,1614,1170,1701,1086,1093,991,946
"ENSG00000105402",953,644,929,597,923,606,792,634,542,717,660
"ENSG00000105404",1907,338,464,234,780,439,691,251,132,203,178
"ENSG00000105426",2494,1649,792,568,1096,292,1615,801,601,2037,804
"ENSG00000105429",535,537,627,422,389,361,840,489,599,803,469
"ENSG00000105438",2881,1589,3107,1591,2915,1227,1810,1933,1270,1660,1417
"ENSG00000105443",1074,1381,2151,1734,1177,1349,1108,1322,1422,1422,1532
"ENSG00000105447",681,422,464,297,488,329,587,417,299,395,408
"ENSG00000105472",58,67,93,53,23,21,152,4,47,154,45
"ENSG00000105483",575,1031,1230,1125,1264,1063,714,1277,1067,1587,1512
"ENSG00000105486",321,313,279,282,229,265,427,340,182,455,344
"ENSG00000105497",338,621,732,718,738,493,533,720,593,618,453
"ENSG00000105499",39,36,95,196,42,72,60,37,33,115,58
"ENSG00000105514",4062,2264,1529,2252,4931,1875,1835,3544,1329,2011,1495
"ENSG00000105516",109,198,213,98,109,185,256,121,164,545,207
"ENSG00000105518",836,492,638,391,506,594,528,535,429,480,416
"ENSG00000105519",441,283,161,229,195,388,280,350,180,192,158
"ENSG00000105520",181,160,162,157,140,127,199,111,86,172,93
"ENSG00000105523",2549,1181,1633,949,1578,2208,1762,1277,632,734,874
"ENSG00000105538",51,51,17,37,56,29,100,9,63,116,65
"ENSG00000105552",342,178,148,269,267,176,260,231,200,303,196
"ENSG00000105556",160,164,243,172,123,193,206,154,174,205,187
"ENSG00000105559",127,144,125,107,131,35,233,9,123,343,103
"ENSG00000105568",2675,2019,2720,2050,2791,1701,2779,1910,1700,3339,1845
"ENSG00000105576",725,1034,1103,1026,948,771,1025,835,938,1618,1169
"ENSG00000105583",1284,853,1083,757,1037,745,961,756,475,993,654
"ENSG00000105607",258,169,220,177,256,128,228,203,141,207,206
"ENSG00000105609",29,109,111,52,24,30,42,2,67,103,40
"ENSG00000105612",1080,597,796,530,1003,513,721,489,333,631,352
"ENSG00000105617",120,75,124,85,94,90,88,84,84,86,67
"ENSG00000105618",613,432,485,346,465,391,562,364,309,415,314
"ENSG00000105619",207,92,126,75,99,99,203,134,180,117,56
"ENSG00000105639",121,290,217,215,189,91,324,44,211,939,200
"ENSG00000105640",114,101,159,102,96,106,186,152,173,112,171
"ENSG00000105643",825,517,1290,631,1119,644,573,519,397,453,509
"ENSG00000105650",1292,926,419,920,731,1125,788,1437,350,416,538
"ENSG00000105655",136,94,66,62,68,79,208,21,76,192,61
"ENSG00000105656",197,218,241,228,167,246,245,214,150,239,214
"ENSG00000105662",149,181,200,219,112,225,238,250,247,184,187
"ENSG00000105669",1160,373,401,307,613,420,689,295,227,307,207
"ENSG00000105671",467,244,260,201,276,282,454,197,152,327,192
"ENSG00000105676",484,182,270,160,335,199,330,226,167,234,199
"ENSG00000105677",1079,464,705,369,1061,347,589,393,288,489,427
"ENSG00000105698",604,494,768,556,542,432,497,515,425,742,489
"ENSG00000105699",2911,1402,2655,1257,2316,2100,3016,2078,1280,1063,941
"ENSG00000105700",882,562,757,613,812,501,703,663,521,651,582
"ENSG00000105701",1989,1002,1031,876,1075,1081,1666,842,628,827,614
"ENSG00000105705",373,358,465,379,418,311,343,393,375,484,365
"ENSG00000105708",440,434,554,429,514,403,363,439,272,685,505
"ENSG00000105717",9,70,34,61,24,86,39,149,52,59,58
"ENSG00000105722",160,173,217,143,154,153,262,117,153,210,165
"ENSG00000105723",176,213,296,214,209,196,230,278,157,221,142
"ENSG00000105726",788,542,765,549,699,593,787,608,520,580,520
"ENSG00000105732",224,184,199,165,175,172,248,177,164,181,168
"ENSG00000105738",1479,1420,2717,2020,1578,2100,1862,1449,1510,1553,1170
"ENSG00000105750",235,172,131,340,610,148,202,534,173,463,316
"ENSG00000105755",774,453,499,276,571,395,560,463,217,302,337
"ENSG00000105767",63,65,79,59,69,33,81,48,57,83,42
"ENSG00000105771",329,456,558,472,439,418,456,544,481,532,414
"ENSG00000105778",2482,2333,3422,3059,3246,2652,2393,3403,2167,2905,2809
"ENSG00000105792",179,316,210,211,315,146,212,450,271,430,259
"ENSG00000105793",602,751,1404,869,926,606,453,999,702,1036,1139
"ENSG00000105810",3661,3630,5117,2509,6954,1614,3831,4009,4361,3546,3621
"ENSG00000105819",1903,1421,1631,1447,2052,1193,1211,1547,1249,1683,1367
"ENSG00000105821",915,849,1255,877,1193,679,710,889,897,1051,953
"ENSG00000105829",888,760,1141,608,1262,432,439,761,637,736,670
"ENSG00000105835",872,1840,1276,2281,2301,1349,2375,2141,1150,1493,1915
"ENSG00000105849",540,542,797,429,810,352,467,517,534,865,755
"ENSG00000105851",369,268,343,294,173,276,405,96,252,282,179
"ENSG00000105852",45,144,42,74,126,22,28,46,101,153,97
"ENSG00000105854",1458,695,2387,933,3747,370,780,973,1416,1402,1253
"ENSG00000105855",1514,3196,1283,2743,4054,915,1545,2404,1904,1585,2222
"ENSG00000105856",2615,2189,3745,2632,4382,1774,1728,2187,1614,2965,2124
"ENSG00000105865",185,177,263,228,223,164,126,258,225,265,243
"ENSG00000105866",389,555,933,858,811,507,352,827,573,914,527
"ENSG00000105875",320,372,359,383,499,289,374,332,386,893,404
"ENSG00000105877",11,0,16,87,58,5,47,14,26,1,1
"ENSG00000105879",478,679,1006,718,870,440,461,915,653,933,878
"ENSG00000105887",3480,3461,5338,3215,5881,2184,2625,3023,2015,4722,3385
"ENSG00000105894",33,35,132,62,30,20,93,5,36,231,79
"ENSG00000105926",784,573,776,513,1056,412,558,1026,687,2028,620
"ENSG00000105928",55,86,162,91,89,87,104,22,112,319,63
"ENSG00000105939",2947,2803,4773,2747,4014,2379,2574,3085,2839,3365,3376
"ENSG00000105948",256,271,279,191,330,86,218,182,167,484,282
"ENSG00000105953",3235,1890,2907,2758,4034,2071,2050,2033,1305,2753,1460
"ENSG00000105963",358,127,190,106,166,259,273,124,109,46,86
"ENSG00000105967",45,200,299,129,287,135,173,30,121,281,191
"ENSG00000105968",1962,2172,2470,2363,2598,1589,1725,1948,907,3154,2112
"ENSG00000105971",1085,2195,1850,2174,5257,626,1363,524,1442,1559,1058
"ENSG00000105974",454,589,563,1033,1013,271,567,65,1159,2195,733
"ENSG00000105976",7912,3848,5329,6382,12416,3941,4110,7108,3292,2013,6800
"ENSG00000105982",46,48,112,60,67,47,39,85,48,58,76
"ENSG00000105983",1785,1750,2218,1814,2621,1306,1417,2112,1559,2543,2007
"ENSG00000105993",846,1008,1996,1571,1504,1278,886,1276,1002,1347,1129
"ENSG00000106003",3968,2284,2817,2525,4255,2586,3256,2591,669,430,1654
"ENSG00000106009",378,255,253,204,231,239,395,224,176,278,193
"ENSG00000106012",939,1052,1559,798,1002,894,1199,1230,951,865,1103
"ENSG00000106025",1291,803,675,653,1801,615,368,992,472,983,668
"ENSG00000106028",1470,1291,1637,1105,2072,963,1212,1385,1074,1371,1326
"ENSG00000106034",1070,1903,1653,1540,1233,214,1026,216,1352,5554,1834
"ENSG00000106049",1025,850,977,687,1293,506,872,817,632,1329,694
"ENSG00000106052",7060,5539,8874,5331,10270,4347,4232,5723,4088,6227,5440
"ENSG00000106066",130,208,611,130,186,91,360,18,141,391,228
"ENSG00000106069",188,397,2052,1306,317,1144,375,728,660,1120,791
"ENSG00000106070",925,281,543,1062,1050,1273,713,703,503,764,461
"ENSG00000106077",143,293,602,314,159,453,187,304,246,330,155
"ENSG00000106078",886,1198,1664,1853,1642,1330,844,1956,1045,1585,929
"ENSG00000106080",565,593,721,532,584,432,555,518,732,1029,751
"ENSG00000106086",645,667,1645,637,888,523,574,447,703,921,792
"ENSG00000106089",135,138,428,297,167,387,279,231,155,113,179
"ENSG00000106100",247,289,326,355,216,332,354,245,231,444,261
"ENSG00000106105",1906,1200,2209,1117,3192,825,1205,1304,1515,1392,1320
"ENSG00000106123",66,52,243,374,365,8,135,193,51,115,41
"ENSG00000106125",55,73,91,65,76,58,104,64,84,110,86
"ENSG00000106133",51,91,56,62,47,72,86,112,81,87,113
"ENSG00000106144",503,926,1169,1062,732,670,864,970,802,1344,977
"ENSG00000106153",2062,762,1144,745,1523,748,1006,716,718,854,765
"ENSG00000106211",371,810,864,1141,549,476,733,880,352,603,523
"ENSG00000106236",304,554,411,405,275,72,342,54,335,441,169
"ENSG00000106244",641,461,566,424,574,373,522,376,320,599,409
"ENSG00000106245",921,524,690,478,876,526,621,518,493,607,339
"ENSG00000106246",57,52,119,52,56,55,63,84,43,58,58
"ENSG00000106258",8197,25339,23028,22060,18327,18300,13643,34729,18148,11442,27484
"ENSG00000106261",13463,9963,13330,15766,14596,7410,7302,16679,8539,9927,15672
"ENSG00000106263",3170,2140,2282,1862,2603,1848,2873,2130,1833,2591,1989
"ENSG00000106266",275,311,390,172,209,427,358,178,208,284,177
"ENSG00000106268",74,51,56,43,46,43,97,31,28,55,31
"ENSG00000106278",162,20,59,95,52,153,411,51,34,156,155
"ENSG00000106290",249,276,339,304,347,257,371,322,302,368,290
"ENSG00000106299",1727,3025,5197,3669,4785,1918,1656,4498,2300,4280,3096
"ENSG00000106305",467,278,320,178,450,205,352,221,205,323,205
"ENSG00000106330",64,44,72,42,68,36,94,57,26,48,34
"ENSG00000106333",118,128,185,159,80,78,216,35,170,594,129
"ENSG00000106344",944,1268,1630,1236,1184,1061,1184,1528,1407,1750,1748
"ENSG00000106346",223,344,599,391,405,263,321,398,365,469,466
"ENSG00000106348",642,484,303,332,261,745,571,691,356,405,332
"ENSG00000106351",790,969,813,506,876,379,712,773,681,643,1119
"ENSG00000106355",634,567,718,523,909,470,490,625,297,691,769
"ENSG00000106366",193,54,385,522,1308,196,1410,14,137,244,167
"ENSG00000106367",1097,543,902,743,1333,436,784,674,578,491,686
"ENSG00000106392",4618,4442,5912,4034,9406,5226,2804,7195,3362,1791,5645
"ENSG00000106397",758,424,1074,510,985,453,769,545,394,497,631
"ENSG00000106399",440,373,479,234,538,206,271,287,128,325,291
"ENSG00000106400",1307,584,892,638,1049,672,801,700,581,542,537
"ENSG00000106404",50,77,281,132,54,117,67,96,52,135,102
"ENSG00000106415",253,484,947,916,890,469,235,618,387,803,590
"ENSG00000106443",2053,2653,3753,2827,3392,2308,1661,3205,2748,3732,3035
"ENSG00000106459",346,333,572,466,392,342,385,356,388,525,499
"ENSG00000106460",2814,3136,6581,3391,5745,1396,1696,3735,2439,5183,4651
"ENSG00000106462",305,281,459,454,370,407,343,313,282,547,502
"ENSG00000106477",242,325,489,353,315,266,287,305,363,407,427
"ENSG00000106479",230,471,416,496,265,197,359,583,495,640,528
"ENSG00000106483",673,263,1088,683,261,210,710,38,252,2481,805
"ENSG00000106484",762,784,880,602,345,615,571,207,750,1123,981
"ENSG00000106524",1020,993,1056,1062,1879,1171,803,1355,742,1027,830
"ENSG00000106526",274,451,511,332,400,219,260,661,641,261,541
"ENSG00000106537",6145,2523,7606,2285,9248,2443,1673,3225,1709,1937,2334
"ENSG00000106538",271,153,105,82,150,48,288,37,107,388,124
"ENSG00000106541",198753,58159,111070,42658,225756,46897,52451,67733,52076,27580,44529
"ENSG00000106546",9188,6731,11535,6845,16744,4651,6941,7870,5901,5074,10572
"ENSG00000106554",602,542,743,567,775,473,594,559,660,875,773
"ENSG00000106560",324,573,699,259,182,243,325,66,270,637,438
"ENSG00000106565",1128,662,3481,493,555,813,627,1184,648,825,903
"ENSG00000106571",59,158,240,166,84,71,210,21,153,554,163
"ENSG00000106588",278,436,519,460,617,211,257,490,330,565,528
"ENSG00000106591",787,737,1011,545,1213,399,616,708,666,912,748
"ENSG00000106603",885,1264,1249,1564,1298,1064,1158,1784,1332,1467,1774
"ENSG00000106605",565,271,189,450,280,224,360,414,199,309,218
"ENSG00000106608",925,1007,1386,1230,1114,1121,1074,1077,907,1129,988
"ENSG00000106609",4567,3619,5657,3586,6540,2571,3416,3614,2430,3851,3364
"ENSG00000106610",143,159,212,230,221,158,149,218,171,286,187
"ENSG00000106615",582,468,604,432,691,398,464,478,469,547,566
"ENSG00000106617",716,636,619,801,1309,472,642,876,416,571,501
"ENSG00000106624",1718,3530,4240,3439,1202,1997,4752,391,1589,4946,2513
"ENSG00000106628",851,448,401,411,558,256,620,442,521,652,531
"ENSG00000106635",451,337,499,401,628,283,378,370,284,358,303
"ENSG00000106636",1775,938,1351,853,1898,870,1210,968,766,1015,784
"ENSG00000106638",1499,736,961,677,1149,485,811,726,483,823,664
"ENSG00000106665",1512,1216,1227,1359,1263,1591,1485,1093,758,1118,970
"ENSG00000106682",2341,1751,1958,1562,2327,1265,1834,1419,796,1885,1223
"ENSG00000106683",365,345,380,219,341,188,562,259,317,395,296
"ENSG00000106686",566,1833,2111,458,934,1395,1005,2238,1909,1265,1007
"ENSG00000106688",1268,252,827,417,1663,184,239,694,626,127,451
"ENSG00000106692",1135,1081,1568,1456,1406,809,896,1227,1315,1631,2563
"ENSG00000106701",46,123,159,255,112,61,66,64,117,293,136
"ENSG00000106723",2483,2463,3821,3053,4331,2031,2653,2823,2351,4369,3599
"ENSG00000106733",1058,809,717,979,1042,501,615,956,468,423,1435
"ENSG00000106771",5319,4646,5835,5147,7362,3349,3081,6603,3615,5540,6339
"ENSG00000106772",250,180,152,260,290,195,89,137,626,1145,343
"ENSG00000106780",1833,1065,1518,1865,2285,854,868,1304,774,1212,1238
"ENSG00000106785",548,829,1597,639,921,897,1116,591,1104,1243,2267
"ENSG00000106789",1730,1426,2823,1027,3018,2079,1763,1223,1047,1299,2922
"ENSG00000106799",3175,1752,4153,2681,7807,1934,1933,1401,1168,3026,1968
"ENSG00000106803",1412,628,1010,620,1406,607,863,597,441,828,883
"ENSG00000106804",163,113,127,142,222,64,86,132,110,314,262
"ENSG00000106809",483,874,1937,543,545,502,528,29,684,6225,1512
"ENSG00000106819",127,268,213,71,58,83,274,4,67,269,91
"ENSG00000106823",482,902,1138,611,664,285,665,98,738,3491,860
"ENSG00000106829",844,1210,2111,1195,1697,1193,862,1427,1142,2252,1634
"ENSG00000106853",2060,981,542,1055,2249,473,900,1061,584,988,1363
"ENSG00000106868",882,1179,904,1118,1266,986,805,1271,925,889,1214
"ENSG00000106948",1114,1090,842,1088,1016,948,1211,984,718,868,1410
"ENSG00000106976",16,45,265,102,25,40,72,17,30,98,62
"ENSG00000106991",807,2411,2060,1703,962,786,2566,244,1148,3344,1460
"ENSG00000106992",149,25,58,81,62,24,64,32,27,132,74
"ENSG00000106993",793,588,853,583,1025,404,446,515,435,637,421
"ENSG00000107020",446,358,678,293,611,206,269,302,138,295,252
"ENSG00000107021",458,478,507,453,425,403,479,558,298,587,642
"ENSG00000107036",1188,1742,2345,2133,2016,1925,1613,1865,1859,2510,1388
"ENSG00000107077",790,905,1308,1265,1307,1049,655,1474,953,998,650
"ENSG00000107099",306,857,1449,832,585,397,770,535,491,1098,978
"ENSG00000107104",1903,1316,1868,2762,2919,1730,1201,1141,1231,1980,794
"ENSG00000107130",133,113,192,117,116,91,312,31,125,317,120
"ENSG00000107140",242,172,259,263,318,175,216,238,206,248,88
"ENSG00000107159",9955,1401,144,453,6957,259,3645,449,1451,1498,864
"ENSG00000107164",1049,1206,1610,1217,1402,815,940,1280,1082,1530,1715
"ENSG00000107175",1733,568,686,551,1522,460,639,568,453,508,225
"ENSG00000107185",1329,1277,1525,1331,1591,1164,1276,1745,1123,1260,740
"ENSG00000107186",524,890,1423,915,648,341,1058,108,1053,2890,944
"ENSG00000107201",2293,2340,3342,2263,4690,1229,1771,2182,1997,2890,1805
"ENSG00000107223",4194,1574,2671,1818,3317,2140,2754,1556,1493,1628,1910
"ENSG00000107242",1827,2171,2902,2270,3311,2007,1331,3078,1754,1691,3857
"ENSG00000107249",308,306,712,367,245,170,333,56,434,568,308
"ENSG00000107262",5387,2044,3493,3348,4240,2335,1915,2993,1092,1745,1083
"ENSG00000107263",1282,1102,1495,1376,1679,1287,1362,1225,764,1309,1471
"ENSG00000107281",699,401,358,183,334,152,671,474,351,311,541
"ENSG00000107282",73,145,271,142,114,80,151,27,82,352,126
"ENSG00000107290",7856,7764,12207,7354,11178,6311,6833,6044,7087,9989,11641
"ENSG00000107317",17,18,29,14,39,10,46,8,116,155,25
"ENSG00000107331",457,279,281,388,343,182,659,223,287,421,239
