"","GAMuT_23836","GAMuT_51163"
"ENSG00000106261",14017,7050
"ENSG00000106263",5052,7524
"ENSG00000106266",560,1513
"ENSG00000106268",159,264
"ENSG00000106278",521,0
"ENSG00000106290",858,1361
"ENSG00000106299",3710,6899
"ENSG00000106305",641,1149
"ENSG00000106330",120,204
"ENSG00000106333",162,186
"ENSG00000106344",1961,4506
"ENSG00000106346",785,1307
"ENSG00000106348",451,110
"ENSG00000106351",301,1551
"ENSG00000106355",864,1359
"ENSG00000106366",571,87
"ENSG00000106367",1353,975
"ENSG00000106392",4789,6827
"ENSG00000106397",1677,1758
"ENSG00000106399",448,1320
"ENSG00000106400",1256,1066
"ENSG00000106404",73,4197
"ENSG00000106415",927,316
"ENSG00000106443",4130,4804
"ENSG00000106459",686,883
"ENSG00000106460",4800,3225
"ENSG00000106462",1798,5647
"ENSG00000106477",1058,381
"ENSG00000106479",573,1085
"ENSG00000106483",201,441
"ENSG00000106484",3516,2196
"ENSG00000106524",540,3217
"ENSG00000106526",414,739
"ENSG00000106537",3412,3881
"ENSG00000106538",117,448
"ENSG00000106541",11514,20885
"ENSG00000106546",9308,4559
"ENSG00000106554",1604,2585
"ENSG00000106560",117,532
"ENSG00000106565",87,2541
"ENSG00000106571",56,99
"ENSG00000106588",340,636
"ENSG00000106591",1202,1140
"ENSG00000106603",2100,2978
"ENSG00000106605",656,361
"ENSG00000106608",928,3317
"ENSG00000106609",3736,5094
"ENSG00000106610",502,391
"ENSG00000106615",927,1339
"ENSG00000106617",1221,1893
"ENSG00000106624",741,2544
"ENSG00000106628",1147,1515
"ENSG00000106635",491,1273
"ENSG00000106636",1859,1925
"ENSG00000106638",982,1059
"ENSG00000106665",555,1661
"ENSG00000106682",3808,3565
"ENSG00000106683",789,702
"ENSG00000106686",243,223
"ENSG00000106688",1821,1104
"ENSG00000106692",2320,2113
"ENSG00000106701",1091,3501
"ENSG00000106723",7595,3788
"ENSG00000106733",1633,468
"ENSG00000106771",6416,5448
"ENSG00000106772",10372,8061
"ENSG00000106780",2204,970
"ENSG00000106785",262,2715
"ENSG00000106789",2441,7715
"ENSG00000106799",3258,1720
"ENSG00000106803",1176,910
"ENSG00000106804",266,917
"ENSG00000106809",23,351
"ENSG00000106819",64,97
"ENSG00000106823",164,626
"ENSG00000106829",155,219
"ENSG00000106853",1699,9311
"ENSG00000106868",727,1211
"ENSG00000106948",681,1054
"ENSG00000106976",106,289
"ENSG00000106991",533,2028
"ENSG00000106992",64,81
"ENSG00000106993",997,212
"ENSG00000107020",547,155
"ENSG00000107021",458,878
"ENSG00000107036",3248,1123
"ENSG00000107077",1218,373
"ENSG00000107099",753,435
"ENSG00000107104",3927,1065
"ENSG00000107130",319,840
"ENSG00000107140",440,716
"ENSG00000107159",1,214
"ENSG00000107164",1925,1682
"ENSG00000107175",636,560
"ENSG00000107185",1274,2555
"ENSG00000107186",3170,591
"ENSG00000107201",1408,1493
"ENSG00000107223",2945,2870
"ENSG00000107242",881,4511
"ENSG00000107249",2894,2184
"ENSG00000107262",2030,2396
"ENSG00000107263",1865,2977
"ENSG00000107281",407,143
"ENSG00000107282",211,154
"ENSG00000107290",12587,12062
"ENSG00000107317",12,49
"ENSG00000107331",1297,1068
"ENSG00000107338",487,58
"ENSG00000107341",2391,2379
"ENSG00000107362",875,1079
"ENSG00000107371",861,278
"ENSG00000107372",6695,5694
"ENSG00000107404",886,1073
"ENSG00000107438",2174,4236
"ENSG00000107443",1030,409
"ENSG00000107518",958,877
"ENSG00000107521",1642,1045
"ENSG00000107537",1098,921
"ENSG00000107551",979,949
"ENSG00000107554",2444,4421
"ENSG00000107560",1826,4557
"ENSG00000107562",130,277
"ENSG00000107566",4475,1620
"ENSG00000107581",18395,10317
"ENSG00000107611",704,75
"ENSG00000107614",1252,185
"ENSG00000107625",1705,1065
"ENSG00000107643",2308,1602
"ENSG00000107651",3032,2177
"ENSG00000107669",2906,2325
"ENSG00000107672",1112,1023
"ENSG00000107679",4648,4371
"ENSG00000107719",223,238
"ENSG00000107731",353,163
"ENSG00000107736",5,66
"ENSG00000107738",82,506
"ENSG00000107742",142,82
"ENSG00000107745",2411,1521
"ENSG00000107758",2147,1489
"ENSG00000107771",3332,1583
"ENSG00000107779",1850,893
"ENSG00000107789",1066,620
"ENSG00000107796",1389,2342
"ENSG00000107798",3095,2203
"ENSG00000107815",309,485
"ENSG00000107816",1114,632
"ENSG00000107819",391,961
"ENSG00000107821",78,82
"ENSG00000107829",762,1081
"ENSG00000107833",347,243
"ENSG00000107854",6747,3034
"ENSG00000107862",3246,4158
"ENSG00000107863",5096,2128
"ENSG00000107864",618,448
"ENSG00000107872",108,118
"ENSG00000107874",619,231
"ENSG00000107882",389,293
"ENSG00000107890",2815,1798
"ENSG00000107897",2162,4458
"ENSG00000107902",189,201
"ENSG00000107929",7045,4810
"ENSG00000107937",2921,1416
"ENSG00000107938",2715,1528
"ENSG00000107949",1526,847
"ENSG00000107951",1855,1713
"ENSG00000107954",3,231
"ENSG00000107957",3126,3396
"ENSG00000107959",4861,1759
"ENSG00000107960",856,384
"ENSG00000107968",545,566
"ENSG00000107984",1197,23
"ENSG00000108010",2352,864
"ENSG00000108021",7137,4820
"ENSG00000108039",2827,7526
"ENSG00000108055",3939,5802
"ENSG00000108061",3771,3718
"ENSG00000108064",2943,1908
"ENSG00000108091",4561,7154
"ENSG00000108094",2205,1428
"ENSG00000108100",2694,1641
"ENSG00000108106",102,67
"ENSG00000108107",3576,3551
"ENSG00000108175",1970,1887
"ENSG00000108176",174,36
"ENSG00000108179",928,911
"ENSG00000108187",673,3306
"ENSG00000108219",4614,1375
"ENSG00000108239",1337,1155
"ENSG00000108242",5,321
"ENSG00000108244",21622,51
"ENSG00000108256",15016,15963
"ENSG00000108262",966,1930
"ENSG00000108298",15061,12959
"ENSG00000108306",3439,3522
"ENSG00000108312",2838,5411
"ENSG00000108344",1799,2929
"ENSG00000108349",2985,4066
"ENSG00000108352",2271,7218
"ENSG00000108375",3097,2578
"ENSG00000108381",4,406
"ENSG00000108384",418,734
"ENSG00000108387",65,185
"ENSG00000108389",2646,6466
"ENSG00000108395",2755,3098
"ENSG00000108406",2273,2655
"ENSG00000108423",397,579
"ENSG00000108424",9756,17435
"ENSG00000108433",698,1039
"ENSG00000108439",1002,1511
"ENSG00000108443",2002,1540
"ENSG00000108448",88,125
"ENSG00000108465",1701,2843
"ENSG00000108468",1490,2245
"ENSG00000108469",591,1089
"ENSG00000108474",454,282
"ENSG00000108479",134,673
"ENSG00000108506",1668,1981
"ENSG00000108509",598,726
"ENSG00000108510",13387,15655
"ENSG00000108511",458,491
"ENSG00000108515",160,136
"ENSG00000108518",4713,3040
"ENSG00000108523",1155,1385
"ENSG00000108528",929,738
"ENSG00000108551",1015,385
"ENSG00000108557",1838,1026
"ENSG00000108559",1852,1566
"ENSG00000108561",2031,1863
"ENSG00000108578",883,962
"ENSG00000108582",25195,8479
"ENSG00000108587",2175,3379
"ENSG00000108588",4591,11647
"ENSG00000108590",234,207
"ENSG00000108591",844,391
"ENSG00000108592",1286,1982
"ENSG00000108599",2185,1510
"ENSG00000108602",20,62
"ENSG00000108604",2561,2773
"ENSG00000108622",102,70
"ENSG00000108639",4066,2950
"ENSG00000108641",187,101
"ENSG00000108651",1695,2373
"ENSG00000108654",33625,18941
"ENSG00000108666",770,774
"ENSG00000108669",2038,1923
"ENSG00000108671",2669,2990
"ENSG00000108679",12364,9151
"ENSG00000108691",52,36
"ENSG00000108733",114,353
"ENSG00000108771",302,697
"ENSG00000108773",915,1830
"ENSG00000108774",763,791
"ENSG00000108784",844,596
"ENSG00000108788",950,2696
"ENSG00000108797",28,45
"ENSG00000108798",32,59
"ENSG00000108799",1706,3778
"ENSG00000108819",789,1171
"ENSG00000108821",6801,16838
"ENSG00000108826",661,1186
"ENSG00000108828",3875,2084
"ENSG00000108829",3953,4419
"ENSG00000108840",733,1306
"ENSG00000108846",4049,12233
"ENSG00000108848",7453,7538
"ENSG00000108854",2370,1229
"ENSG00000108861",3310,2039
"ENSG00000108883",3533,4712
"ENSG00000108924",2,108
"ENSG00000108946",9915,3606
"ENSG00000108947",86,14
"ENSG00000108950",50,56
"ENSG00000108953",12017,6089
"ENSG00000108960",584,1026
"ENSG00000108961",378,241
"ENSG00000108963",335,366
"ENSG00000108984",2239,2682
"ENSG00000109016",746,251
"ENSG00000109046",8881,7631
"ENSG00000109062",761,5059
"ENSG00000109063",95,120
"ENSG00000109065",702,647
"ENSG00000109066",348,452
"ENSG00000109079",1530,1652
"ENSG00000109083",466,578
"ENSG00000109084",774,2527
"ENSG00000109089",761,3216
"ENSG00000109099",272,532
"ENSG00000109103",516,296
"ENSG00000109107",65,418
"ENSG00000109111",4454,6988
"ENSG00000109113",1416,1600
"ENSG00000109118",1836,2751
"ENSG00000109133",6605,2314
"ENSG00000109171",2973,1362
"ENSG00000109180",3765,2431
"ENSG00000109184",2360,2864
"ENSG00000109189",2110,652
"ENSG00000109193",0,404
"ENSG00000109220",446,256
"ENSG00000109255",14,839
"ENSG00000109265",669,1296
"ENSG00000109270",2176,895
"ENSG00000109320",1993,1616
"ENSG00000109321",136,37
"ENSG00000109323",3266,1092
"ENSG00000109332",8725,5106
"ENSG00000109339",186,250
"ENSG00000109381",1967,2302
"ENSG00000109390",774,659
"ENSG00000109436",1897,1965
"ENSG00000109445",1129,645
"ENSG00000109452",3973,5532
"ENSG00000109458",1474,3356
"ENSG00000109466",702,314
"ENSG00000109472",259,220
"ENSG00000109475",5816,3255
"ENSG00000109501",1030,601
"ENSG00000109511",2,7
"ENSG00000109519",1057,618
"ENSG00000109534",243,179
"ENSG00000109536",499,328
"ENSG00000109572",5969,4342
"ENSG00000109576",442,25
"ENSG00000109586",8510,2184
"ENSG00000109606",12524,6906
"ENSG00000109618",1781,1813
"ENSG00000109654",13572,8908
"ENSG00000109667",70,594
"ENSG00000109670",2870,1362
"ENSG00000109674",183,355
"ENSG00000109680",687,270
"ENSG00000109685",6422,8047
"ENSG00000109686",6908,5052
"ENSG00000109689",1042,1693
"ENSG00000109736",661,581
"ENSG00000109738",913,56
"ENSG00000109743",20,399
"ENSG00000109756",4996,2504
"ENSG00000109762",4520,103
"ENSG00000109771",61,10
"ENSG00000109775",962,499
"ENSG00000109787",6907,7759
"ENSG00000109790",768,699
"ENSG00000109794",397,770
"ENSG00000109805",1164,1784
"ENSG00000109814",10411,1867
"ENSG00000109819",1437,302
"ENSG00000109846",298,31
"ENSG00000109854",746,2096
"ENSG00000109861",8636,2978
"ENSG00000109881",370,1728
"ENSG00000109906",229,24
"ENSG00000109911",868,705
"ENSG00000109917",1681,1384
"ENSG00000109919",3575,3291
"ENSG00000109920",6380,4666
"ENSG00000109929",1687,1926
"ENSG00000109944",717,66
"ENSG00000109971",50192,35341
"ENSG00000110002",720,660
"ENSG00000110011",331,186
"ENSG00000110013",2245,551
"ENSG00000110031",209,480
"ENSG00000110042",274,5588
"ENSG00000110046",539,1208
"ENSG00000110047",816,1511
"ENSG00000110048",3315,4035
"ENSG00000110057",451,1054
"ENSG00000110060",551,540
"ENSG00000110063",306,385
"ENSG00000110066",3656,3893
"ENSG00000110074",564,699
"ENSG00000110075",9488,9644
"ENSG00000110076",19,69
"ENSG00000110077",423,515
"ENSG00000110079",148,131
"ENSG00000110080",286,348
"ENSG00000110090",3875,9087
"ENSG00000110092",30613,823
"ENSG00000110104",347,337
"ENSG00000110107",1497,2649
"ENSG00000110108",938,1126
"ENSG00000110171",339,383
"ENSG00000110172",2764,2200
"ENSG00000110200",273,242
"ENSG00000110218",888,985
"ENSG00000110237",765,786
"ENSG00000110274",1207,1314
"ENSG00000110315",1705,1351
"ENSG00000110318",569,300
"ENSG00000110321",37651,24583
"ENSG00000110324",200,259
"ENSG00000110328",48,115
"ENSG00000110330",4740,5401
"ENSG00000110344",5938,6914
"ENSG00000110367",12882,13264
"ENSG00000110395",2760,2847
"ENSG00000110400",450,6666
"ENSG00000110422",7266,9106
"ENSG00000110427",10,248
"ENSG00000110429",2164,1646
"ENSG00000110435",1631,1786
"ENSG00000110442",1083,683
"ENSG00000110446",74,453
"ENSG00000110455",737,516
"ENSG00000110492",938,2609
"ENSG00000110497",1776,2692
"ENSG00000110514",2651,2309
"ENSG00000110536",622,344
"ENSG00000110583",849,1741
"ENSG00000110619",1743,1067
"ENSG00000110628",268,869
"ENSG00000110651",6488,2759
"ENSG00000110660",3196,505
"ENSG00000110693",1476,1414
"ENSG00000110696",3846,3021
"ENSG00000110697",1160,882
"ENSG00000110700",5429,3847
"ENSG00000110711",488,579
"ENSG00000110713",7632,7825
"ENSG00000110717",900,1180
"ENSG00000110719",1117,2230
"ENSG00000110721",2632,5645
"ENSG00000110723",5944,2790
"ENSG00000110756",1431,1772
"ENSG00000110768",2184,2428
"ENSG00000110777",0,10
"ENSG00000110799",2056,3566
"ENSG00000110801",299,253
"ENSG00000110811",54,67
"ENSG00000110841",4515,2671
"ENSG00000110844",601,633
"ENSG00000110848",354,18
"ENSG00000110851",1601,1540
"ENSG00000110852",103,84
"ENSG00000110871",831,1090
"ENSG00000110876",43,176
"ENSG00000110880",3647,3303
"ENSG00000110888",2195,894
"ENSG00000110900",85,38
"ENSG00000110906",1630,974
"ENSG00000110911",4343,4347
"ENSG00000110917",9312,26276
"ENSG00000110921",217,658
"ENSG00000110925",2267,676
"ENSG00000110931",1836,2669
"ENSG00000110934",34,99
"ENSG00000110955",10847,21285
"ENSG00000110958",6373,8700
"ENSG00000110987",1196,751
"ENSG00000111011",4641,3688
"ENSG00000111012",26,23
"ENSG00000111052",50,36
"ENSG00000111057",14720,6587
"ENSG00000111058",149,217
"ENSG00000111077",205,887
"ENSG00000111087",42,123
"ENSG00000111110",6183,810
"ENSG00000111142",3404,2551
"ENSG00000111144",6613,3830
"ENSG00000111145",1288,537
"ENSG00000111181",29,122
"ENSG00000111196",626,843
"ENSG00000111199",760,23
"ENSG00000111203",559,1207
"ENSG00000111206",689,2580
"ENSG00000111215",325,307
"ENSG00000111224",364,438
"ENSG00000111229",2574,1693
"ENSG00000111231",599,487
"ENSG00000111237",1901,2069
"ENSG00000111247",465,822
"ENSG00000111252",418,701
"ENSG00000111261",1950,1537
"ENSG00000111266",2006,7291
"ENSG00000111269",1764,2560
"ENSG00000111271",1440,2203
"ENSG00000111275",321,1670
"ENSG00000111276",1290,2249
"ENSG00000111300",3218,2825
"ENSG00000111319",4516,1560
"ENSG00000111321",2386,1572
"ENSG00000111328",739,634
"ENSG00000111331",624,3914
"ENSG00000111335",271,862
"ENSG00000111341",495,545
"ENSG00000111344",216,214
"ENSG00000111348",335,478
"ENSG00000111358",1304,1294
"ENSG00000111361",1229,1556
"ENSG00000111364",1181,1598
"ENSG00000111371",13569,5144
"ENSG00000111412",2661,1015
"ENSG00000111424",281,1765
"ENSG00000111445",822,997
"ENSG00000111450",120,410
"ENSG00000111481",2970,3043
"ENSG00000111490",334,1368
"ENSG00000111530",10148,10434
"ENSG00000111540",4982,5068
"ENSG00000111554",883,833
"ENSG00000111581",2108,2497
"ENSG00000111596",5166,5004
"ENSG00000111602",1833,3324
"ENSG00000111605",9320,4994
"ENSG00000111615",3052,2347
"ENSG00000111639",1612,1532
"ENSG00000111640",44326,29645
"ENSG00000111641",932,1304
"ENSG00000111642",8742,9115
"ENSG00000111647",1584,1437
"ENSG00000111652",945,919
"ENSG00000111653",777,628
"ENSG00000111665",248,675
"ENSG00000111666",2989,6370
"ENSG00000111667",1728,2023
"ENSG00000111669",8556,5619
"ENSG00000111670",6166,1718
"ENSG00000111671",300,166
"ENSG00000111674",1513,53
"ENSG00000111676",811,1609
"ENSG00000111678",467,962
"ENSG00000111679",760,801
"ENSG00000111684",794,3774
"ENSG00000111696",1054,2120
"ENSG00000111701",0,20
"ENSG00000111707",3984,2545
"ENSG00000111711",1131,820
"ENSG00000111716",2051,967
"ENSG00000111725",2747,2719
"ENSG00000111726",986,1530
"ENSG00000111727",634,1219
"ENSG00000111728",6,43
"ENSG00000111731",3154,5790
"ENSG00000111737",999,895
"ENSG00000111752",273,46
"ENSG00000111775",1191,1575
"ENSG00000111785",933,978
"ENSG00000111786",2712,2277
"ENSG00000111788",55,91
"ENSG00000111790",2031,1304
"ENSG00000111799",1218,2148
"ENSG00000111801",205,630
"ENSG00000111802",1729,1344
"ENSG00000111816",3371,5764
"ENSG00000111817",628,984
"ENSG00000111832",1084,635
"ENSG00000111843",1819,1359
"ENSG00000111845",856,529
"ENSG00000111846",3923,1313
"ENSG00000111850",858,341
"ENSG00000111859",4208,1062
"ENSG00000111860",256,316
"ENSG00000111863",0,374
"ENSG00000111875",697,432
"ENSG00000111877",1458,1000
"ENSG00000111879",10,82
"ENSG00000111880",1843,922
"ENSG00000111885",331,448
"ENSG00000111897",7350,4994
"ENSG00000111906",1260,925
"ENSG00000111907",2130,18
"ENSG00000111911",1872,1110
"ENSG00000111912",1827,3226
"ENSG00000111913",75,29
"ENSG00000111961",2284,1698
"ENSG00000111962",47,77
"ENSG00000112029",446,713
"ENSG00000112031",327,85
"ENSG00000112033",404,381
"ENSG00000112039",151,390
"ENSG00000112062",4402,2721
"ENSG00000112078",3970,2952
"ENSG00000112079",3604,3474
"ENSG00000112081",8286,7441
"ENSG00000112096",6795,4540
"ENSG00000112110",793,985
"ENSG00000112118",2800,4782
"ENSG00000112130",896,393
"ENSG00000112137",258,71
"ENSG00000112144",1559,1403
"ENSG00000112146",1998,1130
"ENSG00000112149",124,312
"ENSG00000112159",11298,7732
"ENSG00000112167",445,529
"ENSG00000112182",416,20
"ENSG00000112186",419,495
"ENSG00000112200",6225,4134
"ENSG00000112208",190,164
"ENSG00000112210",1058,399
"ENSG00000112214",29,202
"ENSG00000112218",42,90
"ENSG00000112234",3402,1817
"ENSG00000112237",3266,1378
"ENSG00000112242",1396,738
"ENSG00000112245",7428,4908
"ENSG00000112249",8958,8412
"ENSG00000112276",84,45
"ENSG00000112282",5086,2533
"ENSG00000112290",264,98
"ENSG00000112293",87,61
"ENSG00000112294",1169,1335
"ENSG00000112297",2070,8260
"ENSG00000112299",52,15895
"ENSG00000112303",38,36
"ENSG00000112304",920,605
"ENSG00000112305",2443,1183
"ENSG00000112306",9732,6498
"ENSG00000112308",6848,5660
"ENSG00000112312",621,1155
"ENSG00000112320",281,76
"ENSG00000112335",2780,1363
"ENSG00000112339",3613,2372
"ENSG00000112343",3205,1469
"ENSG00000112357",614,298
"ENSG00000112365",932,691
"ENSG00000112367",1835,645
"ENSG00000112378",11046,2364
"ENSG00000112379",4441,930
"ENSG00000112394",93,200
"ENSG00000112406",2580,2060
"ENSG00000112414",717,1449
"ENSG00000112419",3837,1921
"ENSG00000112425",346,190
"ENSG00000112473",2551,1328
"ENSG00000112511",509,441
"ENSG00000112514",1663,1092
"ENSG00000112530",64,19
"ENSG00000112531",3326,1446
"ENSG00000112541",93,184
"ENSG00000112559",135,25
"ENSG00000112561",57,175
"ENSG00000112562",94,871
"ENSG00000112576",615,942
"ENSG00000112578",423,253
"ENSG00000112584",3415,1673
"ENSG00000112592",495,308
"ENSG00000112624",1549,1450
"ENSG00000112640",1203,1081
"ENSG00000112651",305,289
"ENSG00000112655",3587,348
"ENSG00000112658",601,602
"ENSG00000112659",1503,1224
"ENSG00000112667",433,321
"ENSG00000112679",932,509
"ENSG00000112685",3663,1069
"ENSG00000112695",2413,1783
"ENSG00000112697",12418,2660
"ENSG00000112699",635,1384
"ENSG00000112701",8048,4522
"ENSG00000112715",3228,6942
"ENSG00000112739",6391,5900
"ENSG00000112742",770,1477
"ENSG00000112759",605,1069
"ENSG00000112763",651,529
"ENSG00000112769",2579,2890
"ENSG00000112773",685,1206
"ENSG00000112782",4458,1000
"ENSG00000112787",522,877
"ENSG00000112796",1735,491
"ENSG00000112812",181,389
"ENSG00000112818",0,3218
"ENSG00000112837",727,13
"ENSG00000112851",14311,10359
"ENSG00000112855",1232,729
"ENSG00000112874",1043,940
"ENSG00000112877",350,1432
"ENSG00000112893",8633,10046
"ENSG00000112902",482,379
"ENSG00000112936",4882,8972
"ENSG00000112941",1243,1471
"ENSG00000112964",107,171
"ENSG00000112972",2774,7728
"ENSG00000112977",3641,4626
"ENSG00000112981",107,22
"ENSG00000112983",2622,2008
"ENSG00000112984",599,904
"ENSG00000112992",4088,5457
"ENSG00000112996",3388,2253
"ENSG00000113013",9462,8011
"ENSG00000113048",2379,1864
"ENSG00000113068",1182,604
"ENSG00000113070",265,225
"ENSG00000113083",146,31
"ENSG00000113108",463,224
"ENSG00000113119",339,390
"ENSG00000113140",9649,13723
"ENSG00000113141",1927,1514
"ENSG00000113161",5683,5350
"ENSG00000113163",6421,2186
"ENSG00000113194",3295,2601
"ENSG00000113209",108,26
"ENSG00000113231",333,39
"ENSG00000113240",1863,1318
"ENSG00000113248",47,22
"ENSG00000113263",3,21
"ENSG00000113269",878,1644
"ENSG00000113272",348,404
"ENSG00000113273",1192,664
"ENSG00000113282",8551,16179
"ENSG00000113296",241,357
"ENSG00000113300",4923,2650
"ENSG00000113303",1,3898
"ENSG00000113312",2055,940
"ENSG00000113318",1757,1579
"ENSG00000113319",98,120
"ENSG00000113328",5840,5259
"ENSG00000113356",31,54
"ENSG00000113360",3175,5073
"ENSG00000113361",1650,54
"ENSG00000113368",2057,5095
"ENSG00000113369",9548,3024
"ENSG00000113384",3650,4434
"ENSG00000113387",3392,4154
"ENSG00000113389",216,132
"ENSG00000113391",1609,1203
"ENSG00000113407",4699,3355
"ENSG00000113441",8604,6936
"ENSG00000113448",2318,1060
"ENSG00000113456",900,1630
"ENSG00000113460",1248,1956
"ENSG00000113494",990,17527
"ENSG00000113504",2255,3542
"ENSG00000113522",7314,3448
"ENSG00000113532",856,167
"ENSG00000113552",1806,1176
"ENSG00000113555",121,201
"ENSG00000113558",4081,2875
"ENSG00000113569",4091,8840
"ENSG00000113575",4375,3124
"ENSG00000113580",347,5648
"ENSG00000113583",2611,1426
"ENSG00000113593",1785,1365
"ENSG00000113594",502,607
"ENSG00000113595",776,630
"ENSG00000113597",1346,643
"ENSG00000113615",2489,1877
"ENSG00000113621",1005,681
"ENSG00000113638",623,636
"ENSG00000113643",3739,3081
