file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-E9PB15-F1-model_v4,E9PB15,E9PB15-F1,33.4,4.8,32.116,-0.003,0.957,1,70.7667337807606
AF-O14804-F1-model_v4,O14804,O14804-F1,52.192,4.769,14.462,0.366,0.957,1,85.0730074074074
AF-O15111-F1-model_v4,O15111,O15111-F1,23.34,4.04,34.358,0.089,0.957,1,84.6423600809171
AF-O94810-F1-model_v4,O94810,O94810-F1,39.778,4.333,20.831,0.141,0.957,2,86.9344647169305
AF-P04114-F3-model_v4,P04114,P04114-F3,23.2,4.067,31.611,0.29,0.957,4,81.2980910332271
AF-P13498-F1-model_v4,P13498,P13498-F1,74.333,5,14.033,0.48,0.957,1,77.0298854447439
AF-P22059-F1-model_v4,P22059,P22059-F1,32.667,4.179,21.562,0.052,0.957,1,77.537887368756
AF-P23527-F1-model_v4,P23527,P23527-F1,70.8,4.9,14.289,0.371,0.957,2,88.0009928352098
AF-P30939-F1-model_v4,P30939,P30939-F1,33.129,4.355,20.115,0.163,0.957,2,83.0205013642565
AF-P32245-F1-model_v4,P32245,P32245-F1,71.095,5,14.462,0.105,0.957,1,79.9297138437742
AF-P47887-F1-model_v4,P47887,P47887-F1,52.778,4.407,21.615,0.116,0.957,2,85.5327526543453
AF-P51003-F1-model_v4,P51003,P51003-F1,28.167,3.625,14.061,0.302,0.957,4,75.6146861063465
AF-Q04656-F1-model_v4,Q04656,Q04656-F1,24.875,3.719,22.116,0.14,0.957,6,73.6075567784766
AF-Q13459-F1-model_v4,Q13459,Q13459-F1,21.905,4.429,15.809,0.189,0.957,3,64.249272536198
AF-Q2LD37-F11-model_v4,Q2LD37,Q2LD37-F11,37.789,3.632,14.921,0.143,0.957,2,58.4638372630606
AF-Q5TA45-F1-model_v4,Q5TA45,Q5TA45-F1,33.657,4,15.384,0.27,0.957,1,90.8296755845797
AF-Q7L2J0-F1-model_v4,Q7L2J0,Q7L2J0-F1,0.833,4.125,21.339,0.51,0.957,2,63.6643115942029
AF-Q7RTM1-F1-model_v4,Q7RTM1,Q7RTM1-F1,47,4.407,24.877,0.149,0.957,2,76.6449167193759
AF-Q7Z695-F1-model_v4,Q7Z695,Q7Z695-F1,72.913,4.522,15.348,0.223,0.957,2,72.926107907743
AF-Q8NEZ4-F18-model_v4,Q8NEZ4,Q8NEZ4-F18,32.038,4.923,25.583,0.032,0.957,1,52.548201677574
AF-Q8NGJ9-F1-model_v4,Q8NGJ9,Q8NGJ9-F1,47.4,4.44,14.698,0.459,0.957,1,84.5877492331288
AF-Q8TAT2-F1-model_v4,Q8TAT2,Q8TAT2-F1,47.786,5.286,16.289,0.312,0.957,1,68.7438009283136
AF-Q8WUG5-F1-model_v4,Q8WUG5,Q8WUG5-F1,17.756,3.333,33.278,0.096,0.957,2,73.1782102412605
AF-Q9H9S4-F1-model_v4,Q9H9S4,Q9H9S4-F1,39.316,4.368,17.853,0.355,0.957,1,93.8730257900472
AF-Q9NZK5-F1-model_v4,Q9NZK5,Q9NZK5-F1,24.269,4.308,20.698,0.35,0.957,1,96.0296237337192
AF-Q9NZN4-F1-model_v4,Q9NZN4,Q9NZN4-F1,5.029,4.324,31.962,0.184,0.957,1,86.9610141564168
AF-Q9P2D7-F1-model_v4,Q9P2D7,Q9P2D7-F1,65,4.333,14.018,0.281,0.957,2,79.5105552631579
AF-O15553-F1-model_v4,O15553,O15553-F1,47.158,4.579,19.278,0.14,0.956,2,73.2735599078341
AF-P08F94-F1-model_v4,P08F94,P08F94-F1,16.765,2.882,17.324,0.318,0.956,3,84.9194974921048
AF-P19793-F1-model_v4,P19793,P19793-F1,63.24,4.4,13.997,0.247,0.956,1,76.512264416315
AF-P22309-F1-model_v4,P22309,P22309-F1,29.98,3.961,27.718,0.033,0.956,1,91.3475698257341
AF-P33981-F1-model_v4,P33981,P33981-F1,29,4.25,25.708,0.146,0.956,1,63.954351783879
AF-P35609-F1-model_v4,P35609,P35609-F1,19.333,4.727,27.777,0.227,0.956,2,85.0345231570293
AF-Q08AH1-F1-model_v4,Q08AH1,Q08AH1-F1,26.161,4.21,36.384,0.095,0.956,2,88.5628971962617
AF-Q0VAA5-F1-model_v4,Q0VAA5,Q0VAA5-F1,22.091,4.091,17.091,0.195,0.956,1,80.9710114192496
AF-Q13286-F1-model_v4,Q13286,Q13286-F1,25.065,4.226,20.654,0.128,0.956,1,81.170112960761
AF-Q16853-F1-model_v4,Q16853,Q16853-F1,18.269,4,22.784,0.201,0.956,1,95.1777892803473
AF-Q3L8U1-F3-model_v4,Q3L8U1,Q3L8U1-F3,13.312,4.125,21.962,0.057,0.956,2,68.0344713521102
AF-Q5TC63-F1-model_v4,Q5TC63,Q5TC63-F1,36.3,5.1,15.545,0.212,0.956,1,94.8460906411201
AF-Q6IS24-F1-model_v4,Q6IS24,Q6IS24-F1,31.621,4.552,22.798,0.108,0.956,1,90.0975308900524
AF-Q6ZQQ6-F5-model_v4,Q6ZQQ6,Q6ZQQ6-F5,39.3,5.9,18.759,0.083,0.956,2,62.9201688457875
AF-Q7Z601-F1-model_v4,Q7Z601,Q7Z601-F1,50,4.867,16.437,0.26,0.956,2,62.7458432898027
AF-Q86UQ4-F11-model_v4,Q86UQ4,Q86UQ4-F11,71.87,4.957,16.535,0.148,0.956,3,57.5717939404678
AF-Q8N4Q0-F1-model_v4,Q8N4Q0,Q8N4Q0-F1,37.14,3.8,37.161,0.056,0.956,1,93.0216737588652
AF-Q8N5M9-F1-model_v4,Q8N5M9,Q8N5M9-F1,77.385,4.692,14.187,0.235,0.956,1,91.7172166331321
AF-Q8NDW4-F1-model_v4,Q8NDW4,Q8NDW4-F1,49.9,4.25,22.128,0.11,0.956,1,55.2385468451243
AF-Q8NF50-F1-model_v4,Q8NF50,Q8NF50-F1,24.216,4.118,28.415,0.159,0.956,4,74.8535041154718
AF-Q92556-F1-model_v4,Q92556,Q92556-F1,35.571,4.679,20.635,0.258,0.956,1,88.8406752849124
AF-Q9BZ76-F1-model_v4,Q9BZ76,Q9BZ76-F1,19.097,3.968,19.755,0.131,0.956,2,83.4178500707214
AF-Q9H1K6-F1-model_v4,Q9H1K6,Q9H1K6-F1,25.3,4.05,18.65,0.158,0.956,1,88.3918602885345
AF-Q9H6T3-F1-model_v4,Q9H6T3,Q9H6T3-F1,13.786,4.071,21.249,0.157,0.956,1,75.83184496997
AF-Q9NSE4-F1-model_v4,Q9NSE4,Q9NSE4-F1,23.2,4.6,18.624,0.14,0.956,2,89.8015252121817
AF-Q9NY33-F1-model_v4,Q9NY33,Q9NY33-F1,15.871,4.287,47.501,0.349,0.956,2,95.5503187114462
AF-Q9P298-F1-model_v4,Q9P298,Q9P298-F1,61.684,4.421,15.328,0.115,0.956,1,67.6226165803109
AF-Q9UNX4-F1-model_v4,Q9UNX4,Q9UNX4-F1,58.636,4.909,15.969,0.159,0.956,2,84.4150422421885
AF-A2RU14-F1-model_v4,A2RU14,A2RU14-F1,65.333,4.333,15.001,0.031,0.955,1,87.3443453724605
AF-O60779-F1-model_v4,O60779,O60779-F1,54.179,4.692,31.592,0.108,0.955,1,81.2796728852543
AF-O95340-F1-model_v4,O95340,O95340-F1,19.278,4.139,27.902,0.127,0.955,1,92.3557686017989
AF-P05108-F1-model_v4,P05108,P05108-F1,32.636,4.061,17.002,0.14,0.955,1,92.3874052272192
AF-P16471-F1-model_v4,P16471,P16471-F1,38.667,4.714,23.369,0.106,0.955,1,61.7794438765079
AF-P17302-F1-model_v4,P17302,P17302-F1,36.444,4.296,14.11,0.085,0.955,1,70.9983305839657
AF-P21554-F1-model_v4,P21554,P21554-F1,29.696,3.913,23.936,0.183,0.955,3,71.6597790353005
AF-P21918-F1-model_v4,P21918,P21918-F1,43.074,4.444,15.675,0.183,0.955,3,69.3471417069243
AF-P31327-F1-model_v4,P31327,P31327-F1,19.367,3.733,17.467,0.275,0.955,3,93.8297860778056
AF-P35504-F1-model_v4,P35504,P35504-F1,33.333,4.108,40.507,0.111,0.955,1,91.5969201610993
AF-P41595-F1-model_v4,P41595,P41595-F1,46.667,4.262,24.69,0.055,0.955,2,71.7361016505109
AF-Q00975-F1-model_v4,Q00975,Q00975-F1,64.37,4.148,22.447,0.127,0.955,3,60.3841264342931
AF-Q13011-F1-model_v4,Q13011,Q13011-F1,36.929,4.25,23.441,0.276,0.955,3,88.7662983645792
AF-Q5JYT7-F1-model_v4,Q5JYT7,Q5JYT7-F1,31.318,3.727,19.415,0.065,0.955,1,64.8617320438987
AF-Q68EN5-F1-model_v4,Q68EN5,Q68EN5-F1,44.281,4.75,17.48,0.339,0.955,1,77.8273997343958
AF-Q6DN14-F1-model_v4,Q6DN14,Q6DN14-F1,77.625,4.688,13.921,0.197,0.955,2,65.5368958942418
AF-Q6N063-F1-model_v4,Q6N063,Q6N063-F1,12.056,4.389,23.648,0.116,0.955,1,94.0539270072993
AF-Q6P9F7-F1-model_v4,Q6P9F7,Q6P9F7-F1,31.476,4.143,17.769,0.281,0.955,4,81.0621158574063
AF-Q7Z7A4-F1-model_v4,Q7Z7A4,Q7Z7A4-F1,24.792,4.458,21.307,0.318,0.955,2,86.3573451521121
AF-Q8IVW1-F1-model_v4,Q8IVW1,Q8IVW1-F1,78.35,4.9,22.089,0.066,0.955,1,52.9374068663258
AF-Q8IY51-F1-model_v4,Q8IY51,Q8IY51-F1,38.714,4.048,15.677,0.131,0.955,2,78.3489172447968
AF-Q8TCT8-F1-model_v4,Q8TCT8,Q8TCT8-F1,64.304,4.435,15.418,0.122,0.955,5,79.3919030124908
AF-Q93084-F1-model_v4,Q93084,Q93084-F1,50.348,4.13,17.027,0.155,0.955,1,86.6815772294033
AF-Q96ME1-F1-model_v4,Q96ME1,Q96ME1-F1,24.24,5,20.636,0.109,0.955,1,73.9108566348796
AF-Q96P64-F1-model_v4,Q96P64,Q96P64-F1,54.739,4.174,21.652,0.104,0.955,2,64.1583861502347
AF-Q9BSA4-F1-model_v4,Q9BSA4,Q9BSA4-F1,61.143,4.643,17.631,0.107,0.955,1,81.8349854651163
AF-Q9BVK8-F1-model_v4,Q9BVK8,Q9BVK8-F1,58.118,4.529,16.339,0.505,0.955,2,92.5151600224593
AF-Q9BZV2-F1-model_v4,Q9BZV2,Q9BZV2-F1,56.273,4.606,28.057,0.137,0.955,2,82.1684011184545
AF-Q9H6E5-F1-model_v4,Q9H6E5,Q9H6E5-F1,7.25,3.4,25.686,0.095,0.955,3,75.8815392781316
AF-Q9HC97-F1-model_v4,Q9HC97,Q9HC97-F1,44.421,4.474,16.33,0.128,0.955,1,85.79910041841
AF-Q9NPD5-F1-model_v4,Q9NPD5,Q9NPD5-F1,42.387,4.226,19.218,0.256,0.955,3,79.4163303932378
AF-Q9NVC3-F1-model_v4,Q9NVC3,Q9NVC3-F1,44.688,5.562,17.276,0.196,0.955,1,83.74954235361
AF-Q9UFH2-F3-model_v4,Q9UFH2,Q9UFH2-F3,27.8,4.2,20.326,0.204,0.955,2,82.5808790244758
AF-Q9Y6A1-F1-model_v4,Q9Y6A1,Q9Y6A1-F1,46.722,4.278,23.165,0.151,0.955,2,88.2746337393626
AF-M0QZD8-F3-model_v4,M0QZD8,M0QZD8-F3,62.85,4.55,14.283,0.175,0.954,1,79.2763043478261
AF-O43159-F1-model_v4,O43159,O43159-F1,33.452,3.903,16.269,0.526,0.954,1,72.4115183833848
AF-O76001-F1-model_v4,O76001,O76001-F1,34.25,4.312,18.486,0.202,0.954,3,88.2012886178862
AF-P08F94-F2-model_v4,P08F94,P08F94-F2,16.765,2.882,16.288,0.291,0.954,1,84.4953962334514
AF-P0DP72-F1-model_v4,P0DP72,P0DP72-F1,52.562,4.188,16.276,0.114,0.954,1,82.2505930434783
AF-P12104-F1-model_v4,P12104,P12104-F1,48,4.969,16.916,0.338,0.954,1,90.2506623134328
AF-P69891-F1-model_v4,P69891,P69891-F1,63.421,4.421,14.318,0.183,0.954,1,97.2175504828797
AF-Q03001-F17-model_v4,Q03001,Q03001-F17,47.6,4.3,18.694,0.154,0.954,2,74.8493837837838
AF-Q0P6D2-F1-model_v4,Q0P6D2,Q0P6D2-F1,7.692,3.231,21.338,0.23,0.954,1,86.5609834558824
AF-Q5GH70-F1-model_v4,Q5GH70,Q5GH70-F1,85.059,5.294,14.987,0.105,0.954,3,84.9432440378961
AF-Q6GTS8-F1-model_v4,Q6GTS8,Q6GTS8-F1,57.179,4.5,20.316,0.132,0.954,1,89.5059572845156
AF-Q6P1K8-F1-model_v4,Q6P1K8,Q6P1K8-F1,13.68,4.04,23.787,0.117,0.954,1,83.9853697749196
AF-Q7Z5H4-F1-model_v4,Q7Z5H4,Q7Z5H4-F1,64.471,4.647,19.37,0.141,0.954,1,63.8363854166667
AF-Q8IZN3-F1-model_v4,Q8IZN3,Q8IZN3-F1,54.815,4.037,17.815,0.177,0.954,1,73.5973959445037
AF-Q8N9T8-F1-model_v4,Q8N9T8,Q8N9T8-F1,24.857,4.857,16.54,0.318,0.954,1,70.8510115258902
AF-Q8NG77-F1-model_v4,Q8NG77,Q8NG77-F1,29.862,4.172,20.755,0.089,0.954,2,88.1789383697813
AF-Q8NGB9-F1-model_v4,Q8NGB9,Q8NGB9-F1,28.6,3.867,15.381,0.291,0.954,1,87.634474317817
AF-Q8NGS5-F1-model_v4,Q8NGS5,Q8NGS5-F1,41.641,3.974,22.264,0.079,0.954,1,83.5041976790716
AF-Q8TDJ6-F5-model_v4,Q8TDJ6,Q8TDJ6-F5,36.276,3.828,16.248,0.068,0.954,1,65.9568377153219
AF-Q8WUU4-F1-model_v4,Q8WUU4,Q8WUU4-F1,57.111,4,17.41,0.183,0.954,1,58.2859466292135
AF-Q8WX94-F1-model_v4,Q8WX94,Q8WX94-F1,33.571,4.429,16.301,0.106,0.954,1,82.2552123995408
AF-Q8WY07-F1-model_v4,Q8WY07,Q8WY07-F1,60.4,4.267,16.946,0.289,0.954,2,83.9439543726236
AF-Q92503-F1-model_v4,Q92503,Q92503-F1,47.727,4.636,25.149,0.205,0.954,3,79.8977884615385
AF-Q969N2-F1-model_v4,Q969N2,Q969N2-F1,33.033,4.133,17.971,0.34,0.954,2,88.12545532831
AF-Q96BF6-F1-model_v4,Q96BF6,Q96BF6-F1,34.2,3.6,15.838,0.086,0.954,1,60.9712999092559
AF-Q96KK3-F1-model_v4,Q96KK3,Q96KK3-F1,51.714,4.19,18.057,0.157,0.954,1,78.5711931956258
AF-Q96RI1-F1-model_v4,Q96RI1,Q96RI1-F1,72.269,5.192,14.532,0.437,0.954,1,69.7652944188428
AF-Q9HAW8-F1-model_v4,Q9HAW8,Q9HAW8-F1,30.132,4.189,27.818,0.189,0.954,1,91.940337773549
AF-Q9NTX9-F1-model_v4,Q9NTX9,Q9NTX9-F1,29.882,4.118,20.5,0.148,0.954,1,58.8056592292089
AF-Q9Y6R7-F8-model_v4,Q9Y6R7,Q9Y6R7-F8,18.045,3.773,20.279,0.17,0.954,3,87.0745182820662
AF-O75084-F1-model_v4,O75084,O75084-F1,75.667,4.238,20.906,0.435,0.953,3,84.1490576150067
AF-P04629-F1-model_v4,P04629,P04629-F1,36.233,4.733,31.026,0.287,0.953,2,78.9531015434606
AF-P19397-F1-model_v4,P19397,P19397-F1,68.15,4.5,17.747,0.043,0.953,1,93.4206033977739
AF-P41229-F1-model_v4,P41229,P41229-F1,23.236,4.145,28.124,0.106,0.953,1,72.5803544201136
AF-P45984-F1-model_v4,P45984,P45984-F1,22.771,4.333,34.327,0.087,0.953,1,82.507153436019
AF-P48443-F1-model_v4,P48443,P48443-F1,60.217,4.348,14.03,0.114,0.953,2,75.5323286516854
AF-P53350-F1-model_v4,P53350,P53350-F1,22.027,3.865,27.51,0.175,0.953,2,85.1698896752706
AF-Q12791-F1-model_v4,Q12791,Q12791-F1,35.08,4.12,23.743,0.15,0.953,3,76.9806680476437
AF-Q14534-F1-model_v4,Q14534,Q14534-F1,50.333,4.778,21.515,0.304,0.953,2,86.1164581947217
AF-Q14CX5-F1-model_v4,Q14CX5,Q14CX5-F1,39.19,3.952,16.625,0.1,0.953,1,82.7322695909315
AF-Q5TCH4-F1-model_v4,Q5TCH4,Q5TCH4-F1,46.806,4.444,16.911,0.292,0.953,1,90.1823963575365
AF-Q6ZS11-F1-model_v4,Q6ZS11,Q6ZS11-F1,58.077,4.692,15.83,0.063,0.953,3,66.60579138322
AF-Q76KX8-F1-model_v4,Q76KX8,Q76KX8-F1,41.471,4.471,18.18,0.348,0.953,1,67.8900776196636
AF-Q7Z3Q1-F1-model_v4,Q7Z3Q1,Q7Z3Q1-F1,50.87,4.391,16.245,0.224,0.953,3,86.7720027548209
AF-Q86T96-F1-model_v4,Q86T96,Q86T96-F1,39.571,5.143,19.763,0.074,0.953,3,57.4588040075141
AF-Q8N8A6-F1-model_v4,Q8N8A6,Q8N8A6-F1,27.211,4.316,16.905,0.229,0.953,1,74.340602078839
AF-Q8NA29-F1-model_v4,Q8NA29,Q8NA29-F1,69.083,4.25,13.782,0.233,0.953,1,80.9013797169811
AF-Q8NGD5-F1-model_v4,Q8NGD5,Q8NGD5-F1,47.524,4.143,16.553,0.466,0.953,2,83.9662129215766
AF-Q8NGE8-F1-model_v4,Q8NGE8,Q8NGE8-F1,32.2,3.88,17.042,0.48,0.953,2,87.760663204155
AF-Q96AX2-F1-model_v4,Q96AX2,Q96AX2-F1,20.231,3.462,25.509,0.074,0.953,1,83.621537578887
AF-Q96T52-F1-model_v4,Q96T52,Q96T52-F1,43.143,5,15.361,0.317,0.953,1,88.3641290322581
AF-Q96TA1-F1-model_v4,Q96TA1,Q96TA1-F1,13.488,4.674,30.436,0.125,0.953,2,81.1018364588613
AF-Q99814-F1-model_v4,Q99814,Q99814-F1,43.81,4.238,20.614,0.215,0.953,4,59.4189602129862
AF-Q9BYT1-F1-model_v4,Q9BYT1,Q9BYT1-F1,26,3.524,19.329,0.253,0.953,2,88.0908748880263
AF-Q9NU22-F21-model_v4,Q9NU22,Q9NU22-F21,40.048,4.286,22.426,0.222,0.953,1,61.4161342403628
AF-Q9UJH8-F1-model_v4,Q9UJH8,Q9UJH8-F1,14.029,3.714,27.097,0.276,0.953,2,82.8602415679125
AF-Q9Y5Y9-F1-model_v4,Q9Y5Y9,Q9Y5Y9-F1,83.588,4.824,16.22,0.081,0.953,8,67.640771211536
AF-O94915-F7-model_v4,O94915,O94915-F7,46.217,4.478,16.977,0.276,0.952,2,61.6334728527329
AF-P04839-F1-model_v4,P04839,P04839-F1,39.318,3.591,17.438,0.295,0.952,3,90.3958427209705
AF-P09543-F1-model_v4,P09543,P09543-F1,20.553,4.447,31.647,0.075,0.952,1,87.520223880597
AF-P0C7U3-F1-model_v4,P0C7U3,P0C7U3-F1,46.778,4.167,20.631,0.115,0.952,1,79.6617934782609
AF-P25391-F10-model_v4,P25391,P25391-F10,47.778,3.944,20.005,0.178,0.952,2,83.1434496753247
AF-P31689-F1-model_v4,P31689,P31689-F1,22.955,4.364,22.548,0.076,0.952,2,83.3495699267283
AF-P43116-F1-model_v4,P43116,P43116-F1,29.357,4,16.378,0.253,0.952,4,77.7152816648726
AF-P52952-F1-model_v4,P52952,P52952-F1,2.125,5,18.845,0.433,0.952,2,63.9828014616322
AF-Q02505-F10-model_v4,Q02505,Q02505-F10,15.833,3.375,16.09,0.447,0.952,3,50.3132932155683
AF-Q14739-F1-model_v4,Q14739,Q14739-F1,67.75,4.75,13.75,0.043,0.952,1,77.4102118305356
AF-Q495M3-F1-model_v4,Q495M3,Q495M3-F1,53.267,4.6,15.975,0.186,0.952,1,84.327089352595
AF-Q5BJD5-F1-model_v4,Q5BJD5,Q5BJD5-F1,55.833,3.722,15.49,0.163,0.952,2,83.7335304347826
AF-Q5TBA9-F7-model_v4,Q5TBA9,Q5TBA9-F7,29.722,4.833,20.136,0.097,0.952,2,63.4288159693738
AF-Q7Z333-F1-model_v4,Q7Z333,Q7Z333-F1,62.273,4.636,17.045,1.531,0.952,1,53.2156068955772
AF-Q86UP3-F2-model_v4,Q86UP3,Q86UP3-F2,32.556,4.111,16.398,0.093,0.952,2,57.6624785140006
AF-Q86Y34-F1-model_v4,Q86Y34,Q86Y34-F1,51.286,4.19,17.936,0.124,0.952,2,80.0391157256183
AF-Q8N5I4-F1-model_v4,Q8N5I4,Q8N5I4-F1,33.894,3.489,26.571,0.063,0.952,1,94.8139851967277
AF-Q8N8G6-F1-model_v4,Q8N8G6,Q8N8G6-F1,95.556,5.556,13.949,0.3,0.952,3,55.4359351789331
AF-Q8N8V2-F1-model_v4,Q8N8V2,Q8N8V2-F1,12,4.133,15.047,0.347,0.952,2,87.1525039308176
AF-Q8NH40-F1-model_v4,Q8NH40,Q8NH40-F1,52.217,4.217,14.181,0.399,0.952,1,85.3771686983877
AF-Q8WXG9-F25-model_v4,Q8WXG9,Q8WXG9-F25,59.269,4.346,20.129,0.171,0.952,2,79.8383231121282
AF-Q96FC7-F1-model_v4,Q96FC7,Q96FC7-F1,26.68,4.28,20.162,0.134,0.952,1,83.2405523937061
AF-Q96R08-F1-model_v4,Q96R08,Q96R08-F1,42.483,4.241,19.229,0.132,0.952,1,88.838658043654
AF-Q9H7V2-F1-model_v4,Q9H7V2,Q9H7V2-F1,52.75,3.55,18.133,0.006,0.952,1,53.9037824351297
AF-Q9HB09-F1-model_v4,Q9HB09,Q9HB09-F1,58.353,4.647,17.478,0.107,0.952,1,56.0952891287587
AF-Q9NTX5-F1-model_v4,Q9NTX5,Q9NTX5-F1,37.474,3.684,16.4,0.182,0.952,1,90.8821092757306
AF-Q9NU22-F19-model_v4,Q9NU22,Q9NU22-F19,46.842,4.158,15.919,0.114,0.952,2,71.1507946243348
AF-Q9NYF5-F1-model_v4,Q9NYF5,Q9NYF5-F1,-5.438,4.938,21.315,0.394,0.952,3,61.9561502858699
AF-Q9NZR1-F1-model_v4,Q9NZR1,Q9NZR1-F1,79.818,4.091,13.986,0.144,0.952,2,84.0239691091954
AF-A0A0A6YYK4-F1-model_v4,A0A0A6YYK4,A0A0A6YYK4-F1,30.423,4.538,29.514,0.084,0.951,1,81.6173167981962
AF-A6NJZ3-F1-model_v4,A6NJZ3,A6NJZ3-F1,43.089,3.8,23.766,0.051,0.951,1,89.2185407377381
AF-O60635-F1-model_v4,O60635,O60635-F1,70.812,4.562,15.659,0.125,0.951,1,88.547891598916
AF-O75845-F1-model_v4,O75845,O75845-F1,27.792,3.792,16.561,0.325,0.951,3,93.0011172962227
AF-P02100-F1-model_v4,P02100,P02100-F1,66.542,4.625,15.679,0.153,0.951,1,97.217229020979
AF-P03901-F1-model_v4,P03901,P03901-F1,58.083,4.167,15.023,0.295,0.951,1,88.5663844086021
AF-P0C7X3-F1-model_v4,P0C7X3,P0C7X3-F1,53.556,4.481,18.946,0.14,0.951,2,55.4787076811067
AF-P0CK97-F1-model_v4,P0CK97,P0CK97-F1,49.071,4.071,15.876,0.202,0.951,1,52.823568627451
AF-P15514-F1-model_v4,P15514,P15514-F1,52.75,3.25,16.338,0.282,0.951,1,67.7626407369498
AF-P25100-F1-model_v4,P25100,P25100-F1,70.429,5.143,15.223,0.153,0.951,2,65.4771227080395
AF-Q15303-F1-model_v4,Q15303,Q15303-F1,10.556,4.519,20.745,0.069,0.951,1,73.091615003401
AF-Q15438-F1-model_v4,Q15438,Q15438-F1,18,4.038,22.86,0.202,0.951,2,85.1367330677291
AF-Q16515-F1-model_v4,Q16515,Q16515-F1,32.31,4.276,20.951,0.311,0.951,1,86.9764060187469
AF-Q5T0T0-F1-model_v4,Q5T0T0,Q5T0T0-F1,63.105,3.842,17.538,0.109,0.951,2,71.9150802603037
AF-Q66K66-F1-model_v4,Q66K66,Q66K66-F1,53.714,4.429,17.013,0.337,0.951,2,75.264928057554
AF-Q6U841-F1-model_v4,Q6U841,Q6U841-F1,33.565,4.043,16.964,0.158,0.951,4,71.5375183387879
AF-Q6UW88-F1-model_v4,Q6UW88,Q6UW88-F1,57.471,5.235,23.243,0.038,0.951,1,67.0733806343906
AF-Q86UF1-F1-model_v4,Q86UF1,Q86UF1-F1,53.684,4.158,16.81,0.034,0.951,2,89.6664947987336
AF-Q8IZF2-F1-model_v4,Q8IZF2,Q8IZF2-F1,70.75,4.5,14.107,0.118,0.951,2,74.4462071265244
AF-Q8N9W4-F1-model_v4,Q8N9W4,Q8N9W4-F1,49,4.333,19.172,0.155,0.951,1,61.9009550881183
AF-Q8NGR3-F1-model_v4,Q8NGR3,Q8NGR3-F1,59.455,4.864,21.444,0.123,0.951,1,84.6421636212625
AF-Q8NHC6-F1-model_v4,Q8NHC6,Q8NHC6-F1,49.375,3.958,16.734,0.144,0.951,1,85.5227686628384
AF-Q8TC44-F1-model_v4,Q8TC44,Q8TC44-F1,16.28,4.12,22.74,0.194,0.951,1,78.5896030695951
AF-Q8TDJ6-F6-model_v4,Q8TDJ6,Q8TDJ6-F6,32.333,3.619,14.09,0.168,0.951,7,66.3865523498458
AF-Q92736-F10-model_v4,Q92736,Q92736-F10,66.333,4.833,15.806,0.151,0.951,2,81.0871513944223
AF-Q96CT2-F1-model_v4,Q96CT2,Q96CT2-F1,18.211,4.368,26.792,0.337,0.951,1,71.1667964388109
AF-Q96QG7-F1-model_v4,Q96QG7,Q96QG7-F1,29.04,4.52,19.946,0.28,0.951,1,94.8982285842093
AF-Q9H920-F1-model_v4,Q9H920,Q9H920-F1,60.059,5.176,20.973,0.181,0.951,2,83.7685982008995
AF-Q9UBS5-F1-model_v4,Q9UBS5,Q9UBS5-F1,42.606,3.636,17.216,0.099,0.951,1,84.3320123149482
AF-Q9UK61-F1-model_v4,Q9UK61,Q9UK61-F1,50.4,4.733,17.438,0.116,0.951,3,56.2450639482395
AF-Q9Y3B2-F1-model_v4,Q9Y3B2,Q9Y3B2-F1,39.304,4.043,22.019,0.017,0.951,1,78.621271637816207
AF-O15120-F1-model_v4,O15120,O15120-F1,57.08,4.68,15.832,0.242,0.95,2,91.4529111008752
AF-O15204-F1-model_v4,O15204,O15204-F1,12.118,3.824,14.517,0.444,0.95,1,80.8093295485266
AF-O15260-F1-model_v4,O15260,O15260-F1,67.75,4.25,15.793,0.273,0.95,2,84.2357823446987
AF-O95069-F1-model_v4,O95069,O95069-F1,85,5.333,18.397,0.378,0.95,3,76.7712706518474
AF-P13631-F1-model_v4,P13631,P13631-F1,64.32,4.76,14.067,0.371,0.95,1,79.5902444570779
AF-P15924-F7-model_v4,P15924,P15924-F7,32.923,4,35.921,0.154,0.95,1,78.5653919845316
AF-P24001-F1-model_v4,P24001,P24001-F1,47.645,4.774,20.212,0.099,0.95,2,71.1900160599572
AF-P28221-F1-model_v4,P28221,P28221-F1,47.364,4.364,14.05,0.188,0.95,2,79.0031651997292
AF-P29274-F1-model_v4,P29274,P29274-F1,43.379,4.241,18.727,0.165,0.95,1,81.2876883942766
AF-P30953-F1-model_v4,P30953,P30953-F1,54.115,4.308,18.657,0.091,0.95,2,89.1097325769854
AF-Q04671-F1-model_v4,Q04671,Q04671-F1,85.231,4.692,13.602,0.333,0.95,2,74.2419853166106
AF-Q14831-F1-model_v4,Q14831,Q14831-F1,35.333,4.167,21.56,0.14,0.95,1,84.6771844524937
AF-Q15046-F1-model_v4,Q15046,Q15046-F1,20.259,3.926,18.029,0.341,0.95,1,91.1521924686192
AF-Q5T197-F1-model_v4,Q5T197,Q5T197-F1,27.381,4.333,16.25,0.115,0.95,3,79.3301164431898
AF-Q6JQN1-F1-model_v4,Q6JQN1,Q6JQN1-F1,31.828,3.931,19.487,0.077,0.95,3,87.1954508490792
AF-Q6L9T8-F1-model_v4,Q6L9T8,Q6L9T8-F1,40.077,4.308,16.754,0.127,0.95,1,84.3805526770294
