"","gene_id","gene_name","unstranded_1"
"11776","ENSG00000166166.13","TRMT61A",2349
"11777","ENSG00000166167.18","BTRC",1458
"11778","ENSG00000166169.17","POLL",1446
"11779","ENSG00000166170.10","BAG5",6078
"11780","ENSG00000166171.13","DPCD",1891
"11781","ENSG00000166173.11","LARP6",1805
"11782","ENSG00000166181.13","API5",8646
"11783","ENSG00000166183.16","ASPG",118
"11784","ENSG00000166188.2","ZNF319",1489
"11785","ENSG00000166189.8","HPS6",1101
"11786","ENSG00000166192.15","SENP8",255
"11787","ENSG00000166197.17","NOLC1",10280
"11788","ENSG00000166199.13","ALKBH3",1169
"11789","ENSG00000166200.15","COPS2",5660
"11790","ENSG00000166206.15","GABRB3",13
"11791","ENSG00000166211.8","SPIC",0
"11792","ENSG00000166220.12","TBATA",14
"11793","ENSG00000166224.17","SGPL1",14132
"11794","ENSG00000166225.9","FRS2",2705
"11795","ENSG00000166226.13","CCT2",10924
"11796","ENSG00000166228.9","PCBD1",11462
"11797","ENSG00000166233.15","ARIH1",9442
"11798","ENSG00000166246.14","C16orf71",61
"11799","ENSG00000166250.12","CLMP",395
"11800","ENSG00000166257.9","SCN3B",22
"11801","ENSG00000166260.13","COX11",1300
"11802","ENSG00000166261.11","ZNF202",736
"11803","ENSG00000166262.16","FAM227B",319
"11804","ENSG00000166263.13","STXBP4",1040
"11805","ENSG00000166265.13","CYYR1",136
"11806","ENSG00000166266.14","CUL5",3133
"11807","ENSG00000166268.11","MYRFL",7
"11808","ENSG00000166272.18","WBP1L",2134
"11809","ENSG00000166275.16","BORCS7",789
"11810","ENSG00000166278.15","C2",522
"11811","ENSG00000166289.6","PLEKHF1",608
"11812","ENSG00000166292.12","TMEM100",5142
"11813","ENSG00000166295.9","ANAPC16",6893
"11814","ENSG00000166311.10","SMPD1",2433
"11815","ENSG00000166313.19","APBB1",339
"11816","ENSG00000166317.12","SYNPO2L",28
"11817","ENSG00000166321.14","NUDT13",163
"11818","ENSG00000166323.13","C11orf65",119
"11819","ENSG00000166326.7","TRIM44",13698
"11820","ENSG00000166329.3","CCDC182",0
"11821","ENSG00000166333.14","ILK",22
"11822","ENSG00000166337.10","TAF10",167
"11823","ENSG00000166340.17","TPP1",14245
"11824","ENSG00000166341.8","DCHS1",237
"11825","ENSG00000166342.19","NETO1",9
"11826","ENSG00000166343.10","MSS51",129
"11827","ENSG00000166347.19","CYB5A",1469
"11828","ENSG00000166348.18","USP54",3155
"11829","ENSG00000166349.10","RAG1",139
"11830","ENSG00000166351.10","POTED",0
"11831","ENSG00000166352.17","IFTAP",772
"11832","ENSG00000166359.11","WDR88",148
"11833","ENSG00000166363.5","OR10A5",1
"11834","ENSG00000166368.2","OR2D2",0
"11835","ENSG00000166377.20","ATP9B",590
"11836","ENSG00000166387.13","PPFIBP2",2744
"11837","ENSG00000166391.15","MOGAT2",2
"11838","ENSG00000166394.15","CYB5R2",1535
"11839","ENSG00000166396.13","SERPINB7",1
"11840","ENSG00000166398.14","GARRE1",3043
"11841","ENSG00000166401.15","SERPINB8",325
"11842","ENSG00000166402.9","TUB",77
"11843","ENSG00000166405.15","RIC3",6
"11844","ENSG00000166407.14","LMO1",28
"11845","ENSG00000166408.4","OR5P1P",1
"11846","ENSG00000166411.14","IDH3A",1402
"11847","ENSG00000166415.15","WDR72",2050
"11848","ENSG00000166426.8","CRABP1",280
"11849","ENSG00000166428.14","PLD4",30
"11850","ENSG00000166432.15","ZMAT1",49
"11851","ENSG00000166435.15","XRRA1",704
"11852","ENSG00000166436.16","TRIM66",414
"11853","ENSG00000166439.6","RNF169",1684
"11854","ENSG00000166441.13","RPL27A",41141
"11855","ENSG00000166444.19","DENND2B",2111
"11856","ENSG00000166446.15","CDYL2",161
"11857","ENSG00000166448.15","TMEM130",67
"11858","ENSG00000166450.13","PRTG",41
"11859","ENSG00000166451.13","CENPN",671
"11860","ENSG00000166452.12","AKIP1",609
"11861","ENSG00000166454.10","ATMIN",4946
"11862","ENSG00000166455.14","C16orf46",1
"11863","ENSG00000166471.11","TMEM41B",3792
"11864","ENSG00000166473.17","PKD1L2",129
"11865","ENSG00000166477.13","LEO1",1984
"11866","ENSG00000166478.10","ZNF143",1676
"11867","ENSG00000166479.10","TMX3",1379
"11868","ENSG00000166482.12","MFAP4",152
"11869","ENSG00000166483.11","WEE1",5816
"11870","ENSG00000166484.20","MAPK7",1394
"11871","ENSG00000166492.9","FAM86GP",128
"11872","ENSG00000166501.14","PRKCB",278
"11873","ENSG00000166503.9","HDGFL3",5575
"11874","ENSG00000166507.19","NDST2",16
"11875","ENSG00000166508.18","MCM7",19701
"11876","ENSG00000166509.12","CLEC3A",0
"11877","ENSG00000166510.14","CCDC68",24
"11878","ENSG00000166523.8","CLEC4E",432
"11879","ENSG00000166526.18","ZNF3",5590
"11880","ENSG00000166527.8","CLEC4D",49
"11881","ENSG00000166529.15","ZSCAN21",459
"11882","ENSG00000166530.8","HSBP1P2",0
"11883","ENSG00000166532.16","RIMKLB",1617
"11884","ENSG00000166535.20","A2ML1",31
"11885","ENSG00000166546.14","BEAN1",27
"11886","ENSG00000166548.17","TK2",589
"11887","ENSG00000166557.14","TMED3",8702
"11888","ENSG00000166558.11","SLC38A8",13
"11889","ENSG00000166562.9","SEC11C",873
"11890","ENSG00000166569.8","CPLX4",0
"11891","ENSG00000166573.6","GALR1",0
"11892","ENSG00000166575.17","TMEM135",2087
"11893","ENSG00000166578.10","IQCD",512
"11894","ENSG00000166579.16","NDEL1",2095
"11895","ENSG00000166582.10","CENPV",1571
"11896","ENSG00000166589.13","CDH16",6
"11897","ENSG00000166592.12","RRAD",52
"11898","ENSG00000166595.12","CIAO2B",2444
"11899","ENSG00000166596.15","CFAP52",133
"11900","ENSG00000166598.15","HSP90B1",60710
"11901","ENSG00000166603.5","MC4R",21
"11902","ENSG00000166619.15","BLCAP",6074
"11903","ENSG00000166634.6","SERPINB12",0
"11904","ENSG00000166664.14","CHRFAM7A",6
"11905","ENSG00000166669.13","ATF7IP2",1404
"11906","ENSG00000166670.10","MMP10",2919
"11907","ENSG00000166676.17","TVP23A",14
"11908","ENSG00000166681.14","BEX3",9236
"11909","ENSG00000166682.13","TMPRSS5",45
"11910","ENSG00000166685.12","COG1",2862
"11911","ENSG00000166689.16","PLEKHA7",2926
"11912","ENSG00000166693.7","OR5M13P",0
"11913","ENSG00000166704.11","ZNF606",1221
"11914","ENSG00000166707.12","ZCCHC18",12
"11915","ENSG00000166710.21","B2M",73271
"11916","ENSG00000166716.10","ZNF592",9562
"11917","ENSG00000166734.20","GOLM2",7683
"11918","ENSG00000166736.11","HTR3A",7
"11919","ENSG00000166741.8","NNMT",2016
"11920","ENSG00000166743.9","ACSM1",76
"11921","ENSG00000166747.13","AP1G1",6090
"11922","ENSG00000166750.10","SLFN5",762
"11923","ENSG00000166762.19","CATSPER2",176
"11924","ENSG00000166763.8","STRCP1",0
"11925","ENSG00000166770.11","ZNF667-AS1",1276
"11926","ENSG00000166780.11","BMERB1",119
"11927","ENSG00000166783.22","MARF1",4087
"11928","ENSG00000166787.3","SAA3P",0
"11929","ENSG00000166788.10","SAAL1",720
"11930","ENSG00000166793.13","YPEL4",118
"11931","ENSG00000166794.5","PPIB",5335
"11932","ENSG00000166796.12","LDHC",49
"11933","ENSG00000166797.11","CIAO2A",2059
"11934","ENSG00000166800.10","LDHAL6A",11
"11935","ENSG00000166801.16","FAM111A",4503
"11936","ENSG00000166803.14","PCLAF",1187
"11937","ENSG00000166813.16","KIF7",723
"11938","ENSG00000166816.15","LDHD",522
"11939","ENSG00000166819.12","PLIN1",17
"11940","ENSG00000166821.9","PEX11A",523
"11941","ENSG00000166822.13","TMEM170A",1826
"11942","ENSG00000166823.5","MESP1",347
"11943","ENSG00000166825.15","ANPEP",660
"11944","ENSG00000166828.3","SCNN1G",12
"11945","ENSG00000166831.9","RBPMS2",609
"11946","ENSG00000166833.22","NAV2",3506
"11947","ENSG00000166839.17","ANKDD1A",398
"11948","ENSG00000166840.13","GLYATL1",6
"11949","ENSG00000166845.15","C18orf54",479
"11950","ENSG00000166847.10","DCTN5",5030
"11951","ENSG00000166848.7","TERF2IP",6761
"11952","ENSG00000166851.15","PLK1",8057
"11953","ENSG00000166855.9","CLPX",3471
"11954","ENSG00000166856.3","GPR182",6
"11955","ENSG00000166860.3","ZBTB39",2038
"11956","ENSG00000166862.7","CACNG2",4
"11957","ENSG00000166863.13","TAC3",1
"11958","ENSG00000166866.13","MYO1A",8
"11959","ENSG00000166869.3","CHP2",51
"11960","ENSG00000166881.10","NEMP1",3480
"11961","ENSG00000166884.2","OR4D6",0
"11962","ENSG00000166886.13","NAB2",4164
"11963","ENSG00000166887.16","VPS39",6721
"11964","ENSG00000166888.12","STAT6",7856
"11965","ENSG00000166889.14","PATL1",9553
"11966","ENSG00000166896.9","ATP23",591
"11967","ENSG00000166897.16","ELFN2",28
"11968","ENSG00000166900.17","STX3",10005
"11969","ENSG00000166902.5","MRPL16",2640
"11970","ENSG00000166908.18","PIP4K2C",3884
"11971","ENSG00000166912.17","MTMR10",2004
"11972","ENSG00000166913.13","YWHAB",32660
"11973","ENSG00000166917.11","MIR202HG",0
"11974","ENSG00000166920.13","C15orf48",398
"11975","ENSG00000166922.8","SCG5",166
"11976","ENSG00000166923.12","GREM1",598
"11977","ENSG00000166924.9","NYAP1",345
"11978","ENSG00000166925.9","TSC22D4",6034
"11979","ENSG00000166926.8","MS4A6E",0
"11980","ENSG00000166927.13","MS4A7",274
"11981","ENSG00000166928.11","MS4A14",59
"11982","ENSG00000166930.7","MS4A5",0
"11983","ENSG00000166938.13","DIS3L",2299
"11984","ENSG00000166946.14","CCNDBP1",2284
"11985","ENSG00000166947.15","EPB42",1
"11986","ENSG00000166948.10","TGM6",0
"11987","ENSG00000166949.16","SMAD3",5587
"11988","ENSG00000166959.8","MS4A8",10
"11989","ENSG00000166960.16","CCDC178",30
"11990","ENSG00000166961.15","MS4A15",40
"11991","ENSG00000166963.13","MAP1A",2494
"11992","ENSG00000166965.12","RCCD1",1508
"11993","ENSG00000166971.17","AKTIP",974
"11994","ENSG00000166974.13","MAPRE2",1208
"11995","ENSG00000166979.13","EVA1C",231
"11996","ENSG00000166984.12","TCP10L2",0
"11997","ENSG00000166986.15","MARS1",6872
"11998","ENSG00000166987.15","MBD6",5528
"11999","ENSG00000166997.8","CNPY4",724
"12000","ENSG00000167004.13","PDIA3",60354
"12001","ENSG00000167005.14","NUDT21",7531
"12002","ENSG00000167011.9","NAT16",2
"12003","ENSG00000167014.11","TERB2",1
"12004","ENSG00000167034.10","NKX3-1",32
"12005","ENSG00000167037.19","SGSM1",52
"12006","ENSG00000167046.4","AL357033.1",2
"12007","ENSG00000167065.14","DUSP18",671
"12008","ENSG00000167074.15","TEF",799
"12009","ENSG00000167077.13","MEI1",109
"12010","ENSG00000167080.9","B4GALNT2",5
"12011","ENSG00000167081.18","PBX3",291
"12012","ENSG00000167083.7","GNGT2",36
"12013","ENSG00000167085.13","PHB",4942
"12014","ENSG00000167088.11","SNRPD1",8723
"12015","ENSG00000167094.16","TTC16",116
"12016","ENSG00000167098.12","SUN5",1
"12017","ENSG00000167100.15","SAMD14",248
"12018","ENSG00000167103.12","PIP5KL1",434
"12019","ENSG00000167104.11","BPIFB6",0
"12020","ENSG00000167105.8","TMEM92",743
"12021","ENSG00000167106.12","FAM102A",5394
"12022","ENSG00000167107.13","ACSF2",1504
"12023","ENSG00000167110.18","GOLGA2",6511
"12024","ENSG00000167112.10","TRUB2",4735
"12025","ENSG00000167113.11","COQ4",4080
"12026","ENSG00000167114.13","SLC27A4",4881
"12027","ENSG00000167117.10","ANKRD40CL",4
"12028","ENSG00000167118.11","URM1",4883
"12029","ENSG00000167123.19","CERCAM",14349
"12030","ENSG00000167130.18","DOLPP1",1825
"12031","ENSG00000167131.17","CCDC103",0
"12032","ENSG00000167136.7","ENDOG",927
"12033","ENSG00000167139.9","TBC1D21",0
"12034","ENSG00000167157.11","PRRX2",1249
"12035","ENSG00000167165.19","UGT1A6",4
"12036","ENSG00000167173.19","C15orf39",10445
"12037","ENSG00000167178.16","ISLR2",242
"12038","ENSG00000167182.15","SP2",3260
"12039","ENSG00000167183.3","PRR15L",423
"12040","ENSG00000167186.11","COQ7",1460
"12041","ENSG00000167191.12","GPRC5B",8098
"12042","ENSG00000167193.8","CRK",11919
"12043","ENSG00000167194.7","C16orf92",2
"12044","ENSG00000167195.7","GOLGA6C",2
"12045","ENSG00000167196.14","FBXO22",2071
"12046","ENSG00000167202.11","TBC1D2B",1707
"12047","ENSG00000167207.14","NOD2",133
"12048","ENSG00000167208.15","SNX20",209
"12049","ENSG00000167210.17","LOXHD1",7
"12050","ENSG00000167216.17","KATNAL2",138
"12051","ENSG00000167220.12","HDHD2",39
"12052","ENSG00000167232.14","ZNF91",4445
"12053","ENSG00000167244.21","IGF2",129285
"12054","ENSG00000167257.11","RNF214",1178
"12055","ENSG00000167258.15","CDK12",5335
"12056","ENSG00000167261.14","DPEP2",47
"12057","ENSG00000167264.18","DUS2",644
"12058","ENSG00000167272.11","POP5",2065
"12059","ENSG00000167280.17","ENGASE",1079
"12060","ENSG00000167281.19","RBFOX3",43
"12061","ENSG00000167283.8","ATP5MG",3981
"12062","ENSG00000167286.10","CD3D",106
"12063","ENSG00000167291.16","TBC1D16",11258
"12064","ENSG00000167302.11","TEPSIN",481
"12065","ENSG00000167306.20","MYO5B",1536
"12066","ENSG00000167311.14","ART5",71
"12067","ENSG00000167315.18","ACAA2",2154
"12068","ENSG00000167323.11","STIM1",2095
"12069","ENSG00000167325.15","RRM1",5740
"12070","ENSG00000167332.9","OR51E2",4
"12071","ENSG00000167333.13","TRIM68",273
"12072","ENSG00000167346.7","MMP26",0
"12073","ENSG00000167355.8","OR51B5",40
"12074","ENSG00000167359.8","OR51I1",0
"12075","ENSG00000167360.6","OR51Q1",2
"12076","ENSG00000167363.14","FN3K",3579
"12077","ENSG00000167371.21","PRRT2",137
"12078","ENSG00000167377.18","ZNF23",51
"12079","ENSG00000167378.8","IRGQ",6030
"12080","ENSG00000167380.16","ZNF226",778
"12081","ENSG00000167384.10","ZNF180",810
"12082","ENSG00000167390.8","POM121L3P",0
"12083","ENSG00000167393.18","PPP2R3B",2598
"12084","ENSG00000167393.18_PAR_Y","PPP2R3B",0
"12085","ENSG00000167394.13","ZNF668",315
"12086","ENSG00000167395.10","ZNF646",2373
"12087","ENSG00000167397.15","VKORC1",852
"12088","ENSG00000167414.4","GNG8",4
"12089","ENSG00000167419.11","LPO",27
"12090","ENSG00000167434.10","CA4",466
"12091","ENSG00000167447.12","SMG8",1043
"12092","ENSG00000167459.17","LINC00905",0
"12093","ENSG00000167460.17","TPM4",34539
"12094","ENSG00000167461.12","RAB8A",1523
"12095","ENSG00000167468.18","GPX4",34959
"12096","ENSG00000167470.12","MIDN",16861
"12097","ENSG00000167476.10","JSRP1",150
"12098","ENSG00000167483.19","NIBAN3",10
"12099","ENSG00000167487.12","KLHL26",1460
"12100","ENSG00000167491.17","GATAD2A",11424
"12101","ENSG00000167494.9","NOS2P2",0
"12102","ENSG00000167508.12","MVD",4692
"12103","ENSG00000167513.9","CDT1",5492
"12104","ENSG00000167515.10","TRAPPC2L",2676
"12105","ENSG00000167522.16","ANKRD11",22231
"12106","ENSG00000167523.14","SPATA33",2178
"12107","ENSG00000167524.16","RSKR",323
"12108","ENSG00000167525.14","PROCA1",123
"12109","ENSG00000167526.14","RPL13",104579
"12110","ENSG00000167528.13","ZNF641",1929
"12111","ENSG00000167531.6","LALBA",1
"12112","ENSG00000167535.8","CACNB3",2395
"12113","ENSG00000167536.14","DHRS13",637
"12114","ENSG00000167543.16","TP53I13",1918
"12115","ENSG00000167548.16","KMT2D",9392
"12116","ENSG00000167549.18","CORO6",75
"12117","ENSG00000167550.11","RHEBL1",137
"12118","ENSG00000167552.14","TUBA1A",4724
"12119","ENSG00000167553.16","TUBA1C",13465
"12120","ENSG00000167554.15","ZNF610",292
"12121","ENSG00000167555.14","ZNF528",366
"12122","ENSG00000167562.13","ZNF701",418
"12123","ENSG00000167565.13","SERTAD3",1954
"12124","ENSG00000167566.17","NCKAP5L",2289
"12125","ENSG00000167578.18","RAB4B",47
"12126","ENSG00000167580.8","AQP2",7
"12127","ENSG00000167588.13","GPD1",14
"12128","ENSG00000167595.15","PROSER3",3767
"12129","ENSG00000167600.14","CYP2S1",3192
"12130","ENSG00000167601.12","AXL",1542
"12131","ENSG00000167604.15","NFKBID",952
"12132","ENSG00000167608.12","TMC4",2315
"12133","ENSG00000167612.13","ANKRD33",257
"12134","ENSG00000167613.16","LAIR1",591
"12135","ENSG00000167614.14","TTYH1",2056
"12136","ENSG00000167615.17","LENG8",4310
"12137","ENSG00000167617.3","CDC42EP5",1577
"12138","ENSG00000167618.10","LAIR2",4
"12139","ENSG00000167619.13","TMEM145",543
"12140","ENSG00000167625.11","ZNF526",1513
"12141","ENSG00000167632.18","TRAPPC9",8776
"12142","ENSG00000167633.18","KIR3DL1",3
"12143","ENSG00000167634.12","NLRP7",8
"12144","ENSG00000167635.12","ZNF146",13568
"12145","ENSG00000167637.18","ZNF283",641
"12146","ENSG00000167641.11","PPP1R14A",2780
"12147","ENSG00000167642.13","SPINT2",17307
"12148","ENSG00000167644.12","C19orf33",0
"12149","ENSG00000167645.17","YIF1B",4068
"12150","ENSG00000167646.14","DNAAF3",188
"12151","ENSG00000167653.5","PSCA",64
"12152","ENSG00000167654.18","ATCAY",2
"12153","ENSG00000167656.5","LY6D",11
"12154","ENSG00000167657.14","DAPK3",3039
"12155","ENSG00000167658.16","EEF2",134474
"12156","ENSG00000167664.8","TMIGD2",6
"12157","ENSG00000167670.16","CHAF1A",2227
"12158","ENSG00000167671.12","UBXN6",5924
"12159","ENSG00000167674.15","HDGFL2",5864
"12160","ENSG00000167676.4","PLIN4",736
"12161","ENSG00000167680.17","SEMA6B",429
"12162","ENSG00000167685.15","ZNF444",2388
"12163","ENSG00000167693.17","NXN",12873
"12164","ENSG00000167695.15","TLCD3A",2924
"12165","ENSG00000167699.13","GLOD4",5987
"12166","ENSG00000167700.9","MFSD3",4264
"12167","ENSG00000167701.14","GPT",129
"12168","ENSG00000167702.13","KIFC2",1861
"12169","ENSG00000167703.15","SLC43A2",5956
"12170","ENSG00000167705.12","RILP",938
"12171","ENSG00000167711.14","SERPINF2",101
"12172","ENSG00000167716.19","WDR81",2966
"12173","ENSG00000167720.13","SRR",284
"12174","ENSG00000167721.11","TSR1",4610
"12175","ENSG00000167723.15","TRPV3",266
"12176","ENSG00000167733.14","HSD11B1L",1129
"12177","ENSG00000167740.10","CYB5D2",1111
"12178","ENSG00000167741.11","GGT6",1918
"12179","ENSG00000167747.15","C19orf48",6276
"12180","ENSG00000167748.11","KLK1",68
"12181","ENSG00000167749.11","KLK4",27
"12182","ENSG00000167751.13","KLK2",5
"12183","ENSG00000167754.13","KLK5",252
"12184","ENSG00000167755.15","KLK6",11960
"12185","ENSG00000167757.14","KLK11",2133
"12186","ENSG00000167759.13","KLK13",382
"12187","ENSG00000167766.18","ZNF83",877
"12188","ENSG00000167767.14","KRT80",248
"12189","ENSG00000167768.4","KRT1",3
"12190","ENSG00000167769.5","ACER1",1
"12191","ENSG00000167770.11","OTUB1",16171
"12192","ENSG00000167771.6","RCOR2",2990
"12193","ENSG00000167772.12","ANGPTL4",883
"12194","ENSG00000167774.2","AC010323.1",0
"12195","ENSG00000167775.11","CD320",7235
"12196","ENSG00000167778.9","SPRYD3",4314
"12197","ENSG00000167779.9","IGFBP6",211
"12198","ENSG00000167780.12","SOAT2",1
"12199","ENSG00000167785.9","ZNF558",2026
"12200","ENSG00000167791.14","CABP2",0
"12201","ENSG00000167792.13","NDUFV1",17186
"12202","ENSG00000167797.8","CDK2AP2",21251
"12203","ENSG00000167798.17","C3P1",19
"12204","ENSG00000167799.10","NUDT8",611
"12205","ENSG00000167800.9","TBX10",242
"12206","ENSG00000167807.15","AC011511.1",2
"12207","ENSG00000167815.12","PRDX2",7367
"12208","ENSG00000167822.3","OR8J3",0
"12209","ENSG00000167825.3","OR5I1",0
"12210","ENSG00000167840.13","ZNF232",1233
"12211","ENSG00000167842.16","MIS12",1478
"12212","ENSG00000167850.4","CD300C",66
"12213","ENSG00000167851.15","CD300A",353
"12214","ENSG00000167858.13","TEKT1",388
"12215","ENSG00000167861.16","HID1",22726
"12216","ENSG00000167862.10","MRPL58",2117
"12217","ENSG00000167863.12","ATP5PD",3697
"12218","ENSG00000167874.7","TMEM88",223
"12219","ENSG00000167880.8","EVPL",11119
"12220","ENSG00000167881.15","SRP68",10108
"12221","ENSG00000167889.13","MGAT5B",5488
"12222","ENSG00000167895.15","TMC8",1360
"12223","ENSG00000167900.12","TK1",19837
"12224","ENSG00000167904.15","TMEM68",3018
"12225","ENSG00000167910.4","CYP7A1",6
"12226","ENSG00000167912.6","AC090152.1",236
"12227","ENSG00000167914.12","GSDMA",3
"12228","ENSG00000167916.5","KRT24",0
"12229","ENSG00000167920.10","TMEM99",191
"12230","ENSG00000167925.16","GHDC",1581
"12231","ENSG00000167930.17","FAM234A",22604
"12232","ENSG00000167941.3","SOST",65
"12233","ENSG00000167962.14","ZNF598",7331
"12234","ENSG00000167964.13","RAB26",327
"12235","ENSG00000167965.18","MLST8",4561
"12236","ENSG00000167967.16","E4F1",4508
"12237","ENSG00000167968.13","DNASE1L2",85
"12238","ENSG00000167969.13","ECI1",5694
"12239","ENSG00000167971.16","CASKIN1",1872
"12240","ENSG00000167972.14","ABCA3",9989
"12241","ENSG00000167977.9","KCTD5",8615
"12242","ENSG00000167978.17","SRRM2",117226
"12243","ENSG00000167981.7","ZNF597",272
"12244","ENSG00000167984.18","NLRC3",104
"12245","ENSG00000167985.7","SDHAF2",1322
"12246","ENSG00000167986.14","DDB1",27812
"12247","ENSG00000167987.11","VPS37C",3137
"12248","ENSG00000167992.13","VWCE",47
"12249","ENSG00000167994.13","RAB3IL1",1595
"12250","ENSG00000167995.17","BEST1",168
"12251","ENSG00000167996.16","FTH1",46155
"12252","ENSG00000168000.14","BSCL2",147
"12253","ENSG00000168002.12","POLR2G",6834
"12254","ENSG00000168003.17","SLC3A2",13529
"12255","ENSG00000168004.10","PLAAT5",5
"12256","ENSG00000168005.9","SPINDOC",3379
"12257","ENSG00000168010.11","ATG16L2",784
"12258","ENSG00000168014.17","C2CD3",2418
"12259","ENSG00000168016.15","TRANK1",332
"12260","ENSG00000168026.18","TTC21A",785
"12261","ENSG00000168028.14","RPSA",61970
"12262","ENSG00000168032.10","ENTPD3",35
"12263","ENSG00000168036.18","CTNNB1",24428
"12264","ENSG00000168038.11","ULK4",1108
"12265","ENSG00000168040.5","FADD",287
"12266","ENSG00000168056.17","LTBP3",20779
"12267","ENSG00000168060.16","NAALADL1",305
"12268","ENSG00000168061.17","SAC3D1",3456
"12269","ENSG00000168062.10","BATF2",469
