"gene","p.fisher","q.fisher"
"F8A2",NA,NA
"F8A3",NA,NA
"F9",NA,NA
"FA2H",NA,NA
"FAAH",NA,NA
"FAAH2",NA,NA
"FABP1",NA,NA
"FABP12",NA,NA
"FABP2",NA,NA
"FABP3",NA,NA
"FABP4",NA,NA
"FABP5",NA,NA
"FABP6",NA,NA
"FABP7",NA,NA
"FABP9",NA,NA
"FADD",NA,NA
"FADS1",NA,NA
"FADS2",NA,NA
"FADS3",NA,NA
"FADS6",NA,NA
"FAF1",NA,NA
"FAF2",NA,NA
"FAH",NA,NA
"FAHD1",NA,NA
"FAHD2A",NA,NA
"FAHD2B",NA,NA
"FAIM",NA,NA
"FAIM2",NA,NA
"FAIM3",NA,NA
"FAM100A",NA,NA
"FAM100B",NA,NA
"FAM101A",NA,NA
"FAM101B",NA,NA
"FAM102A",NA,NA
"FAM102B",NA,NA
"FAM103A1",NA,NA
"FAM104A",NA,NA
"FAM104B",NA,NA
"FAM105A",NA,NA
"FAM105B",NA,NA
"FAM107A",NA,NA
"FAM107B",NA,NA
"FAM108A1",NA,NA
"FAM108B1",NA,NA
"FAM108C1",NA,NA
"FAM109A",NA,NA
"FAM109B",NA,NA
"FAM110A",NA,NA
"FAM110B",NA,NA
"FAM110C",NA,NA
"FAM111A",NA,NA
"FAM111B",NA,NA
"FAM113A",NA,NA
"FAM113B",NA,NA
"FAM114A1",NA,NA
"FAM114A2",NA,NA
"FAM115A",NA,NA
"FAM115C",NA,NA
"FAM116A",NA,NA
"FAM116B",NA,NA
"FAM117A",NA,NA
"FAM117B",NA,NA
"FAM118A",NA,NA
"FAM118B",NA,NA
"FAM119A",NA,NA
"FAM119B",NA,NA
"FAM120A",NA,NA
"FAM120AOS",NA,NA
"FAM120B",NA,NA
"FAM120C",NA,NA
"FAM122A",NA,NA
"FAM122B",NA,NA
"FAM122C",NA,NA
"FAM123A",NA,NA
"FAM123B",NA,NA
"FAM123C",NA,NA
"FAM124A",NA,NA
"FAM124B",NA,NA
"FAM125A",NA,NA
"FAM125B",NA,NA
"FAM126A",NA,NA
"FAM126B",NA,NA
"FAM127A",NA,NA
"FAM127B",NA,NA
"FAM127C",NA,NA
"FAM128A",NA,NA
"FAM128B",NA,NA
"FAM129A",NA,NA
"FAM129B",NA,NA
"FAM129C",NA,NA
"FAM131A",NA,NA
"FAM131B",NA,NA
"FAM131C",NA,NA
"FAM132A",NA,NA
"FAM133A",NA,NA
"FAM133B",NA,NA
"FAM134A",NA,NA
"FAM134B",NA,NA
"FAM134C",NA,NA
"FAM135A",NA,NA
"FAM135B",NA,NA
"FAM136A",NA,NA
"FAM136B",NA,NA
"FAM13A",NA,NA
"FAM13B",NA,NA
"FAM13C",NA,NA
"FAM149A",NA,NA
"FAM149B1",NA,NA
"FAM150A",NA,NA
"FAM150B",NA,NA
"FAM151A",NA,NA
"FAM151B",NA,NA
"FAM153A",NA,NA
"FAM153B",NA,NA
"FAM153C",NA,NA
"FAM154A",NA,NA
"FAM154B",NA,NA
"FAM155A",NA,NA
"FAM155B",NA,NA
"FAM156A",NA,NA
"FAM156B",NA,NA
"FAM157A",NA,NA
"FAM157B",NA,NA
"FAM158A",NA,NA
"FAM159A",NA,NA
"FAM159B",NA,NA
"FAM160A1",NA,NA
"FAM160A2",NA,NA
"FAM160B1",NA,NA
"FAM160B2",NA,NA
"FAM161A",NA,NA
"FAM161B",NA,NA
"FAM162A",NA,NA
"FAM162B",NA,NA
"FAM163A",NA,NA
"FAM163B",NA,NA
"FAM164A",NA,NA
"FAM164C",NA,NA
"FAM165B",NA,NA
"FAM166A",NA,NA
"FAM166B",NA,NA
"FAM167A",NA,NA
"FAM167B",NA,NA
"FAM168A",NA,NA
"FAM168B",NA,NA
"FAM169A",NA,NA
"FAM169B",NA,NA
"FAM170A",NA,NA
"FAM170B",NA,NA
"FAM171A1",NA,NA
"FAM171A2",NA,NA
"FAM171B",NA,NA
"FAM172A",NA,NA
"FAM173A",NA,NA
"FAM173B",NA,NA
"FAM174A",NA,NA
"FAM174B",NA,NA
"FAM175A",NA,NA
"FAM175B",NA,NA
"FAM176A",NA,NA
"FAM176B",NA,NA
"FAM177A1",NA,NA
"FAM177B",NA,NA
"FAM178A",NA,NA
"FAM178B",NA,NA
"FAM179A",NA,NA
"FAM179B",NA,NA
"FAM180A",NA,NA
"FAM180B",NA,NA
"FAM181A",NA,NA
"FAM181B",NA,NA
"FAM183A",NA,NA
"FAM184A",NA,NA
"FAM184B",NA,NA
"FAM185A",NA,NA
"FAM186A",NA,NA
"FAM186B",NA,NA
"FAM187B",NA,NA
"FAM188A",NA,NA
"FAM188B",NA,NA
"FAM189A1",NA,NA
"FAM189A2",NA,NA
"FAM189B",NA,NA
"FAM18A",NA,NA
"FAM18B",NA,NA
"FAM18B2",NA,NA
"FAM190A",NA,NA
"FAM190B",NA,NA
"FAM192A",NA,NA
"FAM193A",NA,NA
"FAM193B",NA,NA
"FAM194A",NA,NA
"FAM194B",NA,NA
"FAM195A",NA,NA
"FAM196A",NA,NA
"FAM196B",NA,NA
"FAM198A",NA,NA
"FAM198B",NA,NA
"FAM199X",NA,NA
"FAM19A1",NA,NA
"FAM19A2",NA,NA
"FAM19A3",NA,NA
"FAM19A4",NA,NA
"FAM19A5",NA,NA
"FAM200A",NA,NA
"FAM200B",NA,NA
"FAM20A",NA,NA
"FAM20B",NA,NA
"FAM20C",NA,NA
"FAM21A",NA,NA
"FAM21B",NA,NA
"FAM21C",NA,NA
"FAM22A",NA,NA
"FAM22D",NA,NA
"FAM22F",NA,NA
"FAM22G",NA,NA
"FAM23A",NA,NA
"FAM24A",NA,NA
"FAM24B",NA,NA
"FAM25A",NA,NA
"FAM25B",NA,NA
"FAM25C",NA,NA
"FAM25G",NA,NA
"FAM26D",NA,NA
"FAM26E",NA,NA
"FAM26F",NA,NA
"FAM32A",NA,NA
"FAM35A",NA,NA
"FAM36A",NA,NA
"FAM38A",NA,NA
"FAM38B",NA,NA
"FAM3A",NA,NA
"FAM3B",NA,NA
"FAM3C",NA,NA
"FAM3D",NA,NA
"FAM40A",NA,NA
"FAM40B",NA,NA
"FAM43A",NA,NA
"FAM43B",NA,NA
"FAM45A",NA,NA
"FAM46A",NA,NA
"FAM46B",NA,NA
"FAM46C",NA,NA
"FAM46D",NA,NA
"FAM47A",NA,NA
"FAM47B",NA,NA
"FAM47C",NA,NA
"FAM47E",NA,NA
"FAM48A",NA,NA
"FAM48B1",NA,NA
"FAM48B2",NA,NA
"FAM49A",NA,NA
"FAM49B",NA,NA
"FAM50A",NA,NA
"FAM50B",NA,NA
"FAM53A",NA,NA
"FAM53B",NA,NA
"FAM53C",NA,NA
"FAM54A",NA,NA
"FAM54B",NA,NA
"FAM55A",NA,NA
"FAM55B",NA,NA
"FAM55C",NA,NA
"FAM55D",NA,NA
"FAM57A",NA,NA
"FAM57B",NA,NA
"FAM58A",NA,NA
"FAM58B",NA,NA
"FAM59A",NA,NA
"FAM59B",NA,NA
"FAM5B",NA,NA
"FAM5C",NA,NA
"FAM60A",NA,NA
"FAM63A",NA,NA
"FAM63B",NA,NA
"FAM64A",NA,NA
"FAM65A",NA,NA
"FAM65B",NA,NA
"FAM65C",NA,NA
"FAM69A",NA,NA
"FAM69B",NA,NA
"FAM69C",NA,NA
"FAM70A",NA,NA
"FAM70B",NA,NA
"FAM71A",NA,NA
"FAM71B",NA,NA
"FAM71C",NA,NA
"FAM71D",NA,NA
"FAM71E1",NA,NA
"FAM71E2",NA,NA
"FAM71F1",NA,NA
"FAM71F2",NA,NA
"FAM72A",NA,NA
"FAM72B",NA,NA
"FAM72D",NA,NA
"FAM73A",NA,NA
"FAM73B",NA,NA
"FAM75A1",NA,NA
"FAM75A2",NA,NA
"FAM75A3",NA,NA
"FAM75A5",NA,NA
"FAM75A6",NA,NA
"FAM75A7",NA,NA
"FAM75C1",NA,NA
"FAM76A",NA,NA
"FAM76B",NA,NA
"FAM78A",NA,NA
"FAM78B",NA,NA
"FAM81A",NA,NA
"FAM81B",NA,NA
"FAM82A1",NA,NA
"FAM82A2",NA,NA
"FAM82B",NA,NA
"FAM83A",NA,NA
"FAM83B",NA,NA
"FAM83C",NA,NA
"FAM83D",NA,NA
"FAM83E",NA,NA
"FAM83F",NA,NA
"FAM83G",NA,NA
"FAM83H",NA,NA
"FAM84A",NA,NA
"FAM84B",NA,NA
"FAM86A",NA,NA
"FAM86B1",NA,NA
"FAM86B2",NA,NA
"FAM86C",NA,NA
"FAM89A",NA,NA
"FAM89B",NA,NA
"FAM8A1",NA,NA
"FAM90A1",NA,NA
"FAM90A10",NA,NA
"FAM90A13",NA,NA
"FAM90A14",NA,NA
"FAM90A18",NA,NA
"FAM90A19",NA,NA
"FAM90A20",NA,NA
"FAM90A5",NA,NA
"FAM90A7",NA,NA
"FAM90A8",NA,NA
"FAM90A9",NA,NA
"FAM91A1",NA,NA
"FAM92A1",NA,NA
"FAM92B",NA,NA
"FAM96A",NA,NA
"FAM96B",NA,NA
"FAM98A",NA,NA
"FAM98B",NA,NA
"FAM98C",NA,NA
"FAM9A",NA,NA
"FAM9B",NA,NA
"FAM9C",NA,NA
"FANCA",NA,NA
"FANCB",NA,NA
"FANCC",NA,NA
"FANCD2",NA,NA
"FANCE",NA,NA
"FANCF",NA,NA
"FANCG",NA,NA
"FANCI",NA,NA
"FANCL",NA,NA
"FANCM",NA,NA
"FANK1",NA,NA
"FAP",NA,NA
"FAR1",NA,NA
"FAR2",NA,NA
"FARP1",NA,NA
"FARP2",NA,NA
"FARS2",NA,NA
"FARSA",NA,NA
"FARSB",NA,NA
"FAS",NA,NA
"FASLG",NA,NA
"FASN",NA,NA
"FASTK",NA,NA
"FASTKD1",NA,NA
"FASTKD2",NA,NA
"FASTKD3",NA,NA
"FASTKD5",NA,NA
"FAT1",NA,NA
"FAT2",NA,NA
"FAT3",NA,NA
"FAT4",NA,NA
"FATE1",NA,NA
"FAU",NA,NA
"FBF1",NA,NA
"FBL",NA,NA
"FBLIM1",NA,NA
"FBLN1",NA,NA
"FBLN2",NA,NA
"FBLN5",NA,NA
"FBLN7",NA,NA
"FBN1",NA,NA
"FBN2",NA,NA
"FBN3",NA,NA
"FBP1",NA,NA
"FBP2",NA,NA
"FBRS",NA,NA
"FBRSL1",NA,NA
"FBXL12",NA,NA
"FBXL13",NA,NA
"FBXL14",NA,NA
"FBXL15",NA,NA
"FBXL16",NA,NA
"FBXL17",NA,NA
"FBXL18",NA,NA
"FBXL19",NA,NA
"FBXL2",NA,NA
"FBXL20",NA,NA
"FBXL21",NA,NA
"FBXL22",NA,NA
"FBXL3",NA,NA
"FBXL4",NA,NA
"FBXL5",NA,NA
"FBXL6",NA,NA
"FBXL7",NA,NA
"FBXL8",NA,NA
"FBXO10",NA,NA
"FBXO11",NA,NA
"FBXO15",NA,NA
"FBXO16",NA,NA
"FBXO17",NA,NA
"FBXO18",NA,NA
"FBXO2",NA,NA
"FBXO21",NA,NA
"FBXO22",NA,NA
"FBXO24",NA,NA
"FBXO25",NA,NA
"FBXO27",NA,NA
"FBXO28",NA,NA
"FBXO3",NA,NA
"FBXO30",NA,NA
"FBXO31",NA,NA
"FBXO32",NA,NA
"FBXO33",NA,NA
"FBXO34",NA,NA
"FBXO36",NA,NA
"FBXO38",NA,NA
"FBXO39",NA,NA
"FBXO4",NA,NA
"FBXO40",NA,NA
"FBXO41",NA,NA
"FBXO42",NA,NA
"FBXO43",NA,NA
"FBXO44",NA,NA
"FBXO45",NA,NA
"FBXO46",NA,NA
"FBXO47",NA,NA
"FBXO48",NA,NA
"FBXO5",NA,NA
"FBXO6",NA,NA
"FBXO7",NA,NA
"FBXO8",NA,NA
"FBXO9",NA,NA
"FBXW10",NA,NA
"FBXW11",NA,NA
"FBXW12",NA,NA
"FBXW2",NA,NA
"FBXW4",NA,NA
"FBXW5",NA,NA
"FBXW7",NA,NA
"FBXW8",NA,NA
"FBXW9",NA,NA
"FCAMR",NA,NA
"FCAR",NA,NA
"FCER1A",NA,NA
"FCER1G",NA,NA
"FCER2",NA,NA
"FCF1",NA,NA
"FCGBP",NA,NA
"FCGR1A",NA,NA
"FCGR1B",NA,NA
"FCGR2A",NA,NA
"FCGR2B",NA,NA
"FCGR2C",NA,NA
"FCGR3A",NA,NA
"FCGR3B",NA,NA
"FCGRT",NA,NA
"FCHO1",NA,NA
"FCHO2",NA,NA
"FCHSD1",NA,NA
"FCHSD2",NA,NA
"FCN1",NA,NA
"FCN2",NA,NA
"FCN3",NA,NA
"FCRL1",NA,NA
"FCRL2",NA,NA
"FCRL3",NA,NA
"FCRL4",NA,NA
"FCRL5",NA,NA
"FCRL6",NA,NA
"FCRLA",NA,NA
"FCRLB",NA,NA
"FDFT1",NA,NA
"FDPS",NA,NA
"FDX1",NA,NA
"FDX1L",NA,NA
"FDXACB1",NA,NA
"FDXR",NA,NA
"FECH",NA,NA
"FEM1A",NA,NA
"FEM1B",NA,NA
"FEM1C",NA,NA
"FEN1",NA,NA
"FER",NA,NA
"FER1L5",NA,NA
"FER1L6",NA,NA
"FERD3L",NA,NA
"FERMT1",NA,NA
"FERMT2",NA,NA
"FERMT3",NA,NA
"FES",NA,NA
"FETUB",NA,NA
"FEV",NA,NA
"FEZ1",NA,NA
"FEZ2",NA,NA
"FEZF1",NA,NA
"FEZF2",NA,NA
"FFAR1",NA,NA
"FFAR2",NA,NA
"FFAR3",NA,NA
"FGA",NA,NA
"FGB",NA,NA
"FGD1",NA,NA
"FGD2",NA,NA
"FGD3",NA,NA
"FGD4",NA,NA
"FGD5",NA,NA
"FGD6",NA,NA
"FGF1",NA,NA
"FGF10",NA,NA
"FGF11",NA,NA
"FGF12",NA,NA
"FGF13",NA,NA
"FGF14",NA,NA
"FGF16",NA,NA
"FGF17",NA,NA
"FGF18",NA,NA
"FGF19",NA,NA
"FGF2",NA,NA
"FGF20",NA,NA
"FGF21",NA,NA
"FGF22",NA,NA
"FGF23",NA,NA
"FGF3",NA,NA
"FGF4",NA,NA
"FGF5",NA,NA
"FGF6",NA,NA
"FGF7",NA,NA
"FGF8",NA,NA
"FGF9",NA,NA
"FGFBP1",NA,NA
"FGFBP2",NA,NA
"FGFBP3",NA,NA
"FGFR1",NA,NA
"FGFR1OP",NA,NA
"FGFR1OP2",NA,NA
"FGFR2",NA,NA
"FGFR3",NA,NA
"FGFR4",NA,NA
"FGFRL1",NA,NA
"FGG",NA,NA
"FGGY",NA,NA
"FGL1",NA,NA
"FGL2",NA,NA
"FGR",NA,NA
"FH",NA,NA
"FHAD1",NA,NA
"FHDC1",NA,NA
"FHIT",NA,NA
"FHL1",NA,NA
"FHL2",NA,NA
"FHL3",NA,NA
"FHL5",NA,NA
"FHOD1",NA,NA
"FHOD3",NA,NA
"FIBCD1",NA,NA
"FIBIN",NA,NA
"FIBP",NA,NA
"FICD",NA,NA
"FIG4",NA,NA
"FIGF",NA,NA
"FIGLA",NA,NA
"FIGN",NA,NA
"FIGNL1",NA,NA
"FIGNL2",NA,NA
"FILIP1",NA,NA
"FILIP1L",NA,NA
"FIP1L1",NA,NA
"FIS1",NA,NA
"FITM1",NA,NA
"FITM2",NA,NA
"FIZ1",NA,NA
"FJX1",NA,NA
"FKBP10",NA,NA
"FKBP11",NA,NA
"FKBP14",NA,NA
"FKBP15",NA,NA
"FKBP1A",NA,NA
"FKBP1B",NA,NA
"FKBP2",NA,NA
"FKBP3",NA,NA
"FKBP4",NA,NA
"FKBP5",NA,NA
"FKBP6",NA,NA
"FKBP7",NA,NA
"FKBP8",NA,NA
"FKBP9",NA,NA
"FKBPL",NA,NA
"FKRP",NA,NA
"FKSG83",NA,NA
"FKTN",NA,NA
"FLAD1",NA,NA
"FLCN",NA,NA
"FLG",NA,NA
"FLG2",NA,NA
"FLI1",NA,NA
"FLII",NA,NA
"FLJ10357",NA,NA
"FLJ25363",NA,NA
"FLJ35220",NA,NA
"FLJ36031",NA,NA
"FLJ37543",NA,NA
"FLJ43859",NA,NA
"FLJ43860",NA,NA
"FLJ44082",NA,NA
"FLJ44606",NA,NA
"FLJ44635",NA,NA
"FLJ46321",NA,NA
"FLNA",NA,NA
"FLNB",NA,NA
"FLNC",NA,NA
"FLOT1",NA,NA
"FLOT2",NA,NA
"FLRT1",NA,NA
"FLRT2",NA,NA
"FLRT3",NA,NA
"FLT1",NA,NA
"FLT3",NA,NA
"FLT3LG",NA,NA
"FLT4",NA,NA
"FLVCR1",NA,NA
"FLVCR2",NA,NA
"FLYWCH1",NA,NA
"FLYWCH2",NA,NA
"FMN1",NA,NA
"FMN2",NA,NA
"FMNL1",NA,NA
"FMNL2",NA,NA
"FMNL3",NA,NA
"FMO1",NA,NA
"FMO2",NA,NA
"FMO3",NA,NA
"FMO4",NA,NA
"FMO5",NA,NA
"FMOD",NA,NA
"FMR1",NA,NA
"FMR1NB",NA,NA
"FN1",NA,NA
"FN3K",NA,NA
"FN3KRP",NA,NA
"FNBP1",NA,NA
"FNBP1L",NA,NA
"FNBP4",NA,NA
"FNDC1",NA,NA
"FNDC3A",NA,NA
"FNDC3B",NA,NA
"FNDC4",NA,NA
"FNDC5",NA,NA
"FNDC7",NA,NA
"FNDC8",NA,NA
"FNIP1",NA,NA
"FNIP2",NA,NA
"FNTA",NA,NA
"FNTB",NA,NA
"FOLH1",NA,NA
"FOLH1B",NA,NA
"FOLR1",NA,NA
"FOLR2",NA,NA
"FOLR3",NA,NA
"FOLR4",NA,NA
"FOS",NA,NA
"FOSB",NA,NA
"FOSL1",NA,NA
"FOSL2",NA,NA
"FOXA2",NA,NA
"FOXA3",NA,NA
"FOXB1",NA,NA
"FOXB2",NA,NA
"FOXC1",NA,NA
"FOXC2",NA,NA
"FOXD1",NA,NA
"FOXD2",NA,NA
"FOXD3",NA,NA
"FOXD4",NA,NA
"FOXD4L1",NA,NA
"FOXD4L2",NA,NA
"FOXD4L3",NA,NA
"FOXD4L4",NA,NA
"FOXD4L5",NA,NA
"FOXD4L6",NA,NA
"FOXE1",NA,NA
"FOXE3",NA,NA
"FOXF1",NA,NA
"FOXF2",NA,NA
"FOXG1",NA,NA
"FOXH1",NA,NA
"FOXI1",NA,NA
"FOXI2",NA,NA
"FOXI3",NA,NA
"FOXJ1",NA,NA
"FOXJ2",NA,NA
"FOXJ3",NA,NA
"FOXK1",NA,NA
"FOXK2",NA,NA
"FOXL1",NA,NA
"FOXL2",NA,NA
"FOXM1",NA,NA
"FOXN1",NA,NA
"FOXN2",NA,NA
"FOXN3",NA,NA
"FOXN4",NA,NA
"FOXO1",NA,NA
"FOXO3",NA,NA
"FOXO4",NA,NA
"FOXP1",NA,NA
"FOXP2",NA,NA
"FOXP3",NA,NA
"FOXP4",NA,NA
"FOXQ1",NA,NA
"FOXR1",NA,NA
"FOXR2",NA,NA
"FOXRED1",NA,NA
"FOXRED2",NA,NA
"FOXS1",NA,NA
"FPGS",NA,NA
"FPGT",NA,NA
"FPR1",NA,NA
"FPR2",NA,NA
"FPR3",NA,NA
"FRA10AC1",NA,NA
"FRAS1",NA,NA
"FRAT1",NA,NA
"FRAT2",NA,NA
"FREM1",NA,NA
"FREM2",NA,NA
"FREM3",NA,NA
"FRG1",NA,NA
"FRG2",NA,NA
"FRG2B",NA,NA
"FRG2C",NA,NA
"FRK",NA,NA
"FRMD1",NA,NA
"FRMD3",NA,NA
"FRMD4A",NA,NA
"FRMD4B",NA,NA
"FRMD5",NA,NA
"FRMD6",NA,NA
"FRMD7",NA,NA
"FRMD8",NA,NA
"FRMPD1",NA,NA
"FRMPD2",NA,NA
"FRMPD4",NA,NA
"FRRS1",NA,NA
"FRS2",NA,NA
"FRS3",NA,NA
"FRY",NA,NA
"FRYL",NA,NA
"FRZB",NA,NA
"FSCB",NA,NA
"FSCN1",NA,NA
"FSCN2",NA,NA
"FSCN3",NA,NA
"FSD1",NA,NA
"FSD1L",NA,NA
"FSD2",NA,NA
"FSHB",NA,NA
"FSHR",NA,NA
"FSIP1",NA,NA
"FSIP2",NA,NA
"FST",NA,NA
"FSTL1",NA,NA
"FSTL3",NA,NA
"FSTL4",NA,NA
"FSTL5",NA,NA
"FTCD",NA,NA
"FTH1",NA,NA
"FTHL17",NA,NA
"FTL",NA,NA
"FTMT",NA,NA
"FTO",NA,NA
"FTSJ1",NA,NA
"FTSJ2",NA,NA
"FTSJ3",NA,NA
"FTSJD1",NA,NA
"FTSJD2",NA,NA
"FUBP1",NA,NA
"FUBP3",NA,NA
"FUCA1",NA,NA
"FUCA2",NA,NA
"FUK",NA,NA
"FUNDC1",NA,NA
"FUNDC2",NA,NA
"FURIN",NA,NA
"FUS",NA,NA
"FUT1",NA,NA
"FUT10",NA,NA
"FUT11",NA,NA
"FUT2",NA,NA
"FUT3",NA,NA
"FUT4",NA,NA
"FUT5",NA,NA
"FUT6",NA,NA
"FUT7",NA,NA
"FUT8",NA,NA
"FUT9",NA,NA
"FUZ",NA,NA
"FXC1",NA,NA
"FXN",NA,NA
"FXR1",NA,NA
"FXR2",NA,NA
"FXYD1",NA,NA
"FXYD2",NA,NA
"FXYD3",NA,NA
"FXYD4",NA,NA
"FXYD5",NA,NA
"FXYD6",NA,NA
"FXYD7",NA,NA
"FYB",NA,NA
"FYCO1",NA,NA
"FYN",NA,NA
"FYTTD1",NA,NA
"FZD1",NA,NA
"FZD10",NA,NA
"FZD2",NA,NA
"FZD3",NA,NA
"FZD4",NA,NA
"FZD5",NA,NA
"FZD6",NA,NA
"FZD7",NA,NA
"FZD8",NA,NA
"FZD9",NA,NA
"FZR1",NA,NA
"G0S2",NA,NA
"G2E3",NA,NA
"G3BP1",NA,NA
"G3BP2",NA,NA
"G6PC",NA,NA
"G6PC2",NA,NA
"G6PC3",NA,NA
"G6PD",NA,NA
"GAA",NA,NA
"GAB1",NA,NA
"GAB2",NA,NA
"GAB3",NA,NA
"GAB4",NA,NA
"GABARAP",NA,NA
"GABARAPL1",NA,NA
"GABARAPL2",NA,NA
"GABBR1",NA,NA
"GABBR2",NA,NA
"GABPA",NA,NA
"GABPB1",NA,NA
"GABPB2",NA,NA
"GABRA1",NA,NA
"GABRA2",NA,NA
"GABRA3",NA,NA
"GABRA4",NA,NA
"GABRA5",NA,NA
"GABRA6",NA,NA
"GABRB1",NA,NA
"GABRB2",NA,NA
"GABRB3",NA,NA
"GABRD",NA,NA
"GABRE",NA,NA
"GABRG1",NA,NA
"GABRG2",NA,NA
"GABRG3",NA,NA
"GABRP",NA,NA
"GABRQ",NA,NA
"GABRR1",NA,NA
"GABRR2",NA,NA
"GABRR3",NA,NA
"GAD1",NA,NA
"GAD2",NA,NA
"GADD45A",NA,NA
"GADD45B",NA,NA
"GADD45G",NA,NA
"GADD45GIP1",NA,NA
"GADL1",NA,NA
"GAGE1",NA,NA
"GAGE10",NA,NA
"GAGE12B",NA,NA
"GAGE12C",NA,NA
"GAGE12D",NA,NA
"GAGE12E",NA,NA
"GAGE12F",NA,NA
"GAGE12G",NA,NA
"GAGE12H",NA,NA
"GAGE12I",NA,NA
"GAGE12J",NA,NA
"GAGE13",NA,NA
"GAGE2A",NA,NA
"GAGE2B",NA,NA
"GAGE2C",NA,NA
"GAGE2D",NA,NA
"GAGE2E",NA,NA
"GAGE4",NA,NA
"GAGE5",NA,NA
"GAGE6",NA,NA
"GAGE7",NA,NA
"GAGE8",NA,NA
"GAK",NA,NA
"GAL",NA,NA
"GAL3ST1",NA,NA
"GAL3ST2",NA,NA
"GAL3ST3",NA,NA
"GAL3ST4",NA,NA
"GALC",NA,NA
"GALE",NA,NA
"GALK1",NA,NA
"GALK2",NA,NA
"GALM",NA,NA
"GALNS",NA,NA
"GALNT1",NA,NA
"GALNT10",NA,NA
"GALNT11",NA,NA
"GALNT12",NA,NA
"GALNT13",NA,NA
"GALNT14",NA,NA
"GALNT2",NA,NA
"GALNT3",NA,NA
"GALNT4",NA,NA
"GALNT5",NA,NA
"GALNT6",NA,NA
"GALNT7",NA,NA
"GALNT8",NA,NA
"GALNT9",NA,NA
"GALNTL1",NA,NA
"GALNTL2",NA,NA
"GALNTL4",NA,NA
"GALNTL5",NA,NA
"GALNTL6",NA,NA
"GALP",NA,NA
"GALR1",NA,NA
"GALR2",NA,NA
"GALR3",NA,NA
"GALT",NA,NA
"GAMT",NA,NA
"GAN",NA,NA
"GANAB",NA,NA
"GANC",NA,NA
"GAP43",NA,NA
"GAPDH",NA,NA
"GAPDHS",NA,NA
"GAPT",NA,NA
"GAPVD1",NA,NA
"GAR1",NA,NA
"GARNL3",NA,NA
"GARS",NA,NA
"GART",NA,NA
"GAS1",NA,NA
"GAS2",NA,NA
"GAS2L1",NA,NA
"GAS2L2",NA,NA
"GAS2L3",NA,NA
"GAS6",NA,NA
"GAS7",NA,NA
"GAS8",NA,NA
"GAST",NA,NA
"GATA1",NA,NA
"GATA2",NA,NA
"GATA4",NA,NA
"GATA5",NA,NA
"GATA6",NA,NA
"GATAD1",NA,NA
"GATAD2A",NA,NA
"GATAD2B",NA,NA
"GATC",NA,NA
"GATM",NA,NA
"GATS",NA,NA
"GATSL1",NA,NA
"GATSL2",NA,NA
"GATSL3",NA,NA
"GBA",NA,NA
"GBA2",NA,NA
"GBA3",NA,NA
"GBAS",NA,NA
"GBE1",NA,NA
"GBF1",NA,NA
"GBGT1",NA,NA
"GBP1",NA,NA
"GBP2",NA,NA
"GBP3",NA,NA
"GBP4",NA,NA
"GBP5",NA,NA
"GBP6",NA,NA
"GBP7",NA,NA
"GBX1",NA,NA
"GBX2",NA,NA
"GC",NA,NA
"GCA",NA,NA
"GCAT",NA,NA
"GCC1",NA,NA
"GCC2",NA,NA
"GCDH",NA,NA
"GCET2",NA,NA
"GCFC1",NA,NA
"GCG",NA,NA
"GCH1",NA,NA
"GCHFR",NA,NA
"GCK",NA,NA
"GCKR",NA,NA
"GCLC",NA,NA
"GCLM",NA,NA
"GCM1",NA,NA
"GCM2",NA,NA
"GCN1L1",NA,NA
"GCNT1",NA,NA
"GCNT2",NA,NA
"GCNT3",NA,NA
"GCNT4",NA,NA
"GCNT7",NA,NA
"GCOM1",NA,NA
"GCSH",NA,NA
"GDA",NA,NA
"GDAP1",NA,NA
"GDAP1L1",NA,NA
"GDAP2",NA,NA
"GDE1",NA,NA
"GDF1",NA,NA
"GDF10",NA,NA
"GDF11",NA,NA
"GDF15",NA,NA
"GDF2",NA,NA
"GDF3",NA,NA
"GDF5",NA,NA
"GDF6",NA,NA
"GDF7",NA,NA
"GDF9",NA,NA
"GDI1",NA,NA
"GDI2",NA,NA
"GDNF",NA,NA
"GDPD1",NA,NA
"GDPD2",NA,NA
"GDPD3",NA,NA
"GDPD4",NA,NA
"GDPD5",NA,NA
"GEFT",NA,NA
"GEM",NA,NA
"GEMIN4",NA,NA
"GEMIN5",NA,NA
"GEMIN6",NA,NA
"GEMIN7",NA,NA
"GEMIN8",NA,NA
"GEN1",NA,NA
"GET4",NA,NA
"GFAP",NA,NA
"GFER",NA,NA
"GFI1",NA,NA
"GFI1B",NA,NA
"GFM1",NA,NA
"GFM2",NA,NA
"GFOD1",NA,NA
"GFOD2",NA,NA
"GFPT1",NA,NA
"GFPT2",NA,NA
"GFRA1",NA,NA
"GFRA2",NA,NA
"GFRA3",NA,NA
"GFRA4",NA,NA
"GFRAL",NA,NA
"GGA1",NA,NA
"GGA2",NA,NA
"GGA3",NA,NA
"GGCT",NA,NA
"GGCX",NA,NA
"GGH",NA,NA
"GGN",NA,NA
"GGNBP2",NA,NA
"GGPS1",NA,NA
"GGT1",NA,NA
"GGT5",NA,NA
"GGT6",NA,NA
"GGT7",NA,NA
"GGTLC1",NA,NA
"GGTLC2",NA,NA
"GH1",NA,NA
"GH2",NA,NA
"GHDC",NA,NA
"GHITM",NA,NA
