"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"358","NCT01745367",2,"Terminated","breast cancer","TIVOZANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 1","FLT1","Small molecule","This is a phase 2 multicenter, double-blind, randomized, placebo-controlled, two-arm study for subjects with locally recurrent or metastatic triple negative breast cancer."
"360","NCT01792050",2,"Completed","breast cancer","INDOXIMOD","mTORC1 activator","ACTIVATOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","The purpose of this study is to compare the effects, good and/or bad, of standard of care therapy (docetaxel or paclitaxel) with or without the addition of 1-Methyl-D-tryptophan (referred to as indoximod) an experimental drug to find out which treatment is better."
"361","NCT01800422",2,"Unknown status","breast cancer","TELAPRISTONE ACETATE","Progesterone receptor modulator","MODULATOR","ENSG00000082175","progesterone receptor","PGR","Small molecule","The purpose of this study is to determine whether or not the medication that blocks the effects of the hormone progesterone (CDB-4124 or Proellex) will decrease the growth rate of breast cancer cells as compared to a placebo. CDB-4124 (also called Proellex) is a medication that works against the hormone, progesterone. The researchers in this study would like to compare changes in breast cancer cells of women who have taken CDB-4124 prior to surgery to those from women who have taken a placebo pill prior to surgery."
"362","NCT01802970",1,"Completed","breast cancer","ANAKINRA","Interleukin-1 receptor antagonist","ANTAGONIST","ENSG00000115594","interleukin 1 receptor type 1","IL1R1","Protein","To determine the safety of administering anakinra plus the physician's chemotherapy choice (TPC) of nab paclitaxel, capecitabine, eribulin, or vinorelbine in patients with metastatic breast cancer (MBC), as well as determining blood immune cell transcriptional signatures in patients who undergo IL-1 receptor blockade."
"363","NCT01847001",2,"Completed","breast cancer","PROPRANOLOL","Beta-2 adrenergic receptor antagonist","ANTAGONIST","ENSG00000169252","adrenoceptor beta 2","ADRB2","Small molecule","This study is being conducted in patients with newly diagnosed breast cancer that will be undergoing chemotherapy prior to surgery - neoadjuvant chemotherapy. The study involves treatment with standard chemotherapy and a commonly used, FDA-approved, blood pressure drug called propranolol (Inderal). The purposes of this study are to:

1. Determine the effect of propranolol plus chemotherapy on breast cancer cells as well as the growth of blood vessels surrounding breast cancer cells.
2. Determine the side effect profile of propranolol and chemotherapy in patients with breast cancer receiving neoadjuvant chemotherapy.

This research is being done because previous laboratory work has shown that propranolol may decrease the ability for the blood vessels around breast cancer cells to grow, which may be important in helping cancer cells grow. It also may reduce the likelihood for breast cancer cells to spread. If changes are seen in the breast cancer cells and surrounding blood vessels in this study, we will pan to evaluate whether propranolol decreases the likelihood of breast cancer from recurring in future, later studies. All chemotherapy regimens used in this study have been the standard of care for many years; however, the use of propranolol is being researched along with the chemotherapy regimens."
"364","NCT01856543",3,"Completed","breast cancer","MOMETASONE FUROATE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","The purpose of this study is to find out if the effect of mometasone furoate is any different from Eucerin in decreasing the severity of redness of the skin during irradiation, preventing the skin from peeling, or reducing the amount of irritation the patient reports during treatment."
"365","NCT01861054",2,"Terminated","breast cancer","REPARIXIN","Interleukin-8 receptor A modulator","MODULATOR","ENSG00000180871","C-X-C motif chemokine receptor 1","CXCR1","Small molecule","This is a pilot ""window of opportunity"" clinical study in patients with operable breast cancer investigating use of reparixin as single agent in the time period between clinical diagnosis and surgery.

The primary objectives of this study were:

1- to evaluate the effects of orally administered reparixin on CSCs in the primary tumor and the tumoral microenvironment in an early breast cancer population:

A. CSC were measured in tissue samples by techniques that could include: ALDEFLUOR assay and assessment of CD44/CD24 by flow cytometry, or examination of RNA transcripts by RT-PCR, aldehyde dehydrogenase-1, CD44/CD24 and epithelial mesenchymal transition markers (Snail, Twist, Notch) by immunohistochemistry (IHC). CSC were defined as ALDEFLUOR positive (ALDH-1+) and/or CD44 high/CD24 low by flow cytometry or RT-PCR and IHC and by the detection of ALDH-1+ cells with or without epithelial mesenchymal transition (EMT) transcription factor in IHC assays.

B. Serine-threonine protein kinase (AKT), focal adhesion kinase (FAK), phosphatase and tensin homolog (PTEN) and chemokine receptor-1 (CXCR1) levels were measured in tissue samples by IHC.

C. Measurement of markers of inflammation (interleukin-1beta \[IL-1β\], interleukin-6 \[IL-6\], interleukin-8 \[IL-8\], tumor necrosis factor-alpha \[TNF-α\], granulocyte macrophage colony stimulating factor \[GM-CSF\], vascular endothelial growth factor \[VEGF\], basic fibroblast growth factor \[b-FGF\] and high-sensitivity C-reactive protein \[hsCRP\]) in plasma, leukocyte subsets (enumerate T subsets, B, and natural killer/natural killer T \[NK/NKT\] cells) and study polymorphonuclear leukocyte \[PMN\] biology in peripheral blood samples. D. Measurement of markers of angiogenesis (CD31 staining), tumor-infiltrating leukocytes (CD4, CD8, NK and macrophages), autophagy (P62 and LC3 by IHC), EpCAM and EMT markers (CD326, CD45, Twist1, SNAIL1, SLUG, ZEB1, FOXC2, TG2, Akt2, P13k and CK19 by RT-PCR) and tissue cellularity (residual disease characterization in tumor bed) in tumor tissue samples.

2. To evaluate the safety of oral reparixin administered three times daily (t.i.d.) for 21 consecutive days.

The secondary objective was to define the pharmacokinetic (PK) profile of orally administered reparixin."
"366","NCT01862900",1,"Completed","breast cancer","MEDI-6469","Tumor necrosis factor receptor superfamily member 4 agonist","AGONIST","ENSG00000186827","TNF receptor superfamily member 4","TNFRSF4","Antibody","This study will test the investigational antibody, MEDI6469 (anti-OX40), in combination with stereotactic body radiation in breast cancer patients that have liver or lung metastases and have received systemic therapy and have progressive disease. The investigators hypothesize that SBRT directed at metastatic breast cancer lesions will result in a systemic anti-tumor immune system response. This amplified and directed immune response could result in anti-tumor responses."
"367","NCT01887288",2,"Terminated","breast cancer","DIGOXIN","Sodium/potassium-transporting ATPase inhibitor","INHIBITOR","ENSG00000163399","ATPase Na+/K+ transporting subunit alpha 4","ATP1A4","Small molecule","To evaluate the Growth Modulation Index (GMI) of the combination of metronomic capecitabine with oral digoxin in metastatic breast cancer"
"368","NCT01900730",2,"Terminated","breast cancer","VALPROIC ACID","Succinate semialdehyde dehydrogenase inhibitor","INHIBITOR","ENSG00000112294","aldehyde dehydrogenase 5 family member A1","ALDH5A1","Small molecule","The goal of this clinical research study is to learn if receiving valproic acid (VPA) compared to a placebo can reduce the amount of time you will need to have an indwelling pleural catheter compared to the standard of care, which involves using an indwelling pleural catheter alone.

VPA is designed to stop cancer cells from dividing and maturing. This may cause the cancer cells to become less malignant and cause less pleural fluid production.

A placebo is not a drug. It looks like the study drug but is not designed to treat any disease or illness. It is designed to be compared with a study drug to learn if the study drug has any real effect."
"369","NCT01905592",3,"Terminated","Hereditary breast and ovarian cancer syndrome","NIRAPARIB","Poly [ADP-ribose] polymerase 2 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","The purpose of this study is to compare progression-free survival (PFS) in patients with advanced/metastatic breast cancer who have a BRCA mutation when treated with niraparib as compared to those treated with physician's choice"
"370","NCT01907880",4,"Completed","breast cancer","PAMIDRONIC ACID","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","Metastatic breast cancer patients with bone involvement who are at high-risk of subsequent skeletal related event (SRE), defined as radiotherapy or surgery to the bone, pathological fracture, spinal cord compression, or hypercalcemia (as reflected through: elevated sCTX or bone pain or a prior SRE despite receiving standard bisphosphonate therapy) should experience a decrease in the surrogate marker, sCTX, at week 12 if switched to zoledronic acid compared with those patients who continue on intravenous pamidronate (i.e. current standard of care). The investigators propose that a drop in sCTX will correlate with improved pain, quality of life and a reduced incidence of further SREs."
