"","GAMuT_60259"
"ENSG00000114115",453
"ENSG00000114120",2490
"ENSG00000114125",959
"ENSG00000114126",771
"ENSG00000114127",7720
"ENSG00000114166",421
"ENSG00000114209",2227
"ENSG00000114248",105
"ENSG00000114251",278
"ENSG00000114268",524
"ENSG00000114270",7206
"ENSG00000114279",4
"ENSG00000114302",2832
"ENSG00000114315",1078
"ENSG00000114316",1867
"ENSG00000114331",3824
"ENSG00000114346",8548
"ENSG00000114353",2218
"ENSG00000114354",2700
"ENSG00000114378",48
"ENSG00000114383",402
"ENSG00000114388",250
"ENSG00000114391",2674
"ENSG00000114395",167
"ENSG00000114405",148
"ENSG00000114416",4469
"ENSG00000114423",905
"ENSG00000114439",4689
"ENSG00000114446",2888
"ENSG00000114450",802
"ENSG00000114455",404
"ENSG00000114473",337
"ENSG00000114480",1410
"ENSG00000114491",873
"ENSG00000114503",2198
"ENSG00000114520",1529
"ENSG00000114529",1404
"ENSG00000114541",2169
"ENSG00000114544",395
"ENSG00000114554",1992
"ENSG00000114573",3888
"ENSG00000114626",162
"ENSG00000114631",176
"ENSG00000114638",4404
"ENSG00000114648",904
"ENSG00000114650",1034
"ENSG00000114654",1
"ENSG00000114656",5
"ENSG00000114670",684
"ENSG00000114686",2266
"ENSG00000114698",366
"ENSG00000114735",344
"ENSG00000114737",425
"ENSG00000114738",923
"ENSG00000114739",722
"ENSG00000114742",1406
"ENSG00000114744",1808
"ENSG00000114745",519
"ENSG00000114767",315
"ENSG00000114770",1698
"ENSG00000114771",0
"ENSG00000114779",221
"ENSG00000114784",480
"ENSG00000114790",82
"ENSG00000114796",1419
"ENSG00000114805",1640
"ENSG00000114812",3
"ENSG00000114841",214
"ENSG00000114850",6412
"ENSG00000114853",148
"ENSG00000114857",7710
"ENSG00000114859",162
"ENSG00000114861",4803
"ENSG00000114867",8886
"ENSG00000114902",1528
"ENSG00000114904",1375
"ENSG00000114923",137
"ENSG00000114933",3787
"ENSG00000114942",760
"ENSG00000114948",38
"ENSG00000114956",603
"ENSG00000114978",10488
"ENSG00000114982",1580
"ENSG00000114988",546
"ENSG00000114993",724
"ENSG00000114999",2034
"ENSG00000115009",573
"ENSG00000115020",2937
"ENSG00000115042",107
"ENSG00000115053",14460
"ENSG00000115073",800
"ENSG00000115084",8601
"ENSG00000115091",12542
"ENSG00000115107",814
"ENSG00000115109",2980
"ENSG00000115112",2293
"ENSG00000115128",1755
"ENSG00000115129",860
"ENSG00000115137",234
"ENSG00000115145",1998
"ENSG00000115159",2387
"ENSG00000115163",429
"ENSG00000115165",407
"ENSG00000115170",870
"ENSG00000115183",836
"ENSG00000115204",383
"ENSG00000115207",1823
"ENSG00000115211",556
"ENSG00000115216",2188
"ENSG00000115221",35860
"ENSG00000115226",74
"ENSG00000115232",2487
"ENSG00000115233",3186
"ENSG00000115234",1321
"ENSG00000115239",58
"ENSG00000115241",2777
"ENSG00000115252",21
"ENSG00000115255",21
"ENSG00000115267",3199
"ENSG00000115268",714
"ENSG00000115271",783
"ENSG00000115275",655
"ENSG00000115282",547
"ENSG00000115286",144
"ENSG00000115289",191
"ENSG00000115290",818
"ENSG00000115295",2839
"ENSG00000115306",62140
"ENSG00000115307",2291
"ENSG00000115310",11925
"ENSG00000115317",400
"ENSG00000115318",131
"ENSG00000115325",176
"ENSG00000115339",2903
"ENSG00000115350",340
"ENSG00000115355",2908
"ENSG00000115364",2499
"ENSG00000115365",2673
"ENSG00000115368",2365
"ENSG00000115380",7389
"ENSG00000115386",0
"ENSG00000115392",1261
"ENSG00000115414",50791
"ENSG00000115415",45402
"ENSG00000115419",14697
"ENSG00000115421",1128
"ENSG00000115423",91
"ENSG00000115425",1202
"ENSG00000115446",663
"ENSG00000115457",327
"ENSG00000115459",371
"ENSG00000115461",5181
"ENSG00000115464",15093
"ENSG00000115468",6
"ENSG00000115484",6221
"ENSG00000115486",1558
"ENSG00000115504",3039
"ENSG00000115514",933
"ENSG00000115520",808
"ENSG00000115523",29
"ENSG00000115524",16259
"ENSG00000115525",370
"ENSG00000115526",182
"ENSG00000115539",164
"ENSG00000115540",735
"ENSG00000115541",1190
"ENSG00000115548",3801
"ENSG00000115561",1748
"ENSG00000115568",456
"ENSG00000115590",1599
"ENSG00000115594",2123
"ENSG00000115598",115
"ENSG00000115604",196
"ENSG00000115616",636
"ENSG00000115641",1415
"ENSG00000115648",434
"ENSG00000115649",416
"ENSG00000115652",1263
"ENSG00000115657",22
"ENSG00000115661",294
"ENSG00000115677",15568
"ENSG00000115685",924
"ENSG00000115687",516
"ENSG00000115694",1189
"ENSG00000115718",142
"ENSG00000115738",1080
"ENSG00000115750",1206
"ENSG00000115756",528
"ENSG00000115758",4329
"ENSG00000115760",16305
"ENSG00000115761",1775
"ENSG00000115762",5764
"ENSG00000115806",1403
"ENSG00000115808",3218
"ENSG00000115816",3251
"ENSG00000115825",4306
"ENSG00000115827",1331
"ENSG00000115828",718
"ENSG00000115839",2406
"ENSG00000115840",649
"ENSG00000115841",237
"ENSG00000115866",2673
"ENSG00000115875",4357
"ENSG00000115884",1267
"ENSG00000115896",23
"ENSG00000115902",300
"ENSG00000115904",3029
"ENSG00000115919",5564
"ENSG00000115935",869
"ENSG00000115942",1791
"ENSG00000115944",1753
"ENSG00000115946",1001
"ENSG00000115947",1691
"ENSG00000115956",1568
"ENSG00000115963",3253
"ENSG00000115966",2042
"ENSG00000115970",4014
"ENSG00000115977",2285
"ENSG00000115993",2860
"ENSG00000115998",234
"ENSG00000116001",4451
"ENSG00000116005",3449
"ENSG00000116016",2477
"ENSG00000116017",565
"ENSG00000116030",2008
"ENSG00000116044",3092
"ENSG00000116062",3057
"ENSG00000116095",1311
"ENSG00000116096",335
"ENSG00000116106",134
"ENSG00000116117",284
"ENSG00000116120",1578
"ENSG00000116127",4492
"ENSG00000116128",388
"ENSG00000116132",857
"ENSG00000116133",3813
"ENSG00000116138",1511
"ENSG00000116141",617
"ENSG00000116151",76
"ENSG00000116157",571
"ENSG00000116161",2356
"ENSG00000116171",2691
"ENSG00000116191",3747
"ENSG00000116198",1228
"ENSG00000116199",2764
"ENSG00000116205",397
"ENSG00000116209",5226
"ENSG00000116212",901
"ENSG00000116213",369
"ENSG00000116221",1342
"ENSG00000116237",4176
"ENSG00000116251",2230
"ENSG00000116260",2776
"ENSG00000116266",2146
"ENSG00000116273",519
"ENSG00000116285",6036
"ENSG00000116288",2652
"ENSG00000116299",43
"ENSG00000116337",675
"ENSG00000116350",3071
"ENSG00000116353",343
"ENSG00000116396",492
"ENSG00000116406",3200
"ENSG00000116455",553
"ENSG00000116459",2196
"ENSG00000116473",1563
"ENSG00000116478",2914
"ENSG00000116489",8030
"ENSG00000116497",1337
"ENSG00000116514",1165
"ENSG00000116521",541
"ENSG00000116525",127
"ENSG00000116539",5753
"ENSG00000116560",12028
"ENSG00000116574",817
"ENSG00000116580",1967
"ENSG00000116584",835
"ENSG00000116586",338
"ENSG00000116604",404
"ENSG00000116641",3824
"ENSG00000116649",609
"ENSG00000116652",137
"ENSG00000116663",279
"ENSG00000116667",103
"ENSG00000116668",315
"ENSG00000116670",177
"ENSG00000116675",341
"ENSG00000116678",476
"ENSG00000116679",16656
"ENSG00000116685",539
"ENSG00000116688",2077
"ENSG00000116691",201
"ENSG00000116698",2218
"ENSG00000116701",1349
"ENSG00000116704",6175
"ENSG00000116711",625
"ENSG00000116717",182
"ENSG00000116729",615
"ENSG00000116731",1900
"ENSG00000116741",7949
"ENSG00000116747",5575
"ENSG00000116750",2379
"ENSG00000116752",958
"ENSG00000116754",6737
"ENSG00000116761",73
"ENSG00000116771",250
"ENSG00000116774",104
"ENSG00000116786",900
"ENSG00000116791",5515
"ENSG00000116793",1207
"ENSG00000116809",282
"ENSG00000116815",779
"ENSG00000116824",164
"ENSG00000116830",2179
"ENSG00000116833",56
"ENSG00000116852",265
"ENSG00000116857",770
"ENSG00000116863",663
"ENSG00000116871",934
"ENSG00000116874",618
"ENSG00000116883",15
"ENSG00000116885",157
"ENSG00000116898",1297
"ENSG00000116903",2132
"ENSG00000116906",2728
"ENSG00000116918",1707
"ENSG00000116922",238
"ENSG00000116954",545
"ENSG00000116957",1117
"ENSG00000116962",807
"ENSG00000116977",6258
"ENSG00000116984",6222
"ENSG00000116985",334
"ENSG00000116990",79
"ENSG00000116991",1584
"ENSG00000117000",3162
"ENSG00000117010",88
"ENSG00000117016",46
"ENSG00000117020",328
"ENSG00000117036",1412
"ENSG00000117054",1213
"ENSG00000117091",89
"ENSG00000117114",4857
"ENSG00000117115",132
"ENSG00000117118",1522
"ENSG00000117122",113
"ENSG00000117133",1349
"ENSG00000117139",5205
"ENSG00000117143",1518
"ENSG00000117151",863
"ENSG00000117152",134
"ENSG00000117153",722
"ENSG00000117155",1865
"ENSG00000117174",1767
"ENSG00000117222",1265
"ENSG00000117226",3400
"ENSG00000117228",9796
"ENSG00000117242",236
"ENSG00000117262",143
"ENSG00000117266",51
"ENSG00000117280",667
"ENSG00000117298",2924
"ENSG00000117305",621
"ENSG00000117308",1133
"ENSG00000117318",445
"ENSG00000117335",8390
"ENSG00000117360",1409
"ENSG00000117362",2203
"ENSG00000117385",496
"ENSG00000117394",10832
"ENSG00000117395",2136
"ENSG00000117399",1310
"ENSG00000117408",478
"ENSG00000117410",1374
"ENSG00000117411",543
"ENSG00000117419",640
"ENSG00000117425",24
"ENSG00000117448",1427
"ENSG00000117450",10355
"ENSG00000117461",586
"ENSG00000117472",4045
"ENSG00000117475",1856
"ENSG00000117477",13
"ENSG00000117479",1227
"ENSG00000117480",176
"ENSG00000117481",1206
"ENSG00000117500",6275
"ENSG00000117505",2944
"ENSG00000117519",5283
"ENSG00000117523",15283
"ENSG00000117525",28043
"ENSG00000117528",3492
"ENSG00000117533",457
"ENSG00000117543",519
"ENSG00000117569",2090
"ENSG00000117586",183
"ENSG00000117592",3896
"ENSG00000117593",1547
"ENSG00000117595",3150
"ENSG00000117597",1778
"ENSG00000117602",2571
"ENSG00000117614",1027
"ENSG00000117616",2016
"ENSG00000117620",2885
"ENSG00000117625",1160
"ENSG00000117632",7344
"ENSG00000117640",351
"ENSG00000117643",47
"ENSG00000117650",878
"ENSG00000117676",1020
"ENSG00000117682",621
"ENSG00000117691",530
"ENSG00000117697",789
"ENSG00000117707",18
"ENSG00000117713",1771
"ENSG00000117724",11904
"ENSG00000117748",951
"ENSG00000117751",1481
"ENSG00000117758",1637
"ENSG00000117791",505
"ENSG00000117859",3513
"ENSG00000117862",1844
"ENSG00000117868",3969
"ENSG00000117877",418
"ENSG00000117899",1831
"ENSG00000117906",2019
"ENSG00000117983",714
"ENSG00000117984",1679
"ENSG00000118004",2
"ENSG00000118007",3082
"ENSG00000118046",425
"ENSG00000118058",8916
"ENSG00000118094",3
"ENSG00000118096",846
"ENSG00000118137",0
"ENSG00000118162",102
"ENSG00000118181",3464
"ENSG00000118193",2206
"ENSG00000118197",400
"ENSG00000118200",2826
"ENSG00000118217",2714
"ENSG00000118242",520
"ENSG00000118246",2318
"ENSG00000118257",1377
"ENSG00000118260",2999
"ENSG00000118263",2120
"ENSG00000118276",177
"ENSG00000118292",63
"ENSG00000118308",129
"ENSG00000118322",5
"ENSG00000118363",516
"ENSG00000118369",155
"ENSG00000118407",24
"ENSG00000118412",2071
"ENSG00000118418",750
"ENSG00000118420",243
"ENSG00000118454",1578
"ENSG00000118473",104
"ENSG00000118482",4904
"ENSG00000118495",1131
"ENSG00000118496",695
"ENSG00000118503",3209
"ENSG00000118507",407
"ENSG00000118508",312
"ENSG00000118513",85
"ENSG00000118515",1590
"ENSG00000118518",533
"ENSG00000118523",607
"ENSG00000118526",14
"ENSG00000118557",48
"ENSG00000118564",4650
"ENSG00000118579",1841
"ENSG00000118596",1676
"ENSG00000118600",665
"ENSG00000118620",654
"ENSG00000118640",1645
"ENSG00000118655",394
"ENSG00000118680",9386
"ENSG00000118689",1055
"ENSG00000118690",99
"ENSG00000118705",8532
"ENSG00000118707",1052
"ENSG00000118762",1627
"ENSG00000118777",14
"ENSG00000118785",4839
"ENSG00000118804",30
"ENSG00000118816",5939
"ENSG00000118849",502
"ENSG00000118855",1861
"ENSG00000118873",7098
"ENSG00000118894",163
"ENSG00000118898",2428
"ENSG00000118900",1486
"ENSG00000118922",256
"ENSG00000118939",327
"ENSG00000118946",200
"ENSG00000118960",289
"ENSG00000118961",1186
"ENSG00000118965",1810
"ENSG00000118971",1059
"ENSG00000118985",1082
"ENSG00000118997",663
"ENSG00000119004",924
"ENSG00000119013",730
"ENSG00000119041",2235
"ENSG00000119042",206
"ENSG00000119048",1117
"ENSG00000119125",828
"ENSG00000119138",86
"ENSG00000119139",3294
"ENSG00000119185",1238
"ENSG00000119203",2147
"ENSG00000119227",13
"ENSG00000119231",3019
"ENSG00000119242",314
"ENSG00000119280",1809
"ENSG00000119285",13137
"ENSG00000119314",19019
"ENSG00000119318",4303
"ENSG00000119321",1767
"ENSG00000119326",1452
"ENSG00000119328",503
"ENSG00000119333",719
"ENSG00000119335",7272
"ENSG00000119383",1625
"ENSG00000119392",973
"ENSG00000119396",3346
"ENSG00000119397",1593
"ENSG00000119401",553
"ENSG00000119402",2687
"ENSG00000119403",809
"ENSG00000119408",1473
"ENSG00000119411",352
"ENSG00000119414",1305
"ENSG00000119421",344
"ENSG00000119431",302
"ENSG00000119446",815
"ENSG00000119471",1813
"ENSG00000119487",1624
"ENSG00000119508",127
"ENSG00000119509",811
"ENSG00000119514",723
"ENSG00000119522",637
"ENSG00000119523",784
"ENSG00000119535",1734
"ENSG00000119537",2496
"ENSG00000119541",3570
"ENSG00000119547",19690
"ENSG00000119559",137
"ENSG00000119574",117
"ENSG00000119596",2638
"ENSG00000119599",351
"ENSG00000119616",1352
"ENSG00000119630",15
"ENSG00000119632",235
"ENSG00000119636",358
"ENSG00000119638",2146
"ENSG00000119640",274
"ENSG00000119650",383
"ENSG00000119655",1530
"ENSG00000119661",1020
"ENSG00000119669",457
"ENSG00000119673",63
"ENSG00000119681",1256
"ENSG00000119682",2739
"ENSG00000119684",2095
"ENSG00000119685",2091
"ENSG00000119686",279
"ENSG00000119688",660
"ENSG00000119689",2749
"ENSG00000119698",6
"ENSG00000119699",266
"ENSG00000119703",113
"ENSG00000119705",1167
"ENSG00000119707",6671
"ENSG00000119711",912
"ENSG00000119718",956
"ENSG00000119720",1182
"ENSG00000119723",481
"ENSG00000119725",203
"ENSG00000119729",443
"ENSG00000119737",112
"ENSG00000119760",1065
"ENSG00000119771",235
"ENSG00000119772",1427
"ENSG00000119777",1025
"ENSG00000119778",2663
"ENSG00000119782",81
"ENSG00000119787",4148
"ENSG00000119801",1118
"ENSG00000119812",1564
"ENSG00000119820",1730
"ENSG00000119844",3226
"ENSG00000119862",570
"ENSG00000119865",80
"ENSG00000119866",201
"ENSG00000119878",548
"ENSG00000119888",11239
"ENSG00000119899",483
"ENSG00000119900",1217
"ENSG00000119906",2572
"ENSG00000119912",3817
"ENSG00000119917",5597
"ENSG00000119922",2715
"ENSG00000119927",1079
"ENSG00000119929",381
"ENSG00000119938",449
"ENSG00000119943",79
"ENSG00000119946",159
"ENSG00000119950",830
"ENSG00000119953",1348
"ENSG00000119965",392
"ENSG00000119969",3626
"ENSG00000119977",947
"ENSG00000119979",233
"ENSG00000119986",387
"ENSG00000120008",3558
"ENSG00000120029",960
"ENSG00000120049",36
"ENSG00000120053",707
"ENSG00000120063",4265
"ENSG00000120071",2539
"ENSG00000120075",12
"ENSG00000120093",295
"ENSG00000120129",1897
"ENSG00000120137",5932
"ENSG00000120149",24
"ENSG00000120156",69
"ENSG00000120158",482
"ENSG00000120159",614
"ENSG00000120162",1392
"ENSG00000120217",646
"ENSG00000120253",1253
"ENSG00000120254",1727
"ENSG00000120256",1261
"ENSG00000120262",100
"ENSG00000120265",1322
"ENSG00000120278",978
"ENSG00000120279",34
"ENSG00000120306",697
"ENSG00000120314",894
"ENSG00000120318",349
"ENSG00000120327",271
"ENSG00000120328",36
"ENSG00000120333",472
"ENSG00000120334",407
"ENSG00000120341",20
"ENSG00000120370",470
"ENSG00000120437",466
"ENSG00000120438",5160
"ENSG00000120451",1132
"ENSG00000120457",4
"ENSG00000120458",167
"ENSG00000120509",704
"ENSG00000120519",635
"ENSG00000120526",1669
"ENSG00000120533",839
"ENSG00000120539",1771
"ENSG00000120549",2205
"ENSG00000120594",1599
"ENSG00000120616",2257
"ENSG00000120647",354
"ENSG00000120656",551
"ENSG00000120658",186
"ENSG00000120662",428
"ENSG00000120675",518
"ENSG00000120685",1237
"ENSG00000120686",2418
"ENSG00000120688",529
"ENSG00000120690",3216
"ENSG00000120693",87
"ENSG00000120694",10959
"ENSG00000120696",324
"ENSG00000120697",1171
"ENSG00000120699",823
"ENSG00000120705",4399
"ENSG00000120708",1812
"ENSG00000120709",983
"ENSG00000120725",559
"ENSG00000120727",1826
"ENSG00000120733",3311
"ENSG00000120738",2234
"ENSG00000120742",5767
"ENSG00000120756",3649
"ENSG00000120784",651
"ENSG00000120798",1591
"ENSG00000120800",4945
"ENSG00000120802",12578
"ENSG00000120805",2517
"ENSG00000120820",61
"ENSG00000120832",270
"ENSG00000120833",103
"ENSG00000120837",1351
"ENSG00000120860",626
"ENSG00000120868",1968
"ENSG00000120875",2521
"ENSG00000120885",85
"ENSG00000120889",2984
"ENSG00000120896",201
"ENSG00000120899",478
"ENSG00000120910",414
"ENSG00000120913",87
"ENSG00000120915",32
"ENSG00000120925",899
"ENSG00000120942",341
"ENSG00000120948",1292
"ENSG00000120963",4818
"ENSG00000120992",1958
"ENSG00000121005",19
"ENSG00000121022",975
"ENSG00000121039",856
"ENSG00000121057",1331
"ENSG00000121058",745
"ENSG00000121060",3785
"ENSG00000121064",885
"ENSG00000121067",1067
"ENSG00000121068",94
"ENSG00000121073",1036
"ENSG00000121104",60
"ENSG00000121152",778
"ENSG00000121210",565
"ENSG00000121211",207
"ENSG00000121274",1065
"ENSG00000121281",1897
"ENSG00000121289",717
"ENSG00000121297",83
"ENSG00000121310",568
"ENSG00000121316",2116
"ENSG00000121350",329
"ENSG00000121361",15
"ENSG00000121380",133
"ENSG00000121390",1696
"ENSG00000121406",404
"ENSG00000121413",38
"ENSG00000121417",496
"ENSG00000121440",115
"ENSG00000121481",884
"ENSG00000121486",708
"ENSG00000121542",379
"ENSG00000121552",44
"ENSG00000121577",9
"ENSG00000121578",1717
"ENSG00000121579",5654
"ENSG00000121621",1209
"ENSG00000121644",4104
"ENSG00000121653",78
"ENSG00000121671",527
"ENSG00000121680",278
"ENSG00000121690",17
"ENSG00000121691",925
"ENSG00000121716",94
"ENSG00000121741",6650
"ENSG00000121749",1711
"ENSG00000121753",14
"ENSG00000121766",678
"ENSG00000121769",173
"ENSG00000121774",5205
"ENSG00000121775",113
"ENSG00000121797",137
"ENSG00000121807",177
"ENSG00000121851",101
"ENSG00000121858",8447
"ENSG00000121864",1109
"ENSG00000121879",2294
"ENSG00000121892",8021
"ENSG00000121897",233
"ENSG00000121898",17
"ENSG00000121900",633
"ENSG00000121903",337
"ENSG00000121931",1417
"ENSG00000121940",1541
"ENSG00000121957",2319
"ENSG00000121964",567
"ENSG00000121966",1201
"ENSG00000121988",529
"ENSG00000121989",637
"ENSG00000122008",1721
"ENSG00000122012",4
"ENSG00000122026",199
"ENSG00000122033",620
"ENSG00000122034",2134
"ENSG00000122035",30
"ENSG00000122042",1347
"ENSG00000122068",3782
"ENSG00000122085",576
"ENSG00000122122",151
"ENSG00000122126",2085
"ENSG00000122140",397
"ENSG00000122176",220
"ENSG00000122203",1733
"ENSG00000122218",8100
"ENSG00000122257",3041
"ENSG00000122299",1925
"ENSG00000122335",666
"ENSG00000122359",2905
"ENSG00000122376",936
"ENSG00000122378",563
"ENSG00000122386",76
"ENSG00000122390",339
"ENSG00000122406",9228
"ENSG00000122417",1703
"ENSG00000122435",964
"ENSG00000122481",109
"ENSG00000122482",4334
"ENSG00000122483",1236
"ENSG00000122484",1507
"ENSG00000122490",644
"ENSG00000122507",620
"ENSG00000122512",421
"ENSG00000122515",912
"ENSG00000122545",6284
"ENSG00000122547",231
"ENSG00000122550",942
"ENSG00000122557",967
"ENSG00000122565",6346
"ENSG00000122566",16539
"ENSG00000122574",35
"ENSG00000122591",948
"ENSG00000122641",3099
"ENSG00000122642",1211
"ENSG00000122643",1670
"ENSG00000122644",260
"ENSG00000122674",137
"ENSG00000122678",214
"ENSG00000122687",725
"ENSG00000122692",1612
"ENSG00000122694",273
"ENSG00000122696",270
"ENSG00000122705",1706
"ENSG00000122707",61
"ENSG00000122711",3
"ENSG00000122729",1330
"ENSG00000122741",1730
"ENSG00000122778",481
"ENSG00000122779",1546
"ENSG00000122783",774
"ENSG00000122786",3036
"ENSG00000122861",4265
"ENSG00000122862",3234
"ENSG00000122863",102
"ENSG00000122870",15288
"ENSG00000122873",731
"ENSG00000122877",249
"ENSG00000122882",1235
"ENSG00000122884",5115
"ENSG00000122912",720
"ENSG00000122952",1295
"ENSG00000122958",2254
"ENSG00000122965",1231
"ENSG00000122966",2379
"ENSG00000122970",902
"ENSG00000122971",182
"ENSG00000122986",43
"ENSG00000123064",873
"ENSG00000123066",4669
"ENSG00000123080",244
"ENSG00000123091",2115
"ENSG00000123094",711
"ENSG00000123095",450
"ENSG00000123096",439
"ENSG00000123104",4268
"ENSG00000123106",847
"ENSG00000123124",2411
"ENSG00000123130",1254
"ENSG00000123131",1744
"ENSG00000123136",1259
"ENSG00000123143",718
"ENSG00000123144",661
"ENSG00000123146",941
"ENSG00000123154",62
"ENSG00000123159",1055
"ENSG00000123178",296
"ENSG00000123179",702
"ENSG00000123191",572
"ENSG00000123200",2641
"ENSG00000123213",1982
"ENSG00000123219",1215
"ENSG00000123240",4807
"ENSG00000123243",878
"ENSG00000123268",702
"ENSG00000123297",668
"ENSG00000123329",232
"ENSG00000123338",804
"ENSG00000123342",81
"ENSG00000123349",2786
"ENSG00000123352",1493
"ENSG00000123353",1175
"ENSG00000123358",762
