external_gene_name,description,search_id,MeSH_count,andGene_count,description_count,best_score
ING2,inhibitor of growth family member 2 ,ING2,39,,,39
PCBP1,poly(rC) binding protein 1 ,PCBP1,79,,,79
PDCD6IP,programmed cell death 6 interacting protein ,PDCD6IP,17,,,17
BPTF,bromodomain PHD finger transcription factor ,BPTF,63,,,63
RND1,Rho family GTPase 1 ,RND1,15,,,15
HSPA6,heat shock protein family A (Hsp70) member 6 ,HSPA6,48,,,48
TOP3A,DNA topoisomerase III alpha ,TOP3A,20,,,20
ERN1,endoplasmic reticulum to nucleus signaling 1 ,ERN1,57,,,57
ATP4B,ATPase H+/K+ transporting subunit beta ,ATP4B,20,,,20
CCNL2,cyclin L2 ,CCNL2,5,,,5
EFNA4,ephrin A4 ,EFNA4,17,,,17
CDK3,cyclin dependent kinase 3 ,CDK3,49,,,49
CCL15,C-C motif chemokine ligand 15 ,CCL15,42,,,42
TAC1,tachykinin precursor 1 ,TAC1,54,,,54
PSMC4,"proteasome 26S subunit, ATPase 4 ",PSMC4,13,,,13
HIPK2,homeodomain interacting protein kinase 2 ,HIPK2,130,,,130
SYT1,synaptotagmin 1 ,SYT1,27,,,27
CD209,CD209 molecule ,CD209,52,,,52
ENG,endoglin ,ENG,202,,,202
ABCA2,ATP binding cassette subfamily A member 2 ,ABCA2,41,,,41
PSMD3,"proteasome 26S subunit, non-ATPase 3 ",PSMD3,14,,,14
AMBRA1,autophagy and beclin 1 regulator 1 ,AMBRA1,60,,,60
HES1,hes family bHLH transcription factor 1 ,HES1,749,,,749
CISH,cytokine inducible SH2 containing protein ,CISH,467,,,467
IL1A,interleukin 1 alpha ,IL1A,198,,,198
ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group) ,ABCB6,40,,,40
ABCD4,ATP binding cassette subfamily D member 4 ,ABCD4,7,,,7
CRHR1,corticotropin releasing hormone receptor 1 ,CRHR1,35,,,35
TNFAIP6,TNF alpha induced protein 6 ,TNFAIP6,42,,,42
ACVR1C,activin A receptor type 1C ,ACVR1C,12,,,12
RAMP1,receptor activity modifying protein 1 ,RAMP1,26,,,26
ABCG5,ATP binding cassette subfamily G member 5 ,ABCG5,20,,,20
SNRPF,small nuclear ribonucleoprotein polypeptide F ,SNRPF,7,,,7
GRB7,growth factor receptor bound protein 7 ,GRB7,139,,,139
GATAD2B,GATA zinc finger domain containing 2B ,GATAD2B,5,,,5
ILF2,interleukin enhancer binding factor 2 ,ILF2,40,,,40
PLA2G7,phospholipase A2 group VII ,PLA2G7,25,,,25
ZEB1,zinc finger E-box binding homeobox 1 ,ZEB1,2193,,,2193
BMP6,bone morphogenetic protein 6 ,BMP6,158,,,158
SST,somatostatin ,SST,668,,,668
PAXIP1,PAX interacting protein 1 ,PAXIP1,14,,,14
CLDN12,claudin 12 ,CLDN12,8,,,8
ACTC1,actin alpha cardiac muscle 1 ,ACTC1,20,,,20
DVL3,dishevelled segment polarity protein 3 ,DVL3,82,,,82
CNST,"consortin, connexin sorting protein ",CNST,36,,,36
PEX2,peroxisomal biogenesis factor 2 ,PEX2,1,,,1
LIPC,"lipase C, hepatic type ",LIPC,19,,,19
OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1 ",OTUB1,57,,,57
KCNAB1,potassium voltage-gated channel subfamily A regulatory beta subunit 1 ,KCNAB1,7,,,7
KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3 ,KCNAB3,1,,,1
GABARAP,GABA type A receptor-associated protein ,GABARAP,54,,,54
CYCS,"cytochrome c, somatic ",CYCS,42,,,42
ZFPM1,"zinc finger protein, FOG family member 1 ",ZFPM1,8,,,8
EPHA10,EPH receptor A10 ,EPHA10,29,,,29
LPAR5,lysophosphatidic acid receptor 5 ,LPAR5,32,,,32
ABCB8,ATP binding cassette subfamily B member 8 ,ABCB8,8,,,8
COL4A6,collagen type IV alpha 6 chain ,COL4A6,50,,,50
NUP62,nucleoporin 62 ,NUP62,14,,,14
CSNK1E,casein kinase 1 epsilon ,CSNK1E,35,,,35
MIF,macrophage migration inhibitory factor ,MIF,912,,,912
NME2,NME/NM23 nucleoside diphosphate kinase 2 ,NME2,72,,,72
HBB,hemoglobin subunit beta ,HBB,84,,,84
CCL3L3,C-C motif chemokine ligand 3 like 3 ,CCL3L3,2,,,2
ARID4A,AT-rich interaction domain 4A ,ARID4A,12,,,12
SIRT2,sirtuin 2 ,SIRT2,226,,,226
NUP133,nucleoporin 133 ,NUP133,3,,,3
DNAJA2,DnaJ heat shock protein family (Hsp40) member A2 ,DNAJA2,1,,,1
HMMR,hyaluronan mediated motility receptor ,HMMR,149,,,149
DNAJB11,DnaJ heat shock protein family (Hsp40) member B11 ,DNAJB11,13,,,13
NFATC2,nuclear factor of activated T cells 2 ,NFATC2,139,,,139
MAP1LC3A,microtubule associated protein 1 light chain 3 alpha ,MAP1LC3A,40,,,40
PTPRZ1,protein tyrosine phosphatase receptor type Z1 ,PTPRZ1,63,,,63
CCL1,C-C motif chemokine ligand 1 ,CCL1,61,,,61
SELPLG,selectin P ligand ,SELPLG,13,,,13
SRF,serum response factor ,SRF,346,,,346
LMNB1,lamin B1 ,LMNB1,53,,,53
LIFR,LIF receptor subunit alpha ,LIFR,187,,,187
CNR1,cannabinoid receptor 1 ,CNR1,40,,,40
CCND2,cyclin D2 ,CCND2,450,,,450
CNTFR,ciliary neurotrophic factor receptor ,CNTFR,21,,,21
PKN1,protein kinase N1 ,PKN1,26,,,26
CKS2,CDC28 protein kinase regulatory subunit 2 ,CKS2,82,,,82
OBSL1,obscurin like cytoskeletal adaptor 1 ,OBSL1,2,,,2
SMO,"smoothened, frizzled class receptor ",SMO,992,,,992
RAMP2,receptor activity modifying protein 2 ,RAMP2,31,,,31
CRP,C-reactive protein ,CRP,5136,,,5136
MEIS2,Meis homeobox 2 ,MEIS2,52,,,52
AGT,angiotensinogen ,AGT,358,,,358
PSEN2,presenilin 2 ,PSEN2,14,,,14
PLIN2,perilipin 2 ,PLIN2,49,,,49
C9orf72,C9orf72-SMCR8 complex subunit ,C9orf72,8,,,8
ADGRL3,adhesion G protein-coupled receptor L3 ,ADGRL3,5,,,5
GRM1,glutamate metabotropic receptor 1 ,GRM1,56,,,56
APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 ",APPL1,31,,,31
SPATA2,spermatogenesis associated 2 ,SPATA2,6,,,6
MAML1,mastermind like transcriptional coactivator 1 ,MAML1,67,,,67
CXCL16,C-X-C motif chemokine ligand 16 ,CXCL16,185,,,185
NUP35,nucleoporin 35 ,NUP35,1,,,1
SAP30,Sin3A associated protein 30 ,SAP30,14,,,14
GFRA2,GDNF family receptor alpha 2 ,GFRA2,11,,,11
CPLX1,complexin 1 ,CPLX1,1,,,1
UBE2V2,ubiquitin conjugating enzyme E2 V2 ,UBE2V2,13,,,13
LPL,lipoprotein lipase ,LPL,569,,,569
PFN4,profilin family member 4 ,PFN4,1,,,1
LIN9,lin-9 DREAM MuvB core complex component ,LIN9,21,,,21
WT1,WT1 transcription factor ,WT1,3357,,,3357
LAMP1,lysosomal associated membrane protein 1 ,LAMP1,281,,,281
WWOX,WW domain containing oxidoreductase ,WWOX,333,,,333
NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor ",NF2,2263,,,2263
TNFRSF4,TNF receptor superfamily member 4 ,TNFRSF4,54,,,54
ATG7,autophagy related 7 ,ATG7,565,,,565
MBP,myelin basic protein ,MBP,565,,,565
AGER,advanced glycosylation end-product specific receptor ,AGER,52,2,11,11
MAD1L1,mitotic arrest deficient 1 like 1 ,MAD1L1,38,,,38
BAZ1B,bromodomain adjacent to zinc finger domain 1B ,BAZ1B,11,,,11
FBXW11,F-box and WD repeat domain containing 11 ,FBXW11,16,,,16
RIMS1,regulating synaptic membrane exocytosis 1 ,RIMS1,6,,,6
TF,transferrin ,transferrin ,3541,,,3541
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone ,HSCB,4,,,4
CTSG,cathepsin G ,CTSG,29,,,29
JAG1,jagged canonical Notch ligand 1 ,JAG1,283,,,283
TNFSF13B,TNF superfamily member 13b ,TNFSF13B,32,,,32
COMP,cartilage oligomeric matrix protein ,COMP,237,,,237
C1QBP,complement C1q binding protein ,C1QBP,38,,,38
PDE4D,phosphodiesterase 4D ,PDE4D,57,,,57
RTN4,reticulon 4 ,RTN4,30,,,30
LEPR,leptin receptor ,LEPR,169,,,169
STMN1,stathmin 1 ,STMN1,227,,,227
UBE2B,ubiquitin conjugating enzyme E2 B ,UBE2B,13,,,13
SET,SET nuclear proto-oncogene ,SET,59289,25,4,25
FKBP1B,FKBP prolyl isomerase 1B ,FKBP1B,3,,,3
SOCS2,suppressor of cytokine signaling 2 ,SOCS2,149,,,149
AMOT,angiomotin ,AMOT,44,,,44
CDKN1C,cyclin dependent kinase inhibitor 1C ,CDKN1C,155,,,155
NECTIN2,nectin cell adhesion molecule 2 ,NECTIN2,76,,,76
CSH1,chorionic somatomammotropin hormone 1 ,CSH1,5,,,5
CEP55,centrosomal protein 55 ,CEP55,145,,,145
CD27,CD27 molecule ,CD27,781,,,781
LUM,lumican ,LUM,108,1,123,123
PEX14,peroxisomal biogenesis factor 14 ,PEX14,20,,,20
NUF2,NUF2 component of NDC80 kinetochore complex ,NUF2,61,,,61
SERPING1,serpin family G member 1 ,SERPING1,21,,,21
DLG2,discs large MAGUK scaffold protein 2 ,DLG2,29,,,29
PEX10,peroxisomal biogenesis factor 10 ,PEX10,2,,,2
PEX13,peroxisomal biogenesis factor 13 ,PEX13,3,,,3
SKA3,spindle and kinetochore associated complex subunit 3 ,SKA3,39,,,39
BDKRB2,bradykinin receptor B2 ,BDKRB2,8,,,8
HNRNPF,heterogeneous nuclear ribonucleoprotein F ,HNRNPF,19,,,19
LGALS9B,galectin 9B ,LGALS9B,2,,,2
LPAR3,lysophosphatidic acid receptor 3 ,LPAR3,40,,,40
RRM2,ribonucleotide reductase regulatory subunit M2 ,RRM2,432,,,432
CNTN2,contactin 2 ,CNTN2,9,,,9
MAML2,mastermind like transcriptional coactivator 2 ,MAML2,319,,,319
COL25A1,collagen type XXV alpha 1 chain ,COL25A1,3,,,3
S100A4,S100 calcium binding protein A4 ,S100A4,696,,,696
UNC13B,unc-13 homolog B ,UNC13B,3,,,3
TRIM27,tripartite motif containing 27 ,TRIM27,57,,,57
LIN52,lin-52 DREAM MuvB core complex component ,LIN52,6,,,6
LIN37,lin-37 DREAM MuvB core complex component ,LIN37,3,,,3
NEFL,neurofilament light chain ,NEFL,50,,,50
CD22,CD22 molecule ,CD22,1410,,,1410
CASR,calcium sensing receptor ,CASR,288,,,288
MAPK9,mitogen-activated protein kinase 9 ,MAPK9,51,,,51
CALCRL,calcitonin receptor like receptor ,CALCRL,21,,,21
TRIP13,thyroid hormone receptor interactor 13 ,TRIP13,94,,,94
ADGRL1,adhesion G protein-coupled receptor L1 ,ADGRL1,3,,,3
PICALM,phosphatidylinositol binding clathrin assembly protein ,PICALM,37,,,37
SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 ",SMARCD3,20,,,20
ATG16L1,autophagy related 16 like 1 ,ATG16L1,92,,,92
FBXO7,F-box protein 7 ,FBXO7,13,,,13
RBFOX2,RNA binding fox-1 homolog 2 ,RBFOX2,39,,,39
APOL1,apolipoprotein L1 ,APOL1,23,,,23
PSMA6,proteasome 20S subunit alpha 6 ,PSMA6,13,,,13
MYBL2,MYB proto-oncogene like 2 ,MYBL2,165,,,165
PTN,pleiotrophin ,PTN,273,,,273
HOXA5,homeobox A5 ,HOXA5,141,,,141
AMBP,alpha-1-microglobulin/bikunin precursor ,AMBP,26,,,26
PEX12,peroxisomal biogenesis factor 12 ,PEX12,1,,,1
DHX15,DEAH-box helicase 15 ,DHX15,27,,,27
LTBR,lymphotoxin beta receptor ,LTBR,48,,,48
IL4,interleukin 4 ,IL4,3506,,,3506
SMC4,structural maintenance of chromosomes 4 ,SMC4,53,,,53
NEK2,NIMA related kinase 2 ,NEK2,212,,,212
CCN2,cellular communication network factor 2 ,CCN2,110,,,110
SMAD9,SMAD family member 9 ,SMAD9,16,,,16
VAPB,VAMP associated protein B and C ,VAPB,10,,,10
BBS2,Bardet-Biedl syndrome 2 ,BBS2,3,,,3
TUBA4A,tubulin alpha 4a ,TUBA4A,12,,,12
HBZ,hemoglobin subunit zeta ,HBZ,137,,,137
STXBP1,syntaxin binding protein 1 ,STXBP1,8,,,8
BBS7,Bardet-Biedl syndrome 7 ,BBS7,1,,,1
VPS37B,VPS37B subunit of ESCRT-I ,VPS37B,1,,,1
TLE3,"TLE family member 3, transcriptional corepressor ",TLE3,30,,,30
KIFC3,kinesin family member C3 ,KIFC3,12,,,12
NME7,NME/NM23 family member 7 ,NME7,5,,,5
PDE3B,phosphodiesterase 3B ,PDE3B,26,,,26
XRCC4,X-ray repair cross complementing 4 ,XRCC4,185,,,185
TTN,titin ,TTN,241,,,241
KCNB1,potassium voltage-gated channel subfamily B member 1 ,KCNB1,12,,,12
NRG2,neuregulin 2 ,NRG2,27,,,27
S100B,S100 calcium binding protein B ,S100B,326,,,326
S100A1,S100 calcium binding protein A1 ,S100A1,90,,,90
HSPA12A,heat shock protein family A (Hsp70) member 12A ,HSPA12A,8,,,8
ADORA2B,adenosine A2b receptor ,ADORA2B,22,,,22
PRPF8,pre-mRNA processing factor 8 ,PRPF8,20,,,20
KCNA2,potassium voltage-gated channel subfamily A member 2 ,KCNA2,0,,,0
SH2B1,SH2B adaptor protein 1 ,SH2B1,14,,,14
GATA2,GATA binding protein 2 ,GATA2,522,,,522
RCC1,regulator of chromosome condensation 1 ,RCC1,68,,,68
MUC16,"mucin 16, cell surface associated ",MUC16,361,,,361
FLRT2,fibronectin leucine rich transmembrane protein 2 ,FLRT2,13,,,13
NTF3,neurotrophin 3 ,NTF3,12,,,12
PLA2G2A,phospholipase A2 group IIA ,PLA2G2A,58,,,58
IFNA2,interferon alpha 2 ,IFNA2,10,,,10
CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin ",CLN3,21,,,21
CXCL17,C-X-C motif chemokine ligand 17 ,CXCL17,40,,,40
NCR1,natural cytotoxicity triggering receptor 1 ,NCR1,33,,,33
MAML3,mastermind like transcriptional coactivator 3 ,MAML3,68,,,68
PDCD1LG2,programmed cell death 1 ligand 2 ,PDCD1LG2,131,,,131
DLL1,delta like canonical Notch ligand 1 ,DLL1,110,,,110
COL6A6,collagen type VI alpha 6 chain ,COL6A6,13,,,13
HPR,haptoglobin-related protein ,HPR,395,,,395
CCL16,C-C motif chemokine ligand 16 ,CCL16,21,,,21
CCL18,C-C motif chemokine ligand 18 ,CCL18,189,,,189
COL23A1,collagen type XXIII alpha 1 chain ,COL23A1,5,,,5
TNK2,tyrosine kinase non receptor 2 ,TNK2,42,,,42
NTN1,netrin 1 ,NTN1,22,,,22
SMC1A,structural maintenance of chromosomes 1A ,SMC1A,67,,,67
PVR,PVR cell adhesion molecule ,PVR,344,,,344
TBX5,T-box transcription factor 5 ,TBX5,47,,,47
DSP,desmoplakin ,DSP,205,,,205
MPDZ,multiple PDZ domain crumbs cell polarity complex component ,MPDZ,8,,,8
NECTIN1,nectin cell adhesion molecule 1 ,NECTIN1,39,,,39
MYL2,myosin light chain 2 ,MYL2,12,,,12
ADGRL2,adhesion G protein-coupled receptor L2 ,ADGRL2,3,,,3
MUC5B,"mucin 5B, oligomeric mucus/gel-forming ",MUC5B,153,,,153
RHOQ,ras homolog family member Q ,RHOQ,5,,,5
GAD1,glutamate decarboxylase 1 ,GAD1,21,,,21
ACKR4,atypical chemokine receptor 4 ,ACKR4,8,,,8
PSMA1,proteasome 20S subunit alpha 1 ,PSMA1,26,,,26
UNC13A,unc-13 homolog A ,UNC13A,1,,,1
PAK4,p21 (RAC1) activated kinase 4 ,PAK4,207,,,207
POLN,DNA polymerase nu ,POLN,10,,,10
APCS,"amyloid P component, serum ",APCS,1023,,,1023
AP3B1,adaptor related protein complex 3 subunit beta 1 ,AP3B1,11,,,11
KLRC1,killer cell lectin like receptor C1 ,KLRC1,27,,,27
LMX1B,LIM homeobox transcription factor 1 beta ,LMX1B,15,,,15
TCHP,trichoplein keratin filament binding ,TCHP,27,,,27
NTRK3,neurotrophic receptor tyrosine kinase 3 ,NTRK3,657,,,657
MEAK7,"MTOR associated protein, eak-7 homolog ",MEAK7,0,,,0
SKAP1,src kinase associated phosphoprotein 1 ,SKAP1,18,,,18
NUP205,nucleoporin 205 ,NUP205,13,,,13
SKI,SKI proto-oncogene ,SKI,379,2,4,4
TRIM63,tripartite motif containing 63 ,TRIM63,20,,,20
SDC3,syndecan 3 ,SDC3,17,,,17
PIGR,polymeric immunoglobulin receptor ,PIGR,91,,,91
MSX1,msh homeobox 1 ,MSX1,70,,,70
FABP5,fatty acid binding protein 5 ,FABP5,156,,,156
CHMP4C,charged multivesicular body protein 4C ,CHMP4C,19,,,19
NOS3,nitric oxide synthase 3 ,NOS3,149,,,149
STX3,syntaxin 3 ,STX3,8,,,8
TUBA1C,tubulin alpha 1c ,TUBA1C,25,,,25
SERPINF2,serpin family F member 2 ,SERPINF2,7,,,7
HJV,hemojuvelin BMP co-receptor ,HJV,14,,,14
NLGN1,neuroligin 1 ,NLGN1,8,,,8
DES,desmin ,DES,2976,,,2976
SGF29,SAGA complex associated factor 29 ,SGF29,5,,,5
NR2C2,nuclear receptor subfamily 2 group C member 2 ,NR2C2,13,,,13
KCNA4,potassium voltage-gated channel subfamily A member 4 ,KCNA4,8,,,8
HSPA14,heat shock protein family A (Hsp70) member 14 ,HSPA14,5,,,5
LIN54,lin-54 DREAM MuvB core complex component ,LIN54,7,,,7
PAX5,paired box 5 ,PAX5,1000,,,1000
RYR1,ryanodine receptor 1 ,RYR1,43,,,43
IFNA1,interferon alpha 1 ,IFNA1,16,,,16
PBX2,PBX homeobox 2 ,PBX2,25,,,25
NME1,NME/NM23 nucleoside diphosphate kinase 1 ,NME1,145,,,145
NFYA,nuclear transcription factor Y subunit alpha ,NFYA,92,,,92
TFPI,tissue factor pathway inhibitor ,TFPI,256,,,256
NEO1,neogenin 1 ,NEO1,15,,,15
TGFBR3,transforming growth factor beta receptor 3 ,TGFBR3,103,,,103
SREBF1,sterol regulatory element binding transcription factor 1 ,SREBF1,76,,,76
PALS1,"protein associated with LIN7 1, MAGUK p55 family member ",PALS1,11,,,11
PCM1,pericentriolar material 1 ,PCM1,76,,,76
GP6,glycoprotein VI platelet ,GP6,221,,,221
SPTLC1,serine palmitoyltransferase long chain base subunit 1 ,SPTLC1,9,,,9
TTLL12,tubulin tyrosine ligase like 12 ,TTLL12,8,,,8
BDKRB1,bradykinin receptor B1 ,BDKRB1,4,,,4
BIRC7,baculoviral IAP repeat containing 7 ,BIRC7,27,,,27
CHMP4B,charged multivesicular body protein 4B ,CHMP4B,10,,,10
CA2,carbonic anhydrase 2 ,CA2,7374,,,7374
SGTA,small glutamine rich tetratricopeptide repeat co-chaperone alpha ,SGTA,20,,,20
IL27RA,interleukin 27 receptor subunit alpha ,IL27RA,10,,,10
LGALS3BP,galectin 3 binding protein ,LGALS3BP,70,,,70
TIMELESS,timeless circadian regulator ,TIMELESS,78,2,1,2
MFN2,mitofusin 2 ,MFN2,126,,,126
APAF1,apoptotic peptidase activating factor 1 ,APAF1,589,,,589
BBS9,Bardet-Biedl syndrome 9 ,BBS9,5,,,5
RAMP3,receptor activity modifying protein 3 ,RAMP3,36,,,36
DLGAP5,DLG associated protein 5 ,DLGAP5,82,,,82
LILRB2,leukocyte immunoglobulin like receptor B2 ,LILRB2,34,,,34
GFAP,glial fibrillary acidic protein ,GFAP,2306,,,2306
TPT1,"tumor protein, translationally-controlled 1 ",TPT1,57,,,57
DCAF7,DDB1 and CUL4 associated factor 7 ,DCAF7,5,,,5
SORL1,sortilin related receptor 1 ,SORL1,16,,,16
TRPC6,transient receptor potential cation channel subfamily C member 6 ,TRPC6,75,,,75
FBN2,fibrillin 2 ,FBN2,34,,,34
MFGE8,milk fat globule EGF and factor V/VIII domain containing ,MFGE8,48,,,48
MVB12A,multivesicular body subunit 12A ,MVB12A,0,,,0
SIRT3,sirtuin 3 ,SIRT3,333,,,333
RHOB,ras homolog family member B ,RHOB,241,,,241
GPC3,glypican 3 ,GPC3,676,,,676
MKI67,marker of proliferation Ki-67 ,MKI67,315,,,315
DSN1,DSN1 component of MIS12 kinetochore complex ,DSN1,13,,,13
DBI,"diazepam binding inhibitor, acyl-CoA binding protein ",DBI,50,,,50
RBPMS,"RNA binding protein, mRNA processing factor ",RBPMS,40,,,40
TNFRSF14,TNF receptor superfamily member 14 ,TNFRSF14,110,,,110
ICOSLG,inducible T cell costimulator ligand ,ICOSLG,23,,,23
VPS28,VPS28 subunit of ESCRT-I ,VPS28,5,,,5
UBXN1,UBX domain protein 1 ,UBXN1,9,,,9
SYVN1,synoviolin 1 ,SYVN1,14,,,14
WDR26,WD repeat domain 26 ,WDR26,4,,,4
HSPA4L,heat shock protein family A (Hsp70) member 4 like ,HSPA4L,10,,,10
LDB2,LIM domain binding 2 ,LDB2,9,,,9
ROBO1,roundabout guidance receptor 1 ,ROBO1,161,,,161
NMUR1,neuromedin U receptor 1 ,NMUR1,10,,,10
MALT1,MALT1 paracaspase ,MALT1,445,,,445
GP5,glycoprotein V platelet ,GP5,469,,,469
MAGED1,MAGE family member D1 ,MAGED1,23,,,23
CHRM2,cholinergic receptor muscarinic 2 ,CHRM2,13,,,13
RNF41,ring finger protein 41 ,RNF41,8,,,8
GP1BA,glycoprotein Ib platelet subunit alpha ,GP1BA,6,,,6
PFN3,profilin 3 ,PFN3,2,,,2
MMP1,matrix metallopeptidase 1 ,MMP1,1752,,,1752
COL13A1,collagen type XIII alpha 1 chain ,COL13A1,16,,,16
PRC1,protein regulator of cytokinesis 1 ,PRC1,294,,,294
ABHD16A,"abhydrolase domain containing 16A, phospholipase ",ABHD16A,2,,,2
ACKR1,atypical chemokine receptor 1 (Duffy blood group) ,ACKR1,20,,,20
PPP1CB,protein phosphatase 1 catalytic subunit beta ,PPP1CB,29,,,29
PHB2,prohibitin 2 ,PHB2,70,,,70
PPP2R2A,protein phosphatase 2 regulatory subunit Balpha ,PPP2R2A,63,,,63
ORM1,orosomucoid 1 ,ORM1,44,,,44
SSTR3,somatostatin receptor 3 ,SSTR3,133,,,133
PDK4,pyruvate dehydrogenase kinase 4 ,PDK4,116,,,116
MAMLD1,mastermind like domain containing 1 ,MAMLD1,20,,,20
RTN4R,reticulon 4 receptor ,RTN4R,4,,,4
ASPM,assembly factor for spindle microtubules ,ASPM,149,,,149
EIF2B3,eukaryotic translation initiation factor 2B subunit gamma ,EIF2B3,0,,,0
PTPRC,protein tyrosine phosphatase receptor type C ,PTPRC,118,,,118
ADD1,adducin 1 ,ADD1,13,,,13
LAG3,lymphocyte activating 3 ,LAG3,1124,,,1124
RAPGEF4,Rap guanine nucleotide exchange factor 4 ,RAPGEF4,8,,,8
NME3,NME/NM23 nucleoside diphosphate kinase 3 ,NME3,9,,,9
NEFM,neurofilament medium chain ,NEFM,15,,,15
FGL1,fibrinogen like 1 ,FGL1,46,,,46
DNAJB6,DnaJ heat shock protein family (Hsp40) member B6 ,DNAJB6,21,,,21
RGP1,"RGP1 homolog, RAB6A GEF complex partner 1 ",RGP1,2,,,2
RAB5C,"RAB5C, member RAS oncogene family ",RAB5C,13,,,13
WASF1,WASP family member 1 ,WASF1,8,,,8
NUP155,nucleoporin 155 ,NUP155,10,,,10
NPHP3,nephrocystin 3 ,NPHP3,7,,,7
PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha ,PRKAR2A,16,,,16
KCNIP3,potassium voltage-gated channel interacting protein 3 ,KCNIP3,3,,,3
HOXB5,homeobox B5 ,HOXB5,43,,,43
AKAP1,A-kinase anchoring protein 1 ,AKAP1,3,,,3
GOT2,glutamic-oxaloacetic transaminase 2 ,GOT2,46,,,46
SYMPK,symplekin scaffold protein ,SYMPK,6,,,6
RAB3IP,RAB3A interacting protein ,RAB3IP,9,,,9
KCNA5,potassium voltage-gated channel subfamily A member 5 ,KCNA5,9,,,9
HIP1R,huntingtin interacting protein 1 related ,HIP1R,15,,,15
HSPA12B,heat shock protein family A (Hsp70) member 12B ,HSPA12B,3,,,3
NMUR2,neuromedin U receptor 2 ,NMUR2,5,,,5
MYBPC3,myosin binding protein C3 ,MYBPC3,4,,,4
GAD2,glutamate decarboxylase 2 ,GAD2,28,,,28
STX17,syntaxin 17 ,STX17,27,,,27
CACNA1A,calcium voltage-gated channel subunit alpha1 A ,CACNA1A,19,,,19
CERS2,ceramide synthase 2 ,CERS2,24,,,24
ACKR3,atypical chemokine receptor 3 ,ACKR3,37,,,37
OSMR,oncostatin M receptor ,OSMR,89,,,89
PHIP,pleckstrin homology domain interacting protein ,PHIP,233,,,233
CHMP7,charged multivesicular body protein 7 ,CHMP7,3,,,3
TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1 ,TIAL1,8,,,8
RPP38,ribonuclease P/MRP subunit p38 ,RPP38,1,,,1
HSPA13,heat shock protein family A (Hsp70) member 13 ,HSPA13,7,,,7
VMA21,vacuolar ATPase assembly factor VMA21 ,VMA21,7,,,7
CCNF,cyclin F ,CCNF,24,,,24
BBS5,Bardet-Biedl syndrome 5 ,BBS5,0,,,0
IFI16,interferon gamma inducible protein 16 ,IFI16,95,,,95
GJB2,gap junction protein beta 2 ,GJB2,54,,,54
TTC8,tetratricopeptide repeat domain 8 ,TTC8,3,,,3
TET2,tet methylcytosine dioxygenase 2 ,TET2,1346,,,1346
GPS1,G protein pathway suppressor 1 ,GPS1,24,,,24
KCND3,potassium voltage-gated channel subfamily D member 3 ,KCND3,2,,,2
CLEC7A,C-type lectin domain containing 7A ,CLEC7A,20,,,20
KCNA3,potassium voltage-gated channel subfamily A member 3 ,KCNA3,10,,,10
ACAD9,acyl-CoA dehydrogenase family member 9 ,ACAD9,5,,,5
AKAP5,A-kinase anchoring protein 5 ,AKAP5,4,,,4
SCRIB,scribble planar cell polarity protein ,SCRIB,71,,,71
TIGIT,T cell immunoreceptor with Ig and ITIM domains ,TIGIT,753,,,753
NKX2-5,NK2 homeobox 5 ,NKX2-5,34,,,34
H1-5,"H1.5 linker histone, cluster member ",H1-5,20,,,20
KCND2,potassium voltage-gated channel subfamily D member 2 ,KCND2,10,,,10
LILRB4,leukocyte immunoglobulin like receptor B4 ,LILRB4,32,,,32
HEXIM1,HEXIM P-TEFb complex subunit 1 ,HEXIM1,49,,,49
PDLIM7,PDZ and LIM domain 7 ,PDLIM7,9,,,9
SNX2,sorting nexin 2 ,SNX2,12,,,12
CFB,complement factor B ,CFB,48,,,48
HOXB7,homeobox B7 ,HOXB7,126,,,126
MYCBP2,MYC binding protein 2 ,MYCBP2,14,,,14
SELE,selectin E ,SELE,26,1,18,18
MYOC,myocilin ,MYOC,11,,,11
SPDL1,spindle apparatus coiled-coil protein 1 ,SPDL1,198,,,198
TNC,tenascin C ,TNC,460,,,460
USE1,unconventional SNARE in the ER 1 ,USE1,4,,,4
SRI,sorcin ,SRI,521,0,62,62
HOXA9,homeobox A9 ,HOXA9,578,,,578
RAPGEF3,Rap guanine nucleotide exchange factor 3 ,RAPGEF3,8,,,8
FYB1,FYN binding protein 1 ,FYB1,1,,,1
EPB41L3,erythrocyte membrane protein band 4.1 like 3 ,EPB41L3,68,,,68
BAX,"BCL2 associated X, apoptosis regulator ",BAX,15735,,,15735
PROCR,protein C receptor ,PROCR,31,,,31
PSMD10,"proteasome 26S subunit, non-ATPase 10 ",PSMD10,34,,,34
SCML2,Scm polycomb group protein like 2 ,SCML2,3,,,3
