diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_1000984	inflammatory breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Completed	https://clinicaltrials.gov/study/NCT01583426,https://clinicaltrials.gov/study/NCT02125344
MONDO_0004658	breast carcinoma in situ	CHEMBL1790041	RANITIDINE	Small molecule	Histamine H2 receptor antagonist		HRH2	histamine receptor H2	3	Recruiting	https://clinicaltrials.gov/study/NCT04862585
MONDO_0007254	breast cancer	CHEMBL4650365	CAMIZESTRANT	Small molecule	Estrogen receptor alpha degrader		ESR1	estrogen receptor 1	3	Recruiting	https://clinicaltrials.gov/study/NCT05952557,https://clinicaltrials.gov/study/NCT04964934,https://clinicaltrials.gov/study/NCT05774951
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Not yet recruiting	https://clinicaltrials.gov/study/NCT06255392,https://clinicaltrials.gov/study/NCT06079983
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Unknown status	https://clinicaltrials.gov/study/NCT02514681
MONDO_0007254	breast cancer	CHEMBL2387080	TASELISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	3	Terminated	https://clinicaltrials.gov/study/NCT02340221
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	3	Recruiting	https://clinicaltrials.gov/study/NCT03671044,https://clinicaltrials.gov/study/NCT04400695,https://clinicaltrials.gov/study/NCT05430399,https://clinicaltrials.gov/study/NCT05673629,https://clinicaltrials.gov/study/NCT05720026,https://clinicaltrials.gov/study/NCT02344472,https://clinicaltrials.gov/study/NCT05894239,https://clinicaltrials.gov/study/NCT03949634,https://clinicaltrials.gov/study/NCT04547907,https://clinicaltrials.gov/study/NCT05883852,https://clinicaltrials.gov/study/NCT03926091,https://clinicaltrials.gov/study/NCT04540692,https://clinicaltrials.gov/study/NCT04193059,https://clinicaltrials.gov/study/NCT05159193,https://clinicaltrials.gov/study/NCT05296798,https://clinicaltrials.gov/study/NCT05207514,https://clinicaltrials.gov/study/NCT03264547,https://clinicaltrials.gov/study/NCT05901428
EFO_1000984	inflammatory breast carcinoma	CHEMBL1201585	TRASTUZUMAB	Antibody	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Completed	https://clinicaltrials.gov/study/NCT02125344
MONDO_0007254	breast cancer	CHEMBL3137343	PEMBROLIZUMAB	Antibody	Programmed cell death protein 1 inhibitor		PDCD1	programmed cell death 1	3	Recruiting	https://clinicaltrials.gov/study/NCT06103864,https://clinicaltrials.gov/study/NCT05633654,https://clinicaltrials.gov/study/NCT06112379,https://clinicaltrials.gov/study/NCT04335669,https://clinicaltrials.gov/study/NCT05629585
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	3	Withdrawn	https://clinicaltrials.gov/study/NCT00041171,https://clinicaltrials.gov/study/NCT03811418,https://clinicaltrials.gov/study/NCT05474690
MONDO_0007254	breast cancer	CHEMBL4279455	LAROTAXEL	Small molecule	Tubulin stabiliser		TUBB2A	tubulin beta 2A class IIa	3	Completed	https://clinicaltrials.gov/study/NCT00081796
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	3	Completed	https://clinicaltrials.gov/study/NCT03197935,https://clinicaltrials.gov/study/NCT03125902,https://clinicaltrials.gov/study/NCT04177108
EFO_0000305	breast carcinoma	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	3	Recruiting	https://clinicaltrials.gov/study/NCT03201861
MONDO_0007254	breast cancer	CHEMBL1201564	INTERFERON GAMMA-1B	Protein	Interferon gamma receptor agonist		IFNGR1	interferon gamma receptor 1	3	Completed	https://clinicaltrials.gov/study/NCT00008203
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	3	Completed	https://clinicaltrials.gov/study/NCT00006459
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	3	Unknown status	https://clinicaltrials.gov/study/NCT00039546,https://clinicaltrials.gov/study/NCT00408408,https://clinicaltrials.gov/study/NCT00070278
EFO_0000186	invasive breast ductal carcinoma	CHEMBL1399	ANASTROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT01953588
MONDO_0007254	breast cancer	CHEMBL1201565	EPOETIN ALFA	Protein	Erythropoietin receptor agonist		EPOR	erythropoietin receptor	3	Completed	https://clinicaltrials.gov/study/NCT00544232,https://clinicaltrials.gov/study/NCT00014222
MONDO_0007254	breast cancer	CHEMBL3707227	ATEZOLIZUMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor		CD274	CD274 molecule	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT04732598,https://clinicaltrials.gov/study/NCT03595592,https://clinicaltrials.gov/study/NCT03281954,https://clinicaltrials.gov/study/NCT04740918
MONDO_0004658	breast carcinoma in situ	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	3	Recruiting	https://clinicaltrials.gov/study/NCT04862585
MONDO_0007254	breast cancer	CHEMBL2017974	BUPARLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	3	Terminated	https://clinicaltrials.gov/study/NCT01633060
MONDO_0007254	breast cancer	CHEMBL1201199	LEUPROLIDE	Protein	Gonadotropin-releasing hormone receptor agonist		GNRHR	gonadotropin releasing hormone receptor	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT01674140,https://clinicaltrials.gov/study/NCT04711252,https://clinicaltrials.gov/study/NCT04546009
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	3	Completed	https://clinicaltrials.gov/study/NCT00191152
MONDO_0007254	breast cancer	CHEMBL53463	DOXORUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	3	Terminated	https://clinicaltrials.gov/study/NCT00912444,https://clinicaltrials.gov/study/NCT00296010,https://clinicaltrials.gov/study/NCT00002772,https://clinicaltrials.gov/study/NCT00082095
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	3	Terminated	https://clinicaltrials.gov/study/NCT00440622,https://clinicaltrials.gov/study/NCT02054338,https://clinicaltrials.gov/study/NCT05134194
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT04148911,https://clinicaltrials.gov/study/NCT04085276
EFO_0000305	breast carcinoma	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT01275677,https://clinicaltrials.gov/study/NCT03199885,https://clinicaltrials.gov/study/NCT02003209
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Recruiting	https://clinicaltrials.gov/study/NCT04457596
MONDO_0007254	breast cancer	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT04622319,https://clinicaltrials.gov/study/NCT01772472,https://clinicaltrials.gov/study/NCT04740918,https://clinicaltrials.gov/study/NCT03529110
MONDO_0007254	breast cancer	CHEMBL3545111	HEMAY-022	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Recruiting	https://clinicaltrials.gov/study/NCT06313983,https://clinicaltrials.gov/study/NCT05122494
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Unknown status	https://clinicaltrials.gov/study/NCT00010140,https://clinicaltrials.gov/study/NCT01622361,https://clinicaltrials.gov/study/NCT02514681,https://clinicaltrials.gov/study/NCT00408408,https://clinicaltrials.gov/study/NCT00944424,https://clinicaltrials.gov/study/NCT00003679,https://clinicaltrials.gov/study/NCT00430001,https://clinicaltrials.gov/study/NCT00629278,https://clinicaltrials.gov/study/NCT01479036,https://clinicaltrials.gov/study/NCT01642771,https://clinicaltrials.gov/study/NCT02393833,https://clinicaltrials.gov/study/NCT00532727,https://clinicaltrials.gov/study/NCT01354522,https://clinicaltrials.gov/study/NCT01547741,https://clinicaltrials.gov/study/NCT01222052
MONDO_0007254	breast cancer	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	3	Completed	https://clinicaltrials.gov/study/NCT01101438
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	3	Completed	https://clinicaltrials.gov/study/NCT04177108,https://clinicaltrials.gov/study/NCT03197935,https://clinicaltrials.gov/study/NCT03125902
EFO_0000304	breast adenocarcinoma	CHEMBL27759	ENTINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC5	histone deacetylase 5	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT02115282
EFO_1000984	inflammatory breast carcinoma	CHEMBL1738	DEXRAZOXANE	Small molecule	DNA topoisomerase II inhibitor		TOP2A	DNA topoisomerase II alpha	3	Terminated	https://clinicaltrials.gov/study/NCT00016276
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	3	Withdrawn	https://clinicaltrials.gov/study/NCT03811418
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	3	Recruiting	https://clinicaltrials.gov/study/NCT04722978,https://clinicaltrials.gov/study/NCT06103864,https://clinicaltrials.gov/study/NCT06143553,https://clinicaltrials.gov/study/NCT05814354,https://clinicaltrials.gov/study/NCT05382299,https://clinicaltrials.gov/study/NCT06268652
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT03734029,https://clinicaltrials.gov/study/NCT03595592,https://clinicaltrials.gov/study/NCT00433420,https://clinicaltrials.gov/study/NCT02214381,https://clinicaltrials.gov/study/NCT00070564,https://clinicaltrials.gov/study/NCT03168880,https://clinicaltrials.gov/study/NCT01646034,https://clinicaltrials.gov/study/NCT01358877,https://clinicaltrials.gov/study/NCT01996267,https://clinicaltrials.gov/study/NCT03315364,https://clinicaltrials.gov/study/NCT04494425,https://clinicaltrials.gov/study/NCT03725059,https://clinicaltrials.gov/study/NCT04732598
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	3	Recruiting	https://clinicaltrials.gov/study/NCT05374512
MONDO_0007254	breast cancer	CHEMBL27759	ENTINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC10	histone deacetylase 10	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT03538171
EFO_0000304	breast adenocarcinoma	CHEMBL3707227	ATEZOLIZUMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor		CD274	CD274 molecule	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT03199885
MONDO_0007254	breast cancer	CHEMBL3647420	PYROTINIB	Small molecule	Epidermal growth factor receptor erbB1 inhibitor		EGFR	epidermal growth factor receptor	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT03588091,https://clinicaltrials.gov/study/NCT03863223,https://clinicaltrials.gov/study/NCT03980054,https://clinicaltrials.gov/study/NCT02973737
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	3	Recruiting	https://clinicaltrials.gov/study/NCT06268652
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1201585	TRASTUZUMAB	Antibody	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Completed	https://clinicaltrials.gov/study/NCT00005970
MONDO_0007254	breast cancer	CHEMBL4297715	CAMRELIZUMAB	Antibody	Programmed cell death protein 1 antagonist		PDCD1	programmed cell death 1	3	Terminated	https://clinicaltrials.gov/study/NCT05134194
MONDO_0007254	breast cancer	CHEMBL554	LAPATINIB	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Unknown status	https://clinicaltrials.gov/study/NCT02394496,https://clinicaltrials.gov/study/NCT00486668,https://clinicaltrials.gov/study/NCT03080805,https://clinicaltrials.gov/study/NCT00688194
MONDO_0007254	breast cancer	CHEMBL778	DEXMEDETOMIDINE	Small molecule	Adrenergic receptor alpha-2 agonist		ADRA2A	adrenoceptor alpha 2A	3	Recruiting	https://clinicaltrials.gov/study/NCT05439005
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	3	Completed	https://clinicaltrials.gov/study/NCT01101438
MONDO_0007254	breast cancer	CHEMBL902	FAMOTIDINE	Small molecule	Histamine H2 receptor antagonist		HRH2	histamine receptor H2	3	Recruiting	https://clinicaltrials.gov/study/NCT04862585
MONDO_0007254	breast cancer	CHEMBL3647420	PYROTINIB	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	3	Recruiting	https://clinicaltrials.gov/study/NCT04646759,https://clinicaltrials.gov/study/NCT05910398,https://clinicaltrials.gov/study/NCT06278870,https://clinicaltrials.gov/study/NCT05346861,https://clinicaltrials.gov/study/NCT04254263,https://clinicaltrials.gov/study/NCT05424835,https://clinicaltrials.gov/study/NCT05429684
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	3	Recruiting	https://clinicaltrials.gov/study/NCT06268652
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	3	Unknown status	https://clinicaltrials.gov/study/NCT02514681
EFO_0000304	breast adenocarcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	3	Suspended	https://clinicaltrials.gov/study/NCT02037529
MONDO_0007254	breast cancer	CHEMBL25	ASPIRIN	Small molecule	Cyclooxygenase inhibitor		PTGS1	prostaglandin-endoperoxide synthase 1	3	Terminated	https://clinicaltrials.gov/study/NCT02927249
MONDO_0007254	breast cancer	CHEMBL1358	FULVESTRANT	Small molecule	Estrogen receptor antagonist		ESR1	estrogen receptor 1	3	Recruiting	https://clinicaltrials.gov/study/NCT04646759,https://clinicaltrials.gov/study/NCT05306340,https://clinicaltrials.gov/study/NCT04862663,https://clinicaltrials.gov/study/NCT05077449,https://clinicaltrials.gov/study/NCT04263298,https://clinicaltrials.gov/study/NCT05207709,https://clinicaltrials.gov/study/NCT05646862,https://clinicaltrials.gov/study/NCT05654623,https://clinicaltrials.gov/study/NCT04650581,https://clinicaltrials.gov/study/NCT05501886,https://clinicaltrials.gov/study/NCT06105632,https://clinicaltrials.gov/study/NCT05054751,https://clinicaltrials.gov/study/NCT05038735,https://clinicaltrials.gov/study/NCT05438810,https://clinicaltrials.gov/study/NCT05696626,https://clinicaltrials.gov/study/NCT02344472
MONDO_0007254	breast cancer	CHEMBL185	FLUOROURACIL	Small molecule	Thymidylate synthase inhibitor		TYMS	thymidylate synthetase	3	Suspended	https://clinicaltrials.gov/study/NCT00002696
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	3	Not yet recruiting	https://clinicaltrials.gov/study/NCT06255392,https://clinicaltrials.gov/study/NCT06079983,https://clinicaltrials.gov/study/NCT06343948,https://clinicaltrials.gov/study/NCT06081959
MONDO_0007254	breast cancer	CHEMBL521686	OLAPARIB	Small molecule	PARP 1, 2 and 3 inhibitor		PARP3	poly(ADP-ribose) polymerase family member 3	3	Recruiting	https://clinicaltrials.gov/study/NCT06112379
EFO_0000304	breast adenocarcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT03199885,https://clinicaltrials.gov/study/NCT00433511
EFO_0005537	triple-negative breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT04799249
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	3	Suspended	https://clinicaltrials.gov/study/NCT03002103
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	3	Active, not recruiting	https://clinicaltrials.gov/study/NCT04639986
MONDO_0007254	breast cancer	CHEMBL1200374	EXEMESTANE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	3	Completed	https://clinicaltrials.gov/study/NCT00016432,https://clinicaltrials.gov/study/NCT00065325,https://clinicaltrials.gov/study/NCT02482753,https://clinicaltrials.gov/study/NCT00066573,https://clinicaltrials.gov/study/NCT02995772,https://clinicaltrials.gov/study/NCT02028507,https://clinicaltrials.gov/study/NCT04109066,https://clinicaltrials.gov/study/NCT01626222,https://clinicaltrials.gov/study/NCT00083174,https://clinicaltrials.gov/study/NCT00863655,https://clinicaltrials.gov/study/NCT00002777,https://clinicaltrials.gov/study/NCT03176238,https://clinicaltrials.gov/study/NCT00525096,https://clinicaltrials.gov/study/NCT00032136,https://clinicaltrials.gov/study/NCT01237327,https://clinicaltrials.gov/study/NCT00265759
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1358	FULVESTRANT	Small molecule	Estrogen receptor antagonist		ESR1	estrogen receptor 1	3	Completed	https://clinicaltrials.gov/study/NCT00390455
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	3	Completed	https://clinicaltrials.gov/study/NCT00006459
