Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
PEG3	ENSG00000198300.12	1.340	138.942	-5.902	7.11e-144
MGEA5	ENSG00000198408.13	22.670	110.128	-2.231	2.35e-92
MT1F	ENSG00000198417.6	66.125	1.575	4.704	2.38e-100
NRARP	ENSG00000198435.3	9.415	1.360	2.142	7.12e-56
TPM2	ENSG00000198467.13	93.909	414.520	-2.130	1.94e-59
HLA-DRB5	ENSG00000198502.5	24.984	3.039	2.685	1.94e-16
PLN	ENSG00000198523.5	0.330	6.617	-2.518	5.63e-72
MMP17	ENSG00000198598.6	0.755	26.170	-3.952	1.33e-136
RYR2	ENSG00000198626.15	0.320	5.145	-2.219	1.58e-84
PAPSS2	ENSG00000198682.12	2.400	20.614	-2.668	4.73e-102
PPP1R14C	ENSG00000198729.4	4.245	0.090	2.267	8.40e-47
ZNF521	ENSG00000198795.10	2.185	14.164	-2.251	1.42e-41
PNP	ENSG00000198805.11	26.385	4.280	2.375	6.69e-61
GRK5	ENSG00000198873.11	1.400	30.478	-3.713	6.81e-198
SFMBT2	ENSG00000198879.11	0.670	7.330	-2.318	3.26e-128
SMC5	ENSG00000198887.8	6.895	41.685	-2.435	3.57e-109
L1CAM	ENSG00000198910.12	10.289	0.725	2.710	3.50e-35
GPRASP1	ENSG00000198932.12	0.480	54.503	-5.229	0.00e+0
TBKBP1	ENSG00000198933.9	4.280	20.774	-2.044	1.61e-75
SNORA31	ENSG00000199477.1	2.920	15.020	-2.031	2.61e-7
SNORA73B	ENSG00000200087.1	70.589	7.980	2.995	1.25e-27
SNORA63	ENSG00000200320.1	12.415	0.000	3.746	1.43e-7
RNU4-1	ENSG00000200795.1	36.895	0.000	5.244	2.79e-42
RN7SK	ENSG00000202198.1	576.568	43.817	3.688	9.75e-45
RNU4-2	ENSG00000202538.1	80.264	6.475	3.443	5.40e-34
FAM83H-AS1	ENSG00000203499.10	13.435	0.050	3.781	1.72e-101
FCGR3A	ENSG00000203747.9	19.760	3.043	2.360	5.13e-33
MSTO2P	ENSG00000203761.5	0.840	6.550	-2.037	1.54e-134
PPAPDC1A	ENSG00000203805.10	4.545	0.100	2.334	2.48e-37
HIST2H2AA3	ENSG00000203812.2	0.000	42.717	-5.450	2.81e-44
HIST2H2BF	ENSG00000203814.6	2.895	15.775	-2.107	4.43e-62
HIST2H3PS2	ENSG00000203818.7	0.055	4.720	-2.439	2.99e-107
RBM20	ENSG00000203867.7	0.130	4.590	-2.306	1.10e-170
TCEAL6	ENSG00000204071.9	0.020	6.295	-2.838	1.33e-151
INPP5B	ENSG00000204084.12	5.385	28.570	-2.211	4.31e-100
ZDBF2	ENSG00000204186.7	0.250	6.195	-2.525	1.39e-142
HLA-DOA	ENSG00000204252.12	10.630	1.630	2.145	1.09e-28
HLA-DMA	ENSG00000204257.14	79.566	13.725	2.452	1.63e-43
HLA-DRA	ENSG00000204287.13	550.423	38.449	3.805	2.86e-63
PRRT1	ENSG00000204314.10	5.905	47.839	-2.822	4.76e-99
SLC44A4	ENSG00000204385.10	30.043	1.740	3.502	3.52e-72
LY6G6C	ENSG00000204421.2	6.195	0.350	2.414	1.54e-32
LST1	ENSG00000204482.10	17.340	2.855	2.250	9.51e-48
MICA	ENSG00000204520.12	8.315	42.684	-2.230	5.54e-85
FAM153C	ENSG00000204677.10	0.320	8.800	-2.892	1.15e-138
GABBR1	ENSG00000204681.10	5.625	100.701	-3.940	7.46e-106
ZNF204P	ENSG00000204789.4	1.450	10.839	-2.273	2.73e-100
TMEM240	ENSG00000205090.8	1.260	14.669	-2.793	4.64e-129
PSENEN	ENSG00000205155.7	201.753	36.870	2.421	5.47e-104
VIT	ENSG00000205221.12	0.060	16.715	-4.063	9.34e-226
SAP25	ENSG00000205307.10	2.910	18.522	-2.320	3.47e-16
MT1H	ENSG00000205358.3	8.005	0.090	3.046	3.72e-38
RP11-1212A22.1	ENSG00000205746.9	10.305	69.910	-2.649	1.17e-64
RP11-689P11.2	ENSG00000205959.3	0.150	4.955	-2.372	1.02e-230
HERC2P9	ENSG00000206149.10	5.600	44.364	-2.781	3.66e-107
FOXL2NB	ENSG00000206262.8	0.120	74.731	-6.079	1.75e-209
RNVU1-7	ENSG00000206585.1	131.620	0.000	7.051	6.84e-36
RNU1-28P	ENSG00000206588.1	144.542	6.975	4.190	4.16e-41
RNU1-27P	ENSG00000206596.1	150.122	6.975	4.244	9.12e-42
SNORA57	ENSG00000206597.1	46.545	0.000	5.571	4.94e-43
SNORA22	ENSG00000206634.1	13.820	0.000	3.889	8.77e-37
RNU1-1	ENSG00000206652.1	144.542	6.975	4.190	4.16e-41
RNVU1-18	ENSG00000206737.1	144.542	6.975	4.190	4.16e-41
SNORA5A	ENSG00000206838.1	6.295	0.000	2.867	6.84e-17
RNU1-2	ENSG00000207005.1	150.122	6.975	4.244	9.12e-42
SNORA72	ENSG00000207067.1	0.000	4.343	-2.418	6.87e-19
SNORA7B	ENSG00000207088.1	18.934	0.000	4.317	1.82e-47
SNORA18	ENSG00000207145.1	11.120	0.000	3.599	6.01e-16
SNORA70	ENSG00000207165.1	0.000	6.226	-2.853	4.35e-10
SNORA68	ENSG00000207166.1	6.230	0.000	2.854	2.57e-16
SNORA8	ENSG00000207304.1	21.415	0.000	4.486	2.96e-33
SNORA22	ENSG00000207344.1	3.655	0.000	2.219	1.44e-17
RNU1-4	ENSG00000207389.1	150.122	6.975	4.244	9.12e-42
SNORD15B	ENSG00000207445.1	20.759	0.000	4.444	7.16e-32
SNORA7A	ENSG00000207496.1	9.590	0.000	3.405	1.63e-19
RNU1-3	ENSG00000207513.1	144.542	6.975	4.190	4.16e-41
SNORA48	ENSG00000209582.1	20.715	0.000	4.441	6.12e-22
MT-RNR2	ENSG00000210082.2	8004.246	1918.415	2.060	1.06e-64
MT-RNR1	ENSG00000211459.2	3396.421	470.515	2.849	5.26e-97
IGKC	ENSG00000211592.6	581.747	58.434	3.294	2.57e-11
IGKV4-1	ENSG00000211598.2	12.815	1.035	2.763	2.52e-13
IGLV1-40	ENSG00000211653.2	8.870	1.070	2.253	3.54e-10
IGLV3-25	ENSG00000211659.2	5.390	0.460	2.130	4.03e-12
IGLV2-14	ENSG00000211666.2	14.100	2.247	2.217	5.62e-9
IGLV3-1	ENSG00000211673.2	6.259	0.500	2.275	3.46e-12
IGLC1	ENSG00000211675.2	71.399	6.978	3.182	3.55e-14
IGLC2	ENSG00000211677.2	207.698	15.125	3.694	1.42e-14
IGLC3	ENSG00000211679.2	106.650	6.987	3.753	1.47e-13
IGHG1	ENSG00000211896.6	214.219	28.694	2.858	1.01e-7
IGHV3-23	ENSG00000211949.3	8.835	0.805	2.446	2.11e-13
IGHV4-39	ENSG00000211959.2	5.209	0.295	2.262	3.12e-13
SNORD17	ENSG00000212232.1	11.155	1.525	2.267	9.12e-36
SNORA12	ENSG00000212464.1	68.781	0.000	6.125	2.29e-110
LINC01089	ENSG00000212694.8	10.665	54.564	-2.252	4.18e-59
HIST2H3DP1	ENSG00000213244.3	0.100	6.435	-2.757	3.23e-188
GSTM2	ENSG00000213366.12	36.365	598.952	-4.005	2.35e-128
LCAT	ENSG00000213398.7	5.110	36.428	-2.615	2.53e-103
RP11-75L1.2	ENSG00000213443.2	1.145	10.700	-2.447	3.37e-133
UBD	ENSG00000213886.3	8.510	0.080	3.138	1.85e-44
TTLL3	ENSG00000214021.15	11.445	154.193	-3.640	3.09e-129
UCA1	ENSG00000214049.6	6.515	0.020	2.881	1.46e-34
MYCBP	ENSG00000214114.8	32.780	6.880	2.100	2.09e-73
PRCD	ENSG00000214140.10	0.690	7.750	-2.372	3.13e-128
RCN1P2	ENSG00000214455.4	2.780	18.325	-2.354	4.89e-106
PLIN5	ENSG00000214456.8	0.710	120.529	-6.151	1.61e-239
MEG3	ENSG00000214548.14	5.825	1412.416	-7.694	8.43e-180
HMGN2P15	ENSG00000214578.5	0.240	8.355	-2.915	1.41e-145
ZSWIM8	ENSG00000214655.10	26.099	112.193	-2.062	5.53e-91
SEPT7P2	ENSG00000214765.8	4.300	24.374	-2.259	4.86e-112
HLA-F-AS1	ENSG00000214922.9	0.565	6.050	-2.171	1.11e-135
NEURL4	ENSG00000215041.9	5.635	37.685	-2.544	9.45e-116
GOLGA8B	ENSG00000215252.11	8.495	154.862	-4.037	1.42e-117
LINC01139	ENSG00000215808.2	10.185	0.755	2.672	2.54e-39
MMP23A	ENSG00000215914.4	4.155	27.326	-2.458	1.10e-53
IFI30	ENSG00000216490.3	152.482	13.699	3.384	8.37e-89
FAM19A5	ENSG00000219438.8	1.310	9.260	-2.151	1.43e-51
VAMP2	ENSG00000220205.8	38.485	161.047	-2.037	2.37e-103
PKMP3	ENSG00000220563.1	0.480	6.360	-2.314	4.87e-157
MTMR9LP	ENSG00000220785.7	1.375	51.246	-4.459	3.54e-195
RP11-572P18.1	ENSG00000220842.6	253.070	1888.924	-2.895	3.42e-93
U3	ENSG00000221125.2	0.120	22.935	-4.418	3.03e-127
SNORA11	ENSG00000221716.1	5.720	0.000	2.748	2.90e-8
SLC12A8	ENSG00000221955.10	9.950	0.430	2.937	7.41e-96
PPT2	ENSG00000221988.12	10.900	49.800	-2.094	8.44e-93
URAHP	ENSG00000222019.7	1.170	10.355	-2.388	3.84e-135
LINC00152	ENSG00000222041.10	26.450	4.710	2.265	4.81e-76
HIST2H2BA	ENSG00000223345.3	0.120	7.165	-2.866	3.44e-183
MEG9	ENSG00000223403.3	0.140	13.384	-3.657	4.84e-182
LINC00473	ENSG00000223414.2	0.030	27.169	-4.773	3.91e-176
RP11-632K20.7	ENSG00000223509.8	1.770	15.503	-2.575	4.53e-115
RP4-717I23.3	ENSG00000223745.7	6.315	38.654	-2.439	8.31e-85
MIR503HG	ENSG00000223749.7	1.760	88.229	-5.015	2.95e-144
TSSC2	ENSG00000223756.6	0.705	9.909	-2.678	1.42e-94
LINC00205	ENSG00000223768.1	2.060	12.445	-2.135	1.45e-104
HLA-DPB1	ENSG00000223865.10	117.681	22.699	2.324	1.24e-32
EPB41L4A-AS1	ENSG00000224032.6	23.679	184.636	-2.911	1.05e-87
SNHG14	ENSG00000224078.12	10.305	55.350	-2.317	4.50e-49
HAGLR	ENSG00000224189.6	18.095	1.840	2.749	2.08e-35
LINC01133	ENSG00000224259.5	4.940	0.375	2.111	2.89e-29
MSL3P1	ENSG00000224287.2	4.875	0.175	2.322	8.58e-70
SH3BP5-AS1	ENSG00000224660.1	2.590	34.749	-3.316	3.30e-134
NPIPA3	ENSG00000224712.10	2.600	15.270	-2.176	2.21e-78
RPL29P11	ENSG00000224858.5	0.570	7.350	-2.411	9.35e-140
RP11-228B15.4	ENSG00000225032.5	1.415	26.856	-3.528	5.53e-140
GS1-184P14.2	ENSG00000225071.1	5.815	0.385	2.299	5.71e-82
SNORA71A	ENSG00000225091.3	5.930	0.000	2.793	5.44e-17
RANP4	ENSG00000225125.2	0.295	4.850	-2.176	1.22e-147
LINC00092	ENSG00000225194.2	0.120	3.580	-2.032	9.39e-151
PTPRD-AS1	ENSG00000225706.1	0.100	5.469	-2.556	5.87e-186
SNHG23	ENSG00000225746.8	0.090	7.550	-2.972	7.10e-185
FAM229A	ENSG00000225828.1	3.875	19.025	-2.038	2.05e-79
LINC00115	ENSG00000225880.5	0.695	7.935	-2.398	1.26e-161
RP4-706A16.3	ENSG00000226084.5	9.480	50.795	-2.305	1.31e-65
RP11-419C5.2	ENSG00000226232.8	2.105	13.675	-2.241	5.60e-90
LEMD1-AS1	ENSG00000226235.1	0.240	11.955	-3.385	1.11e-165
HAGLROS	ENSG00000226363.3	11.020	0.915	2.650	7.41e-52
RP5-1056L3.3	ENSG00000226396.1	0.845	12.490	-2.870	2.51e-95
LINC00511	ENSG00000227036.6	9.290	0.125	3.193	8.48e-93
PFN1P6	ENSG00000227212.3	0.265	4.190	-2.037	2.40e-122
RP11-258C19.4	ENSG00000227329.2	0.000	6.590	-2.924	1.01e-134
RP4-669P10.19	ENSG00000227370.1	0.500	5.375	-2.087	2.38e-119
LTB	ENSG00000227507.2	7.645	0.400	2.626	1.75e-40
HIGD1AP11	ENSG00000227644.2	0.000	8.164	-3.196	2.39e-248
TARID	ENSG00000227954.6	0.635	9.380	-2.666	1.57e-103
GUSBP11	ENSG00000228315.11	3.210	41.291	-3.328	4.57e-148
RP13-39P12.3	ENSG00000228748.2	1.580	10.738	-2.186	4.28e-55
RP4-781K5.2	ENSG00000228830.1	0.000	42.784	-5.452	2.91e-105
VDAC1P8	ENSG00000229036.7	1.335	9.885	-2.221	4.13e-123
RP11-274B21.12	ENSG00000229413.2	4.900	26.145	-2.202	9.57e-71
XIST	ENSG00000229807.9	14.215	450.317	-4.891	3.77e-85
TMSB4XP6	ENSG00000230043.1	3.660	25.100	-2.486	2.66e-12
TRPM2-AS	ENSG00000230061.2	5.435	0.030	2.643	9.12e-75
GOLGA6L5P	ENSG00000230373.8	1.150	52.070	-4.625	1.47e-204
RP5-902P8.10	ENSG00000230415.1	0.910	9.599	-2.472	2.44e-104
RPS23P8	ENSG00000230629.2	8.910	62.012	-2.669	2.04e-82
RP4-631H13.6	ENSG00000230953.2	0.690	14.784	-3.223	3.94e-92
KLF3-AS1	ENSG00000231160.9	1.170	34.354	-4.026	1.44e-172
RP4-797C5.2	ENSG00000231295.1	6.555	0.000	2.917	4.07e-57
HLA-DPA1	ENSG00000231389.7	188.059	16.850	3.405	1.90e-45
LINC00899	ENSG00000231711.2	1.495	13.134	-2.502	1.24e-118
LINC-PINT	ENSG00000231721.6	4.790	36.503	-2.695	1.64e-107
HLA-DQB2	ENSG00000232629.8	5.110	0.200	2.348	1.40e-32
GOLGA8N	ENSG00000232653.8	0.755	22.495	-3.743	2.39e-227
LYRM9	ENSG00000232859.9	4.935	26.637	-2.219	1.39e-98
LINC00342	ENSG00000232931.5	1.830	22.555	-3.057	8.96e-132
RP11-1212A22.4	ENSG00000233024.7	33.279	293.485	-3.103	1.66e-116
GPX1	ENSG00000233276.3	504.041	116.836	2.100	3.27e-96
USP32P2	ENSG00000233327.10	0.140	5.856	-2.588	1.24e-106
RP11-295G20.2	ENSG00000233461.5	23.660	2.255	2.921	4.68e-106
TMEM238	ENSG00000233493.3	34.051	0.320	4.731	1.71e-165
TWIST2	ENSG00000233608.3	1.930	28.949	-3.354	9.68e-85
LINC00284	ENSG00000233725.7	3.285	0.070	2.002	1.38e-36
LINC01503	ENSG00000233901.5	21.635	2.315	2.771	7.16e-53
RP11-250B2.3	ENSG00000233967.6	0.505	8.865	-2.713	5.01e-179
ZNF37BP	ENSG00000234420.7	1.895	17.425	-2.670	4.46e-149
MAGI2-AS3	ENSG00000234456.7	2.955	59.595	-3.937	5.26e-132
HMGN1P18	ENSG00000234927.1	0.000	4.520	-2.465	9.39e-151
RPL39P3	ENSG00000235174.1	87.684	640.364	-2.854	1.89e-27
PPP1R3E	ENSG00000235194.8	5.820	27.477	-2.062	4.82e-78
FAM103A2P	ENSG00000235272.1	15.215	2.535	2.198	4.28e-81
RP11-575L7.8	ENSG00000235298.1	0.645	7.480	-2.366	1.02e-85
RP11-693N9.2	ENSG00000235505.7	1.765	16.120	-2.630	1.77e-125
LINC00894	ENSG00000235703.5	1.960	19.295	-2.778	5.64e-93
LL0XNC01-240C2.1	ENSG00000235946.1	0.180	8.495	-3.008	3.65e-214
SLC25A3P1	ENSG00000236253.7	4.544	0.000	2.471	8.75e-34
TRHDE-AS1	ENSG00000236333.3	0.110	8.247	-3.058	9.49e-122
VLDLR-AS1	ENSG00000236404.8	0.690	12.745	-3.024	1.56e-131
RP11-390F4.6	ENSG00000236924.1	3.245	0.000	2.086	3.51e-53
NDUFA6-AS1	ENSG00000237037.9	3.380	16.645	-2.010	1.42e-103
RP4-669L17.10	ENSG00000237094.11	10.630	56.710	-2.311	6.14e-54
HAND2-AS1	ENSG00000237125.8	0.220	25.631	-4.448	1.56e-249
NR2F1-AS1	ENSG00000237187.8	3.590	27.315	-2.625	3.23e-80
TTN-AS1	ENSG00000237298.8	4.310	21.999	-2.115	2.83e-82
UNC5B-AS1	ENSG00000237512.6	15.620	0.305	3.671	4.38e-76
OXCT2P1	ENSG00000237624.1	0.160	4.640	-2.282	3.23e-141
KIFC1	ENSG00000237649.7	14.870	1.585	2.618	8.56e-83
RP6-24A23.3	ENSG00000237863.2	0.050	7.995	-3.099	1.38e-167
LINC00844	ENSG00000237949.1	0.000	3.780	-2.257	6.29e-152
RP5-857K21.6	ENSG00000237973.1	109.000	22.958	2.199	5.80e-41
KCNMB2-AS1	ENSG00000237978.5	6.220	0.000	2.852	6.23e-36
SCARNA7	ENSG00000238741.1	8.095	0.330	2.774	1.21e-68
SNORA47	ENSG00000238961.1	31.835	0.000	5.037	3.28e-54
SCARNA10	ENSG00000239002.3	4.120	0.000	2.356	5.09e-45
SNORA84	ENSG00000239183.1	4.690	0.000	2.508	1.66e-20
RPL23AP1	ENSG00000239257.1	0.350	8.903	-2.875	6.07e-165
RP11-295P9.3	ENSG00000239665.8	4.735	24.660	-2.162	7.70e-70
RN7SL608P	ENSG00000239884.3	0.375	5.745	-2.294	1.30e-143
RN7SL674P	ENSG00000239899.3	0.000	4.860	-2.551	4.51e-149
IGKV3-20	ENSG00000239951.1	32.987	3.567	2.896	1.87e-11
LY6G5B	ENSG00000240053.8	3.530	29.024	-2.728	2.15e-100
RP11-318E3.4	ENSG00000240180.1	0.000	3.025	-2.009	7.72e-111
SMKR1	ENSG00000240204.2	7.450	0.330	2.668	1.01e-82
RP11-499P20.2	ENSG00000240291.1	0.800	8.025	-2.326	6.01e-133
RPL7AP10	ENSG00000240522.1	0.170	4.525	-2.239	1.13e-148
RP5-890O3.9	ENSG00000240731.1	2.770	17.920	-2.327	2.36e-99
HIST2H2BB	ENSG00000240929.2	0.710	15.240	-3.248	2.91e-105
MIF	ENSG00000240972.1	1265.989	246.962	2.353	8.23e-87
RP11-79D8.2	ENSG00000240979.1	0.565	22.885	-3.932	4.30e-169
RP11-727A23.1	ENSG00000241020.1	0.000	3.285	-2.099	1.73e-158
TDGF1	ENSG00000241186.7	0.280	6.940	-2.633	4.30e-92
RP11-446H18.1	ENSG00000241218.1	0.070	4.015	-2.229	3.61e-186
RP11-379B18.5	ENSG00000241288.7	2.120	13.309	-2.197	1.29e-98
IGKV3-11	ENSG00000241351.2	29.055	4.420	2.471	4.85e-9
RPL36AP43	ENSG00000241362.2	0.150	4.645	-2.295	2.66e-200
IDS	ENSG00000241489.7	2.425	21.975	-2.746	3.61e-91
INMT	ENSG00000241644.2	0.620	9.308	-2.670	3.53e-90
LINC00893	ENSG00000241769.7	4.025	38.879	-2.988	3.03e-97
RP11-34P13.13	ENSG00000241860.6	1.380	9.430	-2.132	4.47e-74
TCEB1P19	ENSG00000241975.1	0.490	8.285	-2.640	9.93e-173
STAG3L5P	ENSG00000242294.6	7.225	46.386	-2.526	1.48e-88
IGKV2D-28	ENSG00000242534.2	6.093	0.000	2.826	1.85e-17
HLA-DMB	ENSG00000242574.8	59.229	6.588	2.989	4.81e-59
KCTD7	ENSG00000243335.8	2.285	18.164	-2.544	9.18e-123
IGKV1-5	ENSG00000243466.1	10.940	1.385	2.324	1.12e-11
UPK3B	ENSG00000243566.6	89.694	2.005	4.916	1.05e-59
RP11-274B21.3	ENSG00000243679.1	10.050	45.005	-2.058	9.88e-71
LINC00883	ENSG00000243701.5	2.490	20.619	-2.631	2.02e-126
PLA2G4B	ENSG00000243708.8	3.090	22.719	-2.536	3.15e-97
GSTA1	ENSG00000243955.5	2.380	21.302	-2.722	5.76e-25
RN7SL417P	ENSG00000244056.3	0.140	10.320	-3.312	4.62e-233
SPRR2F	ENSG00000244094.1	0.140	66.176	-5.881	4.77e-143
PDCL3P4	ENSG00000244119.1	0.530	6.080	-2.210	3.43e-117
PKD1P1	ENSG00000244257.5	2.665	23.090	-2.717	6.26e-60
LINC01296	ENSG00000244306.9	13.800	1.285	2.695	5.31e-35
IGKV3-15	ENSG00000244437.1	12.928	1.079	2.744	2.88e-13
RP4-800G7.2	ENSG00000244560.6	2.705	35.374	-3.295	3.40e-138
LINC01391	ENSG00000244578.1	0.020	4.534	-2.440	9.16e-166
RP11-613D13.8	ENSG00000244953.1	0.030	3.715	-2.194	1.67e-135
NEAT1	ENSG00000245532.5	84.955	1294.293	-3.914	2.07e-91
RAD51-AS1	ENSG00000245849.6	3.590	19.120	-2.132	4.19e-78
UBAP1L	ENSG00000246922.8	0.740	8.445	-2.440	3.84e-156
NR2F2-AS1	ENSG00000247809.7	0.565	32.953	-4.439	8.08e-249
FAM13A-AS1	ENSG00000248019.2	0.290	6.425	-2.525	9.58e-247
RP11-752D24.2	ENSG00000248115.1	0.030	5.130	-2.573	4.16e-200
RRN3P1	ENSG00000248124.7	2.395	24.600	-2.915	1.07e-151
MEF2C-AS1	ENSG00000248309.5	0.170	7.685	-2.892	7.60e-251
WHAMMP2	ENSG00000248334.6	0.150	3.680	-2.025	1.91e-220
KB-1269D1.8	ENSG00000248409.1	0.060	3.609	-2.120	5.23e-123
RP11-597D13.9	ENSG00000248429.5	0.290	12.300	-3.366	1.44e-241
LINC01197	ENSG00000248441.6	0.540	17.614	-3.595	1.08e-188
SEMA6A-AS1	ENSG00000248445.5	0.610	6.930	-2.300	7.77e-149
GDNF-AS1	ENSG00000248587.6	0.110	4.595	-2.334	1.11e-149
RP11-844P9.2	ENSG00000248596.6	1.605	42.604	-4.065	2.01e-110
TMEM150C	ENSG00000249242.7	1.000	20.027	-3.394	5.27e-191
LINC01088	ENSG00000249307.5	0.285	7.262	-2.685	3.60e-118
MIR143HG	ENSG00000249669.7	0.455	16.870	-3.618	1.05e-225
RAC1P2	ENSG00000249936.3	17.715	2.875	2.272	3.21e-70
LINC01018	ENSG00000250056.5	0.280	7.320	-2.700	6.02e-121
PKD1P6	ENSG00000250251.6	7.595	45.367	-2.432	4.29e-69
PSMC1P5	ENSG00000250273.1	0.000	28.629	-4.889	5.01e-55
LINC00958	ENSG00000251381.6	7.615	0.000	3.107	2.46e-86
IGKV1D-39	ENSG00000251546.1	23.874	3.170	2.577	2.91e-11
RP11-774O3.3	ENSG00000251615.3	1.190	12.750	-2.650	1.60e-137
RN7SKP70	ENSG00000252464.1	0.125	4.060	-2.169	3.47e-92
TMEM200B	ENSG00000253304.1	1.330	30.599	-3.761	4.18e-149
TRNP1	ENSG00000253368.3	16.895	2.419	2.388	1.09e-43
RP11-1081M5.1	ENSG00000253369.1	0.040	5.245	-2.586	3.47e-118
KRT8P3	ENSG00000254285.3	3.795	0.065	2.171	3.73e-73
RP11-867G23.4	ENSG00000254452.1	0.060	4.610	-2.404	3.87e-33
RP11-755F10.3	ENSG00000254461.1	0.350	8.760	-2.854	7.49e-183
RP11-728F11.4	ENSG00000254528.7	0.590	7.249	-2.375	2.89e-98
RP11-867G23.1	ENSG00000254855.1	0.160	9.795	-3.218	2.23e-207
STX16-NPEPL1	ENSG00000254995.4	0.945	9.155	-2.384	6.08e-91
RP11-326C3.2	ENSG00000255026.1	15.895	0.690	3.321	8.79e-33
PIGY	ENSG00000255072.1	0.000	4.075	-2.343	2.32e-38
RP11-350N15.4	ENSG00000255201.1	0.530	8.180	-2.585	4.01e-109
RP11-166D19.1	ENSG00000255248.6	11.370	107.195	-3.129	3.63e-58
RP11-732A19.5	ENSG00000255390.1	1.325	15.764	-2.850	4.23e-108
RP11-283G6.5	ENSG00000255750.5	13.950	0.000	3.902	9.95e-74
RP11-27M24.1	ENSG00000256013.1	3.465	0.000	2.159	1.80e-30
ZNF10	ENSG00000256223.5	2.420	15.345	-2.257	9.25e-106
RP11-283G6.4	ENSG00000256234.1	12.915	0.000	3.799	2.54e-72
RPL41P2	ENSG00000256338.2	2.265	65.609	-4.351	1.27e-205
RP11-73M18.2	ENSG00000256500.5	3.580	0.000	2.195	8.57e-51
RP11-680F8.1	ENSG00000256802.2	3.975	0.170	2.088	1.96e-67
RP11-283G6.3	ENSG00000256894.1	3.805	0.180	2.026	9.77e-47
RP11-783K16.5	ENSG00000256940.1	3.780	0.000	2.257	5.79e-63
U47924.27	ENSG00000257084.1	10.840	0.000	3.566	2.71e-110
PWAR6	ENSG00000257151.1	0.620	7.355	-2.367	1.62e-118
RP11-603J24.9	ENSG00000257411.1	14.265	0.000	3.932	1.06e-46
RP11-203J24.9	ENSG00000257524.5	1.370	23.459	-3.367	1.18e-165
RP11-469H8.6	ENSG00000257588.1	3.815	0.000	2.268	2.73e-52
PSMA3-AS1	ENSG00000257621.7	13.780	66.231	-2.185	2.43e-116
RP11-162P23.2	ENSG00000257767.2	9.420	1.043	2.350	4.58e-20
RP1-78O14.1	ENSG00000257894.2	0.385	6.190	-2.376	6.53e-99
RP11-386G11.10	ENSG00000258017.1	1.170	22.310	-3.425	7.60e-35
RP11-161H23.5	ENSG00000258232.2	0.000	19.322	-4.345	4.66e-89
PPT2-EGFL8	ENSG00000258388.7	1.335	24.340	-3.440	1.62e-177
MEG8	ENSG00000258399.6	0.110	9.874	-3.292	9.65e-182
RP11-164J13.1	ENSG00000258461.5	0.450	7.785	-2.599	1.47e-172
RP11-638I2.6	ENSG00000258504.2	0.000	5.692	-2.743	8.94e-35
RP11-203M5.7	ENSG00000258515.1	0.400	5.975	-2.317	1.80e-181
RP11-66N24.3	ENSG00000258727.1	1.875	16.115	-2.574	8.11e-109
RP11-841O20.2	ENSG00000258757.1	5.560	0.420	2.208	5.34e-38
RNASE4	ENSG00000258818.3	4.110	104.672	-4.370	1.68e-182
TUBB3	ENSG00000258947.6	19.885	1.985	2.807	7.88e-42
RP11-298I3.5	ENSG00000259132.1	0.560	9.140	-2.700	2.71e-41
LINC00924	ENSG00000259134.5	0.100	6.615	-2.791	1.56e-239
RP11-903H12.5	ENSG00000259171.1	1.765	37.839	-3.812	9.12e-142
RP11-182J1.12	ENSG00000259244.1	0.720	24.014	-3.862	1.11e-209
RP11-522B15.3	ENSG00000259275.2	0.190	6.010	-2.558	2.28e-226
RP11-736N17.4	ENSG00000259374.2	11.575	0.265	3.313	1.30e-68
RP11-89K11.1	ENSG00000259658.3	0.465	10.025	-2.912	6.04e-174
RP11-182J1.14	ENSG00000259683.1	0.070	4.050	-2.239	1.15e-250
RP11-95H3.1	ENSG00000259847.1	0.030	7.625	-3.066	4.25e-165
RP11-1100L3.8	ENSG00000259884.1	0.790	43.889	-4.648	5.96e-102
PWRN1	ENSG00000259905.5	0.000	8.650	-3.271	2.54e-149
RP11-326A19.5	ENSG00000259948.2	2.500	27.640	-3.033	4.15e-119
RP11-999E24.3	ENSG00000259969.1	0.440	6.285	-2.339	2.99e-127
RP11-553L6.5	ENSG00000259976.1	4.555	50.504	-3.213	2.01e-137
HOXB7	ENSG00000260027.4	15.255	0.420	3.517	1.73e-74
FRRS1L	ENSG00000260230.2	0.200	7.810	-2.876	3.22e-145
RP11-395I6.3	ENSG00000260296.1	0.390	5.595	-2.246	6.68e-131
RP11-645C24.5	ENSG00000260306.1	0.230	4.115	-2.056	1.95e-173
SCX	ENSG00000260428.2	20.155	2.025	2.806	1.11e-47
RP13-516M14.1	ENSG00000260563.3	1.390	14.864	-2.731	2.20e-137
RP11-24N18.1	ENSG00000260570.1	0.000	15.585	-4.052	7.98e-75
RP11-615I2.2	ENSG00000260577.2	0.660	20.689	-3.708	3.35e-192
RP11-250B2.5	ENSG00000260645.1	0.155	3.810	-2.058	8.41e-204
RP11-106M3.2	ENSG00000260729.1	0.270	4.740	-2.176	3.49e-157
GS1-358P8.4	ENSG00000260822.1	1.210	8.865	-2.158	6.55e-106
RP11-96C23.11	ENSG00000261011.1	0.270	4.780	-2.186	2.45e-142
